id,book,chapter,source_file,line_start,line_end,quote_text,category,source_or_origin,summary,notes
LASFH-001,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,7,7,天不生‘李敖’，万古如长夜。,李敖式仿古成句,化用“天不生仲尼，万古如长夜”一类尊圣成句,本书在相关章节使用或引录“天不生‘李敖’，万古如长夜。”，保留其可独立检索的李敖式仿古成句性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-002,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,9,9,快意恩仇,中文成语,传统成语,本书在相关章节使用或引录“快意恩仇”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-003,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,11,11,锲而不舍,中文成语,传统成语,本书在相关章节使用或引录“锲而不舍”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-004,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,11,11,上得山多终遇虎,中文俗语,中文俗谚,本书在相关章节使用或引录“上得山多终遇虎”，保留其可独立检索的中文俗语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-005,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,13,13,官官相护,中文成语,传统成语,本书在相关章节使用或引录“官官相护”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-006,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,31,31,无所遁形,中文成语,传统成语,本书在相关章节使用或引录“无所遁形”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-007,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,35,35,明镜高悬,中文成语,传统成语,本书在相关章节使用或引录“明镜高悬”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-008,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,39,39,草菅人命,中文成语,传统成语,本书在相关章节使用或引录“草菅人命”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-009,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,41,41,水落石出,中文成语,传统成语,本书在相关章节使用或引录“水落石出”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-010,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,47,47,不得要领,中文成语,传统成语,本书在相关章节使用或引录“不得要领”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-011,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,47,47,行尸走肉,中文成语,传统成语,本书在相关章节使用或引录“行尸走肉”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-012,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,49,49,逍遥法外,中文成语,传统成语,本书在相关章节使用或引录“逍遥法外”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-013,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,57,57,孤傲高蹈,中文成语,传统成语,本书在相关章节使用或引录“孤傲高蹈”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-014,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,57,57,趋炎附势,中文成语,传统成语,本书在相关章节使用或引录“趋炎附势”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-015,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,57,57,说大人，则藐之,古典成句,《孟子》成句,本书在相关章节使用或引录“说大人，则藐之”，保留其可独立检索的古典成句性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-016,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,57,57,戏公卿、弄王侯,文学化成句,传统文人自许语,本书在相关章节使用或引录“戏公卿、弄王侯”，保留其可独立检索的文学化成句性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-017,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,59,59,杠上开花,中文熟语,中文熟语,本书在相关章节使用或引录“杠上开花”，保留其可独立检索的中文熟语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-018,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,59,59,耐人寻味,中文成语,传统成语,本书在相关章节使用或引录“耐人寻味”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-019,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,65,65,服善之勇,古典成句,传统文言成句,本书在相关章节使用或引录“服善之勇”，保留其可独立检索的古典成句性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-020,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,73,73,曲法阿世,中文成语,传统成语,本书在相关章节使用或引录“曲法阿世”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-021,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,73,73,杀人如草不闻声,古典诗句,杜甫诗句化用,本书在相关章节使用或引录“杀人如草不闻声”，保留其可独立检索的古典诗句性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-022,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,75,75,遗臭万年,中文成语,传统成语,本书在相关章节使用或引录“遗臭万年”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-023,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,83,83,光明正大,中文成语,传统成语,本书在相关章节使用或引录“光明正大”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-024,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,83,83,瞒天过海,中文成语,传统成语,本书在相关章节使用或引录“瞒天过海”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-025,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,83,83,莫须有,历史典故,岳飞冤狱相关典故,本书在相关章节使用或引录“莫须有”，保留其可独立检索的历史典故性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-026,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,83,83,上下其手,中文成语,传统成语,本书在相关章节使用或引录“上下其手”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-027,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,83,83,欲加之罪，何患无辞,中文俗语,传统俗谚,本书在相关章节使用或引录“欲加之罪，何患无辞”，保留其可独立检索的中文俗语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-028,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,89,89,孤陋寡闻,中文成语,传统成语,本书在相关章节使用或引录“孤陋寡闻”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-029,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,93,93,黄鱼两吃,中文熟语,中文熟语,本书在相关章节使用或引录“黄鱼两吃”，保留其可独立检索的中文熟语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-030,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,93,93,李代桃僵,中文成语,传统成语,本书在相关章节使用或引录“李代桃僵”，保留其可独立检索的中文成语性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-031,你不知道的司法黑暗,为司法黑暗发榜,001.为司法黑暗发榜.txt,95,95,指鹿为马,历史典故,秦赵高典故,本书在相关章节使用或引录“指鹿为马”，保留其可独立检索的历史典故性质。,校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
