id,book,chapter,source_file,line_start,line_end,quote_text,category,source_or_origin,summary,notes
LAJJSZMM-001,蒋介石的真面目,仗打败，反多星,001.仗打败，反多星.txt,69,69,唯器与名，不可以假人,古典名器成句,《左传》名器语,李敖引古人慎重名器之语，说明名分和器物不可轻易假借。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收古典成句本体；不收军阶、将星、总统与党国讽刺语境。
LAJJSZMM-002,蒋介石的真面目,康泽回忆中的蒋介石,003.康泽回忆中的蒋介石.txt,11,11,错认颜标是鲁公,旧典成句,旧典成句,李敖用旧典成句讽刺误认人物、错把平常人当成名贤。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收旧典成句本体；不收康泽、徐复观、特务与党派论战语境。
LAJJSZMM-003,蒋介石的真面目,康泽回忆中的蒋介石,003.康泽回忆中的蒋介石.txt,39,39,但使龙城飞将在，不教胡马度阴山。,唐诗句,王昌龄《出塞》,李敖引王昌龄《出塞》句，借飞将与胡马写边塞想象。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收唐诗句本体；不收康泽、特赦、国共战争和政治讽刺语境。
LAJJSZMM-004,蒋介石的真面目,《拆穿蒋介石》导言,004.《拆穿蒋介石》导言.txt,7,7,更无一个是男儿,古诗化句,花蕊夫人《述国亡诗》化用,李敖借古诗化句感叹众人失去气节。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 校对补入，只收古诗化句本体；不收蔡松坡、反蒋、出丧和政治羞辱语境。
LAJJSZMM-005,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,3,3,不立文字，见性成佛,禅宗成句,南泉普愿禅语,李敖引南泉普愿所倡不立文字、见性成佛的禅门说法。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收禅宗成句本体；不收后文外交与卖国语境。
LAJJSZMM-006,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,3,3,不立文字，教外别传,禅宗成句,《五灯会元》禅宗宗旨,李敖引《五灯会元》所记禅宗不立文字、教外别传之理。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收禅宗成句本体；不收蒋介石外交文件讽刺语境。
LAJJSZMM-007,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,3,3,单传心印,禅宗成句,禅宗传法语,李敖用以说明禅门不涉文字、以心印相传的说法。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 校对补入，只收禅宗成句本体；不收后文政治外交语境。
LAJJSZMM-008,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,3,3,法离文字,禅宗成句,临济大师语,李敖引临济大师以法离文字为标榜。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收禅门成句本体；不收蒋介石不立文字的政治讽刺。
LAJJSZMM-009,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,3,3,乃至三乘十二分教，皆是拭不净故纸,禅宗文句,临济大师语,李敖引临济大师贬斥文字经典的激烈禅语。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收禅宗文句本体；不收后文政治外交语境。
LAJJSZMM-010,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,3,3,拈花示众,禅宗典故,《五灯会元》拈花典故,李敖引世尊在灵山会上拈花示众的禅门故事。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 校对补入，只收禅宗典故本体；不收蒋介石外交文件讽刺语境。
LAJJSZMM-011,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,3,3,破颜微笑,禅宗典故,《五灯会元》拈花微笑典故,李敖引大迦叶破颜微笑的禅门典故。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 校对补入，只收禅宗典故本体；不收蒋介石外交文件讽刺语境。
LAJJSZMM-012,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,5,5,东海西海，有志一同,文言成句,李敖成句,李敖用以说明中西在不喜文字记录这一点上旨趣相合。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 校对补入，只收可独立检索的文言成句；不收蒋介石不立文字的政治讽刺。
LAJJSZMM-013,蒋介石的真面目,蒋介石与“不立文字”,011.蒋介石与“不立文字”.txt,5,5,昔云门说法如云雨，绝不喜人记录其语。见必骂逐曰：‘汝口不用，反记吾语，异时裨贩我去。’,禅林故事文句,《禅林僧宝传》佛印语,李敖转引《禅林僧宝传》佛印记云门不喜人记录其语的故事。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收禅林故事本体；不收蒋介石不立文字的政治讽刺。
LAJJSZMM-014,蒋介石的真面目,秘刊《蒋介石国大现形记》经过,013.秘刊《蒋介石国大现形记》经过.txt,9,9,张大义而垂青史,文言成句,李敖成句,李敖用此称保存史料、伸张义理而留诸青史。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 校对补入，只收文言成句本体；不收国大、反蒋史料和政治评价语境。
LAJJSZMM-015,蒋介石的真面目,秘刊《蒋介石国大现形记》经过,013.秘刊《蒋介石国大现形记》经过.txt,9,9,长城但自坏，千古痛稠结，肉食无远谋，野史有直笔。,古人诗句,安如山诗,李敖引安如山诗，借长城自坏、野史直笔写史家寄意。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收古诗本体；不收国大、反蒋史料和政治评价语境。
LAJJSZMM-016,蒋介石的真面目,蒋介石毁损古物,019.蒋介石毁损古物.txt,3,3,出其东门，有女如云。虽则如云，匪我思存。缟衣綦巾，聊乐我员。,诗经句,《诗经·郑风·出其东门》,李敖引《诗经》前六句，说明东门意象与朴素女子之思。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收《诗经》文本本体；不收台北东门古物毁损和现代政治人物语境。
LAJJSZMM-017,蒋介石的真面目,蒋介石毁损古物,019.蒋介石毁损古物.txt,5,5,美轮美奂,成语,中文成语,李敖借成语反写城楼整修后外观华丽而失去原貌。,保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收成语本体；不收东门城楼整修与政治人物语境。
