id,book,chapter,source_file,line_start,line_end,quote_text,category,source_or_origin,summary,notes
LASHF-001,李敖书函集,再致施性忠老哥,007.再致施性忠老哥.txt,11,11,知耻近乎勇,古人格言,古语,以知耻与勇于认错相连。,
LASHF-002,李敖书函集,三致施性忠老哥,008.三致施性忠老哥.txt,7,7,我对书有耐心，对人无耐心,读书格言,李敖自述,以反差写自己耐书而不耐人的性情。,
LASHF-003,李敖书函集,三致施性忠老哥,008.三致施性忠老哥.txt,7,7,书房里的战士,妙语,李敖自况,以书房为战场，概括写作者的战斗位置。,
LASHF-004,李敖书函集,三致施性忠老哥,008.三致施性忠老哥.txt,7,7,许多书的成功，乃在作者与群众之间有互相吻合的庸俗想法,西方格言,尚福,用尚福语说明通俗成功与平庸共鸣的关系。,
LASHF-005,李敖书函集,三致施性忠老哥,008.三致施性忠老哥.txt,7,7,独行其道,成语,成语,形容坚持己路，不随俗媚世。,
LASHF-006,李敖书函集,三致施性忠老哥,008.三致施性忠老哥.txt,7,7,不合时宜,成语,成语,形容思想作风与流俗不合。,
LASHF-007,李敖书函集,三致施性忠老哥,008.三致施性忠老哥.txt,7,7,苏东坡一肚皮不合时宜,典故妙语,苏东坡典故,借苏东坡典故写不合流俗。,
LASHF-008,李敖书函集,三致施性忠老哥,008.三致施性忠老哥.txt,7,7,不但所生非地（非台湾人），且亦非时（非古人）也,妙语,李敖化用,以所生非地、非时自嘲不合环境。,
LASHF-009,李敖书函集,关于“直笔”的讨论,009.关于“直笔”的讨论.txt,7,7,当时意气论交人,诗文引用,古典诗句,以旧诗句追忆昔年交情与意气。,
LASHF-010,李敖书函集,关于“直笔”的讨论,009.关于“直笔”的讨论.txt,7,7,含糊其辞,成语,成语,形容说法不明不直。,
LASHF-011,李敖书函集,关于“直笔”的讨论,009.关于“直笔”的讨论.txt,7,7,随心所欲,成语,成语,指不受拘束地照己意行事。,
LASHF-012,李敖书函集,关于“直笔”的讨论,009.关于“直笔”的讨论.txt,21,21,因小失大,成语,成语,以小处顾忌损害大处价值。,
LASHF-013,李敖书函集,关于“直笔”的讨论,009.关于“直笔”的讨论.txt,21,21,举世无两,成语,成语,形容独一无二、无人能及。,
LASHF-014,李敖书函集,关于“直笔”的讨论,009.关于“直笔”的讨论.txt,21,21,爱真理甚于爱老师,格言,李敖改写,强调尊重真理高于私人师承。,
LASHF-015,李敖书函集,关于“直笔”的讨论,009.关于“直笔”的讨论.txt,27,27,百尺竿头更进一步,成语典故,佛家语,勉励在既有成就上继续推进。,
LASHF-016,李敖书函集,从小事看认真,011.从小事看认真.txt,3,3,执事敬,古人格言,古语,以敬事作为做人的基本美德。,
LASHF-017,李敖书函集,从小事看认真,011.从小事看认真.txt,3,3,做事不论大小，都不马虎、都不含糊、都勇于负责,处世格言,李敖阐释,说明认真负责的做事态度。,
LASHF-018,李敖书函集,从小事看认真,011.从小事看认真.txt,3,3,小题大做,成语,成语,把小事认真处理到足以示范的程度。,
LASHF-019,李敖书函集,从小事看认真,011.从小事看认真.txt,29,29,做人要讲究诚信原则，做邻居亦如此,处世格言,李敖,把诚信原则推广到邻里事务。,
LASHF-020,李敖书函集,从小事看认真,011.从小事看认真.txt,31,31,长痛不如短痛,俗语,俗语,说明及时处理积弊胜过长期拖延。,
LASHF-021,李敖书函集,从小事看认真,011.从小事看认真.txt,31,31,要喝牛奶，去买牛奶就好了，何必养母牛？,俗语妙喻,李敖引用俗喻,用牛奶与母牛比喻直接解决问题。,
LASHF-022,李敖书函集,从小事看认真,011.从小事看认真.txt,31,31,出尔反尔,成语,成语,形容反复无常、前后不一。,
LASHF-023,李敖书函集,从小事看认真,011.从小事看认真.txt,41,41,叠床架屋,成语,成语,比喻重复设置、徒增冗赘。,
LASHF-024,李敖书函集,从小事看认真,011.从小事看认真.txt,41,41,滑天下大稽,成语,成语,形容荒唐可笑到极点。,
LASHF-025,李敖书函集,从小事看认真,011.从小事看认真.txt,51,51,于心何忍，百思不解,成语化用,成语组合,把不忍与不解合成质问语气。,
LASHF-026,李敖书函集,从小事看认真,011.从小事看认真.txt,53,53,快刀斩乱麻,成语,成语,比喻以果断办法处理复杂难题。,
LASHF-027,李敖书函集,从小事看认真,011.从小事看认真.txt,53,53,有主意胜于没主意,处事格言,李敖,强调现实困境中有方案比空谈更重要。,
LASHF-028,李敖书函集,从小事看认真,011.从小事看认真.txt,53,53,巧妇为无米之炊,成语,成语,比喻缺少条件而难以完成事情。,
LASHF-029,李敖书函集,从小事看认真,011.从小事看认真.txt,55,55,没办法中的办法,俗语,李敖概括,指困境中仍能实行的折中办法。,
LASHF-030,李敖书函集,从小事看认真,011.从小事看认真.txt,55,55,强人所难,成语,成语,指勉强别人做难以做到的事。,
LASHF-031,李敖书函集,从小事看认真,011.从小事看认真.txt,55,55,壮士断臂,成语,成语,比喻以痛苦取舍换取整体改善。,
LASHF-032,李敖书函集,从小事看认真,011.从小事看认真.txt,55,55,亡羊补牢,成语,成语,比喻出事后及时补救。,
LASHF-033,李敖书函集,从小事看认真,011.从小事看认真.txt,55,55,我个人可以任劳，但是绝不任怨,处世格言,李敖,区分愿意承担劳苦与不愿背负怨责。,
LASHF-034,李敖书函集,从小事看认真,011.从小事看认真.txt,55,55,是坐看大厦云起，还是卧任大厦灰灭？,妙语,李敖,用对偶问句逼出行动选择。,
LASHF-035,李敖书函集,从小事看认真,011.从小事看认真.txt,77,77,大丈夫该为自己无端惹起这一问题自责,处世格言,李敖,主张有担当者应先自责。,
LASHF-036,李敖书函集,从小事看认真,011.从小事看认真.txt,83,83,敷衍了事,成语,成语,形容不负责地应付过去。,
LASHF-037,李敖书函集,从小事看认真,011.从小事看认真.txt,83,83,开源节流,成语,成语,指增加收入并节省开支。,
LASHF-038,李敖书函集,从小事看认真,011.从小事看认真.txt,97,97,坐享其成,成语,成语,指不出力而享受成果。,
LASHF-039,李敖书函集,复李声庭,012.复李声庭.txt,5,5,今之古人,妙语,李敖戏称,戏称对方把自己当作当代古人。,
LASHF-040,李敖书函集,复李声庭,012.复李声庭.txt,7,7,今之古书,书名妙语,李声庭书名,以书名形成当代与古书的反差。,
LASHF-041,李敖书函集,复李声庭,012.复李声庭.txt,7,7,日久湮没,成语,成语,形容作品久而不彰、渐被埋没。,
LASHF-042,李敖书函集,复李声庭,012.复李声庭.txt,7,7,书籍的品质堕落至此，真是太可悲了。,读书格言,李敖,感叹书籍品质下滑。,
LASHF-043,李敖书函集,复李声庭,012.复李声庭.txt,9,9,百尺竿头,成语典故,佛家语,指在已有基础上更进一步。,
LASHF-044,李敖书函集,复李声庭,012.复李声庭.txt,9,9,先知先觉,成语,成语,形容觉悟较早的人。,
LASHF-045,李敖书函集,复李杰四弟,013.复李杰四弟.txt,5,5,四十年隔世,妙语,李敖,写久别重逢如隔一世。,
LASHF-046,李敖书函集,复李杰四弟,013.复李杰四弟.txt,7,7,但愿人长久,诗词引用,苏轼词句,以苏轼词句寄托亲人长久的愿望。,
LASHF-049,李敖书函集,复李杰四弟,013.复李杰四弟.txt,9,9,毫无忌讳，细腻而坦白,写作格言,李敖,提出自传写作应有的坦率与细密。,
LASHF-050,李敖书函集,复六叔,014.复六叔.txt,5,5,四十年隔世,妙语,李敖,再次以隔世写久别后的重连。,
LASHF-051,李敖书函集,复六叔,014.复六叔.txt,7,7,所有血泪据实写出，都是感人的史诗,写作格言,李敖,强调真实苦难的叙写本身具有史诗性。,
LASHF-056,李敖书函集,复六叔,014.复六叔.txt,13,13,苦难是最动人的记录，它们是血泪换来的,写作格言,李敖,强调苦难记录的动人力量与代价。,
LASHF-057,李敖书函集,复六叔,014.复六叔.txt,13,13,垂之久远，以张正义、以为存真,文史格言,李敖,主张保存苦难记录以伸张正义、保存真实。,
LASHF-058,李敖书函集,复六叔,014.复六叔.txt,13,13,活得窝囊，死得雄奇,人生格言,李敖,以强烈对比写生命结局的精神姿态。,
LASHF-059,李敖书函集,《乌鸦评论》及其他,017.《乌鸦评论》及其他.txt,97,97,一脚踢,俗语,俗语,形容一人包办全部事务。,
LASHF-060,李敖书函集,《乌鸦评论》及其他,017.《乌鸦评论》及其他.txt,97,97,山水有清音,诗文引用,左思诗意,以清音意象写精神追求。,
LASHF-061,李敖书函集,《乌鸦评论》及其他,017.《乌鸦评论》及其他.txt,97,97,浊世有清音,诗文化用,李敖化用,把清音意象移入浊世语境。,
LASHF-062,李敖书函集,《乌鸦评论》及其他,017.《乌鸦评论》及其他.txt,97,97,成败利钝、非个人之明所能逆睹,古人格言,诸葛亮语,以诸葛亮语说明成败不能完全预见。,
LASHF-063,李敖书函集,《乌鸦评论》及其他,017.《乌鸦评论》及其他.txt,97,97,鞠躬尽瘁，死而后已,古人格言,诸葛亮语,表示尽力到底的精神。,
LASHF-064,李敖书函集,给邻居的一封信,018.给邻居的一封信.txt,9,9,既在其位，应谋其政,古人格言,古语,在其位就应尽其责。,
LASHF-065,李敖书函集,给邻居的一封信,018.给邻居的一封信.txt,9,9,尽责以除积弊,处事格言,李敖,概括承担责任、清除积弊的做法。,
LASHF-066,李敖书函集,给邻居的一封信,018.给邻居的一封信.txt,11,11,以免认起真来，与邻居伤和气,处世妙语,李敖,说明认真做事也可能损及人情。,
LASHF-067,李敖书函集,给邻居的一封信,018.给邻居的一封信.txt,43,43,人间公道，义无此理,成语化用,李敖,用反诘语气表达不合公道。,
LASHF-068,李敖书函集,给邻居的一封信,018.给邻居的一封信.txt,55,55,独行其是,成语,成语,指按照自己的判断独自行动。,
LASHF-069,李敖书函集,给邻居的一封信,018.给邻居的一封信.txt,61,61,皆大欢喜,成语,成语,形容事情以各方满意收场。,
LASHF-070,李敖书函集,给邻居的一封信,018.给邻居的一封信.txt,61,61,做事，不论大小，一律认真以赴,处事格言,李敖,概括大小事都认真处理的态度。,
LASHF-071,李敖书函集,花老犹见燕归迟,026.花老犹见燕归迟.txt,5,5,风片片，雨丝丝，一日相望十二时，奚事春来人不至，花前又见燕归迟,词句引用,董彦堂小词,保存董彦堂为李敖所写小词。,
LASHF-072,李敖书函集,花老犹见燕归迟,026.花老犹见燕归迟.txt,7,7,人间奇遇，我恰为证人耳,妙语,李敖,以见证人自况两代书法佳话。,
LASHF-073,李敖书函集,花老犹见燕归迟,026.花老犹见燕归迟.txt,9,9,闻道是子不如父，则父子两人必有一人出了毛病。,西方妙语,小罗克韦尔,以幽默方式谈父子成就关系。,
LASHF-074,李敖书函集,花老犹见燕归迟,026.花老犹见燕归迟.txt,9,9,我一生狂热工作，就是要证明我父亲没有毛病。,西方妙语,小罗克韦尔,以工作证明父亲价值的反讽式名言。,
LASHF-075,李敖书函集,花老犹见燕归迟,026.花老犹见燕归迟.txt,13,13,两代墨迹同一词,诗句,李敖诗,李敖赠诗第一句。,
LASHF-076,李敖书函集,花老犹见燕归迟,026.花老犹见燕归迟.txt,15,15,雨丝风片亦堪拾,诗句,李敖诗,李敖赠诗第二句。,
LASHF-077,李敖书函集,花老犹见燕归迟,026.花老犹见燕归迟.txt,17,17,四十年来花已老,诗句,李敖诗,李敖赠诗第三句。,
LASHF-078,李敖书函集,花老犹见燕归迟,026.花老犹见燕归迟.txt,19,19,花老犹见燕归迟,诗句,李敖诗,李敖赠诗末句，也是篇名。,
LASHF-081,李敖书函集,“碧云应继魏忠贤”,034.“碧云应继魏忠贤”.txt,17,17,旧学得新知增益，为之一快,读书格言,李敖,写旧有学问因新材料而增益的快乐。,
LASHF-082,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,7,7,韩信用兵，多多益善,典故成语,韩信典故,借韩信用兵比喻来稿不限字数。,
LASHF-083,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,7,7,不可同日而语,成语,成语,形容前后情况差别很大。,
LASHF-084,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,7,7,三十年河东，三十年河西，风水轮流转，世俗人情跟着变,俗语,俗语,写时移势变与人情变化。,
LASHF-085,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,11,11,有友如此者，亦云鲜矣,古文句式,李敖化用,以古文句式感叹如此朋友少见。,
LASHF-086,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,11,11,只要你们待我有李敖一半好，我就弃暗投明啦！,妙语,李敖戏言,用玩笑表达朋友照顾之苦心。,
LASHF-087,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,13,13,宁繁毋略，以存史料,写作格言,李敖,主张个人经历记录宁详勿略。,
LASHF-088,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,13,13,拒之老兄心痛，受之小弟头痛,妙语,李敖,以对偶写稿件取舍两难。,
LASHF-089,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,15,15,闲云野鹤,成语,成语,形容悠闲自在、不受拘束。,
LASHF-090,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,15,15,贤者之累,成语化用,古语化用,指贤者也有被俗事牵累之处。,
LASHF-091,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,17,17,待人不薄，待朋友尤厚,处世格言,李敖,概括自己待人待友的标准。,
LASHF-092,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,17,17,做人亦大难、做胡老师之友亦大难,妙语,李敖,用并列句写交友处世之难。,
LASHF-093,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,19,19,交友下场如此，亦足为忧患人生，增一见识,人生格言,李敖,把交友挫折视作人生见识。,
LASHF-094,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,31,31,闻过则喜,成语典故,古人教言,听到批评便高兴，表示乐于受教。,
LASHF-095,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,33,33,少小离家老大回,诗句引用,贺知章诗句,以唐诗写久别还乡。,
LASHF-096,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,33,33,打肿脸充胖子,俗语,俗语,形容勉强摆阔或虚撑门面。,
LASHF-097,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,37,37,礼轻仁义重,俗语,俗语,礼物虽薄，情义很重。,
LASHF-098,李敖书函集,答胡虚一老兄书,038.答胡虚一老兄书.txt,37,37,千里送鹅毛,俗语典故,俗语,以薄礼寄托厚意。,
LASHF-100,李敖书函集,讨论《北京法源寺》,044.讨论《北京法源寺》.txt,39,39,奇情与思想，是文学家必要的条件,文学格言,李敖,概括文学家所需的奇情与思想。,
LASHF-101,李敖书函集,讨论《北京法源寺》,044.讨论《北京法源寺》.txt,39,39,作品很菜，都是卖菜的,文艺妙语,李敖,以菜与卖菜的双关讽刺作品平庸。,
LASHF-102,李敖书函集,讨论《北京法源寺》,044.讨论《北京法源寺》.txt,41,41,读其所读令堂吉诃德君子人也，但信其所读令堂吉诃德疯人也,西方格言,萧伯纳,转述萧伯纳论堂吉诃德阅读与相信的名句。,
LASHF-103,李敖书函集,讨论《北京法源寺》,044.讨论《北京法源寺》.txt,41,41,"Reading made Don Quixote a gentleman, but believing what he read made him mad.",西方格言,萧伯纳,保留英文原句。,
LASHF-104,李敖书函集,讨论《北京法源寺》,044.讨论《北京法源寺》.txt,41,41,这个世界，再也没有堂吉诃德那样真诚的读者了！,文学妙语,李敖,借堂吉诃德写真诚读者的稀少。,
LASHF-105,李敖书函集,比较“鸡巴学”答美国佬,045.比较“鸡巴学”答美国佬.txt,25,25,见解以从俗展现不俗,评语格言,李敖,称赞从俗语研究中见出不俗见解。,
LASHF-106,李敖书函集,比较“鸡巴学”答美国佬,045.比较“鸡巴学”答美国佬.txt,27,27,把清教徒的污染，有以光复,语言妙语,李敖,说明把被道德化污染的俗词恢复其原貌。,
LASHF-107,李敖书函集,比较“鸡巴学”答美国佬,045.比较“鸡巴学”答美国佬.txt,29,29,被汉字骗了,语言妙语,梅维恒、李敖互答,概括字形和译音造成的误会。,
LASHF-110,李敖书函集,你转载我，我转载你,046.你转载我，我转载你.txt,33,33,美女经不得折腾，由此可见！,妙语,李敖,以玩笑口气谈风采变化。,
LASHF-111,李敖书函集,你转载我，我转载你,046.你转载我，我转载你.txt,33,33,残菊犹有傲霜枝,诗文化用,苏轼诗意,借残菊傲霜写人经折腾后仍有风致。,
