id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LABSKBSQ-001	yes		1	杀人如草不闻声	001.“白色恐怖”的一些特色.txt	7	7
LABSKBSQ-002	yes		1	烈士肝肠名士胆，杀人手段救人心	002.谷正文《白色恐怖》序.txt	7	7
LABSKBSQ-003	yes		1	奇正之变	002.谷正文《白色恐怖》序.txt	7	7
LABSKBSQ-004	yes		1	怙恶不悛	002.谷正文《白色恐怖》序.txt	9	9
LABSKBSQ-005	yes		1	神的选民，昼夜呼吁他，他纵然为他们忍了多时，岂不终久给他们申冤么？我告诉你们，要快快的给他们申冤了。	005.为李世杰先生安息礼拜追述生平.txt	17	17
LABSKBSQ-006	yes		1	说亲爱的弟兄，不要自己申冤，宁可让步，听凭主怒。因为经上记着，‘主说，申冤在我，我必报应。’	005.为李世杰先生安息礼拜追述生平.txt	17	17
LABSKBSQ-007	yes		1	爱人如己	005.为李世杰先生安息礼拜追述生平.txt	17	17
LABSKBSQ-008	yes		1	入则心非，出则巷议	009.新腹诽罪.txt	9	9
LABSKBSQ-009	yes		1	日夜招聚天下豪杰壮士与论议，腹非而心谤	009.新腹诽罪.txt	9	9
LABSKBSQ-010	yes		1	今王侯朝贺以苍璧，直数千，而其皮荐反四十万，本末不相称。	009.新腹诽罪.txt	13	13
LABSKBSQ-011	yes		1	自是之后，有“腹诽”之法比，而公卿大夫多谄谀取容矣！	009.新腹诽罪.txt	13	13
LABSKBSQ-012	yes		1	生子不生男，有缓急非有益也！	011.“感谢政府德政”.txt	15	15
LABSKBSQ-013	yes		1	妾父为吏，齐中皆称其廉平，今坐法当刑。妾伤夫死者不可复生，刑者不可复属，虽复欲改过自新，其道无由也。妾愿没入为官婢，赎父刑罪，使得自新。	011.“感谢政府德政”.txt	15	15
LABSKBSQ-014	yes		1	恺悌君子，民之父母。	011.“感谢政府德政”.txt	15	15
LABSKBSQ-015	yes		1	虽有轻刑之名，其实杀也！	011.“感谢政府德政”.txt	21	21
LABSKBSQ-016	yes		1	文帝乃重刑，非轻之也；以严致平，非以宽致平也！	011.“感谢政府德政”.txt	21	21
LABSKBSQ-017	yes		1	则刻戾忍杀之人耳	011.“感谢政府德政”.txt	27	27
LABSKBSQ-018	yes		1	以正治国，以奇用兵，以无事取天下。吾何以知其然哉？以此。天下多忌讳而民弥贫；民多利器，国家滋昏；人多伎巧，奇物滋起；法令滋彰，盗贼多有。故圣人云：“我无为而民自化，我好静而民自正，我无事而民自富，我无欲而民自朴。”	021.为老子名言举活证.txt	17	17
LABSKBSQ-019	yes		1	我无为而民自化，我好静而民自正，我无事而民自富，我无欲而民自朴。	021.为老子名言举活证.txt	17	17
LABSKBSQ-020	yes		1	法令滋彰，盗贼多有	021.为老子名言举活证.txt	19	19
LABSKBSQ-021	yes		1	不怕不识货，只怕货比货。	028.写在龚德柏《蒋介石黑狱亲历记》的前面.txt	87	87
LABSKBSQ-022	yes		1	昔仲尼厄而作《春秋》，屈原放逐乃赋《离骚》，左丘失明厥有《国语》，孙子膑足《兵法》修列，《诗三百篇》大底圣贤发愤之所作也。	028.写在龚德柏《蒋介石黑狱亲历记》的前面.txt	519	519
