file	line	quoteText	markers	political	previous	context	next
001.党外人士该去做星妈.txt	9	知匪不报		political-context		如果一个人是共产党，他的太太事后知道，能不能到法院请求裁判离婚？这要先问这共产党跑掉没跑掉。如果没跑掉，太太先去办离婚，旁边的警察和便衣就先把你这女人抓起来，为什么？为了“知匪不报”！你丈夫是共产党，你得先检举他、先大义灭亲才行，怎么可以不先去检举，却先办起什么离婚来？	
001.党外人士该去做星妈.txt	13	知匪不报		political-context		那还是要办你。你为什么“知匪不报”，纵“匪”逃掉？	
001.党外人士该去做星妈.txt	13	匪		political-context		那还是要办你。你为什么“知匪不报”，纵“匪”逃掉？	
001.党外人士该去做星妈.txt	17	知匪不报		political-context		那也够麻烦的。你跟他共同生活，而你竟不知道他是共产党，其谁能信？你得证明你不知道才行，否则，他们就设定你知道。就是说，一碰到这种大帽子的问题，你就先被戴上“知匪不报”的大帽子了，如戴错了，想摘下来，那就要靠你证明无辜的本领和运气了！	
001.党外人士该去做星妈.txt	21	被处三年以上之徒刑，或因犯不名誉之罪被处徒刑者	classics	political-context		丈夫出了事，太太不愿再等他，可不可以到法院请求离婚？照民法第1052条第10款：“被处三年以上之徒刑，或因犯不名誉之罪被处徒刑者”，就可以向法院请求判决离婚。这款又分两部分：第一部分不问犯了什么罪，只要被处三年以上徒刑，太太就可以拜拜了，这很清楚；但第二部分就有点麻烦。第二部分规定“因犯不名誉之罪被处徒刑者”，不论判得多重多轻，不论判在三年以上或以下，都可以到法院请求离婚，但什么叫“不名誉之罪”？就费解释。照古人法律标准，“十恶”就是不名誉，因为十恶“亏损名教”①，但照现代法律标准，有的就大有问题。照最高法院的解释...	
001.党外人士该去做星妈.txt	21	因犯不名誉之罪被处徒刑者	classics	political-context		丈夫出了事，太太不愿再等他，可不可以到法院请求离婚？照民法第1052条第10款：“被处三年以上之徒刑，或因犯不名誉之罪被处徒刑者”，就可以向法院请求判决离婚。这款又分两部分：第一部分不问犯了什么罪，只要被处三年以上徒刑，太太就可以拜拜了，这很清楚；但第二部分就有点麻烦。第二部分规定“因犯不名誉之罪被处徒刑者”，不论判得多重多轻，不论判在三年以上或以下，都可以到法院请求离婚，但什么叫“不名誉之罪”？就费解释。照古人法律标准，“十恶”就是不名誉，因为十恶“亏损名教”①，但照现代法律标准，有的就大有问题。照最高法院的解释...	
001.党外人士该去做星妈.txt	21	不名誉之罪	classics	political-context		丈夫出了事，太太不愿再等他，可不可以到法院请求离婚？照民法第1052条第10款：“被处三年以上之徒刑，或因犯不名誉之罪被处徒刑者”，就可以向法院请求判决离婚。这款又分两部分：第一部分不问犯了什么罪，只要被处三年以上徒刑，太太就可以拜拜了，这很清楚；但第二部分就有点麻烦。第二部分规定“因犯不名誉之罪被处徒刑者”，不论判得多重多轻，不论判在三年以上或以下，都可以到法院请求离婚，但什么叫“不名誉之罪”？就费解释。照古人法律标准，“十恶”就是不名誉，因为十恶“亏损名教”①，但照现代法律标准，有的就大有问题。照最高法院的解释...	
001.党外人士该去做星妈.txt	21	十恶	classics	political-context		丈夫出了事，太太不愿再等他，可不可以到法院请求离婚？照民法第1052条第10款：“被处三年以上之徒刑，或因犯不名誉之罪被处徒刑者”，就可以向法院请求判决离婚。这款又分两部分：第一部分不问犯了什么罪，只要被处三年以上徒刑，太太就可以拜拜了，这很清楚；但第二部分就有点麻烦。第二部分规定“因犯不名誉之罪被处徒刑者”，不论判得多重多轻，不论判在三年以上或以下，都可以到法院请求离婚，但什么叫“不名誉之罪”？就费解释。照古人法律标准，“十恶”就是不名誉，因为十恶“亏损名教”①，但照现代法律标准，有的就大有问题。照最高法院的解释...	
001.党外人士该去做星妈.txt	21	亏损名教	classics	political-context		丈夫出了事，太太不愿再等他，可不可以到法院请求离婚？照民法第1052条第10款：“被处三年以上之徒刑，或因犯不名誉之罪被处徒刑者”，就可以向法院请求判决离婚。这款又分两部分：第一部分不问犯了什么罪，只要被处三年以上徒刑，太太就可以拜拜了，这很清楚；但第二部分就有点麻烦。第二部分规定“因犯不名誉之罪被处徒刑者”，不论判得多重多轻，不论判在三年以上或以下，都可以到法院请求离婚，但什么叫“不名誉之罪”？就费解释。照古人法律标准，“十恶”就是不名誉，因为十恶“亏损名教”①，但照现代法律标准，有的就大有问题。照最高法院的解释...	
001.党外人士该去做星妈.txt	21	恶	classics	political-context		丈夫出了事，太太不愿再等他，可不可以到法院请求离婚？照民法第1052条第10款：“被处三年以上之徒刑，或因犯不名誉之罪被处徒刑者”，就可以向法院请求判决离婚。这款又分两部分：第一部分不问犯了什么罪，只要被处三年以上徒刑，太太就可以拜拜了，这很清楚；但第二部分就有点麻烦。第二部分规定“因犯不名誉之罪被处徒刑者”，不论判得多重多轻，不论判在三年以上或以下，都可以到法院请求离婚，但什么叫“不名誉之罪”？就费解释。照古人法律标准，“十恶”就是不名誉，因为十恶“亏损名教”①，但照现代法律标准，有的就大有问题。照最高法院的解释...	
