id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LAMJYJ-001	yes		1	丈夫亦爱怜其少子	《民进党研究》自序.txt	7	7
LAMJYJ-002	yes		1	贤者识其大者，不贤者识其小者	《民进党研究》自序.txt	9	9
LAMJYJ-003	yes		1	我燃烧才有用。	002.党外人士的一个毛病.txt	3	3
LAMJYJ-004	yes		1	如果你受不了热，就滚出厨房。	002.党外人士的一个毛病.txt	13	13
LAMJYJ-005	yes		1	乡愿，德之贼也。	003.党外与浑蛋.txt	81	81
LAMJYJ-006	yes		1	不能假装对颜色不偏不倚	003.党外与浑蛋.txt	81	81
LAMJYJ-007	yes		1	花对花，柳对柳，破扫把对箕帚	003.党外与浑蛋.txt	93	93
LAMJYJ-008	yes		1	唯器与名，不可以假人。	005.谁窃盗了党外的“名器”？.txt	5	5
LAMJYJ-009	yes		1	一只猫头鹰昼伏夜出，晚上活动，白天睡觉。可是来了一只蚱蜢，光天化日之下，在草地里唱个不停，吵得猫头鹰不能睡。猫头鹰要蚱蜢不要叫，蚱蜢不听。猫头鹰计上心来，说，反正听了你的歌声，我也睡不着了，你的歌声美妙如阿波罗（Apollo）的七弦琴，开怀之下，不如痛饮雅典娜（Pallas Athena）送我的酒吧，你就一起来喝吧。蚱蜢正唱得口渴，又被奉承之言弄得忘其所以，于是飞上枝头，跟猫头鹰相会。猫头鹰翻爪一扑，就把蚱蜢吃到嘴里了。	008.蚱蜢必读.txt	3	3
LAMJYJ-010	yes		1	渴不饮盗泉水。	008.蚱蜢必读.txt	5	5
LAMJYJ-011	yes		1	羊祜岂鸩人者！	008.蚱蜢必读.txt	5	5
LAMJYJ-012	yes		1	一片冰心在玉壶	010.“政治艺术”大走调.txt	41	41
LAMJYJ-013	yes		1	Bos locutus est.	011.答复费希平先生的答复.txt	7	7
LAMJYJ-014	yes		1	不出户，知天下	013.尤清与阴沟.txt	199	199
LAMJYJ-015	yes		1	嗜好毕同星命异，大郎尤贵二郎清	016.如此公政，何以服众？.txt	25	25
LAMJYJ-016	yes		1	夜郎自大	030.台湾的“夜郎症”.txt	3	3
LAMJYJ-017	yes		1	西南君长以什数，夜郎最大。	030.台湾的“夜郎症”.txt	5	5
LAMJYJ-018	yes		1	滇王与汉使者言曰：‘汉孰与我大？’及夜郎侯亦然。以道不通故，各自以为一州主，不知汉广大。	030.台湾的“夜郎症”.txt	5	5
LAMJYJ-019	yes		1	现在的世界太不成话，儿子打老子。	033.民进党与“黑名单”.txt	9	9
LAMJYJ-020	yes		1	而现在是他的儿子了，便自己也渐渐的得意起来。	033.民进党与“黑名单”.txt	9	9
LAMJYJ-021	yes		1	我总算被儿子打了，现在的世界真不像样。	033.民进党与“黑名单”.txt	9	9
LAMJYJ-022	yes		1	不好说！不好说！活活的羞杀人！那玉帝不会用人，他见老孙这般模样，封我做个什么‘弼马温’，原来是与他养马，未入流品之类。我初到时不知，只在御马监中顽耍。及今日问我同僚，始知是这等卑贱。老孙心中大脑，推倒席面，不受官衔，因此走下来了。	034.台湾人的官迷.txt	5	5
LAMJYJ-023	yes		1	负式版者	035.民进党的堕落.txt	5	5
LAMJYJ-024	yes		1	为善若升，为恶若崩。	035.民进党的堕落.txt	19	19
LAMJYJ-025	yes		1	挟天子以令诸侯	047.民进党的派系斗争问题.txt	7	7
LAMJYJ-026	yes		1	他不愿偷取胜利，他要公开又公平的打，使对方输了也心服	056.民进党的政治道德问题.txt	11	11
LAMJYJ-027	yes		1	……故跖之徒，问于跖曰：‘盗亦有道乎？’跖曰：‘何适而无有道邪？夫妄意室中之藏，圣也；人先，勇也；出后，义也；知可否，知也；分均，仁也。五者不备而能成大盗者，天下未之有也。’	058.民进党的行规问题.txt	11	11
LAMJYJ-028	yes		1	名无固宜，约之以命。约定俗成谓之宜，异于约则谓之不宜。	059.民进党的规则问题.txt	5	5
LAMJYJ-029	yes		1	亚伦为圣所，和会幕，并坛，献完了赎罪祭，就要把那只活着的公山羊奉上。两手按在羊头上，承认以色列人诸般的罪孽，过犯，就是他们一切的罪愆，把这罪都归在羊的头上，借着所派之人的手，送到旷野去。要把这羊放在旷野，这羊要担当他们一切的罪孽，带到无人之地。	060.从替罪羊到替罪狗.txt	3	3
