file	line	context
001.《文化论战丹火录》开场白.txt	19	凡是看过《西游记》的人，都会记得这段故事。
001.《文化论战丹火录》开场白.txt	23	在这次论战中，我的遭遇很像《西游记》里的“妖猴”，我也来自“傲来国”，我也有“始不介意，继而成精”的运气，并且直到现在，还能“降龙伏虎，自削死籍，整天东游西荡”。
001.《文化论战丹火录》开场白.txt	27	但是天有不测风云，即使齐天大圣孙猴子，也早晚被如来佛翻掌一扑，压在五行山下，最后只好被迫“再莫行凶，皈依佛法”，敬陪老王八唐三藏西天取经去也。
001.《文化论战丹火录》开场白.txt	31	在这个悲剧还没扮演以前，孙行者应该把他降龙伏虎孤军奋战的光荣纪录，先记它一两笔，一来可供自我陶醉之需；二来可证老子当年“固一世之‘猴’也”！传记文学俱在，猪八戒们还敢多嘴吗？
002.文化论战丹火录.txt	35	这次1962年的中西文化论战，真正在思想“趋向”方面指路的文献，只是胡适的《科学发展所需要的社会改革》和李敖的《给谈中西文化的人看看病》。其他的大量文字，有的是这条路上的压路机、有的是这条路上的拦路虎……它们有的可能很细腻、很雄壮，但都不能算是真正划时代的指路文字，也不能算是大刀阔斧地明显指出思想“趋向”的文字。
002.文化论战丹火录.txt	37	胡适的演说和李敖的文字，它们的基本重点都是在避开枝节，直截了当地指出我们中国思想“趋向”该走哪条路。这种用心，似乎被许多人误解。因为误解，所以有的指出这是一个不必要的老问题；有的一方面承认这个老问题有推陈出新的必要，一方面却又把它带入缠讼和曲解的境地。
002.文化论战丹火录.txt	39	这种误解和误导，都不是胡适演说和李敖长文的意愿。
002.文化论战丹火录.txt	45	彼蕞尔三岛之日本，自明治维新以降，于西方各国所有著作，几无不尽译出之，固不闻其有“日”西文化之论战，或所谓“保存国粹”与“全盘西化”之争。我们直至今日，大敌当前，而犹互为西化对国粹之呶呶谩骂，是亦可慨也已。（《肯尼迪与我们反攻大陆》，1962年4月21日香港《自由报》）
002.文化论战丹火录.txt	49	在另一方面，许多肯定这个老问题有讨论价值的人，他们很少能逃出缠讼和曲解的境地，这种误导，也许胡适和我都要负些责任，也许我自己有时陷入“盘丝洞”而不能自拔。关心这一论战的人们必须应该知道“思想‘趋向’的指出”乃是这一论战发动者真正意愿，只要能认清中国思想“趋向”的正确答案，其他枝节的问题都是余事！
002.文化论战丹火录.txt	53	我的《给谈中西文化的人看看病》登在1962年2月1日的台北《文星》杂志上，这篇文章带给我的“不虞之誉”与“不虞之毁”是很可惊讶的。数不清的来信，数不清的批评、赞扬、支援、恐吓，以及数不清的文字上辩驳讨论，使我得到不少的信念与困扰。当然，这些反应，都说明了这篇文章的力量。在台湾地区，日报、晚报、英文报，以及杂志方面如《文星》、《政治评论》、《世界评论》、《学宗...
002.文化论战丹火录.txt	81	三、死的文化中纵使有一两个活细胞（所谓固有文化的“优点”），也对活生生的现代不能移植。
002.文化论战丹火录.txt	99	十二、所谓什么“国情不同”的借口，纯粹是一派妖言，所谓什么“超越前进”，“融合中西文化的长处”等等，完全是不要脸的夸大狂。
002.文化论战丹火录.txt	111	以吾国求新之实状验之，……一言以蔽之曰：“不进化而已。”夫以进化之率如彼（日本）其速，明哲者忧国之销蚀，立砥柱于中流，此国种所赖以存者也。若乃教育萌芽程度等于幼稚，通国之无觉性者方乐附国粹之说，以竺旧而阻新，国民心理之发现如斯，乃知维持国学之说，宜倡于异时进化之后，固不宜与欧化主义并现于斯时耳！
002.文化论战丹火录.txt	117	这国故的臭东西，它本同小老婆吸鸦片相依为命。小老婆吸鸦片，又同升官发财相依为命。国学大盛，政治无不腐败。因为孔孟老墨便是春秋战国乱世的产物，非再把它丢在茅厕里三十年，现今鼓吹一个干燥无味的物质文明，人家用机关枪打来，我也用机关枪对打，把中国站住了，再整理什么国故，毫不嫌迟。
002.文化论战丹火录.txt	119	什么叫国故？与我们现今的世界有什么相关？它不过是世界一种骨董，应保存的罢了。埃及巴比伦的文字、希腊罗马的学术、因明唯识的佛经、周秦汉魏的汉学，是世界上人公共有维护之责的东西，是各国最高学院应该抽几个骨董高度学者出来做不断的整理。这如何还可以花青年脑力，作为现世界的教育品呢？
002.文化论战丹火录.txt	123	这样看来，我李敖在1962年所提倡的西化运动和反对提倡传统的运动，只不过是用更精密的方法、更动人的文字来贯彻董寿慈、吴稚晖等人的基本论点罢了。这并不是我的创见，也不是陈序经、胡适等人的创见，这本是半个世纪来中国智者们的一个一贯的看法，只是这种看法没有经过发扬光大的手续，所以一直被守旧与浮夸的大雾罩住，不能进入——普遍进入——中国民族的心房。
002.文化论战丹火录.txt	125	1962年开始的中西文化论战，是我从事这种努力的一个起点，我觉得我做得还差强人意，因为我的文字技巧、方法训练、材料运用，都可以说比董寿慈、吴稚晖、陈序经、胡适等人来得成功，这个结论说来很不谦虚，可是我还是这样说了。
