file	line	matched_quote	previous_id	previous_book	previous_source	context
028.吴俊才老天真.txt	5	选贤与能	LAWLDH-057	文化论战丹火录	002.文化论战丹火录.txt:1289-1289	喜的是吴老师“大人者，不失其赤子之心”；惧的是这样子老天真，真不知是退步还是进步。8月21日，吴老师在党务报告时，批评国民党只重选举胜利，将选贤与能的理想置诸脑后，导致候选人为争取选票不择手段，甚至退党烧证，他对这种无党纪、缺党德的行为，倍加谴责。不过，依我看来，国民党从革命党沦为选票党，何尝不是一种进步？革命革得几十年下来，选票尚且不保，足见群相革命无效，反不如朋比为奸来得实惠。吴老师不识时务如此，非老天真而何？
028.吴俊才老天真.txt	5	选贤与能	LASXQA-067	为中国思想趋向求答案	002.给谈中西文化的人看看病.txt:291-291	喜的是吴老师“大人者，不失其赤子之心”；惧的是这样子老天真，真不知是退步还是进步。8月21日，吴老师在党务报告时，批评国民党只重选举胜利，将选贤与能的理想置诸脑后，导致候选人为争取选票不择手段，甚至退党烧证，他对这种无党纪、缺党德的行为，倍加谴责。不过，依我看来，国民党从革命党沦为选票党，何尝不是一种进步？革命革得几十年下来，选票尚且不保，足见群相革命无效，反不如朋比为奸来得实惠。吴老师不识时务如此，非老天真而何？
032.可真殷鉴不远呢！.txt	1	殷鉴不远	LAJYLP-123	教育与脸谱	008.从李济的悲剧看中央研究院的几个黑暗面.txt:263-263	可真殷鉴不远呢！
032.可真殷鉴不远呢！.txt	5	殷鉴不远	LAJYLP-123	教育与脸谱	008.从李济的悲剧看中央研究院的几个黑暗面.txt:263-263	如今，二十年过去了，由于国民党的强弩之末，由于殷师母的一元复始，殷海光已不再被禁锢，已从封闭中解放出来。但是，各种利用他的秀局，却方兴未艾。连吴丰山、张忠栋、杨国枢、胡佛、李鸿禧、何怀硕、郑钦仁等跟殷海光毫不相干的胆小鬼都敢抛头露面了，士林怪态，可真殷鉴不远呢！
036.三种新贵的嘴脸.txt	5	盗固不义，而跖非诛盗之人	LAJYLP-045	教育与脸谱	003.论“占着茅坑不拉屎””.txt:33-33	第一种新贵是国民党的第二代。他们靠老贼打来的天下而逆取之。这票人之有今日，本身德薄能鲜，大多借老贼之光。如今为了作秀，竟反噬老贼起来。老贼固然不是东西，但“盗固不义，而跖非诛盗之人”，难怪老贼们不服。至少那个天下，是老贼们当年卖命打来的；他们这些新贵，却是安享别人的天年来的。
076.这算哪门子调查.txt	7	刑不上大夫	LAWC2-015	李敖文存二集	001.“缇萦救父”表示了什么？.txt:47-47	既然如此，则萧天赞是高检处眼中的唯一涉案人。检察官出面写“调查报告”，洋洋洒洒，调查东调查西，却独漏了唯一涉案人本人不调查，置本人于不问，而能完成“调查报告”，这种证据认定的章法，岂不太怪了么？英文中有beat around the bush，出自打猎动作，围灌木丛而绕之，不及核心，所谓旁敲侧击者也。高检处对它上司萧天赞的动作，岂止“刑不上大夫”，根本是“问不上长官”呢！旁查侧查如此，真丢死人呀！
090.“无为”新义.txt	3	我无为而民自化	LACTDB-087	传统下的独白	016.无为先生传.txt:9-9	“无为”是中国政治哲学中的重要观念，从道家到儒家，都乐道之。道家说“我无为而民自化”、说“至人无为，大圣不作”；儒家说“无为而治”、“无为而成”，等等等等，举不胜举。
095.藏头缩尾的声明.txt	7	虽千万人，吾往矣	LAMR-019	李敖回忆录	007.台大（1954-1959·19到24岁）.txt:9-9	余登发为人艰苦卓绝而有真性情，他热爱祖国，敌视国民党。但这一敌视，并不影响他大方向上的正确，他公开反对“台独”，指出主张“台独”的人乃是没有知识的人，虽被民进党员全场嘘他，他也“虽千万人，吾往矣！”民进党真是小人党，余登发真是大丈夫！
095.藏头缩尾的声明.txt	7	虽千万人，吾往矣。	LAYTAS-028	李敖议坛哀思录	088.“只要五天，天就会亮”.txt:27-27	余登发为人艰苦卓绝而有真性情，他热爱祖国，敌视国民党。但这一敌视，并不影响他大方向上的正确，他公开反对“台独”，指出主张“台独”的人乃是没有知识的人，虽被民进党员全场嘘他，他也“虽千万人，吾往矣！”民进党真是小人党，余登发真是大丈夫！
095.藏头缩尾的声明.txt	7	虽千万人，吾往矣	LAFLZ-018	李敖风流自传	066.我吹牛，因为你沉默.txt:3-3	余登发为人艰苦卓绝而有真性情，他热爱祖国，敌视国民党。但这一敌视，并不影响他大方向上的正确，他公开反对“台独”，指出主张“台独”的人乃是没有知识的人，虽被民进党员全场嘘他，他也“虽千万人，吾往矣！”民进党真是小人党，余登发真是大丈夫！
