id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LACLZG-001	001.《丑陋的中国人研究》导引.txt	3	3	古典哲学文句	大同而与小同异，此之谓小同异；万物毕同毕异，此之谓大同异。	《庄子》记惠施同异说	李敖以《庄子》惠施同异说说明民族性与国民性问题。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-002	001.《丑陋的中国人研究》导引.txt	5	5	论语成句	性相近，习相远	《论语·阳货》	李敖引用孔子成句，说明民族差异可由习染与教化形成。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-003	001.《丑陋的中国人研究》导引.txt	7	7	孟子成句	出乎其类，拔乎其萃	《孟子·公孙丑上》	李敖借孟子成句说明民族性中也有杰出变体。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-004	004.从认贼到被贼认.txt	19	19	史传文句	既贵之后……无赖之徒苟合，借其权势，拜伏为兄叔者甚众	《旧唐书·李义府传》	李敖引用《旧唐书》语，说明攀附权势、认亲附贵的古已有之。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-005	004.从认贼到被贼认.txt	21	21	佛经成语	认贼为子	《楞严经》	李敖引佛经成语，与俗语“认贼作父”并举，说明攀附认亲的荒唐。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-006	004.从认贼到被贼认.txt	21	21	俗语	认贼作父	中国俗语	李敖引用俗语，说明把恶人认作父辈的攀附心态。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-007	005.从胡老太秘录看钱大头忘恩负义.txt	3	3	近代文人题语	爱情的代价是痛苦，爱情的方法是忍受痛苦	胡适题扇语	李敖引用胡适题扇语，说明胡适对婚姻与忍受的心境。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-008	005.从胡老太秘录看钱大头忘恩负义.txt	5	5	唐文成句	谈笑有鸿儒，往来无白丁	刘禹锡《陋室铭》	李敖借刘禹锡成句写江冬秀进入胡适交游圈后的自卑。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-009	005.从胡老太秘录看钱大头忘恩负义.txt	37	37	蒙学成句	玉不琢，不成器。	《三字经》	李敖引用《三字经》成句，又反用来说明朴素文字的真趣。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-010	005.从胡老太秘录看钱大头忘恩负义.txt	81	81	清儒格言	交友以自大其身，求士以求此身之不朽	李塨语	李敖引用胡适所喜李塨语，反衬朋友凉薄与过河拆桥。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-011	006.辜振甫忘恩负义了吗？.txt	111	111	民间俗谚	吃三年清斋都不知人家内事	中国俗语	林坤元信中并引俗谚，说明外人难尽知家庭内情。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。 校对补入：非政治俗谚，独立检索价值高。
LACLZG-012	006.辜振甫忘恩负义了吗？.txt	111	111	民间俗谚	清官难断家务事	中国俗语	林坤元信中以俗谚说明家族内部纠纷外人难断。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。 校对补入：非政治俗谚，独立检索价值高。
LACLZG-013	006.辜振甫忘恩负义了吗？.txt	125	125	传统格言	君子爱财，取之有道	古人有言	林坤元信中引用传统格言，劝人处理债务不可夺理强霸。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。 校对补入：财义格言，非政治语录。
LACLZG-014	006.辜振甫忘恩负义了吗？.txt	125	125	民间俗谚	钱四脚，人两脚	中国俗语	林坤元信中引用俗语，说明人与财物不可本末倒置。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。 校对补入：非政治俗谚，独立检索价值高。
LACLZG-015	006.辜振甫忘恩负义了吗？.txt	127	127	民间俗谚	人在人情在、人亡人情亡	中国俗语	林坤元信用俗语形容人亡后情义顿失的世态。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。 校对补入：非政治俗谚。
LACLZG-016	006.辜振甫忘恩负义了吗？.txt	129	129	传统格言	良药苦口，忠言逆耳	中国俗语	林坤元信末用传统格言说明直言劝谏不易被接受。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。 校对补入：非政治格言。
LACLZG-017	007.柏杨忘恩负义了吗？.txt	369	369	古典故事成句	介之推不言禄，禄亦弗及	介之推故事	李敖借介之推故事说明施恩者虽不求回报，受恩者仍应知恩。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-018	007.柏杨忘恩负义了吗？.txt	371	371	古典史语	以志吾过，且旌善人。	晋文公语	李敖引用晋文公语，劝人承认过失并表彰善人。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-019	008.义助柏杨的外一章.txt	149	149	唐诗名句	曾经沧海难为水，除却巫山不是云	元稹《离思》	艾玫信中引用元稹诗句表达爱情不可替代。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-020	008.义助柏杨的外一章.txt	149	149	唐诗名句	春蚕到死丝方尽，蜡炬成灰泪始干	李商隐《无题》	艾玫信中化用李商隐诗句表达至死不渝的情意。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-021	010.将相怎样才能和？.txt	41	41	儒家成句	知耻近乎勇	《中庸》	李敖用儒家成句说明廉颇知耻认错才成就将相和。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-022	010.将相怎样才能和？.txt	89	89	圣经典故	没有仆人能侍奉两个主人：不是恨这个，就得爱那个；不是重这个，就得轻那个，你不能同时侍奉上帝，又侍奉财神。	《新约》	李敖引用《新约》说明不能同时侍奉彼此冲突的价值。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-023	010.将相怎样才能和？.txt	89	89	外国格言	同时侍奉上帝和财神的，很快就会发现上帝没了。	劳根·史密斯	李敖引用劳根·史密斯语，说明价值折中会失去真正信仰。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-024	010.将相怎样才能和？.txt	91	91	明儒语录	我在南都以前，尚有些子乡愿的意思在。我今信得这良知，真是真非，信手行去，更不着些覆藏，我今才做得个狂者的胸次。……	王阳明语	李敖引用王阳明语，说明真是真非、直行良知的态度。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-025	011.怎样摸公羊.txt	17	17	古典文论	左氏艳而富，其失也巫。	范宁评《左传》	李敖引用范宁评语，说明《左传》文笔与内容俱佳但多鬼神祸福。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-026	011.怎样摸公羊.txt	23	23	春秋笔法成句	笔则笔，削则削	《史记·孔子世家》相关成句	李敖用春秋笔法成句解释写与不写都有褒贬力量。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-027	011.怎样摸公羊.txt	39	39	近代诗句	肝胆两昆仑	谭嗣同《狱中题壁》	屠申虹来信引用谭嗣同诗句形容赴难豪气。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
LACLZG-028	011.怎样摸公羊.txt	51	51	外国文学语录	我这一生中，只要有一个女人，愿意为我心甘情愿地煮一顿饭，我就可以死而无憾了。	托尔斯泰语	屠申虹引托尔斯泰语，劝柏杨珍惜患难中的情义。	筛选口径：本书夹杂柏杨论争、党国人物、文字狱、现代政治与民族性争辩；现代党派/政权/领袖/营救/人权/电报语录不收，只保留可独立检索的古典文句、诗文、成语俗谚、治学格言、翻译校勘材料和非政治性文化格言。
