file	line	quote	context
001.告徐复观的状子.txt	35	近乎卜巫之间	二、李敖系以诽谤为专业；其发展之程度，早经威胁到整个社会与民族之安全。李敖因诽谤诬陷胡秋原先生而被台北地方法院判刑，此处不论。兹将其年来诽谤行为，根据初步不完全之统计，作成附表二。计其对个人指名之诽谤，自孔子以至胡适、钱穆，凡57人。其对集体诽谤，自台湾大学文学院、中央研究院、孔孟学会、立法院、内政部、各大学中文系、全国研究中国文化者、全体较李敖年长之学人、全政府官吏、全国民党员，以至整个中华民族。谓孔子之像为“恐怖”，将孔子思想与西门庆、魏忠贤，等列齐观。对研究孔子思想之人，除加以毒词秽语外，并谓“早应打耳刮子”
001.告徐复观的状子.txt	39	志士仁人	㈠年来少数外国野心家，利用本国少数汉奸，倡为大陆与台湾，本系两个不同民族之邪说；并在伦敦出有《台湾专号》，公开加以鼓吹，以图达到分离独立之目的。目前为应付内外之危机，以开反攻复国之新运，必以加强团结为第一义。一个民族之历史文化，为一个民族得以团结之精神纽带，此乃古今中外之定论。台湾沦陷期间，大陆有心人士，未尝有一日忘台湾，并非在台湾有何现实上之利益，盖出于因历史文化而来之情与理之所不容自己。而台湾之志士仁人，更冒险犯难，未尝一日忘祖国，此岂有爱于满清及北洋军阀之统治？亦出于由历史文化而来之情与理之所不容自己。读书人
001.告徐复观的状子.txt	39	有心人	㈠年来少数外国野心家，利用本国少数汉奸，倡为大陆与台湾，本系两个不同民族之邪说；并在伦敦出有《台湾专号》，公开加以鼓吹，以图达到分离独立之目的。目前为应付内外之危机，以开反攻复国之新运，必以加强团结为第一义。一个民族之历史文化，为一个民族得以团结之精神纽带，此乃古今中外之定论。台湾沦陷期间，大陆有心人士，未尝有一日忘台湾，并非在台湾有何现实上之利益，盖出于因历史文化而来之情与理之所不容自己。而台湾之志士仁人，更冒险犯难，未尝一日忘祖国，此岂有爱于满清及北洋军阀之统治？亦出于由历史文化而来之情与理之所不容自己。读书人
006.从四文件看台中地方法院.txt	125	现身说法	李敖通知（中华民国五十四年11月26日，北敖现身说法字第一号）
009.胡茵梦的清高哪儿去了？.txt	29	说谎不是我的天性。	根据上表，比对之下，胡茵梦的证词，完全穿帮。三年前她为了作秀心切，斗臭李敖，自己展示出无限清高，弃房子如敝屣；但是曾几何时，她却“暗中”把房子接受下来，明着清高，“暗中”不再清高了；明着说一向对钱财之事没兴趣，“暗中”却兴趣可来得大。三年前她出庭作证，推事告诉她，你曾是李敖配偶，依法可以拒绝证言，但她却要说话，推事说既然要说，可要实在，她夷然答曰：“说谎不是我的天性。”比对了上面的发言记录，我真不明白，胡茵梦的“天性”，到底是天归何处？性归何方？
016.无所遁形，也责无旁贷.txt	1	无所遁形	无所遁形，也责无旁贷
016.无所遁形，也责无旁贷.txt	27	无所遁形	相对的，被告康宁祥却恰恰是《八十年代杂志》的发行人，登记证字号是局版台志字第1979号；也恰恰是“八十年代出版社”的发行人，登记证字号是局版台业字第1958号。所以，如今以八十年代招牌搞出版品，不论是杂志类还是书籍类，被告康宁祥都无所遁形，也责无旁贷。
023.“一国两制”说从头.txt	23	官样文章	一、行政院新闻局诉愿决定书，一派官样文章，说李敖等著作发行之《李敖千秋评论丛书》71——《外交·性交·交》出版品一册，因载有张春男著之《明辨是非、分清敌我、坚持“一国两制”》一文，内容显违出版法第32条第1款，出版品不得为煽动他人触犯内乱罪之记载规定。……与中共伪政权主张之“一国两制”相呼应。查中共伪政权系叛乱团体，僭言“一国两制”，实为统战阴谋云云。因而认定行政处分得当，诉愿显无理由。
023.“一国两制”说从头.txt	27	大惊小怪	三、在法理部分，行政院新闻局官样文章说：“而此所谓内乱罪，依刑法第100条第1项之规定观之，系指意图破坏、窃据国土，或以非法之方法变更国宪、颠覆政府而言。”显然进一步把刑法拉出来给出版法撑腰，把出版法导入刑法解释。但按刑法解释，却必须以武力、暴动、暴力为成立条件，如果只是出之以语言文字，并不构成。例如1962年美国修正《史密斯法》第2385条规定，倡导推翻政府的三种情形，都以“以武力暴动方法推翻或摧毁美国各级政府”为构成要件；1971年瑞士修正刑法第265条规定，叛乱罪以“意图变更联邦宪法或各邦宪法；或撤废宪法上之
023.“一国两制”说从头.txt	27	官样文章	三、在法理部分，行政院新闻局官样文章说：“而此所谓内乱罪，依刑法第100条第1项之规定观之，系指意图破坏、窃据国土，或以非法之方法变更国宪、颠覆政府而言。”显然进一步把刑法拉出来给出版法撑腰，把出版法导入刑法解释。但按刑法解释，却必须以武力、暴动、暴力为成立条件，如果只是出之以语言文字，并不构成。例如1962年美国修正《史密斯法》第2385条规定，倡导推翻政府的三种情形，都以“以武力暴动方法推翻或摧毁美国各级政府”为构成要件；1971年瑞士修正刑法第265条规定，叛乱罪以“意图变更联邦宪法或各邦宪法；或撤废宪法上之
023.“一国两制”说从头.txt	27	司空见惯	三、在法理部分，行政院新闻局官样文章说：“而此所谓内乱罪，依刑法第100条第1项之规定观之，系指意图破坏、窃据国土，或以非法之方法变更国宪、颠覆政府而言。”显然进一步把刑法拉出来给出版法撑腰，把出版法导入刑法解释。但按刑法解释，却必须以武力、暴动、暴力为成立条件，如果只是出之以语言文字，并不构成。例如1962年美国修正《史密斯法》第2385条规定，倡导推翻政府的三种情形，都以“以武力暴动方法推翻或摧毁美国各级政府”为构成要件；1971年瑞士修正刑法第265条规定，叛乱罪以“意图变更联邦宪法或各邦宪法；或撤废宪法上之
023.“一国两制”说从头.txt	31	四不像	一国三制是半吊子内阁制、半吊子总统制、半吊子五权制，但在宪法上，它却是四不像的一国四制。因为宪法前言开宗明义说“依据孙中山先生创立中华民国之遗教”而“制定本宪法”，事实上，孙中山主张人民有权，政府有能，人民的四种政权在中央由国民大会代表行使。可是宪法第27条却把国民大会弄成选举总统和修改宪法的机构——一方面依据遗教一方面又不依据，这是“一国两制”；孙中山又主张政府的五种治权各自独立，分工合作，五院都对国民大会负责，可是宪法却在第55条、第57条、第79条、第84条、第104条上互相制衡，结果行使政权的国民大会，被行
023.“一国两制”说从头.txt	35	不胜枚举	五、在事实部分，事涉“一国两制”的，也不胜枚举。外在的事实方面：国民党政权在台湾搞独立，使中国变成不能统一，形成事实上的“一国两制”；宪法第一条即“基于三民主义”，三民主义书中却明说民生主义“又名共产主义”，但国民党又严禁共产主义，并大法伺候之，这又是事实上的“一国两制”。内在的事实方面，种类繁多；例如台湾法院罚钱用银元、市面交流用新台币，此“一国两制”也；台湾使用新台币、金马使用金门币、马祖币，此“一国两制”也；台湾省县市长皆民选，福建省金门县、连江县县长皆军派，此“一国两制”也；台湾省县市有议会，金门、马祖没议
024.连环处分，真有趣呀！.txt	15	平心静气	一、顷见行政院新闻局辑印《请平心静气——听听沉默大众的声音》一书，版权页上，白纸黑字如下：
