id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LALYKTW-001	yes		1	归骨于田横之岛	《冷眼看台湾》自序.txt	3	3
LALYKTW-002	yes		1	小和尚念经——有口无心	《冷眼看台湾》自序.txt	5	5
LALYKTW-003	yes		1	此心安处即为乡	《冷眼看台湾》自序.txt	7	7
LALYKTW-004	yes		1	江湖寥落尔安归	《冷眼看台湾》自序.txt	7	7
LALYKTW-005	yes		1	埋骨何须桑梓地，人间何处不青山	《冷眼看台湾》自序.txt	7	7
LALYKTW-006	yes		1	却恐他乡胜故乡	《冷眼看台湾》自序.txt	7	7
LALYKTW-007	yes		1	贤者避世，其次避地	001.最坏的外省人，最浑的台湾人.txt	9	9
LALYKTW-008	yes		1	山平水远苍茫外，地辟天开指顾中	005.怀念郭国基先生.txt	95	95
LALYKTW-009	yes		1	天行有常，不为尧存，不为桀亡。	005.怀念郭国基先生.txt	95	95
LALYKTW-010	yes		1	不畏浮云遮望眼，自缘身在最高层。	006.向高牧师高牧师娘致敬.txt	3	3
LALYKTW-011	yes		1	藏匿不报，罪及三族	006.向高牧师高牧师娘致敬.txt	9	9
LALYKTW-012	yes		1	好将轻侠藏亡命	006.向高牧师高牧师娘致敬.txt	9	9
LALYKTW-013	yes		1	竟为收容	006.向高牧师高牧师娘致敬.txt	9	9
LALYKTW-014	yes		1	望门投止	006.向高牧师高牧师娘致敬.txt	9	9
LALYKTW-015	yes		1	You shall see the difference now that we are back again!（如今我们回来了，你们看便不同了！）	006.向高牧师高牧师娘致敬.txt	21	21
LALYKTW-016	yes		1	内行看门道，外行看热闹	008.用他们规则，出他们洋相.txt	77	77
LALYKTW-017	yes		1	老僧为百万生灵，何惜如来一戒！	010.真和尚与真净土.txt	9	9
LALYKTW-018	yes		1	我欲和尚，斯和尚至矣	010.真和尚与真净土.txt	11	11
LALYKTW-019	yes		1	一个和尚挑水吃，两个和尚抬水吃，三个和尚没水吃	010.真和尚与真净土.txt	15	15
LALYKTW-020	yes		1	委蜕大难求净土，伤心最是近高楼。	010.真和尚与真净土.txt	51	51
LALYKTW-021	yes		1	汉、魏皆禁汉人不得出家	011.施性忠才是真和尚.txt	25	25
LALYKTW-022	yes		1	沙门摄摩腾、竺法兰东还	011.施性忠才是真和尚.txt	25	25
LALYKTW-023	yes		1	魏黄初中，中国人始依佛戒，剃发为僧。	011.施性忠才是真和尚.txt	25	25
LALYKTW-024	yes		1	西域沙门，赍佛经而至者甚众	011.施性忠才是真和尚.txt	25	25
LALYKTW-025	yes		1	耽好酒浆，或畜妻子	011.施性忠才是真和尚.txt	27	27
LALYKTW-026	yes		1	放下屠刀，佛都能做	011.施性忠才是真和尚.txt	27	27
LALYKTW-027	yes		1	造菩萨行	011.施性忠才是真和尚.txt	27	27
LALYKTW-028	yes		1	陛下起此寺，皆是百姓卖儿贴妇钱，佛若有知，当悲哭哀愍。罪高佛图，有何功德！	011.施性忠才是真和尚.txt	33	33
LALYKTW-029	yes		1	屠戮生民，所过郡县，靡有孑遗	011.施性忠才是真和尚.txt	39	39
LALYKTW-030	yes		1	儒帽裹僧头	011.施性忠才是真和尚.txt	43	43
LALYKTW-031	yes		1	虽弃发，盖有为也！	011.施性忠才是真和尚.txt	43	43
LALYKTW-032	yes		1	自是精灵爱出家，钵头何必向京华	011.施性忠才是真和尚.txt	43	43
LALYKTW-033	yes		1	伟人成功的背后，在家有贤内助	012.和尚与手淫.txt	51	51
LALYKTW-034	yes		1	性忠在牢外时，姬美是贤内助；性忠在牢内时，姬美是贤外助。	012.和尚与手淫.txt	51	51
LALYKTW-035	yes		1	汉孰与我大？	014.给我的台湾人朋友.txt	3	3
LALYKTW-036	yes		1	夜郎自大	014.给我的台湾人朋友.txt	3	3
LALYKTW-037	yes		1	江山代有才人出	016.为苏东启苏洪月娇说公道话.txt	3	3
LALYKTW-038	yes		1	请离我远一点，别挨过来，因为你会把我碰碎，并且我也不想靠近你。	018.泥罐、铜罐与共识.txt	3	3
LALYKTW-039	yes		1	同等的人，才能搅在一起。	018.泥罐、铜罐与共识.txt	3	3
LALYKTW-040	yes		1	与虎谋皮	018.泥罐、铜罐与共识.txt	5	5
LALYKTW-041	yes		1	你们和不信的原不相配，不要同负一轭。义和不义有什么相交呢？光明和黑暗有什么相通呢？基督和彼列（撒旦）有什么相合呢？信主的和不信主的有什么相干呢？	018.泥罐、铜罐与共识.txt	59	59
LALYKTW-042	yes		1	迟来的正义，不算正义。	021.迟来的朋友，不算朋友.txt	3	3
LALYKTW-043	yes		1	正义的迟来就是非正义（Delay of justice is injustice）	021.迟来的朋友，不算朋友.txt	3	3
LALYKTW-044	yes		1	内举不避亲，外举不避仇	021.迟来的朋友，不算朋友.txt	51	51
LALYKTW-045	yes		1	尔为尔，我为我，虽袒裼裸裎于我侧，尔焉能浼我哉！	022.找康宁祥算账！.txt	45	45
LALYKTW-046	yes		1	耳食之言	022.找康宁祥算账！.txt	45	45
LALYKTW-047	yes		1	瑶言止于智者	022.找康宁祥算账！.txt	45	45
LALYKTW-048	yes		1	剖之以为瓢，则瓠落无所容，非不呺然大也。	027.“不是‘小疯狗’”不是诽谤吗？.txt	13	13
LALYKTW-049	yes		1	知而使之，是不仁也；不知而使之，是不知也。	027.“不是‘小疯狗’”不是诽谤吗？.txt	15	15
LALYKTW-050	yes		1	不识王之不可以为汤武，则是不明也。	027.“不是‘小疯狗’”不是诽谤吗？.txt	17	17
LALYKTW-051	yes		1	白旃非不馥，焉能逆风？	027.“不是‘小疯狗’”不是诽谤吗？.txt	19	19
LALYKTW-052	yes		1	城非不高也、池非不深也、兵革非不坚利也、米粟非不多也，委而去之，是地利不如人和也。	027.“不是‘小疯狗’”不是诽谤吗？.txt	21	21
LALYKTW-053	yes		1	不仁、不义、不忠、不信	027.“不是‘小疯狗’”不是诽谤吗？.txt	23	23
LALYKTW-054	yes		1	好呀！好呀！我请你来做衣裳，不曾叫你来偷汉子。武大得知，须连累我；不若我先去出首。	027.“不是‘小疯狗’”不是诽谤吗？.txt	47	47
LALYKTW-055	yes		1	你两个做得好事！	027.“不是‘小疯狗’”不是诽谤吗？.txt	47	47
LALYKTW-056	yes		1	When that the poor have cried, Caesar hath wept.（穷人笑时，凯撒堕泪。）	027.“不是‘小疯狗’”不是诽谤吗？.txt	51	51
LALYKTW-057	yes		1	Ambition should be made of sterner stuff.（野心应该是更硬一点的东西做成的。）	027.“不是‘小疯狗’”不是诽谤吗？.txt	53	53
LALYKTW-058	yes		1	Yet Brutus says he was ambitious.（但布鲁塔斯说他有野心。）	027.“不是‘小疯狗’”不是诽谤吗？.txt	55	55
LALYKTW-059	yes		1	And Brutus is an honourabte man.（而布鲁塔斯是正人君子。）	027.“不是‘小疯狗’”不是诽谤吗？.txt	57	57
LALYKTW-060	yes		1	飞鸟之影，未尝动也	029.对黄信介、张俊宏、魏廷朝出狱的杂感.txt	59	59
LALYKTW-061	yes		1	影不徙	029.对黄信介、张俊宏、魏廷朝出狱的杂感.txt	59	59
LALYKTW-062	yes		1	耶路撒冷啊！耶路撒冷啊！你常杀害先知，又用石头打死那奉差遣到你这里来的人。	030.谁叫出了“先知”？.txt	19	19
