id	source_file	line_start	line_end	present	political_hits	quote_text
LACSBTF-001	《陈水扁的真面目》前言（李庆元）.txt	5	5	yes		该出手时就出手
LACSBTF-002	《陈水扁的真面目》引言.txt	11	11	yes		唯上智与下愚最难移
LACSBTF-003	003.他的股票（李庆元）.txt	29	29	yes		聪明人绝不搬砖砸脚
LACSBTF-004	003.他的股票（李庆元）.txt	119	119	yes		有土斯有财
LACSBTF-005	004.他的独子（李庆元）.txt	35	35	yes		内神通外鬼
LACSBTF-006	010.他的“恨”（李庆元）.txt	21	21	yes		多年媳妇熬成婆
LACSBTF-007	012.陈水扁就会这样！.txt	13	13	yes		当我用一个字眼时候，它的意思就只是我要它表达的意思——既不多，也不少。
LACSBTF-008	012.陈水扁就会这样！.txt	13	13	yes		问题是，你不能拿字眼又当这个讲又当那个讲。
LACSBTF-009	012.陈水扁就会这样！.txt	13	13	yes		问题是，谁说了算而已。
LACSBTF-010	012.陈水扁就会这样！.txt	15	15	yes		当一名绅士的难处之一是，你不被允许粗暴的主张自己的权利。
LACSBTF-011	012.陈水扁就会这样！.txt	15	15	yes		其争也君子
LACSBTF-012	012.陈水扁就会这样！.txt	21	21	yes		约定俗成
LACSBTF-013	013.学者不可曲学阿世阿“阿扁”.txt	19	19	yes		为了目的，不择手段
LACSBTF-014	013.学者不可曲学阿世阿“阿扁”.txt	23	25	yes		不要给我目的而不告以手段，目的与手段是交织得不可分的。
LACSBTF-015	017.阿扁心胸太狭窄了！.txt	5	5	yes		楚王出游，亡弓，左右请求之。亡曰：‘止！楚王失弓，楚人得之，又何求之？’孔子闻之曰：‘惜乎其不大也！不曰人遗弓，人得之而已，何必楚也？’
LACSBTF-016	024.“台湾之子”又来骗我们了！.txt	133	133	yes		噫嚱吁！悲乎哉！汝全台，昨何忠勇今何怯，万事反复随转睫。平时战守无豫备，曰忠曰义何所恃？
LACSBTF-017	024.“台湾之子”又来骗我们了！.txt	145	145	yes		人家说你是好汉，我就哭了，我宁愿你，只是孩子的父亲！
LACSBTF-018	024.“台湾之子”又来骗我们了！.txt	161	161	yes		尔之爱我也，不如彼！君子之爱人也，以德；细人之爱人也，以姑息。吾何求哉！吾得正而毙焉，斯已矣！
LACSBTF-019	024.“台湾之子”又来骗我们了！.txt	161	161	yes		华而睆！大夫之箦与！
LACSBTF-020	024.“台湾之子”又来骗我们了！.txt	161	161	yes		然！斯季孙之赐也。我未之能易也。元！起易箦！
LACSBTF-021	024.“台湾之子”又来骗我们了！.txt	219	219	yes		只闻楼梯响不见人下来
LACSBTF-022	024.“台湾之子”又来骗我们了！.txt	233	233	yes		止于至善
