id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LADJDH-001	001.缘起.txt	13	13	西方谚语	Even Homer sometimes nods. 荷马也有打盹时、荷马也会有一失。	西谚	李敖引用西谚说明再勤奋的人也会有疏忽。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。
LADJDH-002	002.从“拾穗”到“拿锄头的人”.txt	21	21	现代格言	凡是你没读过的书，就是新书。	李敖自引	李敖自述其对“秘密”的宽泛定义，用这句格言说明未读之书仍可视作新书。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。 校对补入：只收读书格言本体，不收同段书名策划与访谈机锋。
LADJDH-003	003.龙应台提议与我拥抱.txt	7	7	古典诗文	悟以往之不谏，知来者之可追	陶渊明《归去来兮辞》	对话者借陶渊明成句，说明人到晚年仍可回望过去、追补后来。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。 校对补入：只收陶渊明成句本体，不收同段针对龙应台的攻防。
LADJDH-004	010.龙应台怎样吃人肉？.txt	5	5	论语成句	虽欲从之，末由也已！	《论语·子罕》	李敖化用孔子语，说明面对前后矛盾的论述时无从依循。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。 校对补入：只收经典感叹句本体，不收同段钱穆文化论争与国家民族叙述。
LADJDH-005	010.龙应台怎样吃人肉？.txt	25	25	外国笑话	我现在用西餐叉子来吃了。”（I us'um fork now.）	英国探险故事	李敖转述外国笑话中蛮人的妙答，用以讽刺表面西化而本质未变。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。 校对补入：只收非政治笑话妙答本体。
LADJDH-006	017.“龙应台式错误”.txt	23	23	成语	金玉其外，败絮其中	明代刘基《卖柑者言》成句	对话者用成语概括外表光鲜、内里败坏的反差。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。 校对补入：只收传统成语本体，不收同段文坛与人物攻防。
LADJDH-007	028.关中玩马桶.txt	7	7	英谚	美貌只是一层皮”（Beauty's but skin deep.）	英语谚语	李敖引用英谚说明外表与真正内涵之间的距离。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。 只收英谚本体，不收同段关中、国民党和龙应台攻防。
LADJDH-008	034.何须走一趟才知道.txt	27	27	老子文句	不出户，知天下	《老子》	李敖引用老子语，说明第一流知识分子应有不必亲临而能通达天下的判断力。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。 校对补入：只收老子成句本体，不收同段台湾、大陆、台独与军事威胁论述。
LADJDH-009	066.孔夫子在质疑啊.txt	7	7	论语文句	子入太庙，每事问。或曰：“孰谓鄹人之子知礼乎？入太庙，每事问。”子闻之，曰：“是礼也？”	《论语·八佾》	李敖录《论语》原文，用来辨析孔子“每事问”与反问语气。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。
LADJDH-010	140.殷巢张占.txt	3	3	成语	鹊巢鸠占	中国成语	李敖指出《诗经》《易林》相关说法演变成“鹊巢鸠占”的成语。	首轮保守收入：本书围绕《大江大海一九四九》、龙应台、蒋介石、国民党、二二八、战争、流亡、台湾/大陆政治叙事展开；党派、政权、国家、战争、军政、革命、投降、国族、政治人物攻防、历史翻案与意识形态语录不收，只保留能脱离具体政治论战独立检索的谚语、古典文句、成语掌故、文学句和治学方法语。
