score	file	line	text	context
3	《李登辉的真面目》引言.txt	7	俟后世圣人君子。	我是先知者，今天有人开始对李登辉和民进党的种种疑虑，我早就先人着鞭、铁口直断在案（有我几年前就出版《共产党李登辉》《民进党研究》等书为证）。如今，李登辉的蒋家式发展和民进党的国民党式演变，都不出我所料，而全岛滔滔、中风狂走，斲丧真正民主政治的恶因，业已形成。——先知者宁愿他的预言不验而不可得，只好退而成书，“俟后世圣人君子。”（司马迁语）这本《李登辉的真面目...
3	《李登辉的真面目》引言.txt	7	台湾混蛋	我是先知者，今天有人开始对李登辉和民进党的种种疑虑，我早就先人着鞭、铁口直断在案（有我几年前就出版《共产党李登辉》《民进党研究》等书为证）。如今，李登辉的蒋家式发展和民进党的国民党式演变，都不出我所料，而全岛滔滔、中风狂走，斲丧真正民主政治的恶因，业已形成。——先知者宁愿他的预言不验而不可得，只好退而成书，“俟后世圣人君子。”（司马迁语）这本《李登辉的真面目...
3	《李登辉的真面目》引言.txt	7	外省混蛋	我是先知者，今天有人开始对李登辉和民进党的种种疑虑，我早就先人着鞭、铁口直断在案（有我几年前就出版《共产党李登辉》《民进党研究》等书为证）。如今，李登辉的蒋家式发展和民进党的国民党式演变，都不出我所料，而全岛滔滔、中风狂走，斲丧真正民主政治的恶因，业已形成。——先知者宁愿他的预言不验而不可得，只好退而成书，“俟后世圣人君子。”（司马迁语）这本《李登辉的真面目...
8	001.共产党李登辉出卖同志的官方证据.txt	3	李登辉加入共产党，为何能全身而退	《进步时代》第二一七期刊出标题《他曾经是中共党员，却当上国民党主席》一文，副标题是“李登辉加入共产党，为何能全身而退”。大意说：3月号的香港《广角镜》月刊，刊出一篇《李登辉是中共地下党员》的文章，指出现任台湾“总统”，以及身为“二百万国民党党员”代理主席的李登辉，在台大就读时因参加读书会而秘密加入共产党，成为中共的地下党员。文中并具体指出，介绍李登辉加入中国...
7	001.共产党李登辉出卖同志的官方证据.txt	3	你以后只做台大教授就好了，不要做农复会组长。	《进步时代》第二一七期刊出标题《他曾经是中共党员，却当上国民党主席》一文，副标题是“李登辉加入共产党，为何能全身而退”。大意说：3月号的香港《广角镜》月刊，刊出一篇《李登辉是中共地下党员》的文章，指出现任台湾“总统”，以及身为“二百万国民党党员”代理主席的李登辉，在台大就读时因参加读书会而秘密加入共产党，成为中共的地下党员。文中并具体指出，介绍李登辉加入中国...
7	001.共产党李登辉出卖同志的官方证据.txt	3	你可以做教授，但是不可以做公务员。	《进步时代》第二一七期刊出标题《他曾经是中共党员，却当上国民党主席》一文，副标题是“李登辉加入共产党，为何能全身而退”。大意说：3月号的香港《广角镜》月刊，刊出一篇《李登辉是中共地下党员》的文章，指出现任台湾“总统”，以及身为“二百万国民党党员”代理主席的李登辉，在台大就读时因参加读书会而秘密加入共产党，成为中共的地下党员。文中并具体指出，介绍李登辉加入中国...
6	001.共产党李登辉出卖同志的官方证据.txt	3	中国共产党台湾省工作委员会	《进步时代》第二一七期刊出标题《他曾经是中共党员，却当上国民党主席》一文，副标题是“李登辉加入共产党，为何能全身而退”。大意说：3月号的香港《广角镜》月刊，刊出一篇《李登辉是中共地下党员》的文章，指出现任台湾“总统”，以及身为“二百万国民党党员”代理主席的李登辉，在台大就读时因参加读书会而秘密加入共产党，成为中共的地下党员。文中并具体指出，介绍李登辉加入中国...
4	001.共产党李登辉出卖同志的官方证据.txt	3	二百万国民党党员	《进步时代》第二一七期刊出标题《他曾经是中共党员，却当上国民党主席》一文，副标题是“李登辉加入共产党，为何能全身而退”。大意说：3月号的香港《广角镜》月刊，刊出一篇《李登辉是中共地下党员》的文章，指出现任台湾“总统”，以及身为“二百万国民党党员”代理主席的李登辉，在台大就读时因参加读书会而秘密加入共产党，成为中共的地下党员。文中并具体指出，介绍李登辉加入中国...
4	001.共产党李登辉出卖同志的官方证据.txt	3	台湾民主自治同盟	《进步时代》第二一七期刊出标题《他曾经是中共党员，却当上国民党主席》一文，副标题是“李登辉加入共产党，为何能全身而退”。大意说：3月号的香港《广角镜》月刊，刊出一篇《李登辉是中共地下党员》的文章，指出现任台湾“总统”，以及身为“二百万国民党党员”代理主席的李登辉，在台大就读时因参加读书会而秘密加入共产党，成为中共的地下党员。文中并具体指出，介绍李登辉加入中国...
4	001.共产党李登辉出卖同志的官方证据.txt	3	国家安全局局长	《进步时代》第二一七期刊出标题《他曾经是中共党员，却当上国民党主席》一文，副标题是“李登辉加入共产党，为何能全身而退”。大意说：3月号的香港《广角镜》月刊，刊出一篇《李登辉是中共地下党员》的文章，指出现任台湾“总统”，以及身为“二百万国民党党员”代理主席的李登辉，在台大就读时因参加读书会而秘密加入共产党，成为中共的地下党员。文中并具体指出，介绍李登辉加入中国...
