file	line	text	reason	context
003.第二章——寂寞余花.txt	139	去过了？先生真是有心人。	modern-political-news-context	“去过了？先生真是有心人。”“袁督师是我们老广第一个影响中国政治举足轻重的人物，明朝不杀他，满洲人就进不了关，中国整个历史都改写。并且若照袁督师的战略，明朝就不会浪费一半多的兵饷来防御辽东，就不会弄得民穷财尽，引出李自成进北京。袁督师太重要了。”
003.第二章——寂寞余花.txt	139	袁督师是我们老广第一个影响中国政治举足轻重的人物，明朝不杀他，满洲人就进不了关，中国整个历史都改写。并且若照袁督师的战略，明朝就不会浪费一半多的兵饷来防御辽东，就不会弄得民穷财尽，引出李自成进北京。袁督师太重要了。	modern-political-news-context	“去过了？先生真是有心人。”“袁督师是我们老广第一个影响中国政治举足轻重的人物，明朝不杀他，满洲人就进不了关，中国整个历史都改写。并且若照袁督师的战略，明朝就不会浪费一半多的兵饷来防御辽东，就不会弄得民穷财尽，引出李自成进北京。袁督师太重要了。”
003.第二章——寂寞余花.txt	163	在近代中国，为国家做大事很难，政治中守旧的势力和小人势力太大了，这两大势力都是明明摆在那儿的，所以想为国家做大事，什么下场也都可以事先看得出来；既事先看得出来，还要不怕死、还要做，除了是一大痴汉外，还有谁肯干？凡是肯干的人，都要准备悲剧的收场。	modern-political-news-context	“在近代中国，为国家做大事很难，政治中守旧的势力和小人势力太大了，这两大势力都是明明摆在那儿的，所以想为国家做大事，什么下场也都可以事先看得出来；既事先看得出来，还要不怕死、还要做，除了是一大痴汉外，还有谁肯干？凡是肯干的人，都要准备悲剧的收场。”
003.第二章——寂寞余花.txt	295	唉，政治黑暗，使中国老百姓这样惨。	modern-political-news-context	“唉，政治黑暗，使中国老百姓这样惨。”
003.第二章——寂寞余花.txt	311	我想来想去，无可奈何之余，发现只有一条路，就是上万言书，直接给皇上，如能说动皇上，根本上来一番大变法，国家才有救，一切问题才得根本解决。	modern-political-news-context	“我想来想去，无可奈何之余，发现只有一条路，就是上万言书，直接给皇上，如能说动皇上，根本上来一番大变法，国家才有救，一切问题才得根本解决。”“历史上上万言书变法成功的，又有几人？我知道的只有宋朝的王安石，最后还是失败了。守旧的势力和小人的势力，是中国政治上的两大特色，越不过这两关，就要准备悲剧的收场。”
003.第二章——寂寞余花.txt	311	历史上上万言书变法成功的，又有几人？我知道的只有宋朝的王安石，最后还是失败了。守旧的势力和小人的势力，是中国政治上的两大特色，越不过这两关，就要准备悲剧的收场。	modern-political-news-context	“我想来想去，无可奈何之余，发现只有一条路，就是上万言书，直接给皇上，如能说动皇上，根本上来一番大变法，国家才有救，一切问题才得根本解决。”“历史上上万言书变法成功的，又有几人？我知道的只有宋朝的王安石，最后还是失败了。守旧的势力和小人的势力，是中国政治上的两大特色，越不过这两关，就要准备悲剧的收场。”
004.第三章——“休怀粉身念”.txt	45	像乾隆皇帝喜欢赵孟頫的字，喜欢以外，大概也有政治作用吧？	modern-political-news-context	“像乾隆皇帝喜欢赵孟頫的字，喜欢以外，大概也有政治作用吧？”
004.第三章——“休怀粉身念”.txt	47	政治作用是很明显的。元朝是蒙古人，在汉人眼里是胡人。赵孟頫不但是汉人，而且是宋朝的皇族，元朝统治中国，有这么一个人来捧场，当然是很好的号召。乾隆皇帝是满洲人，在汉人眼里也是胡人，他当然也会援例利用赵孟頫，何况他真的喜欢赵孟頫的字呢。	modern-political-news-context	“政治作用是很明显的。元朝是蒙古人，在汉人眼里是胡人。赵孟頫不但是汉人，而且是宋朝的皇族，元朝统治中国，有这么一个人来捧场，当然是很好的号召。乾隆皇帝是满洲人，在汉人眼里也是胡人，他当然也会援例利用赵孟頫，何况他真的喜欢赵孟頫的字呢。”
004.第三章——“休怀粉身念”.txt	107	这么说来，康先生是拥护满清政府？	modern-political-news-context	“这么说来，康先生是拥护满清政府？”
004.第三章——“休怀粉身念”.txt	109	谁对中国做好事，就拥护谁。清政府如果对中国做好事，为什么不拥护，现在这个政府已经两百四十多年了，这是一个很厚的基础，一个政府的基础有这么厚，不容易，要在这个厚基础上救中国，才更驾轻就熟。我只希望自己的救国办法能够上达皇帝，只可惜没人能转达。	modern-political-news-context	“谁对中国做好事，就拥护谁。清政府如果对中国做好事，为什么不拥护，现在这个政府已经两百四十多年了，这是一个很厚的基础，一个政府的基础有这么厚，不容易，要在这个厚基础上救中国，才更驾轻就熟。我只希望自己的救国办法能够上达皇帝，只可惜没人能转达。”
004.第三章——“休怀粉身念”.txt	247	一看康先生落笔，就知道康先生在碑上下过大功夫。康先生此生光凭书法，就可以不朽了，又何必搞政治呢？哈哈哈。	modern-political-news-context	“一看康先生落笔，就知道康先生在碑上下过大功夫。康先生此生光凭书法，就可以不朽了，又何必搞政治呢？哈哈哈。”
005.第四章——西太后.txt	5	华严钟	modern-political-news-context	万寿寺建于16世纪的1577年，那年是明朝第十三个皇帝神宗万历五年。这座庙，是当时宦官冯保盖的。盖的时候，明朝国库很富，所以先天很足，盖得很气派。中间大延寿殿五楹，两边罗汉殿各九楹。后面的藏经阁很高，左右韦驮达摩殿各三楹。在这座大庙兴建以前一百七十年，明朝的第三个皇帝成祖，由于政治和尚姚广孝帮他篡了侄子的宝座，而当了皇帝，他感谢姚和尚，特叫姚和尚监造铸了一座直径一丈二尺、重量八万七千斤的大铜钟，叫“华严钟”，因为钟上由沈度写了《华严经》八十一卷全文和金刚般若三十二分字，刻了上去，成祖叫六个和尚每天一个字一个字去敲，“字字皆声”。全部敲完，“华严一转，般若一转”。明神宗盖万寿寺，把这座大钟悬为特色，也敲个不停，直到他孙子熹宗时代，才算停止。钟声停了，明朝跟着也就亡了。
005.第四章——西太后.txt	5	字字皆声	modern-political-news-context	万寿寺建于16世纪的1577年，那年是明朝第十三个皇帝神宗万历五年。这座庙，是当时宦官冯保盖的。盖的时候，明朝国库很富，所以先天很足，盖得很气派。中间大延寿殿五楹，两边罗汉殿各九楹。后面的藏经阁很高，左右韦驮达摩殿各三楹。在这座大庙兴建以前一百七十年，明朝的第三个皇帝成祖，由于政治和尚姚广孝帮他篡了侄子的宝座，而当了皇帝，他感谢姚和尚，特叫姚和尚监造铸了一座直径一丈二尺、重量八万七千斤的大铜钟，叫“华严钟”，因为钟上由沈度写了《华严经》八十一卷全文和金刚般若三十二分字，刻了上去，成祖叫六个和尚每天一个字一个字去敲，“字字皆声”。全部敲完，“华严一转，般若一转”。明神宗盖万寿寺，把这座大钟悬为特色，也敲个不停，直到他孙子熹宗时代，才算停止。钟声停了，明朝跟着也就亡了。
005.第四章——西太后.txt	5	华严一转，般若一转	modern-political-news-context	万寿寺建于16世纪的1577年，那年是明朝第十三个皇帝神宗万历五年。这座庙，是当时宦官冯保盖的。盖的时候，明朝国库很富，所以先天很足，盖得很气派。中间大延寿殿五楹，两边罗汉殿各九楹。后面的藏经阁很高，左右韦驮达摩殿各三楹。在这座大庙兴建以前一百七十年，明朝的第三个皇帝成祖，由于政治和尚姚广孝帮他篡了侄子的宝座，而当了皇帝，他感谢姚和尚，特叫姚和尚监造铸了一座直径一丈二尺、重量八万七千斤的大铜钟，叫“华严钟”，因为钟上由沈度写了《华严经》八十一卷全文和金刚般若三十二分字，刻了上去，成祖叫六个和尚每天一个字一个字去敲，“字字皆声”。全部敲完，“华严一转，般若一转”。明神宗盖万寿寺，把这座大钟悬为特色，也敲个不停，直到他孙子熹宗时代，才算停止。钟声停了，明朝跟着也就亡了。
005.第四章——西太后.txt	21	一段长期的日食	modern-political-news-context	这就是说，这些文明人，抢还不够，他们还要破坏。最后。英国人居然主张破坏还不够，要烧掉圆明园，以作为中国对外国不文明行为的惩罚。这种决定，当时法国人认为，如果一烧，吓跑了中国政府主持签约的人，反倒不好，所以不肯参加，但英国人坚持要用这种更不文明的方式，来表达他们有海盗传统的文明。英国人派了一师人担任纵火，当时的惨相，据一个英国人追记说，10月18日，圆明园和附近所有的宫殿，都一齐架火烧起来。烧了两天两夜，黑烟仿佛一张幔子，随着大风，蜿蜿蜒蜒，到了北京，黑云压城。日光掩没，看起来，好像“一段长期的日食”。
005.第四章——西太后.txt	89	廷杖	modern-political-news-context	又过了十一年（1880），西太后的势力更稳固了。这年八月，她叫太监李三顺带东西出宫，送给她妹妹。依照宫例太监不准走正门，只能走旁门，可是太监一定要走正门，还不听检查，结果跟守门的发生武打，太监跑回去，加油加酱报告西太后。西太后找来慈安太后，说我还没死他们就眼里没有我了，不杀守门的，我就不想活了。慈安太后害怕，就下令杀守门的，掌管司法的官说这可不行，守门的一来没犯法，二来根据祖制，守门就该这样不通融。慈安太后说，什么叫祖制？等我死了，我岂不也是你祖宗？坚持要杀人，做为司法首长的刑部尚书潘祖荫说，既然交犯人到刑部，就得依法处理，依法处理就是无罪开释，如果太后要杀，太后可以另外自行去杀，不能叫司法官这样违法杀人。慈安没办法，只好告诉了西太后，西太后找来潘祖荫，大哭大闹，捶床大骂，骂潘祖荫没良心。后来同意打折扣，不杀，可是要当庭打守门的，要“廷杖”——在朝廷上公然打屁股。恭亲王说“廷杖”是明朝的虐政，我们清朝不能学。西太后说你事事跟我作...
006.第五章——康进士.txt	27	公车上书	modern-political-news-context	日本在中国人眼中，两千年来都是蕞尔之邦、是小邻居、是小藩属，如今堂堂中国被日本鬼子给打败了，中国人感到的耻辱，远甚于被英国鬼子给打败。在这种耻辱下，中国知识分子们，开始有激烈的反应，其中最特殊的，就是“公车上书”。照中国传统的说法，秀才考上举人后，举人进京去考进士，称为在“公车”，“公车上书”就是举人向皇帝上请愿书，也就是联考前的考生们向统治者上书。这种上书，在中国早有传统可循，那就是后汉太学生向皇帝上书的事，所以，上书虽然有点越位，却并非不合传统。甲午战争后第二年，正好是各省举人到京师考进士的日子，康有为、梁启超也都从广东来了。在中国日本签订《马关条约》的消息传来后十三天，梁启超首先联合了广东举人一百九十人上书陈时局；两天以后，康有为联合各省举人一千两百人，聚会在松筠庵，上书请变法。在上书的过程里，台湾来的举人更是痛心疾首，因为在《马关条约》中，台湾要割给日本人了。这次上书是由康有为起草，他花了一天两夜的时间，写成一万多字的请...
006.第五章——康进士.txt	27	公车	modern-political-news-context	日本在中国人眼中，两千年来都是蕞尔之邦、是小邻居、是小藩属，如今堂堂中国被日本鬼子给打败了，中国人感到的耻辱，远甚于被英国鬼子给打败。在这种耻辱下，中国知识分子们，开始有激烈的反应，其中最特殊的，就是“公车上书”。照中国传统的说法，秀才考上举人后，举人进京去考进士，称为在“公车”，“公车上书”就是举人向皇帝上请愿书，也就是联考前的考生们向统治者上书。这种上书，在中国早有传统可循，那就是后汉太学生向皇帝上书的事，所以，上书虽然有点越位，却并非不合传统。甲午战争后第二年，正好是各省举人到京师考进士的日子，康有为、梁启超也都从广东来了。在中国日本签订《马关条约》的消息传来后十三天，梁启超首先联合了广东举人一百九十人上书陈时局；两天以后，康有为联合各省举人一千两百人，聚会在松筠庵，上书请变法。在上书的过程里，台湾来的举人更是痛心疾首，因为在《马关条约》中，台湾要割给日本人了。这次上书是由康有为起草，他花了一天两夜的时间，写成一万多字的请...
007.第六章——皇帝.txt	61	养心莫善于寡欲	modern-political-news-context	太和殿因为是外朝的正殿，所以国家大典及元旦、冬至、万寿等节日，都在这里隆重举行，这个殿，俗称金銮宝殿。它和后面的中和殿、保和殿，形成了三大殿，是外朝的政治中心。再往前走，就是乾清门。紫禁城的外朝与内廷之分就在这道门上。进了这门，就是内廷了。进乾清门往前直走，就是乾清宫，这是皇帝的寝宫。但是，皇帝日常真正的活动中心却不在这里，而在乾清宫前右侧的养心殿。养心殿是皇帝日常办公的所在，召见臣属、举行宴飨，都在这里。这个殿有皇帝的小套房，在偌大阴寒的紫禁城里面，是比较温暖的所在。养心殿取自《孟子》“养心莫善于寡欲”的典故，但是，“寡欲”固然太难，“养心”自也不易，这处神经中枢，其实倒是最扰人的地方。
007.第六章——皇帝.txt	61	寡欲	modern-political-news-context	太和殿因为是外朝的正殿，所以国家大典及元旦、冬至、万寿等节日，都在这里隆重举行，这个殿，俗称金銮宝殿。它和后面的中和殿、保和殿，形成了三大殿，是外朝的政治中心。再往前走，就是乾清门。紫禁城的外朝与内廷之分就在这道门上。进了这门，就是内廷了。进乾清门往前直走，就是乾清宫，这是皇帝的寝宫。但是，皇帝日常真正的活动中心却不在这里，而在乾清宫前右侧的养心殿。养心殿是皇帝日常办公的所在，召见臣属、举行宴飨，都在这里。这个殿有皇帝的小套房，在偌大阴寒的紫禁城里面，是比较温暖的所在。养心殿取自《孟子》“养心莫善于寡欲”的典故，但是，“寡欲”固然太难，“养心”自也不易，这处神经中枢，其实倒是最扰人的地方。
007.第六章——皇帝.txt	61	养心	modern-political-news-context	太和殿因为是外朝的正殿，所以国家大典及元旦、冬至、万寿等节日，都在这里隆重举行，这个殿，俗称金銮宝殿。它和后面的中和殿、保和殿，形成了三大殿，是外朝的政治中心。再往前走，就是乾清门。紫禁城的外朝与内廷之分就在这道门上。进了这门，就是内廷了。进乾清门往前直走，就是乾清宫，这是皇帝的寝宫。但是，皇帝日常真正的活动中心却不在这里，而在乾清宫前右侧的养心殿。养心殿是皇帝日常办公的所在，召见臣属、举行宴飨，都在这里。这个殿有皇帝的小套房，在偌大阴寒的紫禁城里面，是比较温暖的所在。养心殿取自《孟子》“养心莫善于寡欲”的典故，但是，“寡欲”固然太难，“养心”自也不易，这处神经中枢，其实倒是最扰人的地方。
007.第六章——皇帝.txt	71	皇上说得是。	modern-political-news-context	“皇上说得是。”翁同龢答道。“我们的国家，三十多年来，的确已经开始变了，可是，我们变的，多是在船坚炮利方面‘师夷之长’，想从这方面‘师夷之长以制夷’。船坚炮利固是‘夷之长’，但不是根本的，根本的长处是他们变法维新所带来的政治进步，这才是真正的‘夷之长’。而我们却忽略了这些，没有去学。结果，我们不但打不过真正的‘夷’，甚至在真正‘师夷之长’的日本变法维新以后，我们都打不过。这个教训告诉了我们：我们只有变法维新，才能救中国。伏请皇上圣裁。”
007.第六章——皇帝.txt	71	我们的国家，三十多年来，的确已经开始变了，可是，我们变的，多是在船坚炮利方面‘师夷之长’，想从这方面‘师夷之长以制夷’。船坚炮利固是‘夷之长’，但不是根本的，根本的长处是他们变法维新所带来的政治进步，这才是真正的‘夷之长’。而我们却忽略了这些，没有去学。结果，我们不但打不过真正的‘夷’，甚至在真正‘师夷之长’的日本变法维新以后，我们都打不过。这个教训告诉了我们：我们只有变法维新，才能救中国。伏请皇上圣裁。	modern-political-news-context	“皇上说得是。”翁同龢答道。“我们的国家，三十多年来，的确已经开始变了，可是，我们变的，多是在船坚炮利方面‘师夷之长’，想从这方面‘师夷之长以制夷’。船坚炮利固是‘夷之长’，但不是根本的，根本的长处是他们变法维新所带来的政治进步，这才是真正的‘夷之长’。而我们却忽略了这些，没有去学。结果，我们不但打不过真正的‘夷’，甚至在真正‘师夷之长’的日本变法维新以后，我们都打不过。这个教训告诉了我们：我们只有变法维新，才能救中国。伏请皇上圣裁。”
007.第六章——皇帝.txt	123	……通洋务，高视阔步，世家子弟桀骜者也。	modern-political-news-context	皇帝在召见康有为后的第七天，就先下诏废除了八股取士制度。接着，在康有为的筹划下，小臣们一个个被重用了。召见以后不到三个月，皇帝下了命令，给四个小臣均着赏加四品卿衔，在军机章京上行走，参预新政事宜。军机章京是军机处中四品官以下的官，相当于皇帝的机要秘书，军机处的首领是军机大臣，都是三品以上的官，都被西太后扣得紧紧的，皇帝无法说了算，只能自己任命四个章京来分军机大臣的权，把他们特加卿的头衔，点名参预新政，这种安排，是很费苦心的。四个章京中，小臣杨锐、小臣刘光第是张之洞的学生，小臣林旭是康有为的学生。他们三个人，都参加过康有为召开的保国会，很早便与康有为认识了。可是最后一位小臣，不但没参加保国会、也没参加强学会。就跟康有为的关系来说，是后起之秀。这个人籍贯湖南浏阳，生在北京，三十三岁，身分是江苏候补知府；他的父亲是湖北巡抚，这位巡抚是翁同龢朋友，翁同龢见过老友此子，在日记中写道：“……通洋务，高视阔步，世家子弟桀骜者也。”可见他的气派...
