action	target	source_file	line_range	quote_or_candidate	reason
add	LASHXJX-042	006.《李敖作品精选集》总序.txt	3-3	出神入化	形容文字技艺达到高妙境界。
add	LASHXJX-043	006.《李敖作品精选集》总序.txt	3-3	一应俱全	表示内容门类齐备。
add	LASHXJX-044	006.《李敖作品精选集》总序.txt	3-3	自成一家	表示形成自己的风格和体系。
add	LASHXJX-045	006.《李敖作品精选集》总序.txt	3-3	以一当八	以夸张语势称一人足抵多人。
add	LASHXJX-046	008.简介两种.txt	9-9	名满天下，谤亦随之	以盛名与毁谤并至概括人物声名。
add	LASHXJX-047	008.简介两种.txt	13-13	借尸还魂	比喻旧物换形后重新出现。
add	LASHXJX-048	008.简介两种.txt	27-27	五十年来和五百年内，中国人写白话文的前三名是李敖，李敖，李敖	以戏谑夸张方式自评白话文写作地位。
add	LASHXJX-049	008.简介两种.txt	29-29	学贯中西	形容学问贯通中外。
add	LASHXJX-050	008.简介两种.txt	29-29	深入浅出	形容表达深入而易懂。
add	LASHXJX-051	008.简介两种.txt	29-29	茅塞顿开	比喻忽然明白。
add	LASHXJX-052	008.简介两种.txt	31-31	没死就要留皮	把留皮俗语改写为自传式比喻。
add	LASHXJX-053	008.简介两种.txt	31-31	豹隐	以豹隐典故指隐伏不出。
add	LASHXJX-054	008.简介两种.txt	31-31	豹变	以豹变典故指文采或形貌焕然一新。
add	LASHXJX-055	008.简介两种.txt	37-37	一针见血	形容评论直接切中要害。
add	LASHXJX-056	008.简介两种.txt	37-37	万箭穿心	形容文字攻击力极强。
add	LASHXJX-057	008.简介两种.txt	37-37	神出鬼没	形容行文变化莫测。
add	LASHXJX-058	008.简介两种.txt	37-37	善恶分明	形容判断标准清楚。
add	LASHXJX-059	008.简介两种.txt	37-37	快人快语	形容说话爽直明快。
add	LASHXJX-060	008.简介两种.txt	37-37	体大思精	形容文章体制宏大而思理精密。
add	LASHXJX-061	008.简介两种.txt	39-39	匠心独运	形容构思独到。
add	LASHXJX-062	008.简介两种.txt	39-39	妙手回春	比喻高明手法使事物恢复生机。
add	LASHXJX-063	008.简介两种.txt	39-39	拍案惊奇	形容情节或见识令人惊叹。
add	LASHXJX-064	008.简介两种.txt	41-41	别开生面	形容开创新的局面。
add	LASHXJX-065	008.简介两种.txt	41-41	气象万千	形容文章气势丰富多变。
add	LASHXJX-066	008.简介两种.txt	43-43	妙手偶得	形容佳作由灵巧笔法偶然得来。
add	LASHXJX-067	014.复瓿书成空自苦，击辕歌罢遣谁听.txt	3-3	瞻之倩女，忽焉幽魂	用倩女与幽魂对照写红颜早逝之感。
add	LASHXJX-068	018.陆晋德译《飞鸟集》序.txt	3-3	醍醐灌顶	比喻受到启发而顿然清明。
add	LASHXJX-069	018.陆晋德译《飞鸟集》序.txt	3-3	茅塞顿开	比喻读诗后忽然明白。
add	LASHXJX-070	018.陆晋德译《飞鸟集》序.txt	13-13	“忧愁”其实很陌生	以陌生化说法处理忧愁意象。
add	LASHXJX-071	018.陆晋德译《飞鸟集》序.txt	17-17	当头棒喝	比喻诗句给人直接警醒。
add	LASHXJX-072	018.陆晋德译《飞鸟集》序.txt	17-17	目眩神迷	形容泰戈尔诗智令人惊叹沉迷。
add	LASHXJX-073	020.我看《宰相刘罗锅》.txt	3-3	倡优蓄之	指把演艺者当作供娱乐的人蓄养。
add	LASHXJX-074	020.我看《宰相刘罗锅》.txt	7-7	凤毛麟角	形容极其稀少。
add	LASHXJX-075	020.我看《宰相刘罗锅》.txt	7-7	借古讽今	指借古事影射当下。
add	LASHXJX-076	020.我看《宰相刘罗锅》.txt	7-7	心照不宣	指彼此心里明白而不说破。
add	LASHXJX-077	020.我看《宰相刘罗锅》.txt	9-9	有清名	以清名概括刘墉的声望。
add	LASHXJX-078	020.我看《宰相刘罗锅》.txt	9-9	浓墨宰相	以用墨特色形成刘墉称号。
add	LASHXJX-079	020.我看《宰相刘罗锅》.txt	11-11	端坐而逝	形容临终端坐而安然离世。
add	LASHXJX-080	022.《胡适选集》五十年.txt	7-7	蔚为巨观	形容选集规模可观。
add	LASHXJX-081	022.《胡适选集》五十年.txt	9-9	淋漓尽致	形容资料搜集本领发挥充分。
add	LASHXJX-082	022.《胡适选集》五十年.txt	13-13	蒿目时艰	形容为时局艰难而忧虑。
exclude	current-affairs-preface	010.《黄旗梦碎》序.txt	3-23	新党初选、候选人、选务攻防等叙述	现实公共议题语境过重，校对轮继续排除
exclude	interview-public-lines	012.《文茜半生缘》序.txt	7-119	访谈、运动、团体与人物攻防语录	除徐志摩诗句外，其余现实公共议题语境过重
exclude	legal-complaint-quote	016.《调查局黑牢345天》序.txt	9-11	《汉书》刑狱长引文与汉唐以来所未有也	法律控诉语境过重，校对轮继续排除
exclude	religion-governance-phrase	017.《好命操作手册》序.txt	7-7	神道设教	在统治术批评语境中出现，未收
exclude	public-preface	019.国家将兴，必有祯祥.txt	25-29	政治令人腐化，文学令人净化；国家将兴，必有祯祥等	现实公共议题与治理判断指向过强，校对轮继续排除
exclude	current-affairs-preface	021.是真的也要否认.txt	5-21	密使、献金、事实正确等整篇引语	现实公共议题语境过重，校对轮继续排除
exclude	ruler-minister-appraisal	020.我看《宰相刘罗锅》.txt	9-9	刘统勋乃不愧真宰相。	君臣官职评价语境较强，未收
