file	line	text	reason	context
《我梦碎，所以我梦醒》序.txt	27	休戚与共	modern-political-news-context	五、国民党要统治中国一千年，但吹牛吹破了。现在轮到共产党了。务实的人不会笨到想推翻共产党，而是千方百计，诱使共产党变好。这是真正“休戚与共”的智慧，蛮干不是智慧。
《我梦碎，所以我梦醒》序.txt	47	圣人不空出，贤者不虚生	modern-political-news-context	61年来，我坐看打着国民党旗号的一批坏人，在祸国殃民以后，退居海隅、窃中国一岛以自娱。随后，又坐看这批坏人，孵出打着民进党旗号的一批混人，在有样学样以后，退居边陲、恃中国一岛以自毁。我生也雄奇，志不在一岛，只缘阴错阳差，不幸与彼辈同土，自不免于周旋、纠缠、与作弄；爱国情殷，亦不免于救溺、热讽、与冷嘲。大体说来，对雄奇之人，未免浪费。只有做做圣人，才能于此释怀。古人说“圣人不空出，贤者不虚生”，意在斯乎？
《我梦碎，所以我梦醒》序.txt	83	终南捷径	modern-political-news-context	正因为有这种事实，在党的质变更僵化的共产党方面，就一直念念不忘透过党对党的口交，来便宜解决中国问题，甚至国民党败退到台湾后，共产党仍不忘旧情、旧法子，希望便宜解决台湾问题。这一历史经验，使共产党总以为台湾问题只是国共两党说了算的问题，而台湾的国民党余孽，也就投其所好，顺水推自己，俨然国民党可总代理台湾了、国民党荣誉主席可总代理党主席了。越演越像之下，共产党越发以为走国民党路线，该是“终南捷径”了，其实不然。
《我梦碎，所以我梦醒》序.txt	87	大圈圈里的小圈圈、小圈圈里的黄圈圈	modern-political-news-context	今日在国民党当家的，其实还不如蒋介石。蒋介石还有“大圈圈里的小圈圈、小圈圈里的黄圈圈”，在做“小军机处式”的看蒋介石脸色的讨论，而马英九呢？却连这种“小军机处式”的讨论一下都给免了，马英九一切“干纲独断”，但自己又是“昏君”，所以决策草率，比蒋介石更有过之，只是他没有外蒙古领土可卖了而已。
《我梦碎，所以我梦醒》序.txt	87	小军机处式	modern-political-news-context	今日在国民党当家的，其实还不如蒋介石。蒋介石还有“大圈圈里的小圈圈、小圈圈里的黄圈圈”，在做“小军机处式”的看蒋介石脸色的讨论，而马英九呢？却连这种“小军机处式”的讨论一下都给免了，马英九一切“干纲独断”，但自己又是“昏君”，所以决策草率，比蒋介石更有过之，只是他没有外蒙古领土可卖了而已。
《我梦碎，所以我梦醒》序.txt	87	干纲独断	modern-political-news-context	今日在国民党当家的，其实还不如蒋介石。蒋介石还有“大圈圈里的小圈圈、小圈圈里的黄圈圈”，在做“小军机处式”的看蒋介石脸色的讨论，而马英九呢？却连这种“小军机处式”的讨论一下都给免了，马英九一切“干纲独断”，但自己又是“昏君”，所以决策草率，比蒋介石更有过之，只是他没有外蒙古领土可卖了而已。
《我梦碎，所以我梦醒》序.txt	87	昏君	modern-political-news-context	今日在国民党当家的，其实还不如蒋介石。蒋介石还有“大圈圈里的小圈圈、小圈圈里的黄圈圈”，在做“小军机处式”的看蒋介石脸色的讨论，而马英九呢？却连这种“小军机处式”的讨论一下都给免了，马英九一切“干纲独断”，但自己又是“昏君”，所以决策草率，比蒋介石更有过之，只是他没有外蒙古领土可卖了而已。
《我梦碎，所以我梦醒》序.txt	91	寒雨‘连’‘江’夜入吴	modern-political-news-context	台湾同胞会认为：你们怎么老是勾结国民党来对付我们？今天的国民党，跟你们钱来钱去，自连战、江丙坤以下，“寒雨‘连’‘江’夜入吴”，整天干的什么事，大家心知肚明。台湾同胞的人心是那么容易化掉的吗？
《我梦碎，所以我梦醒》序.txt	93	远大政策	modern-political-news-context	共产党使中国富国强兵，功不可没。但今天共产权贵的台湾政策，以勾结国民党官僚连战、马英九为得计；以蹲点买香蕉、买活鱼、拙劣手法买人心为业绩，全无“远大政策”；又箝制台湾同胞与全国人民的言论出版自由，公然违反《中华人民共和国宪法》第35条对这种自由的保障，小气八拉，全无“大国气象”，看来实在令人忧虑。这种忧虑，是这本书的一个重点，我特别点破，给大家警觉、反省。
《我梦碎，所以我梦醒》序.txt	93	大国气象	modern-political-news-context	共产党使中国富国强兵，功不可没。但今天共产权贵的台湾政策，以勾结国民党官僚连战、马英九为得计；以蹲点买香蕉、买活鱼、拙劣手法买人心为业绩，全无“远大政策”；又箝制台湾同胞与全国人民的言论出版自由，公然违反《中华人民共和国宪法》第35条对这种自由的保障，小气八拉，全无“大国气象”，看来实在令人忧虑。这种忧虑，是这本书的一个重点，我特别点破，给大家警觉、反省。
《我梦碎，所以我梦醒》序.txt	103	拼命写书	modern-political-news-context	现在只剩下一条路了，就是“拼命写书”，在极权政府管不到你的小范围里写书。比起新科技下排山倒海的传播工具来，写书已近末路，但只有与穷途相连，才有末路。穷途末路本来就是古今中外志士仁人的标准处境，只有写书是有能为力、是自己的园地、是耕耘所向与耕耘所在。
001.我梦碎，所以我梦醒.txt	3	辛亥革命	modern-political-news-context	人道是“辛亥革命”100年。
001.我梦碎，所以我梦醒.txt	5	辛亥革命	modern-political-news-context	人道是“辛亥革命”是公约数。
001.我梦碎，所以我梦醒.txt	9	辛亥革命	modern-political-news-context	和平、互信、通航、买卖香蕉……都是公约数，没有争议。再拉高一点吧，熊猫怎么样？熊猫在台湾叫猫熊，好吧，就猫熊。猫熊怎么样？看来效果有限。猫熊不大好做政治发挥；故宫呢？故宫办了两岸合璧的《富春山居图》，发挥了一时公约的效果，可是久了，除了逃避现实的艺术批评者，没人再富春了，作为公约数，也不能持久了。还是孙中山吧，孙中山通吃了革命，又死得早，又红又专、又蓝又钻，就是他吧，可是整年炒作孙中山，弄得毫无新鲜感了，找个应时一点的吧。于是，“辛亥革命”应运重生了。2011年，正好是“辛亥革命”100年。就是它，大家公约一下，就炒它吧。唯一落差是海峡那边，重点放在“辛亥百年”上；海峡这边，重点放在“建国百年”上。“辛亥百年”当然不等于“建国百年”，因为“辛亥革命”建出来的“中华民国”，早就在1949年38岁时亡国了。可是海峡这一边不管，由小白脸马英九带头唱大花脸，硬要举办“建国百年”活动呢。这不但与史实不符，并且非常非常非常不要脸。若说办的是...
001.我梦碎，所以我梦醒.txt	9	辛亥百年	modern-political-news-context	和平、互信、通航、买卖香蕉……都是公约数，没有争议。再拉高一点吧，熊猫怎么样？熊猫在台湾叫猫熊，好吧，就猫熊。猫熊怎么样？看来效果有限。猫熊不大好做政治发挥；故宫呢？故宫办了两岸合璧的《富春山居图》，发挥了一时公约的效果，可是久了，除了逃避现实的艺术批评者，没人再富春了，作为公约数，也不能持久了。还是孙中山吧，孙中山通吃了革命，又死得早，又红又专、又蓝又钻，就是他吧，可是整年炒作孙中山，弄得毫无新鲜感了，找个应时一点的吧。于是，“辛亥革命”应运重生了。2011年，正好是“辛亥革命”100年。就是它，大家公约一下，就炒它吧。唯一落差是海峡那边，重点放在“辛亥百年”上；海峡这边，重点放在“建国百年”上。“辛亥百年”当然不等于“建国百年”，因为“辛亥革命”建出来的“中华民国”，早就在1949年38岁时亡国了。可是海峡这一边不管，由小白脸马英九带头唱大花脸，硬要举办“建国百年”活动呢。这不但与史实不符，并且非常非常非常不要脸。若说办的是...
001.我梦碎，所以我梦醒.txt	9	建国百年	modern-political-news-context	和平、互信、通航、买卖香蕉……都是公约数，没有争议。再拉高一点吧，熊猫怎么样？熊猫在台湾叫猫熊，好吧，就猫熊。猫熊怎么样？看来效果有限。猫熊不大好做政治发挥；故宫呢？故宫办了两岸合璧的《富春山居图》，发挥了一时公约的效果，可是久了，除了逃避现实的艺术批评者，没人再富春了，作为公约数，也不能持久了。还是孙中山吧，孙中山通吃了革命，又死得早，又红又专、又蓝又钻，就是他吧，可是整年炒作孙中山，弄得毫无新鲜感了，找个应时一点的吧。于是，“辛亥革命”应运重生了。2011年，正好是“辛亥革命”100年。就是它，大家公约一下，就炒它吧。唯一落差是海峡那边，重点放在“辛亥百年”上；海峡这边，重点放在“建国百年”上。“辛亥百年”当然不等于“建国百年”，因为“辛亥革命”建出来的“中华民国”，早就在1949年38岁时亡国了。可是海峡这一边不管，由小白脸马英九带头唱大花脸，硬要举办“建国百年”活动呢。这不但与史实不符，并且非常非常非常不要脸。若说办的是...
001.我梦碎，所以我梦醒.txt	9	中华民国	modern-political-news-context	和平、互信、通航、买卖香蕉……都是公约数，没有争议。再拉高一点吧，熊猫怎么样？熊猫在台湾叫猫熊，好吧，就猫熊。猫熊怎么样？看来效果有限。猫熊不大好做政治发挥；故宫呢？故宫办了两岸合璧的《富春山居图》，发挥了一时公约的效果，可是久了，除了逃避现实的艺术批评者，没人再富春了，作为公约数，也不能持久了。还是孙中山吧，孙中山通吃了革命，又死得早，又红又专、又蓝又钻，就是他吧，可是整年炒作孙中山，弄得毫无新鲜感了，找个应时一点的吧。于是，“辛亥革命”应运重生了。2011年，正好是“辛亥革命”100年。就是它，大家公约一下，就炒它吧。唯一落差是海峡那边，重点放在“辛亥百年”上；海峡这边，重点放在“建国百年”上。“辛亥百年”当然不等于“建国百年”，因为“辛亥革命”建出来的“中华民国”，早就在1949年38岁时亡国了。可是海峡这一边不管，由小白脸马英九带头唱大花脸，硬要举办“建国百年”活动呢。这不但与史实不符，并且非常非常非常不要脸。若说办的是...
001.我梦碎，所以我梦醒.txt	9	冥寿	modern-political-news-context	和平、互信、通航、买卖香蕉……都是公约数，没有争议。再拉高一点吧，熊猫怎么样？熊猫在台湾叫猫熊，好吧，就猫熊。猫熊怎么样？看来效果有限。猫熊不大好做政治发挥；故宫呢？故宫办了两岸合璧的《富春山居图》，发挥了一时公约的效果，可是久了，除了逃避现实的艺术批评者，没人再富春了，作为公约数，也不能持久了。还是孙中山吧，孙中山通吃了革命，又死得早，又红又专、又蓝又钻，就是他吧，可是整年炒作孙中山，弄得毫无新鲜感了，找个应时一点的吧。于是，“辛亥革命”应运重生了。2011年，正好是“辛亥革命”100年。就是它，大家公约一下，就炒它吧。唯一落差是海峡那边，重点放在“辛亥百年”上；海峡这边，重点放在“建国百年”上。“辛亥百年”当然不等于“建国百年”，因为“辛亥革命”建出来的“中华民国”，早就在1949年38岁时亡国了。可是海峡这一边不管，由小白脸马英九带头唱大花脸，硬要举办“建国百年”活动呢。这不但与史实不符，并且非常非常非常不要脸。若说办的是...
001.我梦碎，所以我梦醒.txt	9	活见鬼的生日	modern-political-news-context	和平、互信、通航、买卖香蕉……都是公约数，没有争议。再拉高一点吧，熊猫怎么样？熊猫在台湾叫猫熊，好吧，就猫熊。猫熊怎么样？看来效果有限。猫熊不大好做政治发挥；故宫呢？故宫办了两岸合璧的《富春山居图》，发挥了一时公约的效果，可是久了，除了逃避现实的艺术批评者，没人再富春了，作为公约数，也不能持久了。还是孙中山吧，孙中山通吃了革命，又死得早，又红又专、又蓝又钻，就是他吧，可是整年炒作孙中山，弄得毫无新鲜感了，找个应时一点的吧。于是，“辛亥革命”应运重生了。2011年，正好是“辛亥革命”100年。就是它，大家公约一下，就炒它吧。唯一落差是海峡那边，重点放在“辛亥百年”上；海峡这边，重点放在“建国百年”上。“辛亥百年”当然不等于“建国百年”，因为“辛亥革命”建出来的“中华民国”，早就在1949年38岁时亡国了。可是海峡这一边不管，由小白脸马英九带头唱大花脸，硬要举办“建国百年”活动呢。这不但与史实不符，并且非常非常非常不要脸。若说办的是...
001.我梦碎，所以我梦醒.txt	9	小而美	modern-political-news-context	和平、互信、通航、买卖香蕉……都是公约数，没有争议。再拉高一点吧，熊猫怎么样？熊猫在台湾叫猫熊，好吧，就猫熊。猫熊怎么样？看来效果有限。猫熊不大好做政治发挥；故宫呢？故宫办了两岸合璧的《富春山居图》，发挥了一时公约的效果，可是久了，除了逃避现实的艺术批评者，没人再富春了，作为公约数，也不能持久了。还是孙中山吧，孙中山通吃了革命，又死得早，又红又专、又蓝又钻，就是他吧，可是整年炒作孙中山，弄得毫无新鲜感了，找个应时一点的吧。于是，“辛亥革命”应运重生了。2011年，正好是“辛亥革命”100年。就是它，大家公约一下，就炒它吧。唯一落差是海峡那边，重点放在“辛亥百年”上；海峡这边，重点放在“建国百年”上。“辛亥百年”当然不等于“建国百年”，因为“辛亥革命”建出来的“中华民国”，早就在1949年38岁时亡国了。可是海峡这一边不管，由小白脸马英九带头唱大花脸，硬要举办“建国百年”活动呢。这不但与史实不符，并且非常非常非常不要脸。若说办的是...
002.“公投”梦碎.txt	3	破题	modern-political-news-context	为了作文时的“破题”，我先举个梦碎的例子。例子是应时应景的，就是马英九日前提出的“公投”。“公投”见于《民进党党纲》，中经流变，最后流出的无异大便，来龙去脉，煞是有趣，容我道来。
002.“公投”梦碎.txt	3	公投	modern-political-news-context	为了作文时的“破题”，我先举个梦碎的例子。例子是应时应景的，就是马英九日前提出的“公投”。“公投”见于《民进党党纲》，中经流变，最后流出的无异大便，来龙去脉，煞是有趣，容我道来。
002.“公投”梦碎.txt	7	建立主权独立自主的台湾共和国……由台湾全体住民以公民投票方式选择决定。	modern-political-news-context	1986年，《民进党党纲》白纸黑字说：“建立主权独立自主的台湾共和国……由台湾全体住民以公民投票方式选择决定。”这就是有名的“台独公投”，当年由陈水扁提出通过的。
002.“公投”梦碎.txt	7	台独公投	modern-political-news-context	1986年，《民进党党纲》白纸黑字说：“建立主权独立自主的台湾共和国……由台湾全体住民以公民投票方式选择决定。”这就是有名的“台独公投”，当年由陈水扁提出通过的。
002.“公投”梦碎.txt	23	公投绑大选	modern-political-news-context	结果，2004年“公投绑大选”中，公投项目，竟然是买不买飞弹等枝枝节节选项，真正该依《民进党党纲》“以公民投票方式”建立“台湾共和国”的大目标，也就是所谓“台独公投”，反倒给出局了。
002.“公投”梦碎.txt	23	以公民投票方式	modern-political-news-context	结果，2004年“公投绑大选”中，公投项目，竟然是买不买飞弹等枝枝节节选项，真正该依《民进党党纲》“以公民投票方式”建立“台湾共和国”的大目标，也就是所谓“台独公投”，反倒给出局了。
002.“公投”梦碎.txt	23	台湾共和国	modern-political-news-context	结果，2004年“公投绑大选”中，公投项目，竟然是买不买飞弹等枝枝节节选项，真正该依《民进党党纲》“以公民投票方式”建立“台湾共和国”的大目标，也就是所谓“台独公投”，反倒给出局了。
002.“公投”梦碎.txt	23	台独公投	modern-political-news-context	结果，2004年“公投绑大选”中，公投项目，竟然是买不买飞弹等枝枝节节选项，真正该依《民进党党纲》“以公民投票方式”建立“台湾共和国”的大目标，也就是所谓“台独公投”，反倒给出局了。
002.“公投”梦碎.txt	25	台独公投	modern-political-news-context	这个故事告诉我们：民进党立委在《公投法》中，故意不让“台独公投”有它的法源。没有法源，2004年只公投了别的枝枝节节，真正该做的“台独公投”，反倒给挡住了，而挡它的人，竟是民进党那100名立法委员！
002.“公投”梦碎.txt	27	修宪	modern-political-news-context	以上的糗事，大家也都忘了算了。不料他们2007年又来了。来的是“修宪”和“第二共和”之类，比起“台独公投”来，又是枝枝节节的把戏，因为“修宪”，修的是“中华民国的宪”；“第二共和”，共的是“中华民国的和”，还有“中华民国”在、还有外来政权的阴影在，那不是民进党党纲中的“台湾共和国”。而建立“台湾共和国”，才是一切根本。
002.“公投”梦碎.txt	27	第二共和	modern-political-news-context	以上的糗事，大家也都忘了算了。不料他们2007年又来了。来的是“修宪”和“第二共和”之类，比起“台独公投”来，又是枝枝节节的把戏，因为“修宪”，修的是“中华民国的宪”；“第二共和”，共的是“中华民国的和”，还有“中华民国”在、还有外来政权的阴影在，那不是民进党党纲中的“台湾共和国”。而建立“台湾共和国”，才是一切根本。
002.“公投”梦碎.txt	27	台独公投	modern-political-news-context	以上的糗事，大家也都忘了算了。不料他们2007年又来了。来的是“修宪”和“第二共和”之类，比起“台独公投”来，又是枝枝节节的把戏，因为“修宪”，修的是“中华民国的宪”；“第二共和”，共的是“中华民国的和”，还有“中华民国”在、还有外来政权的阴影在，那不是民进党党纲中的“台湾共和国”。而建立“台湾共和国”，才是一切根本。
002.“公投”梦碎.txt	27	中华民国的宪	modern-political-news-context	以上的糗事，大家也都忘了算了。不料他们2007年又来了。来的是“修宪”和“第二共和”之类，比起“台独公投”来，又是枝枝节节的把戏，因为“修宪”，修的是“中华民国的宪”；“第二共和”，共的是“中华民国的和”，还有“中华民国”在、还有外来政权的阴影在，那不是民进党党纲中的“台湾共和国”。而建立“台湾共和国”，才是一切根本。
002.“公投”梦碎.txt	27	中华民国的和	modern-political-news-context	以上的糗事，大家也都忘了算了。不料他们2007年又来了。来的是“修宪”和“第二共和”之类，比起“台独公投”来，又是枝枝节节的把戏，因为“修宪”，修的是“中华民国的宪”；“第二共和”，共的是“中华民国的和”，还有“中华民国”在、还有外来政权的阴影在，那不是民进党党纲中的“台湾共和国”。而建立“台湾共和国”，才是一切根本。
002.“公投”梦碎.txt	27	中华民国	modern-political-news-context	以上的糗事，大家也都忘了算了。不料他们2007年又来了。来的是“修宪”和“第二共和”之类，比起“台独公投”来，又是枝枝节节的把戏，因为“修宪”，修的是“中华民国的宪”；“第二共和”，共的是“中华民国的和”，还有“中华民国”在、还有外来政权的阴影在，那不是民进党党纲中的“台湾共和国”。而建立“台湾共和国”，才是一切根本。
002.“公投”梦碎.txt	27	台湾共和国	modern-political-news-context	以上的糗事，大家也都忘了算了。不料他们2007年又来了。来的是“修宪”和“第二共和”之类，比起“台独公投”来，又是枝枝节节的把戏，因为“修宪”，修的是“中华民国的宪”；“第二共和”，共的是“中华民国的和”，还有“中华民国”在、还有外来政权的阴影在，那不是民进党党纲中的“台湾共和国”。而建立“台湾共和国”，才是一切根本。
002.“公投”梦碎.txt	33	台湾共和国	modern-political-news-context	所以，关键只是你宣布“台湾共和国”就是了。宣布的法源何在？“台独公投”就是。
002.“公投”梦碎.txt	33	台独公投	modern-political-news-context	所以，关键只是你宣布“台湾共和国”就是了。宣布的法源何在？“台独公投”就是。
002.“公投”梦碎.txt	35	台独公投	modern-political-news-context	办“台独公投”，要在立法院修《公投法》，加入原来被民进党100名立委4年前藏起来的条文，订出时间表，就一切OK。
002.“公投”梦碎.txt	37	公投！公投！	modern-political-news-context	但是，台独英雄们嘴巴喊“公投！公投！”手却不敢投票。
002.“公投”梦碎.txt	41	中华民国	modern-political-news-context	1949年，共产党说“中华民国”已在1949年被消灭。国民党说没消灭，还有千分之三在台湾。对大陆，要“反攻”回去，用“反攻”统一它，最后，“反攻”未遂，改用三民主义“统一”它。
002.“公投”梦碎.txt	41	反攻	modern-political-news-context	1949年，共产党说“中华民国”已在1949年被消灭。国民党说没消灭，还有千分之三在台湾。对大陆，要“反攻”回去，用“反攻”统一它，最后，“反攻”未遂，改用三民主义“统一”它。
002.“公投”梦碎.txt	41	统一	modern-political-news-context	1949年，共产党说“中华民国”已在1949年被消灭。国民党说没消灭，还有千分之三在台湾。对大陆，要“反攻”回去，用“反攻”统一它，最后，“反攻”未遂，改用三民主义“统一”它。
002.“公投”梦碎.txt	43	反攻	modern-political-news-context	半个多世纪过去了，“反攻”无望、“统一”无功，国民党空抱着“中华民国”招牌，怪的是，共产党也乐得国民党抱，在共产党眼里，“中华民国”是一具死尸，有“台湾共和国”要借尸还魂。所以，要国民党来守灵，守住“中华民国”这块招牌。
002.“公投”梦碎.txt	43	统一	modern-political-news-context	半个多世纪过去了，“反攻”无望、“统一”无功，国民党空抱着“中华民国”招牌，怪的是，共产党也乐得国民党抱，在共产党眼里，“中华民国”是一具死尸，有“台湾共和国”要借尸还魂。所以，要国民党来守灵，守住“中华民国”这块招牌。
002.“公投”梦碎.txt	43	中华民国	modern-political-news-context	半个多世纪过去了，“反攻”无望、“统一”无功，国民党空抱着“中华民国”招牌，怪的是，共产党也乐得国民党抱，在共产党眼里，“中华民国”是一具死尸，有“台湾共和国”要借尸还魂。所以，要国民党来守灵，守住“中华民国”这块招牌。
002.“公投”梦碎.txt	43	台湾共和国	modern-political-news-context	半个多世纪过去了，“反攻”无望、“统一”无功，国民党空抱着“中华民国”招牌，怪的是，共产党也乐得国民党抱，在共产党眼里，“中华民国”是一具死尸，有“台湾共和国”要借尸还魂。所以，要国民党来守灵，守住“中华民国”这块招牌。
002.“公投”梦碎.txt	45	台湾共和国	modern-political-news-context	民进党明说建立“台湾共和国”，但对“中华民国”四个字却没处放，就活像男同性恋者性交时，多出一坨在体外摇荡，没地方放。从“中华民国到台湾”、到“中华民国在台湾”、到“中华民国是台湾”，诠释纷纷，可是就是拿不掉这“外来政权”的国号、也拿不掉它的国旗、也拿不掉它丑陋的国歌，执政党做的一切，其实都是家家酒：国歌动口不发声也、印228台湾邮票也、中华邮政改名也、护照加注TAIWAN也……都是家家酒，因为不敢玩真的。
002.“公投”梦碎.txt	45	中华民国	modern-political-news-context	民进党明说建立“台湾共和国”，但对“中华民国”四个字却没处放，就活像男同性恋者性交时，多出一坨在体外摇荡，没地方放。从“中华民国到台湾”、到“中华民国在台湾”、到“中华民国是台湾”，诠释纷纷，可是就是拿不掉这“外来政权”的国号、也拿不掉它的国旗、也拿不掉它丑陋的国歌，执政党做的一切，其实都是家家酒：国歌动口不发声也、印228台湾邮票也、中华邮政改名也、护照加注TAIWAN也……都是家家酒，因为不敢玩真的。
002.“公投”梦碎.txt	45	中华民国到台湾	modern-political-news-context	民进党明说建立“台湾共和国”，但对“中华民国”四个字却没处放，就活像男同性恋者性交时，多出一坨在体外摇荡，没地方放。从“中华民国到台湾”、到“中华民国在台湾”、到“中华民国是台湾”，诠释纷纷，可是就是拿不掉这“外来政权”的国号、也拿不掉它的国旗、也拿不掉它丑陋的国歌，执政党做的一切，其实都是家家酒：国歌动口不发声也、印228台湾邮票也、中华邮政改名也、护照加注TAIWAN也……都是家家酒，因为不敢玩真的。
