id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LAZNYJ-001	《郑南榕研究》自序.txt	5	5	古文名句	障百川而东之，回狂澜于既倒	中国古文成句	李敖以古文成句说明知识分子在乱流中扶正主流的抱负。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-002	《郑南榕研究》自序.txt	11	11	外国思想格言	为理念去死，无疑是高贵的。但为真实的理念去死，那就更高贵了！	孟肯语	李敖转引孟肯关于为真实理念而死的格言。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-003	001.党外·党内·性.txt	81	81	元曲成句	道是刘三，说什么汉高祖！	中国元曲	李敖引元曲写刘邦还乡，以说明身份转换后的反讽。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-004	001.党外·党内·性.txt	113	113	外国人物格言	所有的将军都会发生错误，都会打败仗，可是好的将军错误发生得少。	艾森豪威尔语	李敖转述艾森豪威尔关于好将军也会犯错但犯错较少的话。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-005	001.党外·党内·性.txt	113	113	学术评语	学问成家数	梁启超评胡适语	李敖转引梁启超评价胡适学问可成多家之数。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-006	001.党外·党内·性.txt	143	143	儒家格言	知耻近乎勇	《礼记·中庸》成句	李敖引用儒家成句说明认错需要勇气。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-007	001.党外·党内·性.txt	171	171	古典格言	食色性也	《孟子》告子语	李敖借古语说明饮食男女是人性常情。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-008	001.党外·党内·性.txt	195	195	诗人墓志铭	名字写在水上	济慈墓志铭	李敖转述英国诗人济慈的墓志铭意象。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-009	002.言论自由第一优先.txt	33	33	古典格言	取法乎上，得乎其中。取法乎中，得乎其下。	中国古语	郑南榕文章引用古语，说明取法标准高低影响所得。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-010	004.给林正杰先生的公开信.txt	17	17	俗语	天下没有不散的筵席	中国俗语	李敖以俗语作信题，说明聚散无常。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。 校对轮补入：作为信题出现的清洁俗语，不收同段政治人物书信攻防。
LAZNYJ-011	004.给林正杰先生的公开信.txt	69	69	陶渊明文句	觉今是而昨非	陶渊明《归去来兮辞》	李敖借陶渊明文句说明改过自新的可能。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-012	004.给林正杰先生的公开信.txt	69	69	陶渊明文句	实迷途其未远	陶渊明《归去来兮辞》	李敖借陶渊明文句说明迷途未远仍可回头。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-013	006.千呼万唤“屎”出来.txt	5	5	处世格言	不屑在他不屑的地方作战	胡志伟语	李敖转述胡志伟关于不在不屑之处作战的格言。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
LAZNYJ-014	006.千呼万唤“屎”出来.txt	5	5	俗语	有眼不识泰山	中国俗语	李敖用俗语形容寻衅者不识拳王乔·路易斯。	首轮保守收入：本书为现代人物政论集，党派、台独、选举、情报局、革命、国家认同和现代政治攻击语录一律不收；只保留可脱离政论语境的古典诗文、文学格言、哲学引文、俗谚和非政治性诗句。
