file	line	text
001.黄少谷应入贰臣传.txt	3	照中国传统历史家的章法，有所谓《叛逆传》，《晋书》将王敦等十五人列入了《叛逆传》，就是创例。到了《新唐书》，分类开始细腻，分《叛臣传》与《逆臣传》。凡敢为悖乱者，像仆固怀恩、像周智光、像梁崇义、像李怀光等等，都叫叛臣；凡称兵犯上、僭窃位号者，像李希烈、像安禄山父子、像史朝义父子、像朱泚、像黄巢、像秦宗权、像董昌等等，都叫逆臣。
001.黄少谷应入贰臣传.txt	5	这种叛臣逆臣的章法，后来一直延续：《宋史》有《叛臣传》、《辽史》有《逆臣传》、《金史》有《叛臣传》《逆臣传》、《元史》有《叛臣传》《逆臣传》、《明史》有《叛臣传》。到了清朝乾隆四十一年（1776），也就是美国独立宣言那一年，乾隆皇帝下诏，决定在国史里增列《贰臣传》，把明朝降臣一百二十人，统统列入。
001.黄少谷应入贰臣传.txt	7	《贰臣传》的性质，与《叛臣传》《逆臣传》不同，但“为人不忠”则一。对忠的认识，本有高下之分，照《左传》所说，像晏子的忠，是高级的；像“私昵”的忠，是下级的。照下级的标准，“私昵”之列的人物，自然是《贰臣传》列入的对象，这种人物，两百年来，可真不少，自古如斯，于今为烈。
001.黄少谷应入贰臣传.txt	13	一、以宋朝的张邦昌为例——张邦昌在金人的卵翼下做了傀儡皇帝，金人退后，他把帝位交出，当时因为政治形势的需要，不唯没有立时以叛逆罪处治他，诏书还嘉奖他即伪位的行为是基于通权济变。可是历史却不饶他，在《宋史》，他入了《叛臣传》。
002.你盖棺，我论定.txt	5	国民党自从在大陆失败逃到台湾后，他们检讨失败的原因，可分两派，一派认为专制得不够，今后要多专制才行；一派认为自由民主得不够，今后要拋弃老套，要做深刻的进步的反省才行。做这种反省的人数极少，但最成功的就是殷海光。因为这种反省的成功，有两个条件：第一要有知识，第二要无政治野心。有知识，才知道大江东流挡不住，非得自由民主不可；无政治野心，才能维护理想主义的标准，不把自由民主当做争取政治地位的手段，而当做一种目的。我认为殷海光最有这两个条件，所以反省得最成功，在《自由中国》的表现上最出色。
002.你盖棺，我论定.txt	15	三十三年来，国民党出马抢“学统”，是以徐复观开先河的。三十三年下来，他以“当代文、史学家《中央日报》当代思想史大师”“国学大师”（《新生报》）等“学者”身份出现，这是他和国民党的成功，却是学术的失败。现代中国的“学统”，本来一直掌握在胡适系的手里，胡适系的学术，我早在二十年前就批评了，而引起胡适对我的不快。但胡适的“新朴学集团”，虽然不怎么学术，却还谨守乾嘉余孽的考据之路，国民党与徐复观的“学术”一来，就连这一点也守不住了。居浩然在《文星》发表过一篇《徐复观的故事》，里头说：
002.你盖棺，我论定.txt	27	钱穆拿了国民党的钱，第一次是两千港币，就感激涕零，到台湾来。徐复观为达成湖北人“牵骆驼”的妙用，把钱穆安排住在徐府（台中市向上路20号），侍奉得唯恐不周。两人交恶后，据徐复观说，钱穆面也不见了、信也不回了、文章也不写了，其过在钱穆。其实，据我探讨，另有隐情。那就是暗中的“道统”争夺战。徐复观只把钱穆过渡而已，真的“道统”继承人，他自己是想抢的。我在《文星》写《给谈中西文化的人看看病》，首先点破这一内幕，我说：
002.你盖棺，我论定.txt	29	这样说来，他们实在可以联欢一次：群贤毕至，少长咸集，古人复起，腐儒重生；保守与顽固齐飞，大官与学者一色。酒酣耳热之余，大家不妨拔剑击柱，争争谁是正统？其实他们都迟了，真正的正统早被一匹“黑马”盗之以去了，这匹黑马就是大谈新儒家的徐复观！他说：“不谈文化则已，一谈文化便应该谈‘统’。我并且希望有些人出来断然以道统自任。”（《儒家精神之基本性格及其限定与新生》）当大家正在找镜子的时候，徐复观已飞奔道统的宝座，赶过熊十力，推开钱宾四，哄走牟宗三，自己不沐而冠起来了！
002.你盖棺，我论定.txt	31	徐复观本来帮国民党收买“道统”人物的，但买到最后竟有“何必买别人呢？我们国民党也有这种人物呀！”的微妙发展，这种发展，非国民党所乐见，因为究竟钱穆人望较足，所以国民党用公款为钱穆在外双溪买了花园洋房，把“活道统”养到今天。表示“道统”可以抢，但你徐复观应少安毋躁。但徐复观是何等厉害的人，他从1949年4月起，向国民党拿到办《民主评论》的钱以后，就一路这样发展下去，最后，他毕竟在舆论上、宣传上、声势上，被人误认为非他莫属，他终于挂着“儒学大师”（《中国时报》）的招牌而死，他甚至在遗嘱中，都伏笔以“未能赴曲阜直谒孔陵为大恨”！他制造给人的印象，真仿佛是“道统”的继承人了！（连钱穆的大弟子余英时，在纪念徐复观的《血泪凝成真精神》一文中，谈到建立“新儒家的影响力量”，都忘恩负义的绝口不提钱穆，可见徐复观多有一手了！）
002.你盖棺，我论定.txt	45	（三）中国文化是不能分割选择的，这样选择是抹杀文化。徐复观在最后遗作——《中国思想史论集续编》自序里说：“传统文化中之臭恶者，抉而去之”；“传统文化中之美善者，表而出之。”这哪里是客观？
