《李敖书序集续集》第一轮提取报告
生成日期：2026-06-21
源目录：C:\Users\zzy87\Desktop\project\leeao-poem\《大李敖全集6.0》分章节\007.采访序跋类\003.李敖书序集续集
输出 CSV：C:\Users\zzy87\Desktop\project\leeao-poem\exports\李敖书序集续集_诗文格言歌谣引用.csv
输出 TXT：C:\Users\zzy87\Desktop\project\leeao-poem\exports\李敖书序集续集_诗文格言歌谣引用.txt
收录条数：82

候选概况：
- sourceFiles=22
- quoteCandidates=136
- attributedLines=84
- reviewCandidates=95

分类统计：
- 禅宗成语: 1
- 楚辞成句: 1
- 传统成句: 2
- 传统成语: 28
- 传统格言: 1
- 典故成句: 2
- 佛教成语: 1
- 佛教语: 1
- 古典成句: 3
- 古典成语: 2
- 古典诗句: 3
- 李敖序文格言: 2
- 李敖序文评语: 1
- 李敖自评名言: 1
- 李敖自作顺口溜: 1
- 论语成句: 4
- 孟子成句: 2
- 人物称号: 1
- 人物评语: 1
- 人物自述: 1
- 尚书成句: 1
- 诗学格言: 1
- 史传评语: 1
- 史记成语: 1
- 俗语: 1
- 俗语变体: 1
- 泰戈尔诗句转述: 5
- 外国写作格言: 1
- 文论成句: 1
- 文学口号: 1
- 文学评语: 1
- 文学史评语: 1
- 文言诗性句: 1
- 现代诗句: 1
- 写作格言: 1
- 学术格言: 1
- 荀子成句: 1
- 易传成句: 1
- 庄子成句: 1

本轮排除：
- 001 富兰克林自由语录：现代公共表达，未收。
- 005 二二八研究广告词：公共事件广告语境，整篇未收。
- 010《黄旗梦碎》序、019《国家将兴，必有祯祥》、021《是真的也要否认》：现实公共议题语境过重，未收。
- 012《文茜半生缘》序中访谈与人物攻防语录：只保留徐志摩诗句。
- 016《调查局黑牢345天》序中《汉书》刑狱引文：法律控诉语境过重，未收。

明细：
id	source_file	line_start	line_end	category	source_or_origin	quote_text	summary	notes
LASHXJX-001	001.《李敖语录香港版》感言.txt	13	13	孟子成句	《孟子》相关成句	所过者化，所存者神	以感化与存留精神概括文字影响。	
LASHXJX-002	004.《国民党查禁李敖著作》序.txt	3	3	古典诗句	花蕊夫人《述国亡诗》相关名句	更无一个是男儿	以反诘语势写担当者之少。	
LASHXJX-003	004.《国民党查禁李敖著作》序.txt	5	5	楚辞成句	屈原《离骚》相关语意	心之所善，九死无悔	以九死不悔表现坚持本心。	
LASHXJX-004	004.《国民党查禁李敖著作》序.txt	9	9	古典成句	传统典故化表达	不见尧存，甘同桀亡	用尧桀对举表达宁可同亡的极端态度。	
LASHXJX-005	006.《李敖作品精选集》总序.txt	3	3	文学史评语	章学诚《文史通义》相关论述	文古无选，自昭明《昭明文选》始，而后世因有选体。	说明选本文体自《文选》以后形成谱系。	
LASHXJX-006	006.《李敖作品精选集》总序.txt	3	3	文学评语	选本批评成句	选之难倍于作	指出选文之难甚至超过创作。	
LASHXJX-007	007.《洗你的脑，掐他脖子》自序.txt	3	3	论语成句	《论语·宪问》相关成句	知其不可而为之	表现明知艰难仍然去做的行动意志。	
LASHXJX-008	007.《洗你的脑，掐他脖子》自序.txt	3	3	孟子成句	《孟子·滕文公下》相关成句	知我罪我	以知与罪并举，表示任由后人评断。	
LASHXJX-009	007.《洗你的脑，掐他脖子》自序.txt	3	3	古典成句	传统典籍成句	圣人不空出，贤者不虚生	强调有才德者出现必有其用。	
LASHXJX-010	008.简介两种.txt	33	33	学术格言	梁启超语	学问成家数	称真正有本领者可在多方面成家。	
LASHXJX-011	008.简介两种.txt	37	37	文学口号	近代文学改革口号	我手写我口	强调用自己的语言直接写作。	
LASHXJX-012	008.简介两种.txt	45	45	荀子成句	《荀子·天论》成句	天行有常	用天道有常比喻创作节律自有秩序。	
