score	file	line	text	context
8	001.《文化论战丹火录》开场白.txt	7	这厮这等，这等，如何处置？	就在这当儿，各路神兵联合围剿齐天大圣孙猴子，正杀得难解难分。神兵方面，四大天王、木吒太子、哪吒、二郎显圣真君、四太尉、二将军及二郎的走狗，一干人狗团团把孙猴子围住，最后押在斩妖台下，可是刀砍斧剁、枪刺剑刳、雷打火烧，都不能伤这猴子一根毫毛。于是玉皇大帝又把双眉紧皱，叫道：“这厮这等，这等，如何处置？”
5	001.《文化论战丹火录》开场白.txt	23	始不介意，继而成精	在这次论战中，我的遭遇很像《西游记》里的“妖猴”，我也来自“傲来国”，我也有“始不介意，继而成精”的运气，并且直到现在，还能“降龙伏虎，自削死籍，整天东游西荡”。
5	001.《文化论战丹火录》开场白.txt	23	降龙伏虎，自削死籍，整天东游西荡	在这次论战中，我的遭遇很像《西游记》里的“妖猴”，我也来自“傲来国”，我也有“始不介意，继而成精”的运气，并且直到现在，还能“降龙伏虎，自削死籍，整天东游西荡”。
8	001.《文化论战丹火录》开场白.txt	27	再莫行凶，皈依佛法	但是天有不测风云，即使齐天大圣孙猴子，也早晚被如来佛翻掌一扑，压在五行山下，最后只好被迫“再莫行凶，皈依佛法”，敬陪老王八唐三藏西天取经去也。
5	001.《文化论战丹火录》开场白.txt	33	刀砍斧剁、枪刺剑刳、雷打火烧	这本《文化论战丹火录》是一本奇书，它的重点，不是记录李敖如何“打”别人，而是记录别人如何“打”李敖（当然偶尔也“捧”几下），记录别人如何对我“刀砍斧剁、枪刺剑刳、雷打火烧”，如何把我放在“八卦炉”中一煆再炼，如何把我中伤毁谤，如何把我熏成“火眼”与“金睛”。……
5	001.《文化论战丹火录》开场白.txt	39	李敖真不得了，他不但有金刚之躯，并且还有容忍别人的雅量呢！	如果有人想看看这出李敖“站住不动”，任凭别人“砍几剑”的妙戏，你该推荐他看这本书。看过以后，他必然会告诉你：“李敖真不得了，他不但有金刚之躯，并且还有容忍别人的雅量呢！”
3	002.文化论战丹火录.txt	23	对美对苏与自由主义趋向论战	九、“对美对苏与自由主义趋向论战”。
4	002.文化论战丹火录.txt	41	减少论辩，指出‘趋向’	在我个人方面说来，我的真正意愿是“减少论辩，指出‘趋向’”，我要使中国民族朝“科学”“民主”“现代化”的西方“趋向”上走，而不走传统、保守、反动的路，我的着眼点是整个的古老的民族，而不是几个臭文人和臭笔仗。
4	002.文化论战丹火录.txt	45	保存国粹	彼蕞尔三岛之日本，自明治维新以降，于西方各国所有著作，几无不尽译出之，固不闻其有“日”西文化之论战，或所谓“保存国粹”与“全盘西化”之争。我们直至今日，大敌当前，而犹互为西化对国粹之呶呶谩骂，是亦可慨也已。（《肯尼迪与我们反攻大陆》，1962年4月21日香港《自由报》）
4	002.文化论战丹火录.txt	45	全盘西化	彼蕞尔三岛之日本，自明治维新以降，于西方各国所有著作，几无不尽译出之，固不闻其有“日”西文化之论战，或所谓“保存国粹”与“全盘西化”之争。我们直至今日，大敌当前，而犹互为西化对国粹之呶呶谩骂，是亦可慨也已。（《肯尼迪与我们反攻大陆》，1962年4月21日香港《自由报》）
