score	file	line	text	context
3	《为文学开窗》目录.txt	8	女作家	006.对所谓“女作家”送我所谓“泻药”的一个声明
5	《为文学开窗》目录.txt	11	试吟紫芝曲，应与夏黄同	009.“试吟紫芝曲，应与夏黄同”
5	《为文学开窗》目录.txt	13	或沦无底，或达仙乡	011.“或沦无底，或达仙乡”
4	001.没有窗，哪有“窗外”？.txt	11	诗以张之	二、新之乎者也派——掌故派、伪考据派、骈文派、自传派、寿序派、挽联派、对凌波“诗以张之”派等等都算。
3	001.没有窗，哪有“窗外”？.txt	17	林妹妹派	五、表妹派——别名“林妹妹派”。不分男女，一写小说或诗就呻吟起来。有病呻吟无病也呻吟，反正老是呻吟，呻吟定了。
4	001.没有窗，哪有“窗外”？.txt	33	我李敖绝不接受这些，我是特立独行的好汉，在暗室里，我要自造光芒。	十六年来，我生活在这个孤岛上，我保持我精神清爽的法子就是：“我李敖绝不接受这些，我是特立独行的好汉，在暗室里，我要自造光芒。”
5	001.没有窗，哪有“窗外”？.txt	35	你不看它们，怎么能说它们不行？	所以，坦白说，我十六年来对台湾的文坛产品，每在经过观察与认识的阶段以后，就去它的蛋。——我绝不浪费我的精神在这些东西上面。有人问我说：“你不看它们，怎么能说它们不行？”我的答话是：“你吃一个坏了的蛋的时候，难道全吃下去，才知道它是坏蛋吗？”
5	001.没有窗，哪有“窗外”？.txt	35	你吃一个坏了的蛋的时候，难道全吃下去，才知道它是坏蛋吗？	所以，坦白说，我十六年来对台湾的文坛产品，每在经过观察与认识的阶段以后，就去它的蛋。——我绝不浪费我的精神在这些东西上面。有人问我说：“你不看它们，怎么能说它们不行？”我的答话是：“你吃一个坏了的蛋的时候，难道全吃下去，才知道它是坏蛋吗？”
4	001.没有窗，哪有“窗外”？.txt	39	敖之呀！你成见太深，你总该看看这本《窗外》。	最近，我的一个朋友在演电影了。电影的名字叫《窗外》，是根据琼瑶的小说《窗外》改编的。我这个朋友整天提了一个小包，跑来跑去，忙得不亦乐乎，同时嘴巴里老是“江雁容”呀、“康南”呀等小说中的人物。我这个朋友知道我不看台湾文坛的产品，埋怨我说：“敖之呀！你成见太深，你总该看看这本《窗外》。”
4	001.没有窗，哪有“窗外”？.txt	47	吻手为礼	对《窗外》的作者来说，如果我不算高攀，我们可说是朋友。我第一次见她是在去年6月15号，那天是聂华苓、潘琦君、徐钟珮、张明、张兰熙、严停云（华严）诸美人下帖子，在《智慧的灯》的作者（我的“师姑”）家里吃晚饭，我们面对面，聊了不少。记得我们还讨论过西方的礼节，所以临走的时候，我对琼瑶，自然“吻手为礼”。——我们似乎都是最快的实行家。
3	001.没有窗，哪有“窗外”？.txt	47	师姑	对《窗外》的作者来说，如果我不算高攀，我们可说是朋友。我第一次见她是在去年6月15号，那天是聂华苓、潘琦君、徐钟珮、张明、张兰熙、严停云（华严）诸美人下帖子，在《智慧的灯》的作者（我的“师姑”）家里吃晚饭，我们面对面，聊了不少。记得我们还讨论过西方的礼节，所以临走的时候，我对琼瑶，自然“吻手为礼”。——我们似乎都是最快的实行家。
6	001.没有窗，哪有“窗外”？.txt	63	我的康南！我的康南！	“我的康南！我的康南！”她心中辗转呼号，泪水夺眶而出。她的康南哪里去了？她那诗一般的康南！那深邃的、脉脉含情的眼睛，那似笑非笑的嘴角，那微蹙着的眉峰，那潇洒的风度，和那旷世的才华！这一切，都到哪里去了？难道都是她的幻想吗？她的康南在哪里？难道真的如烟如云、如梦如影吗？多可怕的真实！她但愿自己没有来，没有见到这个康南！她还要她的康南，她梦里的那个康南！她朝思暮...
4	001.没有窗，哪有“窗外”？.txt	65	暮色，对她四面八方的包围过来。	故事的结局就到此为止，“暮色，对她四面八方的包围过来。”（第343页）她不知道到哪儿去了。
6	001.没有窗，哪有“窗外”？.txt	95	奈何烧煞我宝玉！	余弱冠时，读书杭州，闻有某贾人女，明艳工诗，以酷嗜《红楼梦》，致成瘵疾。当绵惙时，父母以是书贻祸，取投之火。女在床，乃大哭曰：“奈何烧煞我宝玉！”遂死。杭州人传以为笑。
4	001.没有窗，哪有“窗外”？.txt	97	《窗外》是我们新时代的《红楼梦》！它的毒素，比《红楼梦》还要多一红楼！	我们看了这近一世纪前的小故事，想到这种女娃儿们的变态把戏，我们怎么能不惊叹颂扬：“《窗外》是我们新时代的《红楼梦》！它的毒素，比《红楼梦》还要多一红楼！”
3	001.没有窗，哪有“窗外”？.txt	127	我喜欢你！	“我喜欢你！”周雅安说，摸了摸江雁容的头发。（第31页）
5	001.没有窗，哪有“窗外”？.txt	133	你是指那些乱七八糟的话，说我们在闹同性恋？	“你是指那些乱七八糟的话，说我们在闹同性恋？”江雁容问。（第33页）
5	001.没有窗，哪有“窗外”？.txt	135	那么，我们真该有一个做男人，	“那么，我们真该有一个做男人，”周雅安笑着说，欣赏的望着江雁容脸上那片红晕。“你是非常女性的，大概只好做女人，下辈子让我来做你的男朋友，好不好？”（第34页）
5	001.没有窗，哪有“窗外”？.txt	135	你是非常女性的，大概只好做女人，下辈子让我来做你的男朋友，好不好？	“那么，我们真该有一个做男人，”周雅安笑着说，欣赏的望着江雁容脸上那片红晕。“你是非常女性的，大概只好做女人，下辈子让我来做你的男朋友，好不好？”（第34页）
3	001.没有窗，哪有“窗外”？.txt	143	不许安慰我！	“不许安慰我！”江雁容喊，紧接着，就哭了起来。周雅安把她的头抱在自己的膝上，拍着她的肩膀。（第83页）
3	001.没有窗，哪有“窗外”？.txt	145	你让我哭一哭！让我好好的哭一哭！	“你让我哭一哭！让我好好的哭一哭！”江雁容说，就大哭起来。周雅安用手环着她的头，不再劝她。江雁容愈哭愈厉害。足足哭了半小时。（第83页）
5	001.没有窗，哪有“窗外”？.txt	155	她们都说我们是同性恋，现在我真有这种感情，看到你这种神情，使人想吻你！	周雅安坐到江雁容身边，突然捧起江雁容的脸，凝视着她的眼睛，微笑着说：“她们都说我们是同性恋，现在我真有这种感情，看到你这种神情，使人想吻你！”（第115页）
3	001.没有窗，哪有“窗外”？.txt	157	又说傻话了！	“又说傻话了！”周雅安说，握住江雁容的手。（第116页）
5	001.没有窗，哪有“窗外”？.txt	159	我知道，	“我知道，”江雁容轻声说，手臂吊在周雅安的胳臂上，声音是无力的。（第146页）
3	001.没有窗，哪有“窗外”？.txt	161	我平静？	“我平静？”周雅安抛掉了书，站起身子，在室内绕了个大圈子，然后把手放在江雁容肩膀上。（第158页）
5	001.没有窗，哪有“窗外”？.txt	169	看样子，我要先走一步了！	“看样子，我要先走一步了！”江雁容说，对小徐点了点头。
3	001.没有窗，哪有“窗外”？.txt	171	不要嘛！ 	“不要嘛！ ”周雅安说，但语气并不诚恳。
5	001.没有窗，哪有“窗外”？.txt	173	你们谈谈吧，我真的要先走，赶回家去，还有许多习题没做呢！	“你们谈谈吧，我真的要先走，赶回家去，还有许多习题没做呢！”江雁容说，一面又对周雅安说：“周雅安，再见啊！明天如果比我早到学校，帮我到教务处拿一下课室日记本，好吧？”
5	001.没有窗，哪有“窗外”？.txt	173	周雅安，再见啊！明天如果比我早到学校，帮我到教务处拿一下课室日记本，好吧？	“你们谈谈吧，我真的要先走，赶回家去，还有许多习题没做呢！”江雁容说，一面又对周雅安说：“周雅安，再见啊！明天如果比我早到学校，帮我到教务处拿一下课室日记本，好吧？”
6	001.没有窗，哪有“窗外”？.txt	175	再见啊！	“好！”周雅安说，又补了一句：“再见啊！”
