file	line	quote	context
《第一流人的境界》题辞.txt	3	不知春秋	朝菌不知晦朔、蟪蛄不知春秋、井底之蛙不知天多大、岛国之民不知陆之深。反讽的是，朝菌、蟪蛄、井蛙、岛民，却自以为知道，而自以为了不起。其实，在高明光大的标准下，他们非但不是二流货、三流货，甚至是不入流的。让不入流的人认识什么是境界，什么是第一流人的境界，是李敖的大功德。李敖自己急流勇进、逆流而上，带你随波直逐第一流。
001.狮子的道路.txt	3	百兽之王	《伊索寓言》里有一篇《狮子、周彼得和象》。说狮子常常向天神周彼得（Jupiter）诉苦，说我长得大、力气大，斗争起来也劲道十足；又有尖牙利爪，又为百兽之王，可是竟怕公鸡叫，多没面子啊！周彼得说,我已经把我自己有的一切特点都给了你，而你的胆量，除了怕公鸡叫这一点外，其他也都没问题。你还埋怨什么啊！可是狮子想不通，总是为它的怕公鸡叫而痛不欲生。这时它碰到一头大象，看到大象老是扇耳朵，很奇怪。它问大象为什么要这样，大象说，你可看到那蚊子吗？它们钻进我耳朵，我就死定了！狮子恍然大悟，说好啦！这么大的一头野兽，居然怕这么小的一只蚊子，我还诉什么苦呢？我的处境至少比大象好得多啊，比较之下，公鸡总比蚊子大啊
001.狮子的道路.txt	3	恍然大悟	《伊索寓言》里有一篇《狮子、周彼得和象》。说狮子常常向天神周彼得（Jupiter）诉苦，说我长得大、力气大，斗争起来也劲道十足；又有尖牙利爪，又为百兽之王，可是竟怕公鸡叫，多没面子啊！周彼得说,我已经把我自己有的一切特点都给了你，而你的胆量，除了怕公鸡叫这一点外，其他也都没问题。你还埋怨什么啊！可是狮子想不通，总是为它的怕公鸡叫而痛不欲生。这时它碰到一头大象，看到大象老是扇耳朵，很奇怪。它问大象为什么要这样，大象说，你可看到那蚊子吗？它们钻进我耳朵，我就死定了！狮子恍然大悟，说好啦！这么大的一头野兽，居然怕这么小的一只蚊子，我还诉什么苦呢？我的处境至少比大象好得多啊，比较之下，公鸡总比蚊子大啊
001.狮子的道路.txt	5	何足道哉	人生的很多例子，其实很象这狮子，自己的条件都优秀，可是老是为一些美中不足自寻烦恼，弄得惶惶不可终日。在这种情况发生的时候，叫他别怕公鸡叫是没用的，因为他会有“强迫观念”，愈不怕公鸡叫就公鸡愈叫。这时候，他应该面对大象，从“痛苦比较学”中发明一种理论，把自己骗倒。他要听听大象诉说委屈，看到大象的愁眉苦脸，就会发现自己的愁云惨雾，其实是何足道哉的，——关怀别人，忘了自己，听大象诉委屈而忘了自己的委屈，这才是狮子的道路。
001.狮子的道路.txt	5	美中不足	人生的很多例子，其实很象这狮子，自己的条件都优秀，可是老是为一些美中不足自寻烦恼，弄得惶惶不可终日。在这种情况发生的时候，叫他别怕公鸡叫是没用的，因为他会有“强迫观念”，愈不怕公鸡叫就公鸡愈叫。这时候，他应该面对大象，从“痛苦比较学”中发明一种理论，把自己骗倒。他要听听大象诉说委屈，看到大象的愁眉苦脸，就会发现自己的愁云惨雾，其实是何足道哉的，——关怀别人，忘了自己，听大象诉委屈而忘了自己的委屈，这才是狮子的道路。
002.第一流人的境界.txt	9	卒然临之而不惊，无故加之而不怒	第一流的人会忍辱、会含冤、会受谤、会遭非常之变，不动于色，会“卒然临之而不惊，无故加之而不怒”，因为他志趣高迈，“所挟持者甚大，而其志甚远也。”
002.第一流人的境界.txt	9	所挟持者甚大，而其志甚远也	第一流的人会忍辱、会含冤、会受谤、会遭非常之变，不动于色，会“卒然临之而不惊，无故加之而不怒”，因为他志趣高迈，“所挟持者甚大，而其志甚远也。”
004.好斗杂感.txt	27	烈士暮年，壮心不已	晋朝的王敦，在生命最后，以敲打动作，说出“老骥伏枥，志在千里。烈士暮年，壮心不已”的话，这种气魄，只有诗人丁尼生（Alfred Tennyson）笔下的希腊英雄尤利西斯（Ulysses）可以辉映：
004.好斗杂感.txt	57	子魂魄兮为鬼雄	有这种强烈性格的人，最后会像圣保罗（St. Paul）那样的朝死亡要毒钩，或像克里蒙梭（George Clemenceau）那样的以立姿进坟墓。我喜欢战士，即使他们遍体鳞伤，即使他们不能免于死亡。楚辞上说：“子魂魄兮为鬼雄”，即使他们死了，也会变成鬼雄的。
005.“通身是手眼”.txt	25	莫名其妙	我素来不喜欢大部分的佛门言语，因为佛门言语在语意上太含糊、没有界定，不知它们说什么。而一般说经家和笺注家却乱作解人，附会指出说这个说那个，其实全是胡扯。整个的《大藏经》，其实绝大部分都是玄学字汇的排列组合，完全没有真实的意义。滚入这种“玄学障”里的人，整天的活动，一如笼中踏自转轮的松鼠，辛苦得不亦乐乎，结果却在原地未动分毫。佛门的对话，大率类此。一方实在不清楚知道或真的知道对方在说些什么；而对方的回答，也是天马行空。所以读佛经，只得就勉强可敲定的片言支句予以检定，其他的莫名其妙，只好去它的蛋了。
005.“通身是手眼”.txt	25	天马行空	我素来不喜欢大部分的佛门言语，因为佛门言语在语意上太含糊、没有界定，不知它们说什么。而一般说经家和笺注家却乱作解人，附会指出说这个说那个，其实全是胡扯。整个的《大藏经》，其实绝大部分都是玄学字汇的排列组合，完全没有真实的意义。滚入这种“玄学障”里的人，整天的活动，一如笼中踏自转轮的松鼠，辛苦得不亦乐乎，结果却在原地未动分毫。佛门的对话，大率类此。一方实在不清楚知道或真的知道对方在说些什么；而对方的回答，也是天马行空。所以读佛经，只得就勉强可敲定的片言支句予以检定，其他的莫名其妙，只好去它的蛋了。
006.论“真金不怕火炼”.txt	1	真金不怕火炼	论“真金不怕火炼”
006.论“真金不怕火炼”.txt	7	真金不怕火炼	甲：真是你的亲友，就真金不怕火炼。
006.论“真金不怕火炼”.txt	13	金玉其外	乙：羼了假的也没大关系。很多人没有碰到火炼，他会漂亮下去，就算是镀金的，虽然只是金玉其外。但在金粉世界里，冒充久了，也就弄假成真。很多漂亮的事，都是慢慢弄假成真的。
006.论“真金不怕火炼”.txt	21	真金不怕火炼	乙：优秀分子比较能不怕火炼，也就正所谓“真金不怕火炼”。但火炼究竟是很艰苦的考验，所以通过的情形，也因人而异。法国的贝当，第一次火炼他通过了，成为抗德英雄；但第二次就通不过。贞德第一次没通过，表现得很愚蠢很软弱；第二次才通过，最后，在具体意义上，还在火炼中殉道。所以，用能否通过来衡量优秀分子，也不能轻易论断。
006.论“真金不怕火炼”.txt	47	真金不怕火炼	甲：这也算是真金不怕火炼么？
006.论“真金不怕火炼”.txt	49	真金不怕火炼	乙：我把话扯远了，这些是由真金不怕火炼扯出的题外话。关于真金不怕火炼，我的梦想是：对一般人来说，不炼比较仁慈。但这只是梦想，这只有在无灾无难的太平岁月里才容易出现。通常的情形总是“时穷节乃见”、“板荡识忠臣”、“患难见真情”……都是各种火炼的炉子。在火炼之余固然我们得到了一二金童玉女，但得到了更多的是大批褪色的金光党和金甲虫，这真太难看了。
006.论“真金不怕火炼”.txt	49	时穷节乃见	乙：我把话扯远了，这些是由真金不怕火炼扯出的题外话。关于真金不怕火炼，我的梦想是：对一般人来说，不炼比较仁慈。但这只是梦想，这只有在无灾无难的太平岁月里才容易出现。通常的情形总是“时穷节乃见”、“板荡识忠臣”、“患难见真情”……都是各种火炼的炉子。在火炼之余固然我们得到了一二金童玉女，但得到了更多的是大批褪色的金光党和金甲虫，这真太难看了。
006.论“真金不怕火炼”.txt	53	伊甸园	乙：不是，是避免发生一种难看的现实让我们来正视。如果当年上帝不用蛇出现那一难看现实来火炼亚当夏娃，他们小两口儿岂不在伊甸园里过得好好的？这样看来，上帝好像不够仁慈。
006.论“真金不怕火炼”.txt	61	伊甸园	乙：看这样上帝应该在造伊甸园同时先造个动物园，把蛇关在笼子里，大概这样就仁慈了。
007.对敌人的道德.txt	9	华容道放了曹阿瞒	甲：是的，道德是一种有机体，道德也会生老病死。你有没有注意到很多道德项目，尽管活在书中——像“世界爷”活在加州，其实已跟我们同时而不同代了。我从道德项目中找一个“对敌人的道德”做例子。中国古代的名射手子濯孺子，侵略到卫国，卫国派人追他。他跟副官说：“今天我病了，没法射箭，今天看样子要死了，你知道追我们的人是谁吗？”副官说：“追我们的是庾公之斯。”子濯孺子说：“是他呀，那我死不了了。他是我学生尹公之他的学生，尹公之他是正人君子，他不会乱收学生的，他的学生也一定是正人君子。”过了一会，庾公之斯果然追上来了，奇怪地问子濯孺子：“老先生，你怎么手里不拿弓呢？”子濯孺子说他病了。庾公之斯说：“你是我太老
