file	line	text	context
《我梦碎，所以我梦醒》序.txt	65	第三势力	大方向是需要制衡力量，可叫它做“第三势力”。虽然“第三势力”这个词汇已经给用滥过，我们还是不妨一用，因为这个岛的确需要两个党以外的第三种势力。
002.“公投”梦碎.txt	9	通过公民投票法	要公民投票，得先有公投法，于是1999年4月10日，由彭明敏、李镇源、林义雄、黄石城、辜宽敏、陈隆志带头，由蔡同荣、高俊明、许世楷、黄昭堂等为召集人，发动促使“通过公民投票法”，并不得有台湾前途议题的“排除条款”大行动。他们白纸黑字宣告：“全民公投，才能确认台湾自有主权，否则所谓‘中华民国早已是主权独立国家’的说法，只是在自欺欺人！”
002.“公投”梦碎.txt	9	排除条款	要公民投票，得先有公投法，于是1999年4月10日，由彭明敏、李镇源、林义雄、黄石城、辜宽敏、陈隆志带头，由蔡同荣、高俊明、许世楷、黄昭堂等为召集人，发动促使“通过公民投票法”，并不得有台湾前途议题的“排除条款”大行动。他们白纸黑字宣告：“全民公投，才能确认台湾自有主权，否则所谓‘中华民国早已是主权独立国家’的说法，只是在自欺欺人！”
002.“公投”梦碎.txt	9	全民公投，才能确认台湾自有主权，否则所谓‘中华民国早已是主权独立国家’的说法，只是在自欺欺人！	要公民投票，得先有公投法，于是1999年4月10日，由彭明敏、李镇源、林义雄、黄石城、辜宽敏、陈隆志带头，由蔡同荣、高俊明、许世楷、黄昭堂等为召集人，发动促使“通过公民投票法”，并不得有台湾前途议题的“排除条款”大行动。他们白纸黑字宣告：“全民公投，才能确认台湾自有主权，否则所谓‘中华民国早已是主权独立国家’的说法，只是在自欺欺人！”
002.“公投”梦碎.txt	19	适用事项	蔡同荣版的提案是：《公投法》“适用事项”应包括“国旗、国歌、国号、领土变更、国家主权等国家定位议题”，这就是呼应他们在1999年所推动的《公投法》“不得有台湾前途议题的‘排除条款’”，可是，投票的时候，当主席宣布“首先就蔡委员同荣等提案条文进行表决”，蔡同荣不但不投票同意自己提的案，反倒投了弃权票！同样妙的是：跟他一起提案的以绿色为主的100名立委，也都投了弃权票！其中李文忠尤其妙，他脱身不及，情急之下，投了反对票，你怎么反对起你自己的提案了呢？这真是古今中外人类议会史上的大笑话！
002.“公投”梦碎.txt	19	国旗、国歌、国号、领土变更、国家主权等国家定位议题	蔡同荣版的提案是：《公投法》“适用事项”应包括“国旗、国歌、国号、领土变更、国家主权等国家定位议题”，这就是呼应他们在1999年所推动的《公投法》“不得有台湾前途议题的‘排除条款’”，可是，投票的时候，当主席宣布“首先就蔡委员同荣等提案条文进行表决”，蔡同荣不但不投票同意自己提的案，反倒投了弃权票！同样妙的是：跟他一起提案的以绿色为主的100名立委，也都投了弃权票！其中李文忠尤其妙，他脱身不及，情急之下，投了反对票，你怎么反对起你自己的提案了呢？这真是古今中外人类议会史上的大笑话！
002.“公投”梦碎.txt	19	不得有台湾前途议题的‘排除条款’	蔡同荣版的提案是：《公投法》“适用事项”应包括“国旗、国歌、国号、领土变更、国家主权等国家定位议题”，这就是呼应他们在1999年所推动的《公投法》“不得有台湾前途议题的‘排除条款’”，可是，投票的时候，当主席宣布“首先就蔡委员同荣等提案条文进行表决”，蔡同荣不但不投票同意自己提的案，反倒投了弃权票！同样妙的是：跟他一起提案的以绿色为主的100名立委，也都投了弃权票！其中李文忠尤其妙，他脱身不及，情急之下，投了反对票，你怎么反对起你自己的提案了呢？这真是古今中外人类议会史上的大笑话！
002.“公投”梦碎.txt	19	首先就蔡委员同荣等提案条文进行表决	蔡同荣版的提案是：《公投法》“适用事项”应包括“国旗、国歌、国号、领土变更、国家主权等国家定位议题”，这就是呼应他们在1999年所推动的《公投法》“不得有台湾前途议题的‘排除条款’”，可是，投票的时候，当主席宣布“首先就蔡委员同荣等提案条文进行表决”，蔡同荣不但不投票同意自己提的案，反倒投了弃权票！同样妙的是：跟他一起提案的以绿色为主的100名立委，也都投了弃权票！其中李文忠尤其妙，他脱身不及，情急之下，投了反对票，你怎么反对起你自己的提案了呢？这真是古今中外人类议会史上的大笑话！
002.“公投”梦碎.txt	21	国旗、国歌、国号、领土变更、国家主权等国家定位议题	原来他们不敢玩真的！绝食是假的！提案也是假的！他们口口声声要向中国、向中华民国、向外来政权争回“国旗、国歌、国号、领土变更、国家主权等国家定位议题”，可是真正有机会对决的时候，他们都吓跑了，他们口中的台湾人尊严与勇敢，都不见了！
002.“公投”梦碎.txt	23	公投绑大选	结果，2004年“公投绑大选”中，公投项目，竟然是买不买飞弹等枝枝节节选项，真正该依《民进党党纲》“以公民投票方式”建立“台湾共和国”的大目标，也就是所谓“台独公投”，反倒给出局了。
