id	source_file	line_start	line_end	present	political_hits	quote_text
LAMBWX-001	001.胡秋原的真面目（李敖）.txt	107	107	yes		楚国亡猿，祸延林木
LAMBWX-002	001.胡秋原的真面目（李敖）.txt	121	121	yes		行己有耻
LAMBWX-003	001.胡秋原的真面目（李敖）.txt	127	127	yes		人斯耻格，庭少争讼。
LAMBWX-004	002.澄清对“人身攻击”的误解（李敖）.txt	9	9	yes		不以人废言
LAMBWX-005	002.澄清对“人身攻击”的误解（李敖）.txt	9	9	yes		对事不对人
LAMBWX-006	002.澄清对“人身攻击”的误解（李敖）.txt	9	9	yes		攻其恶，勿攻其人之恶
LAMBWX-007	003.谈人身攻击（许登源）.txt	15	15	yes		你们中间谁是没有罪的，谁就可以先拿石头打她。
LAMBWX-008	003.谈人身攻击（许登源）.txt	23	23	yes		杨朱墨翟之言盈天下，天下之言，不归杨则归墨，杨氏为我，是无君也。墨氏兼爱是无父也。无父无君，是禽兽也。
LAMBWX-009	004.《文星》与胡秋原先生（萧孟能）.txt	5	5	yes		越不可为越为
LAMBWX-010	004.《文星》与胡秋原先生（萧孟能）.txt	9	9	yes		如果想害一个人，就劝他办杂志罢！
LAMBWX-011	004.《文星》与胡秋原先生（萧孟能）.txt	21	21	yes		我虽不杀伯仁，伯仁实由我而死
LAMBWX-012	005.对于胡秋原自诉诽谤案之答辩（萧孟能·李晋芳）.txt	53	53	yes		饰人之心，易人之意
LAMBWX-013	005.对于胡秋原自诉诽谤案之答辩（萧孟能·李晋芳）.txt	57	57	yes		能胜人之口，不能服人之心
LAMBWX-014	005.对于胡秋原自诉诽谤案之答辩（萧孟能·李晋芳）.txt	59	59	yes		来如雷霆收震怒，罢如江海凝清光
LAMBWX-015	014.刑事答辩状之三（李敖）.txt	477	477	yes		奇文共欣赏，疑义相与析
LAMBWX-016	019.辩护意旨书（李晋芳）.txt	33	33	yes		予之详录而不讳也，殆以为百世之戒，虽或触孝子慈孙之恨而不恤也
