score	file	line	text	context
4	001.仗打败，反多星.txt	27	Brigadier一字实在没有‘准’的意义，译为准将，可说没有理由	江德成说：“Brigadier一字实在没有‘准’的意义，译为准将，可说没有理由”，这话是对的。溯源起来，字典中Brigadier的原义是旅长，是英国军阶中a rank between colonel（上校）and major general，根本是将，又何来“准”将？《兰登字典》（The Random House Dictionary of the Engl...
3	001.仗打败，反多星.txt	27	U. S. Army，an officer of any of the five highest ranks a brigadier general，major general，lieutenant general, general，or general of the army. 	江德成说：“Brigadier一字实在没有‘准’的意义，译为准将，可说没有理由”，这话是对的。溯源起来，字典中Brigadier的原义是旅长，是英国军阶中a rank between colonel（上校）and major general，根本是将，又何来“准”将？《兰登字典》（The Random House Dictionary of the Engl...
7	001.仗打败，反多星.txt	31	抗战的时候，军事委员会外事局为了配合我国自己的官阶，便请大家把译名改成少将、中将、二级上将、一级上将、元帅	江德成说“抗战的时候，军事委员会外事局为了配合我国自己的官阶，便请大家把译名改成少将、中将、二级上将、一级上将、元帅”，这显然只是就军阶论的，而不是就星儿论的。因为抗战时候，以星儿论，最多的星儿都是三颗星，连蒋介石自己也不敢例外。英文翻译虽总是Generalissimo，是元帅大元帅级，但在星儿数目上，却未便造次、未敢造次。当时这个Generalissimo...
3	001.仗打败，反多星.txt	31	特级上将	江德成说“抗战的时候，军事委员会外事局为了配合我国自己的官阶，便请大家把译名改成少将、中将、二级上将、一级上将、元帅”，这显然只是就军阶论的，而不是就星儿论的。因为抗战时候，以星儿论，最多的星儿都是三颗星，连蒋介石自己也不敢例外。英文翻译虽总是Generalissimo，是元帅大元帅级，但在星儿数目上，却未便造次、未敢造次。当时这个Generalissimo...
3	001.仗打败，反多星.txt	31	特级上将授任条例	江德成说“抗战的时候，军事委员会外事局为了配合我国自己的官阶，便请大家把译名改成少将、中将、二级上将、一级上将、元帅”，这显然只是就军阶论的，而不是就星儿论的。因为抗战时候，以星儿论，最多的星儿都是三颗星，连蒋介石自己也不敢例外。英文翻译虽总是Generalissimo，是元帅大元帅级，但在星儿数目上，却未便造次、未敢造次。当时这个Generalissimo...
3	001.仗打败，反多星.txt	41	中华民国陆海空军最高军事长官	1935年的“特级上将”为“中华民国陆海空军最高军事长官”，脱胎于1928年2月6日国民党第二届中央执行委员会第四次全体会议通过的《国民政府军事委员会组织大纲》和《国民革命军总司令部组织大纲》。前者第一条明定：“军事委员会为国民政府军政最高机关，掌管全国陆海空军，负编制、教育、经理、卫生及充实国防之责。”后者第一条明定：“国民政府为图战时军令之统一，特任国民...
3	001.仗打败，反多星.txt	41	军事委员会为国民政府军政最高机关，掌管全国陆海空军，负编制、教育、经理、卫生及充实国防之责。	1935年的“特级上将”为“中华民国陆海空军最高军事长官”，脱胎于1928年2月6日国民党第二届中央执行委员会第四次全体会议通过的《国民政府军事委员会组织大纲》和《国民革命军总司令部组织大纲》。前者第一条明定：“军事委员会为国民政府军政最高机关，掌管全国陆海空军，负编制、教育、经理、卫生及充实国防之责。”后者第一条明定：“国民政府为图战时军令之统一，特任国民...
3	001.仗打败，反多星.txt	41	国民政府为图战时军令之统一，特任国民革命军总司令一人，凡属于国民革命军之陆海空各军，均归其节制指挥。	1935年的“特级上将”为“中华民国陆海空军最高军事长官”，脱胎于1928年2月6日国民党第二届中央执行委员会第四次全体会议通过的《国民政府军事委员会组织大纲》和《国民革命军总司令部组织大纲》。前者第一条明定：“军事委员会为国民政府军政最高机关，掌管全国陆海空军，负编制、教育、经理、卫生及充实国防之责。”后者第一条明定：“国民政府为图战时军令之统一，特任国民...
3	001.仗打败，反多星.txt	45	人事	抗战胜利八个月（1946年4月3日），蒋介石在陆大将官班开学典礼上讲《整军的目的与高级将领的责任》，在讲词中“人事”方面，有这样一段话，值得细读：
4	001.仗打败，反多星.txt	51	大家还记得我在做黄埔军官学校校长的时候，如果以职位而论，应该是中将或上将，但是我起初只挂上校领章，最后不得已则挂少将领章	蒋介石说“大家还记得我在做黄埔军官学校校长的时候，如果以职位而论，应该是中将或上将，但是我起初只挂上校领章，最后不得已则挂少将领章”的事，不无可疑。据1918年8月朱大符撰《蒋肃庵先生墓志铭》，中有“中正为陆军少将”之语，可见早在1918年——他做黄埔军官学校校长前六年——时候，他虽无什么战功，却已因“不重视人事法规的恶习惯”，自己先有了星儿。在他本人做少将...
3	001.仗打败，反多星.txt	51	不重视人事法规的恶习惯	蒋介石说“大家还记得我在做黄埔军官学校校长的时候，如果以职位而论，应该是中将或上将，但是我起初只挂上校领章，最后不得已则挂少将领章”的事，不无可疑。据1918年8月朱大符撰《蒋肃庵先生墓志铭》，中有“中正为陆军少将”之语，可见早在1918年——他做黄埔军官学校校长前六年——时候，他虽无什么战功，却已因“不重视人事法规的恶习惯”，自己先有了星儿。在他本人做少将...
5	001.仗打败，反多星.txt	53	你到我家来，我到你家去	虽然蒋介石口口声声要求国民党的将官们说：“今天要洗雪过去的耻辱，要报效国家，首先要从降低自己的阶级始。”要求“你们要效法我”。要求在“形式上似乎是降低了自己的阶级，实际上正是提高了军人的荣誉，亦即是我们个人对于国家最宝贵的贡献”。但从事实上、从星儿上、从“形式上”看，蒋介石自己，在这一讲演后一年，却突然阶级高了。最早露出这一征兆的“形式上”证据，是1947年...
4	001.仗打败，反多星.txt	53	今天要洗雪过去的耻辱，要报效国家，首先要从降低自己的阶级始。	虽然蒋介石口口声声要求国民党的将官们说：“今天要洗雪过去的耻辱，要报效国家，首先要从降低自己的阶级始。”要求“你们要效法我”。要求在“形式上似乎是降低了自己的阶级，实际上正是提高了军人的荣誉，亦即是我们个人对于国家最宝贵的贡献”。但从事实上、从星儿上、从“形式上”看，蒋介石自己，在这一讲演后一年，却突然阶级高了。最早露出这一征兆的“形式上”证据，是1947年...
4	001.仗打败，反多星.txt	53	形式上似乎是降低了自己的阶级，实际上正是提高了军人的荣誉，亦即是我们个人对于国家最宝贵的贡献	虽然蒋介石口口声声要求国民党的将官们说：“今天要洗雪过去的耻辱，要报效国家，首先要从降低自己的阶级始。”要求“你们要效法我”。要求在“形式上似乎是降低了自己的阶级，实际上正是提高了军人的荣誉，亦即是我们个人对于国家最宝贵的贡献”。但从事实上、从星儿上、从“形式上”看，蒋介石自己，在这一讲演后一年，却突然阶级高了。最早露出这一征兆的“形式上”证据，是1947年...
4	001.仗打败，反多星.txt	53	延安如期收复，为党国雪二十一年之耻辱，得以略慰矣，吾弟苦心努力，赤忱忠勇，天自有以报之也，时阅捷报，无任欣慰！	虽然蒋介石口口声声要求国民党的将官们说：“今天要洗雪过去的耻辱，要报效国家，首先要从降低自己的阶级始。”要求“你们要效法我”。要求在“形式上似乎是降低了自己的阶级，实际上正是提高了军人的荣誉，亦即是我们个人对于国家最宝贵的贡献”。但从事实上、从星儿上、从“形式上”看，蒋介石自己，在这一讲演后一年，却突然阶级高了。最早露出这一征兆的“形式上”证据，是1947年...
4	001.仗打败，反多星.txt	63	我可以负责告诉大家：在最近六个月以内，国军有绝对把握消灭黄河以南匪军所有的兵力。	蒋介石做这种不同解释的前一天（4月8日），正好洛阳失陷；做这种不同解释的后十二天（4月21日），正好撤离延安。他在解释的同时，又断言：“我可以负责告诉大家：在最近六个月以内，国军有绝对把握消灭黄河以南匪军所有的兵力。”“共匪扬言西入四川，南渡长江，这一层我可保证，绝无实现的可能。”可是，一切“负责”与“保证”，都很快的变成了幻梦，九个月后，在中央“南渡长江”...
4	001.仗打败，反多星.txt	63	共匪扬言西入四川，南渡长江，这一层我可保证，绝无实现的可能。	蒋介石做这种不同解释的前一天（4月8日），正好洛阳失陷；做这种不同解释的后十二天（4月21日），正好撤离延安。他在解释的同时，又断言：“我可以负责告诉大家：在最近六个月以内，国军有绝对把握消灭黄河以南匪军所有的兵力。”“共匪扬言西入四川，南渡长江，这一层我可保证，绝无实现的可能。”可是，一切“负责”与“保证”，都很快的变成了幻梦，九个月后，在中央“南渡长江”...
