id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LANY-001	yes		1	不亦快哉	《李敖闹衙集》小引.txt	3	3
LANY-002	yes		1	斤斤计较	《李敖闹衙集》小引.txt	3	3
LANY-003	yes		1	纠缠不休	《李敖闹衙集》小引.txt	3	3
LANY-004	yes		1	据理力争	《李敖闹衙集》小引.txt	3	3
LANY-005	yes		1	逆来顺受	《李敖闹衙集》小引.txt	3	3
LANY-006	yes		1	作威作福	《李敖闹衙集》小引.txt	3	3
LANY-007	yes		1	不分青红皂白	001.鸟政府，赔钱来.txt	21	21
LANY-008	yes		1	无法无天	001.鸟政府，赔钱来.txt	21	21
LANY-009	yes		1	眼花缭乱	002.一元官司.txt	9	9
LANY-010	yes		1	大获全胜	002.一元官司.txt	15	15
LANY-011	yes		1	来者不善	002.一元官司.txt	15	15
LANY-012	yes		1	自知理亏	002.一元官司.txt	15	15
LANY-013	yes		1	对簿公堂	003.又一元官司.txt	9	9
LANY-014	yes		1	面上无光	003.又一元官司.txt	9	9
LANY-015	yes		1	生龙活虎	003.又一元官司.txt	9	9
LANY-016	yes		1	通情达理	003.又一元官司.txt	9	9
LANY-017	yes		1	语无伦次	003.又一元官司.txt	9	9
LANY-018	yes		1	大伤脑筋	003.又一元官司.txt	11	11
LANY-019	yes		1	投鼠忌器	003.又一元官司.txt	11	11
LANY-020	yes		1	硬着头皮	003.又一元官司.txt	11	11
LANY-021	yes		1	走投无路	005.查禁无法，出个警察.txt	11	11
LANY-022	yes		1	做戏无法，出个菩萨	005.查禁无法，出个警察.txt	11	11
LANY-023	yes		1	鸡毛当令箭	005.查禁无法，出个警察.txt	13	13
LANY-024	yes		1	来势汹汹	005.查禁无法，出个警察.txt	13	13
LANY-025	yes		1	无中生有	005.查禁无法，出个警察.txt	47	47
LANY-026	yes		1	越俎代庖	005.查禁无法，出个警察.txt	47	47
LANY-027	yes		1	荒腔走板	005.查禁无法，出个警察.txt	49	49
LANY-028	yes		1	穷斯滥矣	005.查禁无法，出个警察.txt	49	49
LANY-029	yes		1	不学无知	005.查禁无法，出个警察.txt	51	51
LANY-030	yes		1	举证历历	005.查禁无法，出个警察.txt	51	51
LANY-031	yes		1	呼之欲出	005.查禁无法，出个警察.txt	55	55
LANY-032	yes		1	灰头土脸	007.李敖答外交部.txt	3	3
LANY-033	yes		1	鼻青眼肿	007.李敖答外交部.txt	5	5
LANY-034	yes		1	非比寻常	007.李敖答外交部.txt	5	5
LANY-035	yes		1	集思广益	007.李敖答外交部.txt	5	5
LANY-036	yes		1	招朋引类	007.李敖答外交部.txt	5	5
LANY-037	yes		1	无谓之争	007.李敖答外交部.txt	9	9
LANY-038	yes		1	服善之勇	007.李敖答外交部.txt	11	11
LANY-039	yes		1	皆大欢喜	007.李敖答外交部.txt	11	11
LANY-040	yes		1	老鼠过街	007.李敖答外交部.txt	11	11
LANY-041	yes		1	鼠目寸光	007.李敖答外交部.txt	11	11
LANY-042	yes		1	望其项背	007.李敖答外交部.txt	11	11
LANY-043	yes		1	知过能改	007.李敖答外交部.txt	11	11
LANY-044	yes		1	房倒价烂	009.跟国防部打笔仗.txt	97	97
LANY-045	yes		1	进退维谷	009.跟国防部打笔仗.txt	153	153
LANY-046	yes		1	忍气吞声	009.跟国防部打笔仗.txt	153	153
LANY-047	yes		1	不得要领	009.跟国防部打笔仗.txt	161	161
LANY-048	yes		1	不分皂白	009.跟国防部打笔仗.txt	161	161
LANY-049	yes		1	不堪设想	009.跟国防部打笔仗.txt	165	165
LANY-050	yes		1	退而求其次	009.跟国防部打笔仗.txt	165	165
LANY-051	yes		1	鱼烂河决	009.跟国防部打笔仗.txt	165	165
LANY-052	yes		1	毫无裨益	009.跟国防部打笔仗.txt	185	185
LANY-053	yes		1	哭笑不得	009.跟国防部打笔仗.txt	185	185
LANY-054	yes		1	趁人于危	009.跟国防部打笔仗.txt	217	217
LANY-055	yes		1	变本加厉	009.跟国防部打笔仗.txt	219	219
LANY-056	yes		1	情何以堪	009.跟国防部打笔仗.txt	219	219
LANY-057	yes		1	层出不穷	009.跟国防部打笔仗.txt	279	279
LANY-058	yes		1	拥挤不堪	009.跟国防部打笔仗.txt	279	279
LANY-059	yes		1	卷土重来	009.跟国防部打笔仗.txt	295	295
LANY-060	yes		1	满目疮痍	009.跟国防部打笔仗.txt	295	295
LANY-061	yes		1	痛心疾首	009.跟国防部打笔仗.txt	295	295
