id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LAJJS3-001	003.蒋介石与一二八.txt	137	137	俗语	干打雷，不下雨	中国俗语	李敖转引冯玉祥回忆中的俗语，形容只空喊而没有实际行动。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 校对补入：只收俗语本体，不收同段一二八、迁都、派兵与外交政治语境。
LAJJS3-002	003.蒋介石与一二八.txt	169	169	佛教成语	不立文字	禅宗语	李敖借禅宗成语形容另有一套不写在文字上的做法。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 校对补入：只收成语本体，不收同段军政指示与历史攻防。
LAJJS3-003	003.蒋介石与一二八.txt	169	169	俗语	此地无银三百两	中国俗语	李敖借俗语形容刻意辩白反而露出可疑之处。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 校对补入：只收俗语本体，不收同段第五军、十九路军、抗战与政令文字。
LAJJS3-004	004.蒋介石与八一三.txt	373	373	古代笑话	乘大家热铛子头，更作一个。	侯白《启颜录》	李敖引用《启颜录》北齐高祖谜语笑话中趁锅热再做一个饼的机锋。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 只收古代笑话原句本体，不收同篇八一三、上海战役与军事评论语境。
LAJJS3-005	005.蒋介石怎样对待伤兵？.txt	17	17	孟子成语	仁民爱物	《孟子·尽心上》语义	李敖借“仁民爱物”成语反讽对伤兵缺乏照护的现实。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 校对补入：只收孟子成语本体，不收同段伤兵、抗战日记与蒋介石讽刺语境。
LAJJS3-006	006.汪精卫主和、蒋介石主战吗？.txt	19	19	唐诗句	桃花潭水深千尺，不及汪伦送我情。	李白《赠汪伦》	李敖转引报纸讥讽诗句中的李白原诗句，借汪伦之名形成谐趣。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 校对补入：只收李白诗句本体，不收同段汪精卫、主和主战与外交部政治语境。
LAJJS3-007	007.蒋介石捉奸记.txt	93	93	古代典故	染指于鼎	《左传·宣公四年》食指大动典故	李敖借古书典故写“不尝异味不罢休”的意味。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 只收古代典故本体，不收同段外交、婚恋丑闻与政治人物逸闻。
LAJJS3-008	007.蒋介石捉奸记.txt	93	93	古代典故	食指大动	《左传·宣公四年》食指大动典故	李敖引用古书“食指大动”典故，说明预感将尝异味的故事。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 校对补入：与“染指于鼎”同出一典；只收典故本体，不收同段外交、婚恋丑闻与政治人物逸闻。
LAJJS3-009	007.蒋介石捉奸记.txt	93	93	俗谚	要劫劫皇杠、要玩玩娘娘	中国谚语	李敖引用俗谚，表示要抢就抢最重的财货、要玩就玩最高处的人物的戏谑语气。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 只收俗谚本体，不收同段威尔基、宋美龄、蒋介石与中美政治关系叙述。
LAJJS3-010	009.蒋介石的被俘观.txt	23	23	孟子文句	可以死，可以无死，死，伤勇。	《孟子·离娄下》	李敖引用孟子句，说明可死可不死时勉强求死反伤勇德。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 只收孟子原句本体，不收同段被俘观、将军、投降与统治者强制作死的政治军事论述。
LAJJS3-011	009.蒋介石的被俘观.txt	31	31	成语	寡廉鲜耻	中国成语	李敖借成语批评自己做不到却用最高标准要求别人。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 校对补入：只收成语本体，不收同段被俘观、将军、投降、自杀与政治军事论述。
LAJJS3-012	016.蒋介石与祖坟.txt	7	7	墓联	祸及贤慈当日顽梗悔已晚	蒋介石自撰、张静江书石联	李敖转录蒋母墓前石联上联，写祸及母亲后的悔恨。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 只收墓前石联本体，不收同段蒋母墓、国民党碑文与政治宣传批评。
LAJJS3-013	016.蒋介石与祖坟.txt	7	7	墓联	愧为逆子终身沉痛恨靡涯	蒋介石自撰、张静江书石联	李敖转录蒋母墓前石联下联，写自愧逆子与终身沉痛。	首轮保守收入：《蒋介石研究三集》以蒋介石、国民党、抗日战争、军政文件、领袖逸闻、个人崇拜、党歌国歌与政治人物攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、官方文件与意识形态语录不收，只保留可脱离具体政治论战独立检索的古典文本、典故、俗谚、笑话和联语。 只收墓前石联本体，不收同段蒋母墓、国民党碑文与政治宣传批评。
