file	line	text	context
002.第一幕——夏至.txt	57	史处长：怎么不提？当时承办我案子的，是我苏北同乡科长刘昭祥，他的两条腿不一样长，走起路来一颠一颠的，凸出的黑眼球在玳瑁镜框中旋转，像一只蛤蟆，外号就叫“跛脚蛤蟆”。他的是非标准也人如其腿。我问他：“说我是共产党，你们要拿出证据来。”他说：“我们办案还靠证据吗？你想一想，过去你是怎么办案的？”我说：“我们是自己人啊！”他冷笑说：“自己人？你已经是我们的敌人了。话又说回来，如果你是自己人，你更应该对组织坦白，组织会饶恕你。不过，如果你还不招，我们就知道不给你吃一点苦头，你不会承认，我们要帮忙你思考。”我知道所谓帮忙思考，就是大刑伺候，我内行，我招了。	56: / 57: 史处长：怎么不提？当时承办我案子的，是我苏北同乡科长刘昭祥，他的两条腿不一样长，走起路来一颠一颠的，凸出的黑眼球在玳瑁镜框中旋转，像一只蛤蟆，外号就叫“跛脚蛤蟆”。他的是非标准也人如其腿。我问他：“说我是共产党，你们要拿出证据来。”他说：“我们办案还靠证据吗？你想一想，过去你是怎么办案的？”我说：“我们是自己人啊！”他冷笑说：“自己人？你已经是我们的敌人了。话又说回来，如果你是自己人，你更应该对组织坦白，组织会饶恕你。不过，如果你还不招，我们就知道不给你吃一点苦头，你不会承认，我们要帮忙你思考。”我知道所谓帮忙思考，就是大刑伺候，我内行，我招了。 / 58:
002.第一幕——夏至.txt	73	史处长：唉！除了报应、报应、报应，我还能说什么？我为国民党和它的政府，卖命卖了四十年，却被它们交在一群无知的小喽啰手里，对我逞凶恣暴，摧残我的身心，毁辱我的名誉，这才是我最痛恨的！试问：那些调查员、军法官、监狱官兵，算什么东西？讲抗日，他们还没出生；谈反共，他们只在课本上读到；对党国，他们屁贡献都没有的。国民党却把我们这些抗日反共有功的人，交给那批小子来凌虐逼迫，诬良为匪！像这样没是非、没人性的勾当，居然也干得出来，真的，国民党不亡哪有天理！	72: / 73: 史处长：唉！除了报应、报应、报应，我还能说什么？我为国民党和它的政府，卖命卖了四十年，却被它们交在一群无知的小喽啰手里，对我逞凶恣暴，摧残我的身心，毁辱我的名誉，这才是我最痛恨的！试问：那些调查员、军法官、监狱官兵，算什么东西？讲抗日，他们还没出生；谈反共，他们只在课本上读到；对党国，他们屁贡献都没有的。国民党却把我们这些抗日反共有功的人，交给那批小子来凌虐逼迫，诬良为匪！像这样没是非、没人性的勾当，居然也干得出来，真的，国民党不亡哪有天理！ / 74:
002.第一幕——夏至.txt	85	华老师：我受过三天三夜、四天四夜、五天五夜的疲劳审问，疲劳审问时只骂不打，但是骂的部分包括对你人格的羞辱，例如问我：“姓华的，你有几个爸爸？”我回答说：“当然只有一个。”但特务说：“混帐，你不是有十个爸爸吗？从实招来！说，说你有十个爸爸！”然后，他们在旁边拍手，高声喊叫作乐。有时候说让你睡一下，但不到五分钟十分钟，又大喝一声：“谈话！”一切继续，由头开始。把给你的所谓休息，像剁一条蛇一样，剁成好几节，这叫休息吗？你的口供他们不满意，不客气的就来了，花样多得很。那时我留着大胡子，他们罚我自己拔胡子三十根，眉毛三十根，要一根一根地拔。每次多一根也不行，拔不出来也不行。拔完了，他们说：“好了，好了，这游戏不玩了，换别的。”别的是什么？换成自打嘴巴——逼令你自己打自己的嘴巴，非用力打、非打出红肿不行。此刑他们美其名为“...	84: / 85: 华老师：我受过三天三夜、四天四夜、五天五夜的疲劳审问，疲劳审问时只骂不打，但是骂的部分包括对你人格的羞辱，例如问我：“姓华的，你有几个爸爸？”我回答说：“当然只有一个。”但特务说：“混帐，你不是有十个爸爸吗？从实招来！说，说你有十个爸爸！”然后，他们在旁边拍手，高声喊叫作乐。有时候说让你睡一下，但不到五分钟十分钟，又大喝一声：“谈话！”一切继续，由头开始。把给你的所谓休息，像剁一条蛇一样，剁成好几节，这叫休息吗？你的口供他们不满意，不客气的就来了，花样多得很。那时我留着大胡子，他们罚我自己拔胡子三十根，眉毛三十根，要一根一根地拔。每次多一根也不行，拔不出来也不行。拔完了，他们说：“好了，好了，这游戏不玩了，换别的。”别的是什么？换成自打嘴巴——逼令你自己打自己的嘴巴，非用力打、非打出红肿不行。此刑他们美其名为“自我惩罚”，其实意在侮辱你。还有一种叫“吃豆腐乳”——逼令吃下咸豆腐乳，叫你口渴难忍，让你胃疼。还有一种叫“跪象棋”——象棋子置放地上，叫你跪在棋子上，棋子又小又硬，承受身体的重量后，让你膝盖疼。这些花样，还都是客气的，因为他们还君子动口不动手，还没到他们动手阶段。到了他们动手的阶段，就是另一种花样...
002.第一幕——夏至.txt	107	龙 头：像明朝的锦衣卫、东厂、西厂、像苏联的KGB、像美国的FBI，像的可多了，像了又怎样，你们调查局，就相形见绌了吗？你们的排名，就朝后了吗？	106: / 107: 龙 头：像明朝的锦衣卫、东厂、西厂、像苏联的KGB、像美国的FBI，像的可多了，像了又怎样，你们调查局，就相形见绌了吗？你们的排名，就朝后了吗？ / 108:
002.第一幕——夏至.txt	113	史处长：（不悦）你这位大学生可怪了！你生这么大的气干嘛？又不是我把你抓到的、关你进来的，何况，在我们抓共产党的专家眼里，你这位大学生又不是真的共产党，是不是共产党，至少要有纵的联系、单线领导，你们没有啊，你们上面，上面是谁？是你们自己，共产党是你们自己封的。又何况，今天国民党根本抓不到共产党、真共产党，他们抓的，都是假货。	112: / 113: 史处长：（不悦）你这位大学生可怪了！你生这么大的气干嘛？又不是我把你抓到的、关你进来的，何况，在我们抓共产党的专家眼里，你这位大学生又不是真的共产党，是不是共产党，至少要有纵的联系、单线领导，你们没有啊，你们上面，上面是谁？是你们自己，共产党是你们自己封的。又何况，今天国民党根本抓不到共产党、真共产党，他们抓的，都是假货。 / 114:
002.第一幕——夏至.txt	133	史处长：（动气）我闻闻看，开玩笑说吧，我闻到一股乳臭，乳臭未干的乳臭。如果列宁活着，列宁会骂你们这种大学生犯了他所谓的“左倾幼稚病”，凭你们十几个大学生，想在台湾推翻国民党，你们是盲动主义者，怎么样？串连吧！串连到第十九个人，就踩了地雷吧？给抓起来了。	132: / 133: 史处长：（动气）我闻闻看，开玩笑说吧，我闻到一股乳臭，乳臭未干的乳臭。如果列宁活着，列宁会骂你们这种大学生犯了他所谓的“左倾幼稚病”，凭你们十几个大学生，想在台湾推翻国民党，你们是盲动主义者，怎么样？串连吧！串连到第十九个人，就踩了地雷吧？给抓起来了。 / 134:
002.第一幕——夏至.txt	151	华老师：调查局逼迫我供认七岁在家乡参加共产党的儿童团，即所谓小鬼队。我在军法庭上，请他法官去函情报局查询：“共产党的儿童团，要几岁才能参加？”那个王八蛋的名叫聶开国的军法官先是不准，后来经过我的律师提出抗辩，律师说：被告请求调查有利证据，法庭没有不准之理。据他律师所知，共产党规定九岁的小孩要参加儿童团。七岁，根本不能参加。就算九岁参加了，也是被迫，也没有罪。这是问题的关键，法庭应该去函调查的。聶开国才没得话说。后来，情报局复函，果然说：共产党儿童团收容的是九岁以上的儿童。那个聶开国更混蛋了，他居然再去函情报局，问它：九岁的小孩才参加儿童团，有没有“例外”？有没有七岁参加的？情报局也是大混蛋，竟然回信说：也有例外。就算有例外，也不能证明我是例外中的一个呀！这不是硬把一块破烂的红布缝补在一件洁白的衣服上面吗？这就是...	150: / 151: 华老师：调查局逼迫我供认七岁在家乡参加共产党的儿童团，即所谓小鬼队。我在军法庭上，请他法官去函情报局查询：“共产党的儿童团，要几岁才能参加？”那个王八蛋的名叫聶开国的军法官先是不准，后来经过我的律师提出抗辩，律师说：被告请求调查有利证据，法庭没有不准之理。据他律师所知，共产党规定九岁的小孩要参加儿童团。七岁，根本不能参加。就算九岁参加了，也是被迫，也没有罪。这是问题的关键，法庭应该去函调查的。聶开国才没得话说。后来，情报局复函，果然说：共产党儿童团收容的是九岁以上的儿童。那个聶开国更混蛋了，他居然再去函情报局，问它：九岁的小孩才参加儿童团，有没有“例外”？有没有七岁参加的？情报局也是大混蛋，竟然回信说：也有例外。就算有例外，也不能证明我是例外中的一个呀！这不是硬把一块破烂的红布缝补在一件洁白的衣服上面吗？这就是我说的，你的案子是编织的，我的案子却是缝补的。 / 152:
002.第一幕——夏至.txt	221	龙 头：你们看，这小子怎么这么黑，看他那又黑又胖的屁股！来，我给他起个外号，这小子是1949年蒋介石逃到台湾后外省人的第二代，又台湾又大陆，“黑屁股”是大陆来的国语，我就叫他台湾话的“欧卡曾”吧。虽然在语言学上，根本就没有台湾话那种语言，因为它根本就是大陆的闽南话。别以为黑屁股不雅吧，古人就有人叫“黑臀”的，臀就是屁股呀！	220: / 221: 龙 头：你们看，这小子怎么这么黑，看他那又黑又胖的屁股！来，我给他起个外号，这小子是1949年蒋介石逃到台湾后外省人的第二代，又台湾又大陆，“黑屁股”是大陆来的国语，我就叫他台湾话的“欧卡曾”吧。虽然在语言学上，根本就没有台湾话那种语言，因为它根本就是大陆的闽南话。别以为黑屁股不雅吧，古人就有人叫“黑臀”的，臀就是屁股呀！ / 222:
002.第一幕——夏至.txt	281	余三共：（指着欧卡曾）你不完全了解龙头。第一，他根本不是教授，但他学问太大，所以大家叫他教授，他比教授还教授。但他是反政府的，反政府的就不准做教授。第二，他平易近人是真的，他见人说人话，见鬼说鬼话，见你们贼说贼话。他书念得极好，但他不是书呆子，他灵活得很。他平易近人，偶尔也会与民同乐，说些俗话、粗话，所以，他会跟你屄来屄去。	280: / 281: 余三共：（指着欧卡曾）你不完全了解龙头。第一，他根本不是教授，但他学问太大，所以大家叫他教授，他比教授还教授。但他是反政府的，反政府的就不准做教授。第二，他平易近人是真的，他见人说人话，见鬼说鬼话，见你们贼说贼话。他书念得极好，但他不是书呆子，他灵活得很。他平易近人，偶尔也会与民同乐，说些俗话、粗话，所以，他会跟你屄来屄去。 / 282:
002.第一幕——夏至.txt	297	龙 头：（自负地笑）因为我有本领做青龙。青龙也是星星。作为神话，就是青色的龙。不过青色到底是什么颜色呢？在中国古书《左传》中，是指绿色；在《庄子》中，是指蓝色；在《书经》中，是指黑色。青龙是神话中的动物，但在真的动物世界中，却有个叫“变色龙”chameleon的，倒很像它呢！这种只不过二十公分大的动物，生长在撒哈拉沙漠以南的非洲、马达加斯加岛上、南亚洲和地中海沿岸。它的身体本色是黄、绿、褐色，但能根据环境，由中枢神经传到皮肤下的色素细胞，而迅速变化身体的颜色，变得跟随环境的颜色一致。就因为这种随时“勃然变色”的本领，它就被叫作“变色蜥蜴”、“五色守宫”。中国古代叫它作“十二时虫”，也叫“避役”。这小家伙最妙的是它的眼睛，眼睛可以各转各的，要左就左，要右就右，可用两只眼睛，分别注意不同的目标，选中目标后，用几分之...	296: / 297: 龙 头：（自负地笑）因为我有本领做青龙。青龙也是星星。作为神话，就是青色的龙。不过青色到底是什么颜色呢？在中国古书《左传》中，是指绿色；在《庄子》中，是指蓝色；在《书经》中，是指黑色。青龙是神话中的动物，但在真的动物世界中，却有个叫“变色龙”chameleon的，倒很像它呢！这种只不过二十公分大的动物，生长在撒哈拉沙漠以南的非洲、马达加斯加岛上、南亚洲和地中海沿岸。它的身体本色是黄、绿、褐色，但能根据环境，由中枢神经传到皮肤下的色素细胞，而迅速变化身体的颜色，变得跟随环境的颜色一致。就因为这种随时“勃然变色”的本领，它就被叫作“变色蜥蜴”、“五色守宫”。中国古代叫它作“十二时虫”，也叫“避役”。这小家伙最妙的是它的眼睛，眼睛可以各转各的，要左就左，要右就右，可用两只眼睛，分别注意不同的目标，选中目标后，用几分之一秒的高速，伸出长舌头，捕捉它要吃的任何东西。对变色龙，远在四百年前，东西著作家就同时表达了意见，东方的像李时珍，西方的像乔治·派替George Pettie，都是证明。对这种动物的评价，也很好玩。李时珍在《本草纲目》中，一方面引证《岭南异物志》说见到变色龙的人，“见者主有喜庆”，看到它是吉利的...
