id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LANF-001	yes		1	不二法门	《李敖弄法集》小引.txt	3	3
LANF-002	yes		1	春秋笔法	《李敖弄法集》小引.txt	3	3
LANF-003	yes		1	吏士舞文弄法	《李敖弄法集》小引.txt	3	3
LANF-004	yes		1	儒以文乱法	《李敖弄法集》小引.txt	3	3
LANF-005	yes		1	现身说法	《李敖弄法集》小引.txt	3	3
LANF-006	yes		1	知法犯法	《李敖弄法集》小引.txt	3	3
LANF-007	yes		1	节外生枝	001.一个联合造成的冤狱.txt	7	7
LANF-008	yes		1	落井下石	001.一个联合造成的冤狱.txt	7	7
LANF-009	yes		1	息事宁人	001.一个联合造成的冤狱.txt	7	7
LANF-010	yes		1	与人为善	001.一个联合造成的冤狱.txt	7	7
LANF-011	yes		1	一面之词	001.一个联合造成的冤狱.txt	9	9
LANF-012	yes		1	恍然大悟	001.一个联合造成的冤狱.txt	73	73
LANF-013	yes		1	差强人意	001.一个联合造成的冤狱.txt	129	129
LANF-014	yes		1	仗义执言	001.一个联合造成的冤狱.txt	129	129
LANF-015	yes		1	大处着眼	003.给林洋港先生上一课.txt	21	21
LANF-016	yes		1	宁纵毋枉	003.给林洋港先生上一课.txt	21	21
LANF-017	yes		1	枉费心思	003.给林洋港先生上一课.txt	21	21
LANF-018	yes		1	一时一地	003.给林洋港先生上一课.txt	21	21
LANF-019	yes		1	先天下之忧而忧	003.给林洋港先生上一课.txt	23	23
LANF-020	yes		1	化大为小，化小为无	003.给林洋港先生上一课.txt	67	67
LANF-021	yes		1	无中生有	003.给林洋港先生上一课.txt	67	67
LANF-022	yes		1	小大由之	003.给林洋港先生上一课.txt	67	67
LANF-023	yes		1	公报私仇	003.给林洋港先生上一课.txt	71	71
LANF-024	yes		1	一念之间	003.给林洋港先生上一课.txt	71	71
LANF-025	yes		1	法令滋彰，盗贼多有。	003.给林洋港先生上一课.txt	83	83
LANF-026	yes		1	上任三把火	003.给林洋港先生上一课.txt	83	83
LANF-027	yes		1	小鼻子小眼	003.给林洋港先生上一课.txt	83	83
LANF-028	yes		1	大惊小怪	004.论石田公二事件.txt	25	25
LANF-029	yes		1	莫名其妙	004.论石田公二事件.txt	25	25
LANF-030	yes		1	闻所未闻	004.论石田公二事件.txt	25	25
LANF-031	yes		1	倒果为因	004.论石田公二事件.txt	29	29
LANF-032	yes		1	习以为常	004.论石田公二事件.txt	79	79
LANF-033	yes		1	本来无事只畏扰，扰者才吏非庸人。	006.吕玉介是公正的吗？.txt	3	3
LANF-034	yes		1	不识大礼	006.吕玉介是公正的吗？.txt	3	3
LANF-035	yes		1	不务大体	006.吕玉介是公正的吗？.txt	3	3
LANF-036	yes		1	刀笔吏不可做公卿	006.吕玉介是公正的吗？.txt	3	3
LANF-037	yes		1	庸人自扰	006.吕玉介是公正的吗？.txt	3	3
LANF-038	yes		1	不识大体	006.吕玉介是公正的吗？.txt	9	9
LANF-039	yes		1	极知禹无害，然文深，不可以居大府。	006.吕玉介是公正的吗？.txt	9	9
LANF-040	yes		1	不教其民而听其狱，杀不辜也！	007.不大赦的相对条件.txt	47	47
LANF-041	yes		1	上失之，下杀之，其可乎？	007.不大赦的相对条件.txt	47	47
LANF-042	yes		1	狱犴不治，不可刑也！	007.不大赦的相对条件.txt	47	47
LANF-043	yes		1	罪不在民故也！	007.不大赦的相对条件.txt	47	47
LANF-044	yes		1	爱莫能助	008.不准结婚准离婚.txt	15	15
LANF-045	yes		1	说话算话	008.不准结婚准离婚.txt	15	15
LANF-046	yes		1	出尔反尔	008.不准结婚准离婚.txt	21	21
LANF-047	yes		1	好事成空	008.不准结婚准离婚.txt	23	23
LANF-048	yes		1	据理力争	008.不准结婚准离婚.txt	23	23
LANF-049	yes		1	杠上开花	008.不准结婚准离婚.txt	99	99
LANF-050	yes		1	始作俑者	008.不准结婚准离婚.txt	99	99
LANF-051	yes		1	哭笑不得	008.不准结婚准离婚.txt	215	215
LANF-052	yes		1	不胜枚举	009.张温鹰的怪例.txt	5	5
LANF-053	yes		1	藏匿不报，罪及三族	009.张温鹰的怪例.txt	5	5
LANF-054	yes		1	好将轻侠藏亡命	009.张温鹰的怪例.txt	5	5
LANF-055	yes		1	望门投止	009.张温鹰的怪例.txt	5	5
LANF-056	yes		1	夫舜恶得而禁之？夫有所受之也！	009.张温鹰的怪例.txt	21	21
LANF-057	yes		1	窃负而逃，遵海滨而处，终身欣然，乐而忘天下。	009.张温鹰的怪例.txt	21	21
LANF-058	yes		1	舜视弃天下，犹弃敝屣也！	009.张温鹰的怪例.txt	21	21
LANF-059	yes		1	执之而已矣！	009.张温鹰的怪例.txt	21	21
LANF-060	yes		1	天不怕地不怕	009.张温鹰的怪例.txt	49	49
LANF-061	yes		1	满城风雨	010.他们为什么有去无回？.txt	9	9
LANF-062	yes		1	其言也善	010.他们为什么有去无回？.txt	9	9
LANF-063	yes		1	不了了之	010.他们为什么有去无回？.txt	37	37
LANF-064	yes		1	不明不白	010.他们为什么有去无回？.txt	37	37
LANF-065	yes		1	前事不忘	010.他们为什么有去无回？.txt	39	39
LANF-066	yes		1	司空见惯	010.他们为什么有去无回？.txt	39	39
LANF-067	yes		1	遁，逃也。	011.“法律遁”和“法律顿”.txt	3	3
LANF-068	yes		1	障眼法	011.“法律遁”和“法律顿”.txt	3	3
LANF-069	yes		1	败部复活	011.“法律遁”和“法律顿”.txt	5	5
LANF-070	yes		1	各显神通	011.“法律遁”和“法律顿”.txt	5	5
LANF-071	yes		1	化险为夷	011.“法律遁”和“法律顿”.txt	5	5
LANF-072	yes		1	鼻青眼肿	011.“法律遁”和“法律顿”.txt	47	47
LANF-073	yes		1	单刀直入	011.“法律遁”和“法律顿”.txt	47	47
LANF-074	yes		1	面红耳赤	011.“法律遁”和“法律顿”.txt	47	47
LANF-075	yes		1	字斟句酌	011.“法律遁”和“法律顿”.txt	47	47
LANF-076	yes		1	口口声声	014.致监察院书状.txt	17	17
LANF-077	yes		1	故出人罪	014.致监察院书状.txt	19	19
