score	file	line	text	context
5	002.1997《台北ZOO》.txt	83	散步出黑牢，满楼黑袖招	侯文咏：棺材是装死的，不是装老的。不过写到最后这个李敖老师说他这一生其实是愁苦的时候多，但是都是嘻嘻哈哈，有一点那种顽童的心态来看这个地方，李老师后面又发了豪语，就说就怕这边坐了一辈子牢，也没有比人家坐的少，这个辛苦也没有比人家少，但是就是在这边与子偕老，他说与子偕亡，跟国民党一起就是死在这个岛上。那可是我常常从这里面看到李敖老师的这种，就是你在愁苦的时候常...
4	006.1999《美国之音》.txt	19	掐住宋楚瑜的脖子	汤：是，您还有一句选战中的蛮有名的一句话，那就是您对宋楚瑜先生也有所批判，您认为要“掐住宋楚瑜的脖子”，那么您能不能解释一下这句话的含义？
5	006.1999《美国之音》.txt	23	我来台五十年，是李敖祸台五十年	汤：您是中国历史上第一个知识分子参加总统大选，这么一个非常有魄力，非常有前瞻性的著名的作家。很多朋友听到您要参选，用三个字说“好痛快”！那为什么，您老是调侃自己说“我来台五十年，是李敖祸台五十年”？
5	006.1999《美国之音》.txt	33	台独，台独	李：因为过去这些民进党的这些人一开始并没有搞什么台独，没有这个意识。过去是一个自由民主运动，一般讲起来，今天的历史被改写了。譬如说，你看过去澎明敏他们搞那个“台湾人民自救宣言”，他里面谈到台独的比例很小很小，他们主要的运动是一个自由民主运动。事实上过去党外所走的路，也是自由民主运动。后来历史被改写，把它改写成当年是台独运动，其实是不对的。所以，我也没把台独运...
3	006.1999《美国之音》.txt	47	阿呀，还说李敖一定会跟我坚持到底（作搭档竞选总统），没想到李敖选了冯沪祥作副总统候选人。	汤：最近，陈文茜很遗憾地带着一种比较讪讪的心情说：“阿呀，还说李敖一定会跟我坚持到底（作搭档竞选总统），没想到李敖选了冯沪祥作副总统候选人。”那陈文茜在那一厢恭候您很久，您却没有挑重她。当然她是朋友的也是一种调侃的语气，那您为什么让陈文茜失望了呢？
4	006.1999《美国之音》.txt	81	一国两制	李：第一个就是可行的，有这个可行性，这一点最重要。所谓可行性，就是说，你台湾跟大陆两个方法，一个就是打起来；一个就是和谈，好好坐下来谈。你说，可以。如果我们不打不合维持现状，维持着，维持五十年。可是，现在维持不下去了。因为现状被破坏了，一个就是共产党要把它（台湾）收回，第二个有批人要搞台独，第三个很多台商跑到大陆去了。上海就有二十万台商，干什么？他们就是要做...
8	006.1999《美国之音》.txt	217	两脚踏中西文化，一心贯宇宙东西	李：我想，我的目标也是这样子。所以林语堂当时有一个对联，什么“两脚踏中西文化，一心贯宇宙东西”。我们现在做的这种事情，就是在思想层面上，知识层面上，并没有分哪一个是中国的，哪一个是外国的。我们总是觉得，能够把它们融合出来还是很好的。可是，你发现真正做起来，还是需要一些本领。这么多年来，像我个人就是在做这个事情啊，写了一千五百万字，干的就是这个事情。
3	009.19990901《杨澜工作室》.txt	41	帽子	杨澜：不过我觉得历史好像有点开玩笑，因为你第一次被捕入狱的时候，当时给您安全的一个“帽子”就是说因为那个时候你要“台独”，因为那个时候所谓党外只要反国民党，大家都在一起，当然现在这个队伍全都分化了。
5	009.19990901《杨澜工作室》.txt	55	立德、立功、立言	李敖：因为台湾太小了，我们中国老的说法是“立德、立功、立言”。台湾，实在没有功，所以可能就是“立言”，我比别人“立”的“言”都多，我觉得“立言”真不是我的本领，我觉得我是“立德”，我觉得我真正在台湾做了一个走过从前，始终如一的一个人。我一个个体户，一个单干户，公开站出来跟国民党干，虽然坐牢，虽然受刑，可是到今天为止，我还没有改变。所以我觉得这个是一般人做不到...
4	009.19990901《杨澜工作室》.txt	59	李先生你不要怪我们，不是我们使你疼，是你的右手使你左手疼。	李敖：有过，当我被国民党刑囚的时候我曾经怀疑过，有一次，他们叫“拶指”，就是把我几个原子笔放在我的左手，然后他们抓住我的右手放在我左手上面，然后从外面掐我的右手，这个当然很疼了，“拶指”你看《儒林外史》的故事，那个女孩子吃不消。那种“拶指”是很疼的。当时他们放开我的手以后还跟我开玩笑，戏谑性地开玩笑，说是“李先生你不要怪我们，不是我们使你疼，是你的右手使你左...
3	009.19990901《杨澜工作室》.txt	59	那你怪什么？	李敖：有过，当我被国民党刑囚的时候我曾经怀疑过，有一次，他们叫“拶指”，就是把我几个原子笔放在我的左手，然后他们抓住我的右手放在我左手上面，然后从外面掐我的右手，这个当然很疼了，“拶指”你看《儒林外史》的故事，那个女孩子吃不消。那种“拶指”是很疼的。当时他们放开我的手以后还跟我开玩笑，戏谑性地开玩笑，说是“李先生你不要怪我们，不是我们使你疼，是你的右手使你左...
