file	line	context
《你笨蛋，你笨蛋》目录.txt	15	013.李敖与民歌
《你笨蛋，你笨蛋》目录.txt	24	022.控告许倬云造谣诽谤
《你笨蛋，你笨蛋》目录.txt	37	035.《大江大海骗了你》书衣词
《你笨蛋，你笨蛋》目录.txt	40	038.联语对比举例
001.送高信疆归大陆序.txt	9	1200年前，韩愈写《送李愿归盘谷序》，写大丈夫人生方向的转折，最后“升高而望远”“终吾生以徜徉”。1200年后，我以超迈古人的新赠序类文体，为信疆一壮行色。前瞻大陆，回首台湾，人生徜徉至此，亦高人哉！
003.我写《上山上山爱》.txt	3	1935我生那年，鲁迅在《且介亭杂文》的“附记”里，提到国民党政府管制言论，当时主持检查的人删文章，并不告诉读者哪儿被删，弄得文章上气不接下气，读者看了，大惑不解，“你在说什么呀？”
003.我写《上山上山爱》.txt	7	1949年国民党的中华民国亡国了，它逃掉了，逃到台湾，重组了伪政府，按说既然宣布不事先检查了，理应比对付鲁迅那一时代多点言论自由才是，其实不然。事实上，伪政府暗中施出两种方法来“超鲁迅”。第一种方法是“不检即查法”，例如对李敖的书，根本是本本查禁。换句话说，根本检查都不必了，就查禁了事。所以，从形式上看，检查倒真仿佛取消了呢！只是代替的，不是更多的自由，而是更多的查禁而已。
003.我写《上山上山爱》.txt	27	清浊之分，关键何在？《查泰莱夫人的情人》（Lady Chatterley’s Lover）作者劳伦斯（D. H. Lawrence），有篇论文叫《色情与淫秽》（Pornography and Obscenity），对淫与非淫，反复陈词。其实他说得太多了，反不清楚了。事实上，真正的判别方法，乃在读者能不能受小说影响，从而激浊扬清，这就在于小说内容有没有这一功力。《上山·上山·爱》这本小说，涉及的重要主题上百个，发人深省的深度和幅度如此丰富，可谓前无古人，至于后有没有来者，要看我何时死了而定。——我就是我的来者。当我一旦物化，这种小说必成绝响。嵇康被害，广陵散失传；章绛云亡，国故学沦没，生逢浊世，以发清音，海峡两岸，一人而已，读此书后还怪我大言者，非人也！
003.我写《上山上山爱》.txt	33	事实上，如果硬要假以颜色，《上山·上山·爱》毋宁是一部“黄色其外，红色其中”的小说。红色象征“性”的激越和“思想”的激越，它的最大特色，就在把“形而上”和“形而下”合而为一。《易经》上说“形而上者谓之道，形而下者谓之器”，自来“黄色小说”，只是形而下的器官交合而已，不足以语形而上的大道，《上山·上山·爱》却开得未曾有之奇，以奇情奇文，颠倒阴阳，笑傲《易经》，成其不朽。
003.我写《上山上山爱》.txt	35	藏传佛教有“尸陀林主”（Masters of Sitavana），画面是男女骷髅，风月交叉，虽朽为枯骨，但仍能灭敌饮血，以显神通。若论真的“尸陀林主”，非此书莫属。《上山·上山·爱》是真正灭敌饮血的文学，“谈笑间，强虏灰飞烟灭。”“强虏”是谁，读者一看便知。本书虽为情爱秘籍、男女圣经，但是功夫深处，却是“思想挂帅”的智者、强者文学，不想再看娘娘腔文学作品的读者，何妨一读此书，大开眼界也。
005.分个第一给她.txt	3	英文谚语中有的是不合文法的，像Diamond cut diamond就是一例，其中cut后面不加s，成何体统？瑞士学者斯超曼（Heinrich Straumann）予以分析，说这是block language（类聚语言），前面的字与后面的字并无文法上的关系，只在意思表示时送做堆而已。
005.分个第一给她.txt	9	古人说“言语妙天下”，陈文茜的口才可说前无古人，大家都推服无间。陈文茜以“言语妙天下”出道，她的光环，也因此被锁定，大家称道她的口才，有点忽略她的文采，一如李敖以文章出道，大家称道李敖的文采，有点忽略他的口才一样。事实上，陈文茜文采也是“妙天下”的，赞美她的文采，有四个字最恰当，就是“精、灵、鬼、怪”，在陈文茜笔下，构思之精、比喻之灵、布局之鬼、运作之怪，都是中国独步的，中文在她手里、国语在她口里，都是Diamond一波未平、Diamond一波又起的，被称为“媒体霸权”的陈文茜如此波霸，岂不名至实归吗？
