file	line	matched_quote	previous_id	previous_book	previous_source	context
001.“缇萦救父”表示了什么？.txt	9	盗不过五女之门	LAZHYH-001	李敖自传与回忆	001.李敖自传.txt:13-13	缇萦的父亲叫淳于意，山东人，是最有名的医生。他通内科、儿科、妇科，可是不会装“乐普”，结果得了五灯奖——连生五个女儿。生五个女儿是汉朝民间最恨的一件大事，当时有谚语“盗不过五女之门”，就是说，一家如有五个女儿，就是五个赔钱货，一定把家给吃得穷兮兮，连小偷都不会上门来。
001.“缇萦救父”表示了什么？.txt	9	盗不过五女之门	LAMR-001	李敖回忆录	003.哈尔滨（1935-1937·1到2岁）.txt:41-41	缇萦的父亲叫淳于意，山东人，是最有名的医生。他通内科、儿科、妇科，可是不会装“乐普”，结果得了五灯奖——连生五个女儿。生五个女儿是汉朝民间最恨的一件大事，当时有谚语“盗不过五女之门”，就是说，一家如有五个女儿，就是五个赔钱货，一定把家给吃得穷兮兮，连小偷都不会上门来。
001.“缇萦救父”表示了什么？.txt	9	盗不过五女之门	LAFLZ-017	李敖风流自传	060.六女二男.txt:3-3	缇萦的父亲叫淳于意，山东人，是最有名的医生。他通内科、儿科、妇科，可是不会装“乐普”，结果得了五灯奖——连生五个女儿。生五个女儿是汉朝民间最恨的一件大事，当时有谚语“盗不过五女之门”，就是说，一家如有五个女儿，就是五个赔钱货，一定把家给吃得穷兮兮，连小偷都不会上门来。
001.“缇萦救父”表示了什么？.txt	29	用之则行、舍之则藏	LAZHXJ-069	李敖自传与回忆续集	036.驳萧孟能的“上诉理由㈠状”.txt:99-99	在上面大分类以外，有一种叫“身体刑”或“体刑”或“肉刑”的，在摩登的法律条文中是禁止了，虽然事实上，全世界许多极权国家还日新月异的流行着。这里说日新月异，是说极权国家虽然在自由思想上大落其伍，但在专制道具上却超越前进，并且完全合乎最新的“科学方法”。从希特勒式的招供药丸，到斯大林式的浑身通电，这是古人们再也发明不出来的科学花样。何况还有现代的内科医生一旁伺候，保证可使任何人死去活来到极限境界而不致暴毙，这比古人修理专家动辄使人死去而不能活来的笨手笨脚，的确高明万分。何况“科学方法”还有不落痕迹的妙用，用之则行，舍之则藏，干净利落，证据完全没有，煞是厉害。《孟子》里说“威武不能屈”，《正气歌》里说“鼎镬甘如饴”，但把孟夫子交给希特勒、文天祥交给斯大林，老希老斯祭起“科学方法”修理老孟老文，不但文天祥可以把知道的都说出来，孟夫子还可以把不知道的也都说出来，外加检举文天祥是蒙古间谍！
001.“缇萦救父”表示了什么？.txt	55	推陈出新	LACTZB-027	传统下的再白	005.论知识人的动向.txt:11-11	以上所说墨、劓、刖、宫四种肉刑，只是正统的、依法有据的、代表性的大刑，是刑五刑以内的。在这些以外，夹带的、附送的、巧立名目的、自我作古的、杠上开花的、何足道哉的、推陈出新的种种身体刑，也不知道有多少。像鞭、杖、笞、拶、挺棍、夹棍、脑箍、竹签、嘴掌、断舌、背花、烙铁、灌鼻、钉指、一封书、鼠弹筝、拦马棍、燕儿飞、带根板、水釭杖、生树棍、磨骨钉、寸寸紧、穿耳鼻、割脚筋、立枷等等等等等等等等，以及叫都叫不出来的无名英刑，当然也都是肉刑的附录、肉刑的外一章、肉刑的第二辑。
001.“缇萦救父”表示了什么？.txt	55	推陈出新	LAWC-111	李敖文存	012.中华大赌特赌史.txt:43-43	以上所说墨、劓、刖、宫四种肉刑，只是正统的、依法有据的、代表性的大刑，是刑五刑以内的。在这些以外，夹带的、附送的、巧立名目的、自我作古的、杠上开花的、何足道哉的、推陈出新的种种身体刑，也不知道有多少。像鞭、杖、笞、拶、挺棍、夹棍、脑箍、竹签、嘴掌、断舌、背花、烙铁、灌鼻、钉指、一封书、鼠弹筝、拦马棍、燕儿飞、带根板、水釭杖、生树棍、磨骨钉、寸寸紧、穿耳鼻、割脚筋、立枷等等等等等等等等，以及叫都叫不出来的无名英刑，当然也都是肉刑的附录、肉刑的外一章、肉刑的第二辑。
001.“缇萦救父”表示了什么？.txt	83	父赐子死，尚安复请？	LADXT-116	独白下的传统	011.家族——人愈多愈好.txt:15-15	上面垂直的是根棒子，下面画的是右手。所谓“父亲”，就是“右手拿个棒子的”，这足以说明一切。一般说来，父亲有杀人权（所谓“父赐子死，尚安复请？”）、父亲有打人权（所谓“小杖则受”）、父亲有卖人权（所谓“鬻妻子”）、父亲有财产权（所谓“子弟无私财”）、父亲有主婚权（所谓“父母之命”）、父亲有离婚权（所谓“七出”）……这些现象，说明了做了一家之主多神气、多划得来，也间接说明了中国人一骂架就要自称“老子”的缘故。
001.“缇萦救父”表示了什么？.txt	131	吾为若德	LAWN-025	我最难忘的事和人	007.我最难忘的一个官僚同学.txt:209-209	现代法理中有所谓“私权”中的“人身权”，包括“人格权”和“身份权”，人格权有专属性，例如生命权、身体权、自由权、名誉权、姓名权、肖像权等，都和权利人密不可分，不能让与、不能继承、不能送、不能“不要了，给你了”。项羽虽然把脑袋送给老朋友马童而说“吾为若德！”（我做个人情给你吧！）阮小五、阮小七虽然为智多星吴用赴汤蹈火而说“这腔热血只要卖与识货的！”但是，这些都不能说是法律上“人格权”的过户，而只是人情上的侠义行为。在法律上，不能接受“人格权”的脱产行为，不论自愿不自愿。
001.“缇萦救父”表示了什么？.txt	131	这腔热血只要卖与识货的！	LAKYEC-085	李敖快意恩仇录	015.三叠纪.txt:15-15	现代法理中有所谓“私权”中的“人身权”，包括“人格权”和“身份权”，人格权有专属性，例如生命权、身体权、自由权、名誉权、姓名权、肖像权等，都和权利人密不可分，不能让与、不能继承、不能送、不能“不要了，给你了”。项羽虽然把脑袋送给老朋友马童而说“吾为若德！”（我做个人情给你吧！）阮小五、阮小七虽然为智多星吴用赴汤蹈火而说“这腔热血只要卖与识货的！”但是，这些都不能说是法律上“人格权”的过户，而只是人情上的侠义行为。在法律上，不能接受“人格权”的脱产行为，不论自愿不自愿。
001.“缇萦救父”表示了什么？.txt	131	这腔热血只要卖与识货的！	LAFLZ-073	李敖风流自传	405.活咬与死咬.txt:3-3	现代法理中有所谓“私权”中的“人身权”，包括“人格权”和“身份权”，人格权有专属性，例如生命权、身体权、自由权、名誉权、姓名权、肖像权等，都和权利人密不可分，不能让与、不能继承、不能送、不能“不要了，给你了”。项羽虽然把脑袋送给老朋友马童而说“吾为若德！”（我做个人情给你吧！）阮小五、阮小七虽然为智多星吴用赴汤蹈火而说“这腔热血只要卖与识货的！”但是，这些都不能说是法律上“人格权”的过户，而只是人情上的侠义行为。在法律上，不能接受“人格权”的脱产行为，不论自愿不自愿。
