file	line	matched_quote	previous_id	previous_book	previous_source	context
《教育与脸谱》序幕.txt	33	与人为善	LAMR-087	李敖回忆录	020.前程（1997-·62岁以后）.txt:35-35	在我“发难”炮轰《高等教育的一面怪现状》的同时，我有一篇文章，又谈到“高等研究机关”的一个主持人李济。我以“乐与人为善”的勉强心情，指出他的“贡献和悲剧”，为了他在学问上远比他的干女儿的爸爸沈刚伯来得好，所以我笔下留情，尽量称道或肯定他的“贡献”，尽量少说或遮盖他的“悲剧”。我只含蓄的指出他的气量狭窄、态度跋扈专横之类，希望他能警惕，从此洗心革面重新做人。不期我这篇文章一出来，立刻被中央研究院为主的许多人儿大骂，责备我“把李济说得太好了”、责备我不了解李济在院“里”头的大量劣“迹”……这种责备，真使我哭笑不得！我只好承认：好人做不得了，“乐与人为善”的鼓励也做不得了，对这批老不长进的专横家伙，只有彻头彻尾的炮轰一途，于是我接受了这些人儿的责备，决定写一篇《从李济的悲剧看中央研究院的几个黑暗面》，用来宣示我的“服善之勇”，用来做一次新的扒粪运动。
《教育与脸谱》序幕.txt	33	与人为善	LAFLZ-051	李敖风流自传	201.帮孟大中伪造文书.txt:3-3	在我“发难”炮轰《高等教育的一面怪现状》的同时，我有一篇文章，又谈到“高等研究机关”的一个主持人李济。我以“乐与人为善”的勉强心情，指出他的“贡献和悲剧”，为了他在学问上远比他的干女儿的爸爸沈刚伯来得好，所以我笔下留情，尽量称道或肯定他的“贡献”，尽量少说或遮盖他的“悲剧”。我只含蓄的指出他的气量狭窄、态度跋扈专横之类，希望他能警惕，从此洗心革面重新做人。不期我这篇文章一出来，立刻被中央研究院为主的许多人儿大骂，责备我“把李济说得太好了”、责备我不了解李济在院“里”头的大量劣“迹”……这种责备，真使我哭笑不得！我只好承认：好人做不得了，“乐与人为善”的鼓励也做不得了，对这批老不长进的专横家伙，只有彻头彻尾的炮轰一途，于是我接受了这些人儿的责备，决定写一篇《从李济的悲剧看中央研究院的几个黑暗面》，用来宣示我的“服善之勇”，用来做一次新的扒粪运动。
《教育与脸谱》序幕.txt	33	与人为善	LABBZ-047	波波颂	018.论“向将军道歉”.txt:75-75	在我“发难”炮轰《高等教育的一面怪现状》的同时，我有一篇文章，又谈到“高等研究机关”的一个主持人李济。我以“乐与人为善”的勉强心情，指出他的“贡献和悲剧”，为了他在学问上远比他的干女儿的爸爸沈刚伯来得好，所以我笔下留情，尽量称道或肯定他的“贡献”，尽量少说或遮盖他的“悲剧”。我只含蓄的指出他的气量狭窄、态度跋扈专横之类，希望他能警惕，从此洗心革面重新做人。不期我这篇文章一出来，立刻被中央研究院为主的许多人儿大骂，责备我“把李济说得太好了”、责备我不了解李济在院“里”头的大量劣“迹”……这种责备，真使我哭笑不得！我只好承认：好人做不得了，“乐与人为善”的鼓励也做不得了，对这批老不长进的专横家伙，只有彻头彻尾的炮轰一途，于是我接受了这些人儿的责备，决定写一篇《从李济的悲剧看中央研究院的几个黑暗面》，用来宣示我的“服善之勇”，用来做一次新的扒粪运动。
001.高等教育的一面怪现状.txt	57	寿比南山	LACTDB-019	传统下的独白	005.一封神气的情书.txt:41-41	由此可见：寿比南山、不研究、不让贤、也不发表论文，是绝大多数老教授的四大特征，除了这四大特征外，还有两大流行症，就是“分赃”和“意淫”。
001.高等教育的一面怪现状.txt	57	寿比南山	LADXT-001	独白下的传统	001.快看《独白下的传统》.txt:5-5	由此可见：寿比南山、不研究、不让贤、也不发表论文，是绝大多数老教授的四大特征，除了这四大特征外，还有两大流行症，就是“分赃”和“意淫”。
001.高等教育的一面怪现状.txt	61	戒之在得	LACTDB-009	传统下的独白	003.独身者的独白.txt:19-19	再说“意淫”。“意淫”本是缓进派好色表现的一种，谈到好色，本没什么不得了，不过对道貌岸然以经师人师自命的“君子”们说来，似乎不宜太过而玷“清范”。孔德成七十七代老祖宗曾说：“少之时，血气未定，戒之在色，……及其老也，血气既衰，戒之在得。”其实这话大有问题——至少在台大文学院中大有问题。台大文学院中的老教授，“血气既衰”却又该“戒之在色”者大有人在。在中国传统里，人一到老年，就想到《易经》里“枯杨生稊”的古训。实行这古训最成功的当然是汉朝的宰相张苍，张苍九十岁时还“妻妾以百数”，所以他真正是“气合锻练”、“幼女补身”的实行者。这种传统下，中国人一到了老年，一有办法就收干女儿、养丫鬟、讨小妻、捧坤角、逛窑子……对大学教授来说，以上这种种今天已经式微了，至少今天再也找不到像黄侃（季刚）教授那种白昼宣淫的作风了！可是台大文学院的一些老教授，在日逼崦嵫之时，却又忍不住要白发红颜一番，因为他们发现：过去的伪君子与假道学做得太过火了，垂暮之年，若不再风流一下，未免太划不来了。在回头猛省之余，他们纷纷学袁子才，开始收“随园女弟子”了，于是，他们就容易犯了“老年癫狂”（seniledementia）的毛病，但是环境的限制，使他们达不到“一树梨...
001.高等教育的一面怪现状.txt	61	戒之在得	LACTDB-107	传统下的独白	020.老年人和棒子.txt:57-57	再说“意淫”。“意淫”本是缓进派好色表现的一种，谈到好色，本没什么不得了，不过对道貌岸然以经师人师自命的“君子”们说来，似乎不宜太过而玷“清范”。孔德成七十七代老祖宗曾说：“少之时，血气未定，戒之在色，……及其老也，血气既衰，戒之在得。”其实这话大有问题——至少在台大文学院中大有问题。台大文学院中的老教授，“血气既衰”却又该“戒之在色”者大有人在。在中国传统里，人一到老年，就想到《易经》里“枯杨生稊”的古训。实行这古训最成功的当然是汉朝的宰相张苍，张苍九十岁时还“妻妾以百数”，所以他真正是“气合锻练”、“幼女补身”的实行者。这种传统下，中国人一到了老年，一有办法就收干女儿、养丫鬟、讨小妻、捧坤角、逛窑子……对大学教授来说，以上这种种今天已经式微了，至少今天再也找不到像黄侃（季刚）教授那种白昼宣淫的作风了！可是台大文学院的一些老教授，在日逼崦嵫之时，却又忍不住要白发红颜一番，因为他们发现：过去的伪君子与假道学做得太过火了，垂暮之年，若不再风流一下，未免太划不来了。在回头猛省之余，他们纷纷学袁子才，开始收“随园女弟子”了，于是，他们就容易犯了“老年癫狂”（seniledementia）的毛病，但是环境的限制，使他们达不到“一树梨...
002.师道与是非.txt	93	为尊者讳	LADXT-015	独白下的传统	002.直笔——“乱臣贼子惧”.txt:73-79	分析到这一步，我们才能明白孔老夫子的心眼里的意义，才能明白“为尊者讳、为亲者讳、为贤者讳”的大道理。
002.师道与是非.txt	93	为亲者讳	LADXT-016	独白下的传统	002.直笔——“乱臣贼子惧”.txt:73-79	分析到这一步，我们才能明白孔老夫子的心眼里的意义，才能明白“为尊者讳、为亲者讳、为贤者讳”的大道理。
002.师道与是非.txt	93	为贤者讳	LADXT-017	独白下的传统	002.直笔——“乱臣贼子惧”.txt:73-79	分析到这一步，我们才能明白孔老夫子的心眼里的意义，才能明白“为尊者讳、为亲者讳、为贤者讳”的大道理。
003.论“占着茅坑不拉屎””.txt	17	亡羊补牢	LAZHXJ-055	李敖自传与回忆续集	028.监狱学土城？.txt:217-217	大人先生们亡羊补牢的办法，有下列几种
003.论“占着茅坑不拉屎””.txt	65	鞠躬尽瘁，死而后已	LACW-052	李敖全集	014.粗谈中国知识分子五病.txt:27-27	一、“死抓棒子，不肯移交，阻碍青年的进路，虽然也可构成罪状，却是情有可原的。”因为棒子代表“饭碗”，所以只好“鞠躬尽瘁，死而后已”了，不能死前退休，盖即使名教授董作宾先生的退休金也不过是“十一万五千元”，“经过三两年后，这十一万五千元就要坐食山崩了，将来怎么再活下去呢？所以逼迫老年人交出棒子，等于谋财害命，还是恳求高抬贵手，刀下留情吧。
003.论“占着茅坑不拉屎””.txt	109	饿死事小，失节事大	LADXT-047	独白下的传统	013.光绪朝对节妇贞女的旌表.txt:17-17	话得说回来，就在这样的中国，仍旧很有些实行着忠臣不事二君，饿死事小，失节事大，成天关在研究室中工作的教授。我所服务的台湾大学，任何一个学院，都不难找出这类的书呆子。就连被骂得狗血喷头的文学院，一天到晚，孜孜矻矻于书斋中的，也大有人在，哲学系的陈康教授、史学系的劳榦教授、中文系的王叔岷教授等人，都是有目共赏的好例。
003.论“占着茅坑不拉屎””.txt	125	鞠躬尽瘁，死而后已	LACW-052	李敖全集	014.粗谈中国知识分子五病.txt:27-27	“把持”的现象并没什么不得了，甚至是人之常情，不过“把持”要“把持”出个体统，不能太使人看不过去。以台大文学院为例，至少十四年的“把持”局面总该有点明显的改进，总该多出几个陈康先生、劳榦先生或王叔岷先生，总该把学风的招魂幡《文史哲学报》愈出愈厚，总该培养几个不靠色相和马屁而当讲师助教的青年学人……可是这一切改进——起码的改进，在沈刚伯先生的领导之下，都毫无成绩可言，所以我说，沈刚伯先生不好再干下去了！他实在应该“引咎辞职”。“引咎辞职”是一种光明磊落的态度，它表示自己干不好，放开手，让出机会来给别人干，这是西方人的态度；我们中国人则不同，中国人经常是自己干不好，也不让别人干，自己硬要说什么“既往不咎”，“从前种种譬如昨日死”，“过去的不算，再来一次”，硬要再表演“将功折罪”、“改过自新”，表演“非我来不可”，表演“鞠躬尽瘁，死而后已”，表演“你别急，我总有一天会拉出大便来”。这是很可怕的现象，也是很不要脸的现象。沈刚伯先生似乎不是不要脸的人，跟他一个调调的老不长进的教授们，似乎也不是不要脸的人，他们应该知道所以自处之道。为他们诸公计，我有四点意思也许可供参考：
004.关于高等教育怪现状的讨论.txt	9	知识的力量	LAWN-007	我最难忘的事和人	001.我最难忘的一件木雕.txt:11-11	谈知识，我没有资格来算这笔账。但博学的人们，谁能把老一辈所留给我们的知识财富算笔细账？谈创造知识的力量，又在哪里？美国的教授们一年到头忙着筹写paper，如果有一段期间在自己所教那一行的专门出版物上，没有几篇叫座的东西发表，慢说声语，连教授的位置都受动摇。但我们的学术教育界呢？对若干人而言，一张经过审定的教授证书，一本够念一年的讲义，足可带给你一辈子生活的保障，甚至可以保障你有充分的时间去搓麻将。有些讲座或是交换教授的机会要限制年龄，还有人抗议为什么独薄于老一辈。事实上，抗议的人也不能说没有理由，从某种角度去看，有些制度就是变相的救济，救济就应该老少兼顾。以致国内的学术界患了严重的贫血症，从这一代到下一代。看到博士自海外归来，哪怕是回来几天，哪怕是主讲汉学，也被我们视为补剂，视如医治贫血的特效药。然而，我们自己的生命力量何在呢？
004.关于高等教育怪现状的讨论.txt	87	鞠躬尽瘁，死而后已	LACW-052	李敖全集	014.粗谈中国知识分子五病.txt:27-27	凡是一世盛代必定有人才，人才不止一个，如果单有一个人才像蜀汉之诸葛亮，结果“鞠躬尽瘁，死而后已”，结果变成“蜀中无大将，廖化做先锋”。人才做了一段时期一定要找一个替手，像姚崇引宋璟自代，萧何引曹参自代。看准他有才就推举他，或者和他通力合作，不过看人才要有眼光，如果像王安石用吕惠卿那就祸及己身了。
004.关于高等教育怪现状的讨论.txt	101	各领风骚数百年	LAWC2-172	李敖文存二集	012.牛肉面老板的七封信.txt:101-101	对以上王文所指的问题，提出我的看法以后，我想对老一辈所留给后辈的知识略表浅见。我很同意王洪钧先生的看法：“博学的人们，谁能把老一辈所留给我们的知识财富算笔细帐？”这笔细账确实很难算。纵使能抛却主观的异同和情感的爱憎；单就时间的因素而言，也很难一时估定这笔财富价值的高低。欧洲的文艺复兴，就是因不同的时间，重行估定古人的思想价值。梁任公曾谓清代的汉学，即是中国的文艺复兴。都是因为时代的价值取向不同，而对于前辈所留的知识财富，有了高低不同的看法。往往在当时以政治原因或其他障故，使一家立说，默默无闻。忽因传至异代或播至异地，而大放光辉，称颂一世。《文心雕龙》一书，在当时不过视为词章小品，而多年前经过胡适之先生的宣扬，则视为文艺批评不可多得大作。现经施友忠先生译为英文，又甚受美国文史届的赞扬。“发潜德之幽光”，端赖后起的努力，无法于短暂的时间，对前辈的手泽算一笔细账。这五十年来，人文学说一面的佳作巨制不少，正有待于时间的考验、思潮的洗磨，与深思明辨的简选。“江山代有人才出，各领风骚数百年。”难道当鼎革之际、剧变之时的一代，独能例外吗？
