file	line	covered_ids	context
001.《传统下的独白》自序.txt	15		在这里，我愿对“游戏文章”和“专爱骂人”两点，做一点说明。谈到文章，在明朝有所谓“文章二十五品”之说，其中有“简古”“典则”“讽切”“刺议”“攻击”“潇洒”等二十五品，我认为在这些“品”中，一项重大的遗漏可说就是“狂叛品”了。狂叛品的文章最大特色是率真与痛快，有了什么，就说什么；该怎么说，就怎么说。狂叛品的作者深知写文章的重点是在表达作者的意思，只要能达意，使读者痛痛快快地读下去，“形式”上面的计较，是可以不必的。所以嘻皮笑脸，不失为文章；亦庄亦谐，也不失为巨作。最可恨的是一些浅人们，他们看文章，不看文章的“内容深...
002.《传统下的独白》再版自序.txt	7		中国广播公司对我这本书中的几段讨论爱情观念的文字特别广播，教我特别高兴。高兴之下，忽然想到林语堂博士办《论语》半月刊时的《论语社同人戒条》第十条——
003.独身者的独白.txt	21		由是观之，独身云云，实乃期期不可之举，身既不可得而独，我刚才的决定只好不可得而行。于是，我只好又接上第一百零九根新乐园。
003.独身者的独白.txt	23	LACTDB-010	烟雾的缭绕使我想起一件往事：那是一个没买到油条的早晨，我家漂亮的六小姐，带着惠华医院老修女的表情，把满墙悬挂的罗勃韦纳的照片一一摘了下来，然后又一一放好，准备长捐箱底。我当时躬逢其会，看得呆了。因为我久仰罗某人是我家六小姐最崇拜的男明星，满墙他的照片平时连碰都不许我们碰，好在我君子已久，早就不立于“岩墙之下”。故受白眼最少。而这回六小姐竟如此突变，令人发指。老太怕有三长两短，特命我去打听。追问之下，六小姐才涕泗横流曰：“罗勃韦纳和那阴险的女明星娜妲丽华今年结婚了，所以我先把照片拿下来，不过我不必烧掉，反正还要离婚的...
003.独身者的独白.txt	25	LACTDB-011	六小姐的铁口直断给了我极大的启示：我何必把我的老年想得那么凄惨呢？如果天假以年，我一定可以等到我那些老情人的归来，“衣不如新，人不如故”，除却巫山的晚霞，哪里还有云彩呢？
003.独身者的独白.txt	27		歌德晚年曾和老情人的女儿恋爱，此西土之行径，未合吾礼义之邦的要求，不宜做此非分之想；我们宋代的大词人张子野八十五岁还结婚，此种老当益壮的雄风，连李石曾也得合十顶礼，只要我李敖久而弥笃老而弥坚，不悲观不早死，何愁不能做白头新郎白发潘郎？何必像这些青年男士们，栖遑若丧家之犬，或登报自吹、或乱托媒婆、或飞书应征、或在女生宿舍门前排队注册、或请报上安琪夫人指点迷津……斯文扫地如此、情不自禁如彼，天厌之！天厌之！
003.独身者的独白.txt	29	LACTDB-012	感慨已定，我决心向六小姐看齐，也如法炮制，把散在眼前的老情人的照片遗物一一加封归档，并向之自矢曰：“任凭弱水三千，我只取一瓢饮。不能黑发偕少，但愿白头偕老；不能永浴爱河，但愿比翼青鸟！”言罢趋出，购书于肆，书名《妾似朝阳又照君》；观影于街，片名《白发红颜未了情》；听白光歌声于大道，歌名《我等着你回来》。于是归而大睡，不知东方之既白。
004.爱情的刽子手.txt	31		听了我恭维他，他大笑，他说不需要女人向他吹口哨，他也反对男人向女人吹口哨，他认为表示爱情应该多用眼睛，少用嘴唇，“并且，”他说：“现在我们中国的女孩子根本不会向男孩子吹口哨，时代不同了，我们中国的女孩子身价高了，她们都骄傲起来，即使是潘安再世，王蒙复生，也没有女人再向他们丢水果送帽子了！”
004.爱情的刽子手.txt	51		三年过去了，我又走过那块草地，可是莠草淹没了它，风吹过来，吹动了几朵小黄花，但我也看不到那个不要女人的男人。他睡在大贝湖畔的一个黄土坡里，也许他正在神游乐土，那里有散花仙子、美女霓裳。我想我知道，知道他一定还在继续他的否定，否定使他远离了她们，也失掉了自己。在永隔的幽明与重泉底下，他漠视成片的云彩，云彩永远不会属于他，它只向他默默地招手，深情地、无语地，在黯淡的天边消失了黯淡的影子。
005.一封神气的情书.txt	17		话说开来，我何尝愿意写什么劳什子的情书？情书真是费力不讨好的玩意儿，现在不是阿拉伯德与爱绿依丝的年头了，也不是萧伯纳“纸上罗曼斯”的时代了，并且谁也不愿意将那些海誓山盟的情话写在纸上，把柄留在别人手里，一朝有了三心二意总是不方便。并且现在的女孩子哪有闲工夫去写信，写信会耽误舞会、耽误去教堂、耽误看《乱点鸳鸯谱》。一些乖巧的男孩子早就看到这一点，所以他们都纷纷跑到女生宿舍，直接约会了，这多干脆！多利落！多有男子气！
005.一封神气的情书.txt	33		一提到那个大美人，我就忍不住先要心酸酸，她真是可爱，与《钟楼怪人》里面的珍娜露露布丽姬妲一模一样的。一个偶然的机会，她发现我颇有才华，于是她接受了我的背影，在歌德所说的恋爱时节，我们开始做着我们所能做的事。
005.一封神气的情书.txt	47	LACTDB-021	我不从外表来论断一个女人的程度，如同我不喜欢女人这样论断我，女人是被看的，不是被了解的；而我呢，正好相反，我是被了解的，不是被看的。古人说“太上忘情，最下不及于情”，我是一个不健忘的太上，可是多情而不及于情。因此，我只好写了这封泛滥的情书，来试探你是不是一个女孩子中的例外，如果答案是肯定的，那我就要说：“爱我吧！可是不要神气！”如果答案是否定的，那我就要：“说吓！连我都不爱吗？你神气什么呀！”
006.假如我是女人.txt	19	LACTDB-140	话说民国某某年的初春，汉水静、泰阶平、四海无事，湖北罗家的少奶奶，一夜忽梦“注生娘娘”来访，临行推一红包入怀，顿时满室异香，粉色如土，第二天早上即告弄瓦之喜，生了一个光彩焕发的小女儿。当时群贤毕至，少长咸集，然皆肉眼凡胎，不知此小女儿即当年大文豪李某人之投胎也！有诗为证——
006.假如我是女人.txt	37	LACTDB-022	罗先生既获掌珠，喜不自胜，“看女却为门上楣”，当即援崔莺莺、苏小小、董宛宛、陈圆圆之例，为我取名曰“罗美美”。
006.假如我是女人.txt	43		坦白地说，男朋友就好比是衣服，这件衣服即使很好、很华贵，可是若在整个礼拜中天天穿它，那就太单调了，别的女孩子也要笑我了，人家张丽珍就有好几十套衣服，赵依依也有五件大衣，周牧师、方神父劝我们节衣缩食，为了怕胖，我已经缩食了，若再节衣，那岂不太自苦了吗？衣之不可节，如同男朋友之不可少；更衣之频繁，如同男朋友之新陈代谢，今天跟他好好的，说不定明天就为他唱“挽歌”，并且张三李四旧雨新知，我要一视同仁——一一为他们“轮唱”！
006.假如我是女人.txt	47		男孩子既然如约前来，我却不必准时赴约，盖守时云云，实在是对铁路局局长说的，根本不是对我们女人说的。我们每个女人都有三大敌人，第一是时间，第二是不追她的男人，第三是别的漂亮女人。其中最可恨的莫过于时间，时间会夺走我的美丽、减少我的多情，更不可饶恕的是，它使我去年辛苦做成的大衣走了样，所以它是我们女人的第一公敌，我们绝对不要遵守它。故约会时间虽到，我虽早已搽完胭脂抹完粉，可是还是先让那男孩子在宿舍门口等上半小时再说。一来呢，可杀其威风、吊其胃口；二来呢，可延长在寝室炫耀的时间；三来呢，那么准时干嘛？又不是赶火车！
006.假如我是女人.txt	53	LACTDB-026	亚里士多德说人是政治的动物，其实这话对他们男人说来更切实际。政治这东西要会杀会砍会登台演戏才行，要会打击敌人，也会出卖朋友。……这些皮厚心黑的事，对我们女人说来都是不合适的。在政治上面我们所能做的，除了打开后门收红包外，我们还希望替丈夫多多建立起和裙带有关的关系。至于我自己，我对政治的兴趣无论如何也赶不上对那条花裙子的兴趣，我不关心肯尼迪怎样应付老挝的局势，只关心他怎样应付太太的脾气，报纸第一版似乎是没有什么好看的，这时代不会再有希腊罗马那种英雄美人的战争了，现代的男人都是狗熊，他们不为美人儿打仗，却为非洲的几个小...
006.假如我是女人.txt	55		由于看杂志，渐渐使我对文艺感兴趣，男人没有女人就没有文学作品，女人身为业障，搞文学更是得天独厚，古代的女人都想做莎孚，近代女人都想做奥斯汀，现代的女人觉得做她们不时髦了，于是想到萨冈，因此美国有萨冈，日本有萨冈，咱们中国也有所谓萨冈（包括以萨冈自命的和被低级文人乱捧起来的）。但是据我看来，她们统统都是画虎不成妄自高攀的冒牌萨冈，真的萨冈在隔海向我招手，却向她们做鬼脸呢！
006.假如我是女人.txt	57		我个人虽然要做萨冈，可是我却绝不嫁给学文史的，学文史的男人一般说来，比那些学理工医农的傻男人们灵巧得多，他们会摇唇鼓舌、会花言巧语、会自杀表演、会讲殉情故事。他们是最好的情人，但却是最坏的丈夫。他们既没出息，又不可靠，一方面相轻，一方面把对方的东西偷来偷去，他们唯一的本领是写又长又超越的臭文章，说混话，做屁事。更下流的是跑到法院去厚着脸皮告人诽谤，同时暗中施用毒计，使别人失学失业。我们女人再不要脸、再阴险，也不会像他们这样。他们一开口便是假道学，骂别人“男盗女娼”，其实女人被迫做娼妓并不可耻，她们只是出卖“肉体”—...
006.假如我是女人.txt	61		〔后记〕郑清茂先生送了他翻译的日本女作家原田康子的《挽歌》和《轮唱》给我。我借用这两本小说的书名，套在这篇幻想的文章里，做pun来用。这篇文章初稿在1961年7月7日，后来两度修改，最后发表在《文星》六十八号（1963年6月1日台北出版）。发表后被女读者大骂，又被胡秋原引来到法院控告，说我诽谤了他。（1963年8月16日）
007.张飞的眼睛.txt	35		“这有什么不妥吗？就以钓鱼而论，河里这么多可爱的鱼，有些是符合我的标准的，我爱它们，它们一定想吃我的饵的，可是它们没有机会碰到它；有缘碰到了，或因不敢吃而终身遗憾；有的吃了结果被钓住；也许被钓住又逃掉了，那我也无所谓。”
007.张飞的眼睛.txt	71	LACTDB-028|LACTDB-029	“这真是一个难开的药方！我们鼓吹开放的社会，但是实在找不到开放的爱情与心灵，在我们这社会里，下焉者对爱情只相信强制执行；上焉者又充满了罗素所谓的‘拜伦式的不快乐’（Byronic unhappiness），病症是这么复杂，你教我如何想法子？我们骨头烧成灰也是中国人，也许老祖宗的例子可以给我们参考。我觉得在老祖宗中，尾生不配谈恋爱，因为太痴情；张生不配谈恋爱，因为太下贱；吴三桂不配谈恋爱，因为太混球；唐明皇不配谈恋爱，因为太胆小，马嵬坡军人一起哄，就吓得赶紧把杨贵妃杀了，落得袁子才骂他‘到底君王负旧盟，江山情重美人轻...
007.张飞的眼睛.txt	87	LACTDB-031|LACTDB-032|LACTDB-033|LACTDB-034	“对了，睁着眼睛的男人才配谈恋爱！能睁一小时眼睛就可谈一小时恋爱：能睁二十四小时眼睛就可谈二十四小时恋爱。同样的，不能睁开眼睛的人就不配谈恋爱，有人说‘爱情是盲目的’（Love is blind.），其实盲目的人是不配谈恋爱的，因为他们不会谈恋爱。盲目的人根本不懂爱情，他们只是迷信爱情，他们根本不了解爱情真正的本质；爱情不是‘永恒的’，可是盲目的人却拼命教它永恒；爱情不是‘专一的’，可是盲目的人却拼命教它专一。结果烦恼、烦恼、乌烟瘴气的烦恼！”他吐了一口唾沫，又接着说：“现在人们的大病在不肯睁开眼睛正视爱情的本质，...
008.中国小姐论.txt	15	LACTDB-036	不过，从另外一个观点来看中国小姐的选拔，倒不失为一件有趣的事情。盖选美者，匹夫匹妇之天性也。晋朝时候桓温娶了李势的妹妹做姨太太，他的元配夫人为之大妒，特操刀来找小姨子，非分尸“李阿姨”而后快。想不到老娘一见李阿姨，审美之心油然而生，不但泄了腾腾的杀气，反倒说：“我见汝犹怜，何况老奴！”这位元配夫人真是要得！在感情冲动磨刀霍霍之时，仍不忘美学原理，若生当今之世，足可敦聘为中国小姐评判员矣！
