score	file	line	text	context
3	《陈水扁的真面目》目录.txt	56	中国近代最杰出的批评家	西方传媒更奉为“中国近代最杰出的批评家”。
3	《陈水扁的真面目》前言（李庆元）.txt	5	该出手时就出手	“该出手时就出手”，我非常喜欢电视连续剧《水浒传》里的这句话。
5	《陈水扁的真面目》引言.txt	7	因材施教、以观猴戏，亦不无警世之资	如今，七年过去了，我同我优秀的朋友李庆元先生合写这本《陈水扁的真面目》，七年前的感觉又因书而生，我可以同样的说：“在思想家兼历史家的眼中，‘陈水扁’根本是不值得一写的小人物”，但为了“因材施教、以观猴戏，亦不无警世之资”，因此我还是愿意挪出一点时间来完成这本书，但愿这是最后一次。
4	《陈水扁的真面目》引言.txt	7	在思想家兼历史家的眼中，‘陈水扁’根本是不值得一写的小人物	如今，七年过去了，我同我优秀的朋友李庆元先生合写这本《陈水扁的真面目》，七年前的感觉又因书而生，我可以同样的说：“在思想家兼历史家的眼中，‘陈水扁’根本是不值得一写的小人物”，但为了“因材施教、以观猴戏，亦不无警世之资”，因此我还是愿意挪出一点时间来完成这本书，但愿这是最后一次。
4	《陈水扁的真面目》引言.txt	9	台湾人的悲哀	陈水扁是小人物，并非说其他的所谓总统候选人比他大，而是陈水扁是小人物中比较危险的、比较更烂的，他的朝三暮四、反复无常，会给台湾招来祸害，此之谓危险；他的小人得志、A钱枉法，皆非其他烂苹果所能比拟，此之谓更烂。“台湾人的悲哀”有二：第一，他们没有智慧和机会选出最好的。第二，他们必须在有限的选项里痛苦的选出个比较危险少的、比较不烂的，而这本书，正是痛处的南针、苦...
3	《陈水扁的真面目》引言.txt	11	唯上智与下愚最难移	古话说“唯上智与下愚最难移”，台湾的“下愚”太多了，我们不敢说能移多少，但是我们总是要把证据掏出、把真相呈现，告诉“下愚”们，你们硬是要投错票，那就自作自受，德国人投错票选希特勒，杀身之祸亡国之祸都惹来了呢，选个小希特勒，在大千世界上，不过是一粒微尘而已。
5	001.亿万富豪陈水扁（李庆元）.txt	5	阿扁没包袱，黑金才能除	“阿扁没包袱，黑金才能除”，在2000年的总统大选中，民进党的总统候选人陈水扁用这个标语，吸引许多民众的注意。不少民众甚至相信，各组总统候选人中，陈水扁的廉洁操守，是最经得起考验的。只要有人质疑阿扁的清廉，马上有人说这是在抹黑。
3	001.亿万富豪陈水扁（李庆元）.txt	13	家人	让我们来估算截至1999年陈水扁家人的财产。这里所谓“家人”，是指阿扁本人、夫人吴淑珍及独女陈幸妤、独子陈致中。
5	001.亿万富豪陈水扁（李庆元）.txt	87	阿扁没包袱，黑金才能除	但是，扣除这笔政治献金，阿扁在2000年2月的存款，也多达两千零四十一万余元，这跟阿扁卸任市长前一年申报的五百二十万余元相比，也是在短短两年间暴增了一千五百万元存款，这个数字，如加上这段时间股票的暴增，怎么算，阿扁的财产来源都有大问题。总之，陈水扁应全面摊开来向国人说清楚。否则他如何自圆其说“阿扁没包袱，黑金才能除”的口号？
3	002.他的房地产（李庆元）.txt	13	台北市民生东路四段九十七巷一弄八号一楼	其中一间是陈水扁现在的住家“台北市民生东路四段九十七巷一弄八号一楼”，陈水扁既不是买进，也不是卖出，而是在1997年的5月21日，由“吴淑珍”赠与“陈水扁”。
6	002.他的房地产（李庆元）.txt	19	因夫妻联合财产制更名	原来这间房子的产权属于“吴淑珍”，她在1997年间把房子“赠与”陈水扁，理由是“因夫妻联合财产制更名”。这个理由很难让人想通，不过这种夫妻的事，外人也很难理解。
3	002.他的房地产（李庆元）.txt	21	台北市杭州南路一段一百零五巷十一之一号	另一间房子原来也是属于“吴淑珍”，位于“台北市杭州南路一段一百零五巷十一之一号”。本来这里的土地属于国有财产局，后来在1984年4月间盖了五层楼公寓。配售给公务员，而吴淑珍在1989年12月间买的是第三手。
6	003.他的股票（李庆元）.txt	29	聪明人绝不搬砖砸脚	可能的情况之一，陈致中的南亚科技持股是市长夫人帮他买的。市长夫人近年来在股市翻腾，钱都从哪得来？若要从监察院的公职人员财产申报档案中找答案，那注定要失望。所谓“聪明人绝不搬砖砸脚”，既然敢申报，就不怕被查报，除非申报内容是连自己都搞不懂的未上市股票，才会不经意地露出马脚。
5	003.他的股票（李庆元）.txt	103	选举花大钱，有钱好办事	俗称“选举花大钱，有钱好办事”。过去接受财团资助，创办福尔摩沙基金会的陈水扁，不会不知道其中的道理和好处。1997年底至1998年股市资产股，如：新纺、士纸、欣欣、中柜、京华旗下股不断逆势走强，其实都与此有关，股市消息灵通人士、市场派大户、公司大股东等在土地未变更前，也老早就先从股市中大捞了一票，市场上亦无人不知，无人不晓。
3	003.他的股票（李庆元）.txt	119	有土斯有财	所谓“有土斯有财”。台湾股市大户多年来一直都偏好炒资产股，一般小散户追高杀低的习惯与兴趣特别浓烈，加上资产股炒作题材特多，因此在台湾股市的变化中，一直是保有相当重的分量，与指标性的特质。容易炒作，容易出脱获利，是股市大户的最爱，万一持股拼过了百分之五十，市场投机派更可以祭出购并手段，摇身一变成为公司派两面光亮的上市公司大老板，其中的乐趣和成就感，在在具有强烈...
