file	line	text	context
《求是新语》自序.txt	3	新语	以“新语”为书名，始于一千五百年前刘义庆的《世说新语》。我曾说：中国人写书，普遍毛病是犯头巾气，《世说新语》却是脱帽后的闲谈，每个故事落墨不多，或优美、或洒脱、或惊心、或动魄，都是很有味道的。正因为《世说新语》在文体上有这种特色，所以善写各种文体的我，也趁给《世界论坛报》写专栏的机会，写了《世论新语》一书，于1989年出版。
001.钟曜唐的国文程度.txt	9	自行失足落水而死	李世杰回忆，五十多年前，国民党军警在南京干请愿学生，事后发言说，许多学生乃“自行失足落水而死”，鲁迅有文奚落之。我想，钟曜唐自非五十年前军警的子孙，但其自行有此慧根、自行发为妙论，则属无独有偶也。感而记之，以告天下国文老师，请自行打自己三个嘴巴子。
010.“伽冠哥戴”.txt	9	随即招惹基督教为首的恶势力群起迫害	事实上，哥白尼在1530年就完成地动说了，但他不敢发表，直到死前，他才发表，书成之日，也就是他弥留之时。据威尔逊（Grove Wilson）《科学家奋斗史话》（Great Men of Science）所述，哥白尼在世时，并没因此书受到什么辱骂或称赞。老包所谓“随即招惹基督教为首的恶势力群起迫害”等话，全是胡说。哥白尼的书，因为当时审查书刊的特务们无知，并没被禁，但后来经伽利略一宣扬，反倒书被查禁、人被鞭尸。传说伽利略悔罪签字后，向当时的特务们补了一句：“但它（地球）还在动啊！”（E pur si muove.）老包显然弄不清哥白尼与伽利略，因而“伽冠哥戴”了。天啊，这样子的程度，还要做《自由时报》副刊主编呢！
010.“伽冠哥戴”.txt	9	但它（地球）还在动啊！	事实上，哥白尼在1530年就完成地动说了，但他不敢发表，直到死前，他才发表，书成之日，也就是他弥留之时。据威尔逊（Grove Wilson）《科学家奋斗史话》（Great Men of Science）所述，哥白尼在世时，并没因此书受到什么辱骂或称赞。老包所谓“随即招惹基督教为首的恶势力群起迫害”等话，全是胡说。哥白尼的书，因为当时审查书刊的特务们无知，并没被禁，但后来经伽利略一宣扬，反倒书被查禁、人被鞭尸。传说伽利略悔罪签字后，向当时的特务们补了一句：“但它（地球）还在动啊！”（E pur si muove.）老包显然弄不清哥白尼与伽利略，因而“伽冠哥戴”了。天啊，这样子的程度，还要做《自由时报》副刊主编呢！
010.“伽冠哥戴”.txt	9	伽冠哥戴	事实上，哥白尼在1530年就完成地动说了，但他不敢发表，直到死前，他才发表，书成之日，也就是他弥留之时。据威尔逊（Grove Wilson）《科学家奋斗史话》（Great Men of Science）所述，哥白尼在世时，并没因此书受到什么辱骂或称赞。老包所谓“随即招惹基督教为首的恶势力群起迫害”等话，全是胡说。哥白尼的书，因为当时审查书刊的特务们无知，并没被禁，但后来经伽利略一宣扬，反倒书被查禁、人被鞭尸。传说伽利略悔罪签字后，向当时的特务们补了一句：“但它（地球）还在动啊！”（E pur si muove.）老包显然弄不清哥白尼与伽利略，因而“伽冠哥戴”了。天啊，这样子的程度，还要做《自由时报》副刊主编呢！
011.两种花蝴蝶.txt	3	台大政治系教授张忠栋昨天透露，中央研究院与台大教授们，正在暗中进行联系，要为民进党台北县长候选人尤清‘做一些事情’。	11月11日报上说：“台大政治系教授张忠栋昨天透露，中央研究院与台大教授们，正在暗中进行联系，要为民进党台北县长候选人尤清‘做一些事情’。”因为张忠栋透露的地点是在尤清的募款餐会上，当然所谓“为尤清‘做一些事情’”，是不外助选那档子事。
011.两种花蝴蝶.txt	3	为尤清‘做一些事情’	11月11日报上说：“台大政治系教授张忠栋昨天透露，中央研究院与台大教授们，正在暗中进行联系，要为民进党台北县长候选人尤清‘做一些事情’。”因为张忠栋透露的地点是在尤清的募款餐会上，当然所谓“为尤清‘做一些事情’”，是不外助选那档子事。
014.李玉阶高明光大.txt	3	先烈	中国争取言论自由的“先烈”李玉阶老先生，最近为“天命”登广告，被我就事论事，有以批评。这就是李敖作风。——李敖骂他好朋友李子弋的老子算什么，真理所在，李敖连他自己老子都骂过呢！
014.李玉阶高明光大.txt	3	天命	中国争取言论自由的“先烈”李玉阶老先生，最近为“天命”登广告，被我就事论事，有以批评。这就是李敖作风。——李敖骂他好朋友李子弋的老子算什么，真理所在，李敖连他自己老子都骂过呢！
014.李玉阶高明光大.txt	5	如有违背誓言，愿受国法制裁，选民唾弃，并遭天谴	不过，看到11月13日吕秀莲发起、胡茵梦主持的所谓祈安竞选大会，纠合各路候选人发誓：“如有违背誓言，愿受国法制裁，选民唾弃，并遭天谴”的举动，我大吃一惊。原来这些男女的大脑如此荒谬、如此封建，连“天谴”都出笼了，这是什么世纪的大脑！
