id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LADB-001	yes		1	有识之士	《李敖刀笔集》小引.txt	3	3
LADB-002	yes		1	滥竽充数	001.告徐复观的状子.txt	33	33
LADB-003	yes		1	连篇累牍	001.告徐复观的状子.txt	33	33
LADB-004	yes		1	障眼法	001.告徐复观的状子.txt	33	33
LADB-005	yes		1	别创一格	001.告徐复观的状子.txt	57	57
LADB-006	yes		1	登龙有术	001.告徐复观的状子.txt	57	57
LADB-007	yes		1	恬不知耻	001.告徐复观的状子.txt	57	57
LADB-008	yes		1	恨入骨髓	001.告徐复观的状子.txt	65	65
LADB-009	yes		1	今古奇观	001.告徐复观的状子.txt	65	65
LADB-010	yes		1	拍案称奇	001.告徐复观的状子.txt	65	65
LADB-011	yes		1	牵着别人的鼻子走	001.告徐复观的状子.txt	65	65
LADB-012	yes		1	天花乱坠	001.告徐复观的状子.txt	65	65
LADB-013	yes		1	头头是道	001.告徐复观的状子.txt	65	65
LADB-014	yes		1	下笔如有神	001.告徐复观的状子.txt	65	65
LADB-015	yes		1	对簿公堂	001.告徐复观的状子.txt	67	67
LADB-016	yes		1	千奇百怪	001.告徐复观的状子.txt	67	67
LADB-017	yes		1	众矢之的	001.告徐复观的状子.txt	67	67
LADB-018	yes		1	旁征博引	001.告徐复观的状子.txt	69	69
LADB-019	yes		1	何足道哉	001.告徐复观的状子.txt	73	73
LADB-020	yes		1	皇天后土，是所共鉴。	001.告徐复观的状子.txt	75	75
LADB-021	yes		1	不足为训	001.告徐复观的状子.txt	87	87
LADB-022	yes		1	节外生枝	001.告徐复观的状子.txt	87	87
LADB-023	yes		1	是非曲直	001.告徐复观的状子.txt	87	87
LADB-024	yes		1	野狐禅	001.告徐复观的状子.txt	87	87
LADB-025	yes		1	不厌求详	001.告徐复观的状子.txt	111	111
LADB-026	yes		1	好事不出门，恶言传千里。	001.告徐复观的状子.txt	111	111
LADB-027	yes		1	无日无之	001.告徐复观的状子.txt	111	111
LADB-028	yes		1	盈篇满版	001.告徐复观的状子.txt	111	111
LADB-029	yes		1	我不欲人之加诸我也，吾亦欲无加诸人。	001.告徐复观的状子.txt	117	117
LADB-030	yes		1	摧枯拉朽	001.告徐复观的状子.txt	129	129
LADB-031	yes		1	咬文嚼字	001.告徐复观的状子.txt	129	129
LADB-032	yes		1	铁面无私	001.告徐复观的状子.txt	131	131
LADB-033	yes		1	挺起脊梁	001.告徐复观的状子.txt	131	131
LADB-034	yes		1	官官相护	001.告徐复观的状子.txt	145	145
LADB-035	yes		1	三思而后行	001.告徐复观的状子.txt	145	145
LADB-036	yes		1	生逢乱世	001.告徐复观的状子.txt	145	145
LADB-037	yes		1	是非自有公论	001.告徐复观的状子.txt	145	145
LADB-038	yes		1	逍遥法外	001.告徐复观的状子.txt	145	145
LADB-039	yes		1	狗嘴里掉不出象牙	002.告洪徐一状.txt	15	15
LADB-040	yes		1	小题大做	002.告洪徐一状.txt	15	15
LADB-041	yes		1	不为已甚	002.告洪徐一状.txt	45	45
LADB-042	yes		1	好汉做事好汉当	002.告洪徐一状.txt	45	45
LADB-043	yes		1	惺惺相惜	002.告洪徐一状.txt	45	45
LADB-044	yes		1	割裂文字	003.所谓“小疯狗”与法律.txt	31	31
LADB-045	yes		1	故出人罪	003.所谓“小疯狗”与法律.txt	31	31
LADB-046	yes		1	任意取舍	003.所谓“小疯狗”与法律.txt	31	31
LADB-047	yes		1	一字不提	003.所谓“小疯狗”与法律.txt	31	31
LADB-048	yes		1	含糊其辞	003.所谓“小疯狗”与法律.txt	69	69
LADB-049	yes		1	一塌糊涂	003.所谓“小疯狗”与法律.txt	69	69
LADB-050	yes		1	不知所云	003.所谓“小疯狗”与法律.txt	93	93
LADB-051	yes		1	莫名其妙	003.所谓“小疯狗”与法律.txt	93	93
LADB-052	yes		1	大白于天下	003.所谓“小疯狗”与法律.txt	97	97
LADB-053	yes		1	引经据典	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	23	23
LADB-054	yes		1	抽丝剥茧	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	25	25
LADB-055	yes		1	黄口小儿	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	25	25
LADB-056	yes		1	及锋而试	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	25	25
LADB-057	yes		1	人贵自知	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	25	25
LADB-058	yes		1	乳臭未干	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	25	25
LADB-059	yes		1	偷天换日	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	25	25
LADB-060	yes		1	先天不足	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	25	25
LADB-061	yes		1	欲盖弥彰	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	25	25
LADB-062	yes		1	断章取义	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	57	57
LADB-063	yes		1	轻描淡写	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	103	103
LADB-064	yes		1	出尔反尔	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	129	129
LADB-065	yes		1	挡箭牌	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	129	129
LADB-066	yes		1	变本加厉	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	189	189
LADB-067	yes		1	心血来潮	004.就一张台中地方法院的刑事裁定说说一个法官的法律知识.txt	189	189
LADB-068	yes		1	牵强附会	006.从四文件看台中地方法院.txt	51	51
LADB-069	yes		1	无法无天	006.从四文件看台中地方法院.txt	51	51
LADB-070	yes		1	忍气吞声	008.告徐余.txt	21	21
LADB-071	yes		1	息事宁人	008.告徐余.txt	21	21
LADB-072	yes		1	以身‘试’法	008.告徐余.txt	21	21
LADB-073	yes		1	追根究底	008.告徐余.txt	21	21
LADB-074	yes		1	得饶人处且饶人	008.告徐余.txt	29	29
LADB-075	yes		1	是非颠倒	008.告徐余.txt	29	29
LADB-076	yes		1	乡愿	008.告徐余.txt	29	29
LADB-077	yes		1	大庭广众	008.告徐余.txt	45	45
LADB-078	yes		1	怙恶不悛	008.告徐余.txt	53	53
LADB-079	yes		1	口口声声	009.胡茵梦的清高哪儿去了？.txt	31	31
LADB-080	yes		1	大义灭亲	009.胡茵梦的清高哪儿去了？.txt	35	35
LADB-081	yes		1	法律是六十分的道德	009.胡茵梦的清高哪儿去了？.txt	35	35
LADB-082	yes		1	租给张三，却告李四	010.租给张三，却告李四.txt	1	1
LADB-083	yes		1	含冤莫白	010.租给张三，却告李四.txt	5	5
LADB-084	yes		1	强词夺理	010.租给张三，却告李四.txt	5	5
LADB-085	yes		1	锲而不舍	010.租给张三，却告李四.txt	5	5
LADB-086	yes		1	水落石出	010.租给张三，却告李四.txt	5	5
LADB-087	yes		1	洋洋大观	010.租给张三，却告李四.txt	5	5
LADB-088	yes		1	只字不提	010.租给张三，却告李四.txt	81	81
