id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LAXAJH-001	李敖笑傲江湖	004.私生子.txt	13	13	始作俑者，其无后乎	古典名句	《孟子·梁惠王上》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-002	李敖笑傲江湖	006.李敖话三国（一）.txt	5	5	滚滚长江东逝水，浪花淘尽英雄。是非成败转头空。青山依旧在，几度夕阳红。白发渔樵江渚上，惯看秋月春风。一壶浊酒喜相逢，古今多少事，都付笑谈中。	词	杨慎《临江仙》/《三国演义》开篇词	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-003	李敖笑傲江湖	006.李敖话三国（一）.txt	7	7	少不看水浒，老不看三国	俗语	中国俗语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-004	李敖笑傲江湖	007.李敖话三国（二）.txt	15	15	立效以报曹公乃去	史传文句	《三国志·关羽传》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-005	李敖笑傲江湖	007.李敖话三国（二）.txt	17	17	彼各为其主，勿追也	史传文句	《三国志·关羽传》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-006	李敖笑傲江湖	007.李敖话三国（二）.txt	21	21	折戟沉沙，铁未消，自将磨洗认前朝。东风不与周郎便，铜雀春深锁二乔	诗	杜牧《赤壁》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-007	李敖笑傲江湖	008.简单的书.txt	15	15	乾，元，亨，利，贞	经文	《周易·乾卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-008	李敖笑傲江湖	008.简单的书.txt	15	15	初九，潜龙，勿用	经文	《周易·乾卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-009	李敖笑傲江湖	008.简单的书.txt	15	15	九二，见龙在田，利见大人	经文	《周易·乾卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-010	李敖笑傲江湖	008.简单的书.txt	15	15	九三，君子终日乾乾，夕惕，若厉，无咎	经文	《周易·乾卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-011	李敖笑傲江湖	008.简单的书.txt	15	15	九四，或跃在渊，无咎	经文	《周易·乾卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-012	李敖笑傲江湖	008.简单的书.txt	15	15	九五，飞龙在天，利见大人	经文	《周易·乾卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-013	李敖笑傲江湖	008.简单的书.txt	15	15	上九，亢龙有悔	经文	《周易·乾卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-014	李敖笑傲江湖	008.简单的书.txt	15	15	用九，见群龙无首，吉	经文	《周易·乾卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-015	李敖笑傲江湖	008.简单的书.txt	21	21	终日乾乾，终夕惕惕也	训诂文句	俞樾《古书疑义举例》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-016	李敖笑傲江湖	008.简单的书.txt	27	27	咸，亨，利，贞，取女吉	经文	《周易·咸卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-017	李敖笑傲江湖	008.简单的书.txt	27	27	初六，咸其拇	经文	《周易·咸卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-018	李敖笑傲江湖	008.简单的书.txt	27	27	咸其腓，凶，居吉	经文	《周易·咸卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-019	李敖笑傲江湖	008.简单的书.txt	27	27	九三，咸其股，执其随，往咎	经文	《周易·咸卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-020	李敖笑傲江湖	008.简单的书.txt	27	27	九四，贞吉，悔亡，憧憧往来，朋，从尔思	经文	《周易·咸卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-021	李敖笑傲江湖	008.简单的书.txt	27	27	九五，咸其脢，无悔	经文	《周易·咸卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-022	李敖笑傲江湖	008.简单的书.txt	27	27	上六，咸其辅，颊，舌	经文	《周易·咸卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-023	李敖笑傲江湖	009.以德报怨.txt	9	9	六四，乘马班如，求婚媾，往吉，无不利	经文	《周易·屯卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-024	李敖笑傲江湖	009.以德报怨.txt	15	15	白马翰如，匪寇婚媾	经文	《周易·屯卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-025	李敖笑傲江湖	009.以德报怨.txt	15	15	乘马班如，泣血涟如	经文	《周易·屯卦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-026	李敖笑傲江湖	009.以德报怨.txt	23	23	以直报怨，以德报德	古典名句	《论语·宪问》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-027	李敖笑傲江湖	012.死得好.txt	11	11	饿死事小，失节事大	理学成句	宋代理学节烈观念	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-028	李敖笑傲江湖	020.笑傲江湖一周年了！.txt	15	15	即使是荷马有时候也打盹	西方谚语	英文谚语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-029	李敖笑傲江湖	020.笑傲江湖一周年了！.txt	15	15	智者千虑，必有一失	成语	中国成语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-030	李敖笑傲江湖	060.恩仇可泯乎？.txt	7	7	度尽劫波兄弟在，相逢一笑泯恩仇	诗句	龚自珍诗句/鲁迅借用	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-031	李敖笑傲江湖	060.恩仇可泯乎？.txt	23	23	运交华盖欲何求	诗句	鲁迅《自嘲》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-032	李敖笑傲江湖	060.恩仇可泯乎？.txt	23	23	未敢翻身已碰头	诗句	鲁迅《自嘲》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-033	李敖笑傲江湖	060.恩仇可泯乎？.txt	23	23	旧帽遮颜过闹市	诗句	鲁迅《自嘲》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-034	李敖笑傲江湖	060.恩仇可泯乎？.txt	23	23	横眉冷对千夫指，俯首甘为儒子牛	诗句	鲁迅《自嘲》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-035	李敖笑傲江湖	060.恩仇可泯乎？.txt	23	23	躲进小楼成一统，管他冬夏与春秋	诗句	鲁迅《自嘲》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-036	李敖笑傲江湖	062.你不知道的司法黑暗（二）.txt	11	11	字字看来皆是血	诗句	曹雪芹题《红楼梦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-037	李敖笑傲江湖	062.你不知道的司法黑暗（二）.txt	11	11	十年辛苦不寻常	诗句	曹雪芹题《红楼梦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-038	李敖笑傲江湖	069.何其太雅.txt	15	15	堦不尽相思血泪抛红豆，开不完春柳春花满画楼，睡不稳纱窗风雨黄昏后，忘不了新愁与旧愁。	曲文	《红楼梦》红豆曲	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LAXAJH-039	李敖笑傲江湖	069.何其太雅.txt	15	15	女儿悲，青春已大守空闺	曲文	《红楼梦》酒令	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
