file	line	context
《千秋万岁编外集》目录.txt	26	024.胡适之先生哀词（毛子水）
《千秋万岁编外集》目录.txt	32	030.马寅初先生在重庆大学（叶沛婴）
《千秋万岁编外集》目录.txt	40	038.孔子可谈而不可谈（李长之）
001.美国又喜欢联合国了（汪子飏）.txt	9	美国对联合国又何以如此前倨后恭呢？话说联合国原是美国的产物，想借此维护第二次大战后的世界和平以及美国的利益。战后，美国国富兵强，国威甚壮，联合国实际上在美国控制之下，与美国对抗的苏联，只好用否决权来勉强制衡。但后来第三世界的国家日益增多，北京又代替了台北成为安理会永久会员，而美国又偏袒以色列，使美国日渐失控，时常逼得只好用否决权来对付多数，因为由爱转恨。而今...
001.美国又喜欢联合国了（汪子飏）.txt	17	现在世界舆论几乎一致谴责伊拉克，布什总统口口声声国际法、口口声声国际行为的规范，好像是义正词严，但是没有多久以前，美国悍然侵占格林纳达、巴拿马，合乎国际法吗？美国将外国的元首捉将回来受审，算是什么国际规范呢？更不要说在尼加拉瓜港口布水雷了。文明国不文明，又怎能教野蛮国文明呢？
003.戴季陶二三事（黄贻谋）.txt	49	戴季陶有一纸折扇，一面录一对联：“气象勿傲勿暴勿怠；颜色宜和宜静宜庄。”（此联我在渝南开中学曾见过）另一面绘一罗汉像，并附录一联：“大肚能容，容天下难容之事；开颜常笑，笑世间可笑之人。”
006.余井塘竞选国大代表的丑剧（徐恩庆）.txt	15	半路杀出个程咬金
006.余井塘竞选国大代表的丑剧（徐恩庆）.txt	17	我一连几天坐着副市长的汽车，分别到市里规模比较大的中小学，再三嘱咐校长们到选举的那天，带领已取得市教育会会员资格的教职员，前往白下路商会参加选举投票。并告知他们：所欠交的教育会会费，均由竞选事务所代交；投票后，在附近菜馆款待每人一碗面，小笼点心四只，以示慰劳。余井塘竞选事务所设在三中校长室，因为三中校长周行是马元放的嫡系，竞选事务所和投票地点都在白下路，相距...
007.徐恩曾是这样当上“国大”代表的（张文）.txt	11	迨一九四七年，徐恩曾虽发了财，但绝不甘心被摒于政治权力之外。他深知蒋介石的所谓永不录用的“永”，只不过暂时不用，并不是真正永不录用。这一点徐是有实际的例证和深刻体会的。我曾听徐恩曾说过：“钱大钧不是被蒋介石骂得狗血喷头，曾扩情不也受过‘永不录用’的处分吗？但是后来又都起用了。”此外还有在西安事变时任西安广播电台台长的王劲（又名王中权，江苏无锡人），播放过张、...
007.徐恩曾是这样当上“国大”代表的（张文）.txt	21	一九四七年八月的一天上午，我便率领内政部人口局第四处工作人员刘国刚、李道生、张丽芬、吴志浩等二十余人，乘坐中统局的大小包车，来到投票地点成贤街中央大学。这时徐已先到，经过一番接洽布置后，徐便将选举证若干张交给我，由我转交给我所率领的所有人员，冒充某某工程师鱼贯进入选举场——中央大学大礼堂的一角，换取选举票，填写后投入票匦。由于票多人少，如是同一个人在投了一票...
007.徐恩曾是这样当上“国大”代表的（张文）.txt	25	约一个月后，伪国民大会代表选举事务总所正式公布：徐恩曾当选为电机工程师学会选出的“国大”代表。翌年徐便以“国大”代表身分出席了所谓行宪“国大”。蒋介石当选为“总统”。
007.徐恩曾是这样当上“国大”代表的（张文）.txt	33	一九四五年冬，费侠与徐恩曾从重庆飞回上海，从未到过武汉，直到汉口选举“立委”的前几天，费侠始来到汉口。第二天由熊东皋安排在汉口市陈其美路新生联谊社（中统开设的歌舞厅）大摆筵席，招待中统鄂汉区、汉口市调统室以及其他有关人员，费侠在熊东皋伴随下，来到宴会厅。首先由熊介绍费侠与大家见面，并大大地为费吹嘘颂扬一番，接着费侠说了一些请大家帮忙的话。如是从当晚起，这些中...
008.闻喜选举“国大”代表的黑幕（张纯如）.txt	3	一九三三年国民党反动派颁布了所谓《五五宪法草案》，声称“还政于民”，实际上是要“以党治国，一党专政”。根据《宪法草案》规定，讨论和通过宪法，必须召开所谓国民大会，而要召开国民大会，自然首先要选举“代表”。经过再三筹划准备后，始于抗日战争前一年在各地进行选举。关于整个黑幕，我知道的不多，只就我亲自参加过的闻喜国民大会代表选举情况，回忆如下：
008.闻喜选举“国大”代表的黑幕（张纯如）.txt	7	我携带运动费二百元回到闻喜后，始向县长朱守正说明来意，吹嘘了一顿我和王怀明的关系，说王怀明是奉“阎主任”之命来竞选的，朱守正只得唯命是听。下一着就是向叶晴溪说项了，利用叶晴溪与我父的友谊关系，向其陈明利害所在，应当见机而做，留有余地，不要硬走极端。经过再三解释后，叶晴溪权衡利害，被迫表示让步，并反过来愿意为王帮忙，反敌为友。看来此事已有九分把握了。从此我便利...
008.闻喜选举“国大”代表的黑幕（张纯如）.txt	9	选举完毕，导演者得胜回朝。各县都是如此。王怀明取得国大代表的头衔，踌躇满志，自不必说。以后到一九四七年蒋介石发动反共反人民的内战后，不顾中国共产党与各民主党派的反对，在南京召开国民代表大会，王怀明得以代表资格，正式出席大会，参与了所谓制宪工作。
