score	file	line	text	context
5	《李敖自传与回忆续集》目录.txt	6	一朝眉羽成，钻破亦在我	004.“一朝眉羽成，钻破亦在我”
3	《李敖自传与回忆续集》目录.txt	7	微妙关系	005.我与胡适的“微妙关系”
3	《李敖自传与回忆续集》目录.txt	12	谁是涂咪咪？	010.“谁是涂咪咪？”
5	《李敖自传与回忆续集》目录.txt	17	太轻了，不算！	015.“太轻了，不算！”
8	001.《李敖自传与回忆续集》自序.txt	5	一朝眉羽成，钻破亦在我	第一篇《乱世母女泪》写我家在乱世中的聚合与乱离；接下来《我给我画帽子》写我初来台湾的穷困；《“一朝眉羽成，钻破亦在我”》、《我与胡适的“微妙关系”》、《为旧帐算新帐》分别写我与钱穆、胡适的因缘；《<恶法录及其他>新版前言》、《我怎样给王尚义擦屁股》、《关于“王尚义与李敖”》分别写我大学的同学和日后的演变；《“谁是涂咪咪？”》写我一个女朋友的心理；《软禁中的通...
8	001.《李敖自传与回忆续集》自序.txt	5	太轻了，不算！	第一篇《乱世母女泪》写我家在乱世中的聚合与乱离；接下来《我给我画帽子》写我初来台湾的穷困；《“一朝眉羽成，钻破亦在我”》、《我与胡适的“微妙关系”》、《为旧帐算新帐》分别写我与钱穆、胡适的因缘；《<恶法录及其他>新版前言》、《我怎样给王尚义擦屁股》、《关于“王尚义与李敖”》分别写我大学的同学和日后的演变；《“谁是涂咪咪？”》写我一个女朋友的心理；《软禁中的通...
6	001.《李敖自传与回忆续集》自序.txt	5	谁是涂咪咪？	第一篇《乱世母女泪》写我家在乱世中的聚合与乱离；接下来《我给我画帽子》写我初来台湾的穷困；《“一朝眉羽成，钻破亦在我”》、《我与胡适的“微妙关系”》、《为旧帐算新帐》分别写我与钱穆、胡适的因缘；《<恶法录及其他>新版前言》、《我怎样给王尚义擦屁股》、《关于“王尚义与李敖”》分别写我大学的同学和日后的演变；《“谁是涂咪咪？”》写我一个女朋友的心理；《软禁中的通...
4	001.《李敖自传与回忆续集》自序.txt	5	王尚义与李敖	第一篇《乱世母女泪》写我家在乱世中的聚合与乱离；接下来《我给我画帽子》写我初来台湾的穷困；《“一朝眉羽成，钻破亦在我”》、《我与胡适的“微妙关系”》、《为旧帐算新帐》分别写我与钱穆、胡适的因缘；《<恶法录及其他>新版前言》、《我怎样给王尚义擦屁股》、《关于“王尚义与李敖”》分别写我大学的同学和日后的演变；《“谁是涂咪咪？”》写我一个女朋友的心理；《软禁中的通...
3	001.《李敖自传与回忆续集》自序.txt	5	微妙关系	第一篇《乱世母女泪》写我家在乱世中的聚合与乱离；接下来《我给我画帽子》写我初来台湾的穷困；《“一朝眉羽成，钻破亦在我”》、《我与胡适的“微妙关系”》、《为旧帐算新帐》分别写我与钱穆、胡适的因缘；《<恶法录及其他>新版前言》、《我怎样给王尚义擦屁股》、《关于“王尚义与李敖”》分别写我大学的同学和日后的演变；《“谁是涂咪咪？”》写我一个女朋友的心理；《软禁中的通...
3	001.《李敖自传与回忆续集》自序.txt	5	妨害军机	第一篇《乱世母女泪》写我家在乱世中的聚合与乱离；接下来《我给我画帽子》写我初来台湾的穷困；《“一朝眉羽成，钻破亦在我”》、《我与胡适的“微妙关系”》、《为旧帐算新帐》分别写我与钱穆、胡适的因缘；《<恶法录及其他>新版前言》、《我怎样给王尚义擦屁股》、《关于“王尚义与李敖”》分别写我大学的同学和日后的演变；《“谁是涂咪咪？”》写我一个女朋友的心理；《软禁中的通...
