score	file	line	text	reasons	context
10	《虚拟的十七岁》目录.txt	59	支点	known-pattern,trigger-context	039.阿基米得式“支点”
8	《虚拟的十七岁》目录.txt	71	免于资讯的自由	known-pattern,chinese-compact,political-context	051.“免于资讯的自由”
8	001.楔子.txt	23	白日见鬼	known-pattern,chinese-compact	随着大门重新关起，学校恢复了表面的安静。表面下的浮动，一波一波在流传。高二真班的女生们已无心上课，大家“白日见鬼”，心里毛毛的。唯一的安慰是，这女鬼可“出奇的漂亮！”“她太漂亮了！”“人怎么可以长得那么美？”“看到她，我性向转变，不再喜欢男生了。”……大家开始恢复了笑容，也开始互相埋怨。“不逼她，让她一起上课，多么好！”“是呀，我们高二真班有了校花。”“这校花走到北一女门口，那些绿色丑八怪不敢放学了。”“为什么不敢？她们要抢着出来，转学中山了。”“她才是真正《窗外》的女主角。”“林青霞就是靠演《窗外》成名的。”“我们的女鬼比林青霞漂亮。”“我们要把女鬼迎回来。”“她怎么会有徐菁的制服？徐菁是她什么人？”“徐菁已是漂亮的女生，如果死了变得更漂亮，像这女鬼，天啊，我去死吧。”“我也要。”……
10	001.楔子.txt	23	不逼她，让她一起上课，多么好！	known-pattern,punctuated,chinese-compact	随着大门重新关起，学校恢复了表面的安静。表面下的浮动，一波一波在流传。高二真班的女生们已无心上课，大家“白日见鬼”，心里毛毛的。唯一的安慰是，这女鬼可“出奇的漂亮！”“她太漂亮了！”“人怎么可以长得那么美？”“看到她，我性向转变，不再喜欢男生了。”……大家开始恢复了笑容，也开始互相埋怨。“不逼她，让她一起上课，多么好！”“是呀，我们高二真班有了校花。”“这校花走到北一女门口，那些绿色丑八怪不敢放学了。”“为什么不敢？她们要抢着出来，转学中山了。”“她才是真正《窗外》的女主角。”“林青霞就是靠演《窗外》成名的。”“我们的女鬼比林青霞漂亮。”“我们要把女鬼迎回来。”“她怎么会有徐菁的制服？徐菁是她什么人？”“徐菁已是漂亮的女生，如果死了变得更漂亮，像这女鬼，天啊，我去死吧。”“我也要。”……
8	001.楔子.txt	23	出奇的漂亮！	known-pattern,chinese-compact	随着大门重新关起，学校恢复了表面的安静。表面下的浮动，一波一波在流传。高二真班的女生们已无心上课，大家“白日见鬼”，心里毛毛的。唯一的安慰是，这女鬼可“出奇的漂亮！”“她太漂亮了！”“人怎么可以长得那么美？”“看到她，我性向转变，不再喜欢男生了。”……大家开始恢复了笑容，也开始互相埋怨。“不逼她，让她一起上课，多么好！”“是呀，我们高二真班有了校花。”“这校花走到北一女门口，那些绿色丑八怪不敢放学了。”“为什么不敢？她们要抢着出来，转学中山了。”“她才是真正《窗外》的女主角。”“林青霞就是靠演《窗外》成名的。”“我们的女鬼比林青霞漂亮。”“我们要把女鬼迎回来。”“她怎么会有徐菁的制服？徐菁是她什么人？”“徐菁已是漂亮的女生，如果死了变得更漂亮，像这女鬼，天啊，我去死吧。”“我也要。”……
9	001.楔子.txt	23	看到她，我性向转变，不再喜欢男生了。	known-pattern,punctuated	随着大门重新关起，学校恢复了表面的安静。表面下的浮动，一波一波在流传。高二真班的女生们已无心上课，大家“白日见鬼”，心里毛毛的。唯一的安慰是，这女鬼可“出奇的漂亮！”“她太漂亮了！”“人怎么可以长得那么美？”“看到她，我性向转变，不再喜欢男生了。”……大家开始恢复了笑容，也开始互相埋怨。“不逼她，让她一起上课，多么好！”“是呀，我们高二真班有了校花。”“这校花走到北一女门口，那些绿色丑八怪不敢放学了。”“为什么不敢？她们要抢着出来，转学中山了。”“她才是真正《窗外》的女主角。”“林青霞就是靠演《窗外》成名的。”“我们的女鬼比林青霞漂亮。”“我们要把女鬼迎回来。”“她怎么会有徐菁的制服？徐菁是她什么人？”“徐菁已是漂亮的女生，如果死了变得更漂亮，像这女鬼，天啊，我去死吧。”“我也要。”……
7	001.楔子.txt	23	林青霞就是靠演《窗外》成名的。	known-pattern	随着大门重新关起，学校恢复了表面的安静。表面下的浮动，一波一波在流传。高二真班的女生们已无心上课，大家“白日见鬼”，心里毛毛的。唯一的安慰是，这女鬼可“出奇的漂亮！”“她太漂亮了！”“人怎么可以长得那么美？”“看到她，我性向转变，不再喜欢男生了。”……大家开始恢复了笑容，也开始互相埋怨。“不逼她，让她一起上课，多么好！”“是呀，我们高二真班有了校花。”“这校花走到北一女门口，那些绿色丑八怪不敢放学了。”“为什么不敢？她们要抢着出来，转学中山了。”“她才是真正《窗外》的女主角。”“林青霞就是靠演《窗外》成名的。”“我们的女鬼比林青霞漂亮。”“我们要把女鬼迎回来。”“她怎么会有徐菁的制服？徐菁是她什么人？”“徐菁已是漂亮的女生，如果死了变得更漂亮，像这女鬼，天啊，我去死吧。”“我也要。”……
8	001.楔子.txt	23	人怎么可以长得那么美？	known-pattern,chinese-compact	随着大门重新关起，学校恢复了表面的安静。表面下的浮动，一波一波在流传。高二真班的女生们已无心上课，大家“白日见鬼”，心里毛毛的。唯一的安慰是，这女鬼可“出奇的漂亮！”“她太漂亮了！”“人怎么可以长得那么美？”“看到她，我性向转变，不再喜欢男生了。”……大家开始恢复了笑容，也开始互相埋怨。“不逼她，让她一起上课，多么好！”“是呀，我们高二真班有了校花。”“这校花走到北一女门口，那些绿色丑八怪不敢放学了。”“为什么不敢？她们要抢着出来，转学中山了。”“她才是真正《窗外》的女主角。”“林青霞就是靠演《窗外》成名的。”“我们的女鬼比林青霞漂亮。”“我们要把女鬼迎回来。”“她怎么会有徐菁的制服？徐菁是她什么人？”“徐菁已是漂亮的女生，如果死了变得更漂亮，像这女鬼，天啊，我去死吧。”“我也要。”……
9	001.楔子.txt	23	是呀，我们高二真班有了校花。	known-pattern,punctuated	随着大门重新关起，学校恢复了表面的安静。表面下的浮动，一波一波在流传。高二真班的女生们已无心上课，大家“白日见鬼”，心里毛毛的。唯一的安慰是，这女鬼可“出奇的漂亮！”“她太漂亮了！”“人怎么可以长得那么美？”“看到她，我性向转变，不再喜欢男生了。”……大家开始恢复了笑容，也开始互相埋怨。“不逼她，让她一起上课，多么好！”“是呀，我们高二真班有了校花。”“这校花走到北一女门口，那些绿色丑八怪不敢放学了。”“为什么不敢？她们要抢着出来，转学中山了。”“她才是真正《窗外》的女主角。”“林青霞就是靠演《窗外》成名的。”“我们的女鬼比林青霞漂亮。”“我们要把女鬼迎回来。”“她怎么会有徐菁的制服？徐菁是她什么人？”“徐菁已是漂亮的女生，如果死了变得更漂亮，像这女鬼，天啊，我去死吧。”“我也要。”……
7	001.楔子.txt	23	她才是真正《窗外》的女主角。	known-pattern	随着大门重新关起，学校恢复了表面的安静。表面下的浮动，一波一波在流传。高二真班的女生们已无心上课，大家“白日见鬼”，心里毛毛的。唯一的安慰是，这女鬼可“出奇的漂亮！”“她太漂亮了！”“人怎么可以长得那么美？”“看到她，我性向转变，不再喜欢男生了。”……大家开始恢复了笑容，也开始互相埋怨。“不逼她，让她一起上课，多么好！”“是呀，我们高二真班有了校花。”“这校花走到北一女门口，那些绿色丑八怪不敢放学了。”“为什么不敢？她们要抢着出来，转学中山了。”“她才是真正《窗外》的女主角。”“林青霞就是靠演《窗外》成名的。”“我们的女鬼比林青霞漂亮。”“我们要把女鬼迎回来。”“她怎么会有徐菁的制服？徐菁是她什么人？”“徐菁已是漂亮的女生，如果死了变得更漂亮，像这女鬼，天啊，我去死吧。”“我也要。”……
