id	source_file	line_start	line_end	present	political_hits	quote_text
LAGMDCS-001	002.只许我中央，不许你中央.txt	9	9	yes		读书万卷不知律
LAGMDCS-002	004.牛刀不杀鸡，杀什么？.txt	7	7	yes		家里光棍
LAGMDCS-003	004.牛刀不杀鸡，杀什么？.txt	7	7	yes		在家如狮，出门如鼠
LAGMDCS-004	005.国民党的度量问题.txt	39	39	yes		太傅冲和未易师
LAGMDCS-005	005.国民党的度量问题.txt	67	67	yes		一蟹不如一蟹
LAGMDCS-006	005.国民党的度量问题.txt	71	71	yes		唾面自干
LAGMDCS-007	005.国民党的度量问题.txt	73	73	yes		有容乃大
LAGMDCS-008	006.压迫自由分子的一个例.txt	11	11	yes		一朝权在手，便把令来行
LAGMDCS-009	009.高华德·国民党·海盗.txt	75	75	yes		我辈从无阿世想，立言何必瞰时宜。
LAGMDCS-010	009.高华德·国民党·海盗.txt	117	117	yes		正其谊又谋其利
LAGMDCS-011	011.教国民党怎样收干儿子.txt	23	23	yes		不孝有三，无后为大
LAGMDCS-012	011.教国民党怎样收干儿子.txt	29	29	yes		神不歆非类，民不祀非族。
LAGMDCS-013	011.教国民党怎样收干儿子.txt	29	29	yes		阳若有继，而阴已绝矣！
LAGMDCS-014	011.教国民党怎样收干儿子.txt	35	35	yes		称无子而养人子者，自谓同族之亲，岂施于异姓？今世行之甚众，是谓逆人伦昭穆之序，违经典绍继之义也。
LAGMDCS-015	011.教国民党怎样收干儿子.txt	65	65	yes		以外置而合宜者，故今人谓假父曰义父，假子曰义子、义女。
LAGMDCS-016	011.教国民党怎样收干儿子.txt	65	65	yes		自外人而非正者曰义，义父、义儿、义兄、义弟、义服之类是也。
LAGMDCS-017	011.教国民党怎样收干儿子.txt	71	71	yes		切勿轻纳异姓，更恐将来改移，反成怨衅
LAGMDCS-018	011.教国民党怎样收干儿子.txt	85	85	yes		世道衰，人伦坏，而亲疏之理反其常
LAGMDCS-019	013.谁炸了《中央日报》？.txt	65	65	yes		所有的礼物我都收下了，但从你的口里，我不敢收任何东西。
LAGMDCS-020	013.谁炸了《中央日报》？.txt	97	97	yes		明足以察秋毫而不见舆薪
LAGMDCS-021	013.谁炸了《中央日报》？.txt	115	115	yes		种瓜得瓜，种豆得豆
LAGMDCS-022	015.国民党有狷者吗？.txt	13	13	yes		不得中行而与之，必也狂狷乎！狂者进取，狷者有所不为也。
LAGMDCS-023	015.国民党有狷者吗？.txt	13	13	yes		不能从俗
LAGMDCS-024	015.国民党有狷者吗？.txt	13	13	yes		Since I cannot get men pursuing the due medium, to whom I might communicate my instructions，I must find the ardent and the cautiously-decided. The ardent will advance and lay hold of truth；the cautiously-decided will keep themselves from what is wrong.
LAGMDCS-025	016.别让国民党占了便宜又卖乖.txt	11	11	yes		好将轻侠藏亡命
LAGMDCS-026	016.别让国民党占了便宜又卖乖.txt	11	11	yes		望门投止
LAGMDCS-027	017.国民党的“空诸所有”与“实诸所无”.txt	3	3	yes		但愿空诸所有，慎勿实诸所无。
LAGMDCS-028	024.国民党的报应.txt	7	7	yes		挂帆沧海，风波茫茫，或沦无底，或达仙乡。
LAGMDCS-029	024.国民党的报应.txt	9	9	yes		放下屠刀，便可立地成佛
LAGMDCS-030	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	79	79	yes		将冠者，采衣，紒（束发、结发也）。
LAGMDCS-031	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	79	79	yes		锦束发，皆朱锦也。紒即结发。
LAGMDCS-032	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	79	79	yes		束发而就大学。
LAGMDCS-033	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	305	305	yes		及时的一针可省九针
LAGMDCS-034	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	305	305	yes		唯信仰可以移山
LAGMDCS-035	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	305	305	yes		做错事是人之常情
LAGMDCS-036	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	307	307	yes		人同此心，心同此理
