id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LAXNDN-001	yes		1	圣人不空出，贤者不虚生	《洗你的脑，掐他脖子》自序.txt	3	3
LAXNDN-002	yes		1	知其不可而为之	《洗你的脑，掐他脖子》自序.txt	3	3
LAXNDN-003	yes		1	知我罪我	《洗你的脑，掐他脖子》自序.txt	3	3
LAXNDN-004	yes		1	志士仁人	《洗你的脑，掐他脖子》自序.txt	3	3
LAXNDN-005	yes		1	酒色财气不碍菩提路	001.洗你的脑，掐他脖子.txt	7	7
LAXNDN-006	yes		1	比比皆是	001.洗你的脑，掐他脖子.txt	19	19
LAXNDN-007	yes		1	变本加厉	001.洗你的脑，掐他脖子.txt	19	19
LAXNDN-008	yes		1	不择手段	001.洗你的脑，掐他脖子.txt	23	23
LAXNDN-009	yes		1	大慈大悲	001.洗你的脑，掐他脖子.txt	25	25
LAXNDN-010	yes		1	或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。	001.洗你的脑，掐他脖子.txt	25	25
LAXNDN-011	yes		1	断烂朝报	001.洗你的脑，掐他脖子.txt	129	129
LAXNDN-012	yes		1	费力不讨好	001.洗你的脑，掐他脖子.txt	129	129
LAXNDN-013	yes		1	自然最怕虚空	001.洗你的脑，掐他脖子.txt	137	137
LAXNDN-014	yes		1	惨不忍睹	001.洗你的脑，掐他脖子.txt	139	139
LAXNDN-015	yes		1	种瓜得瓜、种豆得豆	001.洗你的脑，掐他脖子.txt	139	139
LAXNDN-016	yes		1	失根忘本	001.洗你的脑，掐他脖子.txt	141	141
LAXNDN-017	yes		1	只字不提	001.洗你的脑，掐他脖子.txt	141	141
LAXNDN-018	yes		1	隔靴搔痒	001.洗你的脑，掐他脖子.txt	143	143
LAXNDN-019	yes		1	汗牛充栋	001.洗你的脑，掐他脖子.txt	143	143
LAXNDN-020	yes		1	蒙主宠召	001.洗你的脑，掐他脖子.txt	161	161
LAXNDN-021	yes		1	阴魂不散	001.洗你的脑，掐他脖子.txt	161	161
LAXNDN-022	yes		1	振聋发聩	001.洗你的脑，掐他脖子.txt	161	161
LAXNDN-023	yes		1	烦恼皆因强出头	001.洗你的脑，掐他脖子.txt	309	309
LAXNDN-024	yes		1	既不能令，又不受命	001.洗你的脑，掐他脖子.txt	309	309
LAXNDN-025	yes		1	大言炎炎	001.洗你的脑，掐他脖子.txt	343	343
LAXNDN-026	yes		1	红了樱桃，绿了芭蕉	003.快意恩仇的李敖传奇.txt	117	117
LAXNDN-027	yes		1	莫等闲白了少年头	003.快意恩仇的李敖传奇.txt	117	117
LAXNDN-028	yes		1	听讼，吾犹人也，必也使无讼乎	003.快意恩仇的李敖传奇.txt	137	137
LAXNDN-029	yes		1	忘恩负义	003.快意恩仇的李敖传奇.txt	137	137
LAXNDN-030	yes		1	以牙还牙，以眼还眼	003.快意恩仇的李敖传奇.txt	137	137
LAXNDN-031	yes		1	有仇报仇，有恩报恩	003.快意恩仇的李敖传奇.txt	137	137
LAXNDN-032	yes		1	我的一部分跟你死掉了	003.快意恩仇的李敖传奇.txt	149	149
LAXNDN-033	yes		1	请你不要挡住我的阳光。	003.快意恩仇的李敖传奇.txt	185	185
LAXNDN-034	yes		1	如果我不是皇帝，我希望我是狄亚杰尼斯。	003.快意恩仇的李敖传奇.txt	185	185
LAXNDN-035	yes		1	亡羊补牢	004.笑骂中见真章.txt	21	21
LAXNDN-036	yes		1	瘪十	005.民国定义和总统定义.txt	13	13
LAXNDN-037	yes		1	关门自大	005.民国定义和总统定义.txt	13	13
LAXNDN-038	yes		1	夜郎自大	005.民国定义和总统定义.txt	13	13
LAXNDN-039	yes		1	瓜田李下	006.国家利益与家庭利益.txt	21	21
LAXNDN-040	yes		1	百尺竿头	006.国家利益与家庭利益.txt	23	23
LAXNDN-041	yes		1	现身说法	007.台大人的失败.txt	21	21
LAXNDN-042	yes		1	口口声声	009.《台湾之子》一开始就是谎话.txt	5	5
LAXNDN-043	yes		1	西瓜靠大边	009.《台湾之子》一开始就是谎话.txt	5	5
LAXNDN-044	yes		1	卑躬屈膝	009.《台湾之子》一开始就是谎话.txt	13	13
LAXNDN-045	yes		1	牛头不对马嘴	009.《台湾之子》一开始就是谎话.txt	15	15
LAXNDN-046	yes		1	我不恨你对我说谎话，可是我恨你对我说粗糙的谎话	009.《台湾之子》一开始就是谎话.txt	15	15
LAXNDN-047	yes		1	光芒万丈	009.《台湾之子》一开始就是谎话.txt	23	23
LAXNDN-048	yes		1	你们的实验精神是好的，可是判断能力太坏了	009.《台湾之子》一开始就是谎话.txt	25	25
LAXNDN-049	yes		1	特立独行	010.诺贝尔文学奖候选人李敖简介.txt	3	3
LAXNDN-050	yes		1	泪尽胡尘里	010.诺贝尔文学奖候选人李敖简介.txt	7	7
