id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LAHS-001	yes		1	家常便饭	《李敖好讼集》小引.txt	3	3
LAHS-002	yes		1	不亦宜乎	《李敖好讼集》小引.txt	5	5
LAHS-003	yes		1	冲锋陷阵	001.打倒胡秋原谎话的二十个例子.txt	51	51
LAHS-004	yes		1	恍然大悟	001.打倒胡秋原谎话的二十个例子.txt	51	51
LAHS-005	yes		1	落花飞絮	001.打倒胡秋原谎话的二十个例子.txt	51	51
LAHS-006	yes		1	自高自大	001.打倒胡秋原谎话的二十个例子.txt	51	51
LAHS-007	yes		1	语无伦次	001.打倒胡秋原谎话的二十个例子.txt	53	53
LAHS-008	yes		1	横看成岭侧成峰，远近高低各不同	001.打倒胡秋原谎话的二十个例子.txt	59	59
LAHS-009	yes		1	不识庐山真面目，只缘身在此山中。	001.打倒胡秋原谎话的二十个例子.txt	61	61
LAHS-010	yes		1	真面目，握真镜一照便见。若入沉吟，呵气满镜矣！何由得露纤毫？	001.打倒胡秋原谎话的二十个例子.txt	65	65
LAHS-011	yes		1	大惊小怪	001.打倒胡秋原谎话的二十个例子.txt	109	109
LAHS-012	yes		1	莫名其妙	001.打倒胡秋原谎话的二十个例子.txt	113	113
LAHS-013	yes		1	别有用心	001.打倒胡秋原谎话的二十个例子.txt	133	133
LAHS-014	yes		1	毫不相干	001.打倒胡秋原谎话的二十个例子.txt	133	133
LAHS-015	yes		1	将无作有	001.打倒胡秋原谎话的二十个例子.txt	133	133
LAHS-016	yes		1	乱扯一通	001.打倒胡秋原谎话的二十个例子.txt	133	133
LAHS-017	yes		1	神智不清	001.打倒胡秋原谎话的二十个例子.txt	133	133
LAHS-018	yes		1	瞒天过海	001.打倒胡秋原谎话的二十个例子.txt	207	207
LAHS-019	yes		1	一笔抹杀	001.打倒胡秋原谎话的二十个例子.txt	229	229
LAHS-020	yes		1	鲁莽孤行	001.打倒胡秋原谎话的二十个例子.txt	237	237
LAHS-021	yes		1	心劳日绌	001.打倒胡秋原谎话的二十个例子.txt	237	237
LAHS-022	yes		1	白纸黑字	001.打倒胡秋原谎话的二十个例子.txt	271	271
LAHS-023	yes		1	信笔舞文弄墨	001.打倒胡秋原谎话的二十个例子.txt	271	271
