file	line	covered_ids	context
002.《李敖议坛哀思录》小引二.txt	3		汗牛也、充栋也、上网也、下载也，古今自传多矣，但最好的，出自两位老太太：一位是赵元任太太杨步伟，一位是胡适太太江冬秀。老太太式自传的最大好处，在她随意唠叨。惟其随意，故少弄假；惟其唠叨，故无遗珠。李敖者，行文固大手笔也，以大手笔效老妪书，发为自传，其可读性，自不待言。或有以随意唠叨苛评此书者，是不知大手笔者也。大手笔一改戏路，不大手笔而老妪比，此中必有真意在，虽未忘言，亦何必辩；不露真意，此中必有蹊跷在，直在其中，亦何必辩。故行云流水，成此奇书。能解老妪，方足以读自传，知我者，其唯老太太乎？
003.一网成擒，笑话伺候.txt	5		一、钟荣吉。是副院长，资历完整，他做过监察委员、国民党中央社会工作会主任、国民党台湾省党部主任委员、国民党副秘书长、行政院政务委员、亲民党秘书长。他的办公厅在我楼上。在得知我嫌楼下洗手间人多、老是偷偷上楼用他的洗手间的时候，特别贴了条子欢迎我，其细腻有如此者。有一次我在议场公然用拐杖敲桌大骂“你和你的王金平”的时候，他脾气真好，响应说：“李委员息怒。”台湾蔬菜短缺时，他特别拿了600元的家乡蔬菜送我，为人老到至此。
003.一网成擒，笑话伺候.txt	7		二、吴成典。金门人，曾任新党副秘书长。我早在代表新党选所谓总统时就认识他，非常好的一个人。他一直鼓动我“小三通”去厦门。他听说厦门大学给出两个终身级的名誉教授，一个给我，一个给李远哲，更鼓动我“小三通”。他知道我不喜欢坐飞机，乃说包在他身上，一路坐船到厦门，且愿全程陪同。我说：“上次去北京，陈文茜问我怎么克服怕坐飞机的，我说一上飞机就东张西望，找个漂亮的空中小姐锁定。一有三长两短，就抱住她，与美女同归于尽。陈文茜问，那时候乱哄哄的，还来得及抱吗？我说，抱还来得及，脱衣服是来不及了。”吴成典听了大笑，说：“还是坐船好...
003.一网成擒，笑话伺候.txt	9		三、吴育升。曾任台北市政府发言人、台北市新闻处处长，是小马哥的大将，为人谦和，对李大师尤其谦和。口才好，第一高票当选立委时，感动得哭起来了。他嘴巴很甜。我对他说：“李庆元评估我到文山区选立委，赖士葆可拿14万票，李敖可拿1万票。”吴育升听了直摇头，然后很神秘地告诉我：“你李大师可拿2万票。”他真甜。
003.一网成擒，笑话伺候.txt	11		四、江丙坤。曾任经济部部长、经建会主任委员、财团法人政策研究基金会副董事长兼执行长、立法院副院长、国民党副主席。不分区立委中，顾崇廉死后，他年纪最大；区域立委中，我年纪最大。他是立法院中唯一年纪大于我的。我跟他说：“跟我们同年龄、1935年出生的，有一个老妖怪，叫蔡同荣，还割双眼皮呢，你要不要割？”他逊谢而去，此公属老贼级，极能干，国民党之循吏也。
003.一网成擒，笑话伺候.txt	19	LAYTAS-001	八、林益世。陈文茜跟我说，她“做立委时，坐在最后一排，常常收到林益世送吃的东西”。如今我也坐在最后一排，林益世没送吃的来，反倒吃了我，他送了喜帖。我乃秀才人情纸半张，题诗如下：
004.以玩笑出之.txt	3	LAYTAS-002	我在立法院一直有双主轴：一个是“反对”，一个是“嘲弄”。先说反对。我是天生反对派，一有反对，我就两眼发亮。美国参议院有个笑话：表决前，一位参议员睡着了，把他推醒时，他第一反应就先说：“我反对！”其实这正是正义议员该有的基本态度。再说“嘲弄”。中国古代有“朝隐”之说，典型的是柳下惠，《法言》书中所谓“或问柳下惠非‘朝隐’者欤”，就是指此。“朝隐”是贤者身在庙堂，可是恬然不争，有如隐士。柳下惠不耻小官，他大得不介意把自己弄小了。在我看来，柳下惠虽然清高，但太消极了。我呢，我不止于“朝隐”，且是“朝（嘲）弄”，在举手投足...
004.以玩笑出之.txt	5	LAYTAS-003|LAYTAS-004|LAYTAS-005	我在这小岛上，用股票术语，陷入一种盘，一种“落单”的盘，我“干青云而直上”，高得没有跟得上的良师畏友了，也没有什么同志、什么门徒，陷入严重的“落单”。落了单，标准的反应是行吟泽畔、是怀才不遇、是横眉冷对、是独喝闷酒与胃溃疡。可是我却全没这些。相反的，我一片欢喜，一点也不负面或消极。我的最大本领是自得其乐，并且常常乐不可支。草山（阳明山）上有一幢老旧大厦，五楼边间有我的书房，我常常“落单”其中，几天几夜足不出户，庄子所谓“独与天地精神往来”，正此之谓，但比庄子那时代的，更知天高地厚。我的书房不大，二三十坪，但高3.6...
005.为何起了怪书名？.txt	11		40年前，青年党的元老左舜生跟我说：“政治者，俗人之事，君子不得已而为之，小人夤缘以为利。”说这话的人不失为君子，他在流亡香港后，宁肯开个小杂货店维生，不肯住在台湾做蒋介石尾巴，虽然他的党已沦为尾巴。看到左舜生，你会好笑，原来君子玩政治就是那副模样。
005.为何起了怪书名？.txt	13		我一生是君子，一生也没政治，只是69岁之年，床前明月，自我颠倒，当上了所谓中华民国的所谓国会议员——立法委员，看来颇为政治，其实不是，因为我只是玩玩，夤缘以为义而已。
005.为何起了怪书名？.txt	15		在大节骨眼上，我定位得清清楚楚，并且声明在先：我把所谓中华民国，定位成亡国；把这个政府，定位成伪政府。我不是所谓国会议员，而是“议员”。一如我在2000年参选所谓中华民国总统，我实时宣告，所选乃是“中国台湾地区领导人”而已。
005.为何起了怪书名？.txt	17	LAYTAS-056	乍看起来，似乎不太搭调，其实这是“以子之矛，攻子之盾”的玩法。我博闻强记，遍读群书及群狗屎之书，我在蒋介石的全集里，找到了一段他的秘密谈话，他说“中华民国”已经亡国了。原来所谓中华民国总统，在1950年3月13日就秘密承认亡国了，可见亡国之说，发现者别有其人，此人非他，蒋介石也。
006.我把自己变小了！.txt	13		在参选海报里，我印上一张牛顿（Isaac Newton）的像，而附之以妙文曰：
006.我把自己变小了！.txt	53	LAYTAS-057	没错，是一言堂，是李敖的一言堂，是高瞻远瞩的一言堂，是特立独行的一言堂，是拍案惊奇的一言堂，是杀得鸡飞狗跳的一言堂，是苏东坡赞美“匹夫而为百世师，一言而为天下法”的一言堂，是令你喊爽爽爽爽爽爽爽的一言堂。
006.我把自己变小了！.txt	59		上面这篇妙文，就是所谓竞选了。言近旨远，正此之谓也。
006.我把自己变小了！.txt	77		因为所谓中华民国大前提根本不存在，其他幽灵“国号”也根本不存在，所以“立委”头衔对我只是儿戏，只是道具，只是布道平台，只是作法方便。但在形式上，却也衍生出对照之趣。
006.我把自己变小了！.txt	79		1949年蒋政权兵败山倒，逃到台湾，为维系所谓道统政统法统学统或什么什么统，从故宫的65万件古物以下，能搬的什么都朝台湾搬，其中人马自然在内。蒋介石想搬知识分子，但信誉破产，知识分子不跟他了。以1948年“中央研究院”选出的第一届81位院士为例，跟着伪政府到台湾的，只9个人：朱家骅、凌鸿勋、李先闻、吴敬恒、傅斯年、李济、董作宾、王世杰、王宠惠，占院士总数的11.9%；去美国的12人：李方桂、赵元任、胡适、李书华、萧公权等，占院士总数的15%；留在大陆迎接解放的达60人：冯友兰、郭沫若、陈寅恪、李四光、姜立夫、华罗庚...
