id	source_file	line_start	line_end	present	political_hits	quote_text
LAJJS4-001	《蒋介石研究四集》自序.txt	5	5	yes		不为尧存，不为桀亡
LAJJS4-002	001.蒋介石比祖宗.txt	9	9	yes		吾家获免刀锯者，‘何’一字也，岂非天启后耶？
LAJJS4-003	001.蒋介石比祖宗.txt	9	9	yes		姓氏必人，岂从水耶？
LAJJS4-004	002.蒋介石是“郑三发子”吗？.txt	13	13	yes		人向高处爬，水往低处流
LAJJS4-005	002.蒋介石是“郑三发子”吗？.txt	47	47	yes		过河就抽板，气走姜二拐。
LAJJS4-006	002.蒋介石是“郑三发子”吗？.txt	75	75	yes		鹅吃砻糠鸭吃谷，各人自有各人福。
LAJJS4-007	002.蒋介石是“郑三发子”吗？.txt	107	107	yes		贫穷夫妻百事哀，大难来时各自飞
LAJJS4-008	002.蒋介石是“郑三发子”吗？.txt	113	113	yes		爷十三、娘十四
LAJJS4-009	002.蒋介石是“郑三发子”吗？.txt	137	137	yes		强龙不斗地头蛇
LAJJS4-010	002.蒋介石是“郑三发子”吗？.txt	169	169	yes		在家千日好，出外一时难
LAJJS4-011	002.蒋介石是“郑三发子”吗？.txt	171	171	yes		鸡鸣早看天，未晚先投宿
LAJJS4-012	002.蒋介石是“郑三发子”吗？.txt	171	171	yes		远在天边，近在眼前，名为兄弟，视若不见。
LAJJS4-013	006.蒋介石是共产党？.txt	13	13	yes		亲亲而仁民，仁民而爱物。
LAJJS4-014	006.蒋介石是共产党？.txt	25	25	yes		物有本末，事有终始。
LAJJS4-015	006.蒋介石是共产党？.txt	33	33	yes		鸟之将死，其鸣也哀。人之将死，其言也善。
LAJJS4-016	006.蒋介石是共产党？.txt	41	41	yes		诚者物之终始，不诚无物。
LAJJS4-017	011.蒋介石与康泽.txt	83	83	yes		死或重于泰山、或轻于鸿毛
LAJJS4-018	012.蒋介石与陈布雷之一.txt	61	61	yes		中朝大官老于事，讵肯感激徒媕娿
LAJJS4-019	012.蒋介石与陈布雷之一.txt	145	145	yes		百身莫赎
LAJJS4-020	012.蒋介石与陈布雷之一.txt	149	149	yes		鞠躬尽瘁，死而后已
LAJJS4-021	013.蒋介石与陈布雷之二.txt	63	63	yes		成都有桑八百株，薄田五十顷
LAJJS4-022	014.蒋介石与陈布雷之三.txt	19	19	yes		古之列谏者，死则已矣！未有如史鱼死而尸谏、忠感其君者也！可不谓直乎？
LAJJS4-023	014.蒋介石与陈布雷之三.txt	19	19	yes		立召蘧伯玉而贵之，召迷子瑕而退之，徙丧于堂，成礼而后去
LAJJS4-024	014.蒋介石与陈布雷之三.txt	19	19	yes		卫国以治，史鳅之力也！夫生进贤而退不肖；死且未止，又以尸谏，可谓忠不衰矣！
LAJJS4-025	015.蒋介石自承亡国.txt	25	25	yes		名不正，则言不顺，言不顺则事不成。
