file	line	text
001.蒋介石在现场救孙中山？.txt	5	国民党同路人沈云龙，所谓青年党历史家也，在《传记文学》第三十二卷第二期上，写了一篇《陈炯明叛变与联俄容共的由来》，记1922年6月15日，孙中山在“陈炯明叛变”之际，
001.蒋介石在现场救孙中山？.txt	9	这段话中，所谓孙中山“乃于8月9日偕自沪奔粤与共患难之蒋中正离舰”云云，是有很大语病的。因为字里行间，显然给人一种印象，就是孙中山出奔期间，“与共患难”的，蒋介石是唯一一人，相对的，别的同志则不与焉、别的同志都成了见死不救的懦夫了。事实真是如此吗？
001.蒋介石在现场救孙中山？.txt	13	事实既非如此，所谓青年党历史家为什么要曲笔呢？一言以蔽之，谄事国民党耳！
001.蒋介石在现场救孙中山？.txt	17	以“陈炯明叛变”事件为例，就可看出国民党的这种宣传手法了。我举前“新闻局长”董显光的《蒋总统传》为例。《蒋总统传》第三章“由第一次革命至第三次革命”中说：
001.蒋介石在现场救孙中山？.txt	31	《蒋总统传》中说“国父和他的亲信随从者在该炮舰上忍受了五十六日等于禁闭的痛苦”，所谓五十六日，事实上蒋介石是除外的。因为陈炯明“围攻总统府”是6月16日，孙中山是15日深夜3点逃走的，最后转登永丰舰。在永丰舰上和他共患难的，据黄惠龙《中山先生亲征录》，有胡毅生、林直勉、林树巍、陈策、熊秉坤、马伯麟、谢心准、杨虎、杨熙绩、周仲良、陈群、陈煊、马湘、黄惠龙。并且，“至19日，派人秘密招集前守粤秀楼之卫士二十余人至舰，同任守卫。总理则命马湘往香港筹集军饷，余因令湘亲至海员联义社（此为革命海员团体之有最长历史者），召集联义同志，潜来永丰。不数日，联义同志之报到者，有数十人，患难中有此两种老同志共任保卫，殊觉可喜。”照黄惠龙回忆，有名可稽者至少有十四人、无名可稽者至少有“守粤秀楼之卫士”二十余人和“海员联义社”同志数十人，再加上永丰舰上舰长欧阳格及原有的官兵，共患难的人数已极可观。另照陈肇英《八十自述》所说，他当时也登上永丰舰去“晋谒”；另照宋渊源《闽省参加革命经历纪要》所说，他当时也登上永丰舰去“谒见”。……足见在蒋介石“间关赴难”“生死与共”之前，早有大量人马去卫护孙中山了。当然，其中还包括了一位伟大的女性——宋庆龄。《宋庆龄自传及其言论》中透露她“终于在舰上见到中山先生，真如死别重逢”。那时候的蒋介石，人还在浙江家里呢！
001.蒋介石在现场救孙中山？.txt	33	蒋介石是在接到孙中山电报后，才启程的。他6月25日离开上海，29日到了永丰舰。此后四十二天，他如孙中山在《〈孙大总统广州蒙难记〉序》中所说：“日侍余侧，而筹策多中，乐与余及海军将士共死生。”但是，这位共死生四十二天的固然可歌可记，那些共死生五十六天的，也不该抹杀吧？
001.蒋介石在现场救孙中山？.txt	35	孙中山在8月9日离永丰舰，照国民党同路人沈云龙所说，“乃于8月9日偕自沪奔粤与共患难之蒋中正离舰”，好像没有别人似的，这叫什么话！事实上，当时离舰的不止孙中山蒋介石二人。据黄惠龙《中山先生亲征录》，明说孙中山离舰时，“一齐离去”的还有蒋介石、陈策、陈煊、陈群和黄惠龙自己。沈云龙明知故隐，真是曲笔极矣！
001.蒋介石在现场救孙中山？.txt	37	今年10月31日蒋介石九九冥诞，国民党大事庆祝，军方的出版中心——黎明文化事业公司——特别出版了五百多页的《蒋介石传》，大力宣传这本书多好多好。今天午饭后，我散步到黎明公司，把它买到，一翻之下，不禁怒从中来，因为它捏造历史，乱拍蒋介石马屁，内容荒腔走板，已经比沈云龙还可恶。我举书中“陈炯明叛变”一节，先加揭发，以概其余。
001.蒋介石在现场救孙中山？.txt	45	这书竟说“陈炯明叛变”时蒋介石在现场救孙中山，真是胡说八道！这简直是更荒唐的捏造历史了！
001.蒋介石在现场救孙中山？.txt	47	《蒋介石传》这本荒唐的书，印的是“德籍远东问题专栏作家施德曼与费德林史坦夫妇”合著，由“国立编译馆主编”、“辛达谟博士译”，书中这样一段，可说平均每两行就有一个错，真是驳不屑驳了。书中最后说“二人登上一艘英国军舰前往香港”，倒真可跟沈云龙的马屁史相伯仲。——国民党的历史呀，真要命！
002.为《蒋总统秘录》歪曲历史指谬.txt	1	为《蒋总统秘录》歪曲历史指谬
002.为《蒋总统秘录》歪曲历史指谬.txt	11	十九路军是陈铭枢、蒋光鼐等人的部队，它是以保定军官学校毕业生为领导人的广东部队，在蒋介石眼中，既不黄埔，也不浙江，自属杂牌无疑。1932年一二八事变时，这部队不肯配合蒋介石的不抵抗政策，挺身抗日，立下了大功劳。于是，既抹杀又丑化的套子，自然就从天而降。在抹杀方面，在现在的中学教科书里，已经不见了他们的名字，而一二八事变挺身抗日的功劳，却由八竿子也打不着的人出面顶替。例如蒋介石把兄弟陈肇英，到台湾后写《八十自述》，1932年条下，却有这样的妙文：
002.为《蒋总统秘录》歪曲历史指谬.txt	19	在抹杀法以外，丑化法也是最拿手的。试看近年来国民党大力吹捧的《蒋总统秘录》，便可领教。《蒋总统秘录》第十章“九一八事变”里，写一二八事变后的战局，有这样的妙文：
002.为《蒋总统秘录》歪曲历史指谬.txt	29	又说：
002.为《蒋总统秘录》歪曲历史指谬.txt	39	《蒋总统秘录》这些话，有两个丑化重点：第一，它说十九路军总指挥蒋光鼐和十九路军军长蔡廷锴未重视蒋介石的指示，“一时怠忽”了浏河的戒备，以致日本军队乘虚登陆，吃了败仗。第二，它说“第十九路军的撤退命令，并未能及时递达到第五军”，以致第五军被放鸽子，“在孤立状态之下继续作战，牺牲甚大。”这两个重点，前者丑化十九路军不会打仗；后者丑化十九路军不够朋友。用字遣词，一看即明。
002.为《蒋总统秘录》歪曲历史指谬.txt	43	十九路军在一二八事变光荣作战后，被蒋介石又妒又恨的调防到福建去，不久发生“闽变”，被蒋介石解散。这个部队的重要干部，后来也多跟共产党走了、进了北京八宝山公墓了。在台湾虽然尚有跟十九路军有渊源的人，但这种人只是国民党的文化走狗而已，哪里敢替十九路军讲话？在蒋家之桀的统治下，要他尧犬吠桀，是绝对不可能的事。我看不过去，决定由我站出来，为《蒋总统秘录》的歪曲历史，做番指谬的工作。
002.为《蒋总统秘录》歪曲历史指谬.txt	45	《蒋总统秘录》的第一个丑化重点，说蒋光鼐、蔡廷锴未重视蒋介石指示而失掉浏河的事，根本就是胡说八道。蒋光鼐陆军小学、南京陆军中学、保定军官学校出身，学成后，入粤军第一师，曾任大本营卫士营连长，后升营长、团长、国民革命第四军第十师副师长（师长陈铭枢）、第十一军副军长（军长陈铭枢）兼第十师师长、任中央讨逆军第八路军（总指挥陈济棠）前敌总指挥。他在军事上的学历与资历，比冒充日本士官学校毕业的蒋介石完整得多，防守上海，安有不知浏河重要之理，何劳蒋介石指示②？何况当时有中国第一军事家、前保定军官学校校长蒋百里在上海协助③，又何劳蹩脚的黄埔军官学校校长来遥控？事实上，蒋光鼐、蔡廷锴早就注意及此，这由1932年2月22日，蒋光鼐、蔡廷锴的老上司陈铭枢致蒋介石的养辰电里，根本就看得清清楚楚。养辰电中说：
002.为《蒋总统秘录》歪曲历史指谬.txt	51	三天以后（2月25日），蒋介石有径戌和有酉两电，后者有“对于浏河方面，尤应准备三团兵力为要”的话，但是援军却不见影儿。于是2月26日，十九路军打电报过去，最后说：“兵力配布，当遵所示要旨办理，但敌军不绝增援，我军死伤日众，空谈配备，至可虑耳！”——这电文里，已隐然在说，你蒋介石两次来电，只是“空谈配备”而已，不派兵来，空谈只是令人焦虑耳，又有个屁用哉？
002.为《蒋总统秘录》歪曲历史指谬.txt	53	写到这里，想起一个笑话。笑话中说苏联的赫鲁晓夫和中国的毛泽东还没翻脸时，毛泽东打电报请苏联老大哥援助：“快送粮食来！”赫鲁晓夫复电说：“没有粮食，请扎紧裤带可也！”不久毛泽东又来电了，打开一看，竟是：“快送裤带来！”——在别人一穷二白什么都缺的时候，蒋介石居然不派援军，空口说“对于浏河方面，尤应准备三团兵力为要。”试问“三团兵力”又从何而来？
002.为《蒋总统秘录》歪曲历史指谬.txt	57	《张治中回忆录》中的证据
002.为《蒋总统秘录》歪曲历史指谬.txt	59	何况，按照防区分配，浏河根本是蒋介石亲兵第五军的防区，据第五军军长张治中《张治中回忆录》第二章第九节“首次抗日——一二八淞沪之役”所述：
002.为《蒋总统秘录》歪曲历史指谬.txt	63	可见浏河属于第五军的防区，并由军校教导总队唐光霁负责防守，固然形式上据2月15日军政部命令：“第五军着归蒋总指挥光鼐指挥”，但事实上，第五军是蒋介石的嫡系部队，蒋光鼐指挥起来，又谈何容易！何况蒋介石自己遥控、直接指挥部队的毛病，根本没改，大量证据在《淞沪抗日战役第五军战斗要报》中，比比皆是，又何能把账记在蒋光鼐、蔡廷锴的头上！（记在蔡廷锴的头上，更属荒谬，当时蔡廷锴是十九军军长，地位与第五军军长张治中平等，他何能为张治中失浏河负责？）
002.为《蒋总统秘录》歪曲历史指谬.txt	67	在《淞沪抗日战役第五军战斗要报》中，我们还可得到进一步的证据：
002.为《蒋总统秘录》歪曲历史指谬.txt	103	再看《张治中回忆录》：
002.为《蒋总统秘录》歪曲历史指谬.txt	107	这段话清清楚楚看出来，达不到蒋介石的“指示”，无法在浏河配备“三团兵力”的，根本不是蒋光鼐、蔡廷锴，而是张治中；根本不是杂牌部队十九路军，而是蒋介石自己的第五军！真相既然如此，《蒋总统秘录》反倒怪“蒋光鼐和第十九路军军长蔡廷锴并未加以重视”蒋介石的“指示”，这不是血口喷人吗？再看《张治中回忆录》：
002.为《蒋总统秘录》歪曲历史指谬.txt	117	张治中这一回忆，印证当时第五军第八十八师师长俞济时的回忆，也若合符节。俞济时在《“一二八”淞沪抗日战役经纬回忆》第三章第四节“我军撤退行动暨调整部署”中说：
002.为《蒋总统秘录》歪曲历史指谬.txt	123	从第五军军长和八十八师师长的回忆中，我们都可看到在浏河却敌吃了败仗（其实是未战而逃）的，不是别人，就是当时八十七师五二一团团长、今天的陆军二级上将刘安祺！——可见《蒋总统秘录》所说“轻易让日军在浏河登陆”、“未能堵住敌人”的责任，固赖不到十九路军头上也！
002.为《蒋总统秘录》歪曲历史指谬.txt	129	至于《蒋总统秘录》的第二个丑化重点，说“第十九路军的撤退命令，并未能及时递达到第五军。”以至第五军被放了鸽子，“在孤立状态之下继续作战，牺牲甚大”云云，根本也是胡说八道。据《淞沪抗日战役第五军战斗要报》，明明在3月1日
002.为《蒋总统秘录》歪曲历史指谬.txt	193	从以上记录中，我们清清楚楚看到，3月1日“午后9时”，第五军就“奉”到“蒋总指挥电话命令”，说要“本晚转移阵地”，就是通知要撤退。所以，半个小时后（9点30分），第五军就发出“左翼军命令”，通知撤退，但规定“各部队应于本日午后11时开始撤退，不得擅自提早”。所以到了时间，遂有“本（1）日午后11时各部队遵照命令开始分途撤退”的结果。事实明明如此，《蒋总统秘录》却说：“第十九路军的撤退命令，并未能及时递达到第五军。”“于是，第五军乃在孤立状态之下继续作战，牺牲甚大。及至翌日（2日）下午2时，才得知十九路军业已撤退，乃继之后退。”这不是胡说八道是什么？《淞沪抗日战役第五军战斗要报》明明记录着“蒋总指挥昨（1）日所发之撤退命令，本日午后2时许接到”，但此命令，是“补录”的，因为最后注明“传达法先以电话通知令行动，随以油印命令追补给之”！可见油印的书面命令虽在3月2日午后2点到达第五军，但电话的口头命令却早在头一天3月1日“午后9点”就先到了。正因为口头命令早在头一天就先到达，所以第五军才可从容在“3月1日午后9时30分”发出“左翼军命令”、才可从容在“3月2日下午2时”发出另一道命令，并且第二道命令是在“钱门塘军司令部”发出的。——若不是十九路军早在头一天发出口头命令，试问此时第五军司令部已到了钱门塘，岂非第五军先开了小差？若照《蒋总统秘录》所说，十九路军的撤退命令3月2日下午2时才到，那么同一时间在“钱门塘军司令部”能发出命令，岂非活见 鬼乎？
002.为《蒋总统秘录》歪曲历史指谬.txt	197	再看《张治中回忆录》：
002.为《蒋总统秘录》歪曲历史指谬.txt	207	张治中这一回忆，印证当时第五军第八十八师师长俞济时的回忆，也若合符节。俞济时在《“一二八”淞沪抗日战役经纬回忆》第三章第四节“我军撤退行动暨调整部署”中说：
002.为《蒋总统秘录》歪曲历史指谬.txt	211	张治中、俞济时的回忆，印证当时第五军第八十七师第二五九旅旅长孙元良的回忆，也若合符节。孙元良在《亿万光年中的一瞬——元良回忆录》中 “一二八淞沪抗日之役——庙行镇之战”里说：
002.为《蒋总统秘录》歪曲历史指谬.txt	215	从第五军军长、八十八师师长和八十七师二五九旅旅长的回忆中，我们都可看到十九路军下达撤退命令是在3月1日晚上9点（第五军转达时是晚上9点30分）。这些铁证，无一不反证了《蒋总统秘录》所说“第十九路军的撤退命令，并未能及时递达到第五军”，以致第五军“在孤立状态之下继续作战，牺牲甚大”，都是蓄意丑化的胡说八道。
