file	line	context
《教育与脸谱》目录.txt	14	011.工作最多的老头子——胡佛
《教育与脸谱》序幕.txt	5	在窦丁先生所提出的问题里面，有一个很有味儿的题目，他问我：“为什么在台湾的这些大学教授们都显得活力不够？为什么他们不像韩国那些教授们那样生气勃勃、勇气十足？”
《教育与脸谱》序幕.txt	7	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难...
《教育与脸谱》序幕.txt	11	我所谓“内幕”的理由，是有很多的。其中主要的原因是政治的，其次是人事的，当然还有许多别的原因。政治的原因咱们最好别谈，谈了麻烦，何苦来？人事的原因，似乎可以酌量谈一谈，可是谈起来总难免“欲说还休”，总觉得嘴巴和笔杆解决不了问题。
《教育与脸谱》序幕.txt	13	为了说明上面一段话，我且举一个例子。在大陆上被“思想改造”的名教授、前北京大学文学院院长朱光潜，无疑的，他是属于“第一流”的阶层的。当从大陆撤守的时候，台湾大学校长傅斯年有一个抢救这些“第一流”教授的计划，在被抢救的人中，朱光潜名列前茅。可是谁能想到这个计划竟被现在台大文学院院长沈刚伯“扣”住，阴错阳差，终于使朱光潜这类教授不能到台湾。不能在台湾大学发挥他们...
《教育与脸谱》序幕.txt	19	其实，我们也不可过于责怪沈刚伯，他这样做，也不失为生存竞争下的人之常情。我们可以烧掉责备“贤者”的《春秋》，转请玛利亚的私生子耶稣原谅他一次。
《教育与脸谱》序幕.txt	23	这种不能忍耐的最后爆发，对我个人而言，发生在我跟两位美国佬谈话后六个月，我宁肯牺牲掉我在台大文学院历史研究所的学籍（还差半年，就可得硕士学位），不管三七二十一，终于“发难”。我炮轰这个文学院和“沈刚伯型”的老教授，使他们受到文字上最厉害的惩罚，使他们多少要假装有点“赧颜为人师”的惭愧。当然了，这个学院的领导人在内外两方面都受害较烈，对内而言，他的把戏被拆穿了...
《教育与脸谱》序幕.txt	35	台湾大学和中央研究院是我们自由中国知识界的两个双峰，一个是最高的教育机关，一个是最高的学术机关，我希望这两个双峰高耸、丰满而美丽，我对它们不能不求全责备，我希望它们货真价实，不能戴假的“乳罩”，更不希望它们得“乳癌”。所以我不能不把它们的一个主要部分检验检验，台湾大学的被检验部分是它的文学院；中央研究院则是它的历史语言研究所，这两个部分的主诗人（沈刚伯、李济...
《教育与脸谱》序幕.txt	39	这十二篇文字，都是以这十八个字做直径旋转的，都是直接或间接表达这些意念的，所以它很值得老头子们人手一册。老头子们读了它，并不一定就“好好干”或“滚蛋”，极可能照旧不干不滚，照旧吃闲饭黑心饭。他们这样，当然我也没什么办法，我毕竟是靠嘴巴和笔杆战斗的人，时势不允许我成为英雄，只好耍狗熊了！韩孔厂的诗说得可怜——
001.高等教育的一面怪现状.txt	7	为了给王先生这段空谷足音配一套“身历声”，我统计出两个具体的表格来指出今日大学教授的畸形现象。
001.高等教育的一面怪现状.txt	19	五、而这些教授，都得到了王先生所谓的“一辈子生活的保障”。他们绝大多数不短寿，也不研究、也不让贤、也不发表论文，更不要提“叫座的东西”了。
001.高等教育的一面怪现状.txt	59	先说“分赃”。台大文学院中的教授有的吃香，红得发紫；有的却被打入冷宫，备受排挤。这种分野，大都并不是因为教授学问的优劣，而是一种派系倾轧的结果。谁都知道教授们光凭教授的本薪维生有点清苦，为了帮助教授们安定生活，促进研究，就从外面来了许多“津贴”，比如长期发展科学委员会、东亚学术研究计划委员会、亚洲协会、洛氏基金会、哈佛燕京社，及与华盛顿、斯坦福等大学合作等等...
001.高等教育的一面怪现状.txt	61	再说“意淫”。“意淫”本是缓进派好色表现的一种，谈到好色，本没什么不得了，不过对道貌岸然以经师人师自命的“君子”们说来，似乎不宜太过而玷“清范”。孔德成七十七代老祖宗曾说：“少之时，血气未定，戒之在色，……及其老也，血气既衰，戒之在得。”其实这话大有问题——至少在台大文学院中大有问题。台大文学院中的老教授，“血气既衰”却又该“戒之在色”者大有人在。在中国传统...
001.高等教育的一面怪现状.txt	63	有的老教授，一上课就宣布：“女学生一律坐前排，男学生全都坐后面。”这种决定，并不是什么lady first，而是饱眼福方便。方便的结果，女学生的分数一律八十分以上，男学生呢，一律八十分以下！还有的老教授，写情诗，追女职员，秀笺题字，画里真真，极尽太虚幻境之能事；还有的老教授，庭院花发，邀请班上全部女学生移玉舍下，共来赏花，男学生呢？当然一个也不请……除了这类...
001.高等教育的一面怪现状.txt	69	另有一种赠诗清献的，意境似较深远，与流俗迥然不同。若推代表人物，则非文学院长莫属：文学院院长前年游山玩水，有女同车，颜如舜华，此女为谁？金马号公路车车掌廖百合小姐是也！沈刚伯惊艳之下，口占而出：
001.高等教育的一面怪现状.txt	89	可见“圣水”没喝到，这是何等憾事！在这一点，他野心大过徐复观，两人“诗歌比赛”的结果，徐复观对着凌波的照片只是“诗以张之”，其志只不过是“万灵犹自绕歌裙”、“从此书城春不尽”而已。绕“裙”之事一何小，喝“水”之事一何大！台大文学院之优于东海文学院，由此可证。
001.高等教育的一面怪现状.txt	91	我这篇文章由统计图表开始，算来算去，竟从制度算到人事上面，最后涉及到人事的头儿沈刚伯，这是很痛心的事。我只好静候浅人们骂我“人身攻击”。我要干脆说明我实在分不清“对事不对人”的玄理。就沈刚伯和文学院的情况而言，“人”与“事”根本是分不开的，其人存则政不举，任何稍知文学院情况的人，都可以看到这个学院在沈刚伯十四年来的阴沉领导下，已经腐败到什么地步。文学院的松懈...
001.高等教育的一面怪现状.txt	93	沈刚伯除了不贪财以外，其他一切都是老教授中腐败的代表，也是最好的活证与抽样，更是集大成的人物。他十四年来唯一可歌颂的“德政”，是不让徐复观之流混进台湾大学，大概是想引某某入室的典故而心有惴惴，结果嫁祸于东海大学，使东海大学的师生心头暗叫：“苦也！恁地引进这湖北佬来！”
002.师道与是非.txt	3	我读《列子》这部书，其中有一段话吸引了我，为了醒目，我把它排成新诗的样子：
002.师道与是非.txt	11	列子曰……
002.师道与是非.txt	59	重名分，是中国传统的特色。子曰：“必也正名乎？”于是，在正名过程里，师生是其中一个强而有力的名分。
002.师道与是非.txt	61	但是，孔子似乎觉得，老是“名分至上”、“辈分第一”，似乎也不太好，至少在“仁”面前，“名分”、“辈分”应该让一让，所以他说：“当仁不让于师。”
002.师道与是非.txt	63	所谓“当仁不让”的“仁”字，大义理家和大考据家们又纷纷有他们的解释，我认为这个仁字可以解释做一种对“是非”的观念，一种对“是”（真理）的固执，一种对“非”厌恶。如果这样解释，我认为“当仁不让于师”一句话，实际上就是说：“在真理和是非面前，不能因为有师生的名分就马马虎虎。这是不能让的，就便是老师，我们也要批评。”
002.师道与是非.txt	67	孔子说“当仁不让於师”的本意，就是在此。仁是真理，信奉真理的人是“不忧”的，因为真理可以使自己“内省不疚”，“内省不疚，夫何忧何惧？”
002.师道与是非.txt	73	但是，问题来了，就是一旦真有一个“德之不修，学之不讲，闻义不能徙，不善不能改”的局面出现了（比方说，这个局面是一个大学的文学院），以“仁者不忧”自命的人，是不是要表现一次“是吾忧也”的气概呢？
002.师道与是非.txt	75	照孔子的说法，是要表现的。因为孔子说“仁者必有勇”，仁者应该表现出“当仁不让”的勇气。
002.师道与是非.txt	77	但是孔子没有想到，这种表现有实际上的困难，它不能发衍为一种使人遵行的传统，原因很简单——它抵触了另外一种传统。
002.师道与是非.txt	85	叶公语孔子曰：“吾党有直躬者：其父攘羊，而子证之。”
002.师道与是非.txt	87	孔子曰：“吾党之直者异于是：父为子隐，子为父隐， 直在其中矣！
002.师道与是非.txt	89	从是非传统来讲，叶公那边是对的：爸爸偷羊的“是”，做儿子的，除非说谎话，是无法“非”掉的；但从名分传统来讲，孔子显然牺牲了是非，他主张把“是”予以“隐”掉，唯有“隐”掉，才算“直在其中矣”！
002.师道与是非.txt	91	这样看来，孔子所转引的“直道而事人”，所赞叹的“直哉史鱼”，其中所谓的“直”，并不是依靠在对“是”（真理）的固执上，而是一种对名分的屈服。屈服的结果，所谓“直道而行”云云，只不过是说着玩的，并没要你真的拿来实行。这种“直”，只能在你心“中”去实行，不能冒冒失失的搬到罗斯福路三段来实行。
