id	book	chapter	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes	quote_found_at_declared_range	source_excerpt
LASYXWM-001	孙逸仙和中国西化医学	新夷说（代序）	001.新夷说（代序）.txt	131	131	所用非所学，所学非所用。	实学格言	李鸿章致奕訢、文祥信	李敖引李鸿章批评学用脱节。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　鸿章窃以为天下事穷则变，变则通。中国士大夫沉浸于章句小楷之积习，武夫悍卒又多粗蠢而不加细心，以致所用非所学，所学非所用。无事则嗤外国之利器为奇技淫巧，以为不必学；有事则惊外国之利器为变怪神奇，以为不能学。不知洋人视火器为身心性命之学者，已数百年。一旦豁然贯通，参阴阳而配造化，实有指挥如意，从心所欲之快。
LASYXWM-002	孙逸仙和中国西化医学	新夷说（代序）	001.新夷说（代序）.txt	131	131	天下事穷则变，变则通。	变通格言	李鸿章致奕訢、文祥信	李敖引李鸿章论事穷而变、变而通的判断。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　鸿章窃以为天下事穷则变，变则通。中国士大夫沉浸于章句小楷之积习，武夫悍卒又多粗蠢而不加细心，以致所用非所学，所学非所用。无事则嗤外国之利器为奇技淫巧，以为不必学；有事则惊外国之利器为变怪神奇，以为不能学。不知洋人视火器为身心性命之学者，已数百年。一旦豁然贯通，参阴阳而配造化，实有指挥如意，从心所欲之快。
LASYXWM-003	孙逸仙和中国西化医学	新夷说（代序）	001.新夷说（代序）.txt	683	683	十人养一人肥，若一人养千百人，则虽尧舜犹病也。	自立格言	孙中山秘书代答语所引俗语	李敖引孙中山反对依赖祖宗吃饭时转述的俗语。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　“中国人”的拿手好戏是靠祖宗吃饭，这是“西方人”绝对不屑于干的事。“西方人”甚至有的全部不要祖先的遗产，甘心白手起家。电影明星嘉露贝克就是一例。西化论者孙中山当然是反对靠祖宗吃饭的人。民国七八年间，他住在上海，曾嘱秘书回信给一个要靠祖宗吃饭的人：“答以先生云：即知彼为鼻祖，汝为后裔，则当以后裔供祖宗，未有祖宗养后裔也。俗云：十人养一人肥，若一人养千百人，则虽尧舜犹病也。汝等须各执事业以自许，不可立心做革命一日，则要人养汝一世，则鼻祖乃易为也。若人要依赖，则先生亦愿为汝之后裔，奉汝各人为鼻，请汝给钱也！”这封信不但具有“西方人”的精神，也具有“西方人”的高级幽默感。
LASYXWM-004	孙逸仙和中国西化医学	新夷说（代序）	001.新夷说（代序）.txt	687	687	代答欲知此种新理，须从物理化学用功，不得从古说附会！	科学格言	孙中山秘书代答语	李敖引孙中山答复中医附会问题时强调物理化学训练。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　孙中山青年学习过西方科学方法的训练，所以他对一切不科学的附会，一概反对。1918年1月，一个四川的中医罗仁普写信问孙中山：“仆于先生之说而有请教焉者数事：科学家所谓元子者，是否为先天真一之炁？元子之知，有无等级？太极动而生电子，科学家能否把太极收服来看？道家烧炼，究竟所烧炼者何物？方士所创之烧炼，究竟到底能否得长生药？道家烧炼与方士烧炼有无分别？”这些问题，是从易经道藏胡乱附会出来的混问题。孙中山叫秘书的答语极为明白有力，那就是：“代答欲知此种新理，须从物理化学用功，不得从古说附会！”这种见地，哪里是今天整天要易经道藏堪舆风水的“中国人”所能想象呢？
LASYXWM-005	孙逸仙和中国西化医学	新夷说（代序）	001.新夷说（代序）.txt	691	691	此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。	实用书话	孙中山秘书代答语	李敖引孙中山拒绝题字时重内容、轻品题文藻的判断。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　中国的要人名人们，尤其是一二所谓工于书法的“党国元老”们，最喜欢给人题字署检，附骥者也求之若骛。殊不知这种风气，不是西方的，也是孙中山最反对的。当林正煊等十四个人，写信给孙中山，要求为他们的朋友何慨之著《全国兵工总厂调查改革》一书品题的时候，孙中山却叫秘书爽快的答道：“代答以此等实用之书，当以内容之切实为贵，不当以品题文藻为贵。甚欲一见其书，如果适用，当力为介绍于军界。至于品题，不敢附和！”请看这是何等新精神！若写他“我武维扬”等四个字，明明“省事”，可是孙中山却不肯，他一定要不怕“得罪人”，不怕麻烦的写上四十三个字，来指导他的同胞而不敷衍他的同胞。所以，像“爱德乐佛”一类的笑剧，孙中山是绝对不会参加的。
LASYXWM-006	孙逸仙和中国西化医学	引子——巫医与西潮	002.引子——巫医与西潮.txt	37	37	有而不有，不有而有	禅语	孙逸仙在博济医院所学禅话	李敖以这句禅话概括孙逸仙学医又离医的命运转折。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　孙逸仙在这个医院里，曾经学会了一句开玩笑的禅话，叫做“有而不有，不有而有”。当他用这句禅话来向同学开玩笑的时候，他绝没想到，他此后的生涯，竟是应了这八个字的偈语：——花了前后六年的日子去学医，最后又把它抛弃，这不正正是“有而不有”吗？本来认为中国的“膏肓之病”不能除去，而要“匿迹于医术”，最后又重拾素愿，“致力国民革命”，使“中华帝国”变成“中华民国”，这不正正是“不有而有”吗？
LASYXWM-007	孙逸仙和中国西化医学	从“基督”到学医	003.从“基督”到学医.txt	3	3	始见轮舟之奇，沧海之阔	游学文句	孙中山早年经历记述	李敖引孙中山早年初见轮船和大海的文句，写其慕西学的开端。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　孙中山出身于农村，他自己也下过田，也跟穷人一起长大①，对于中国农民生活的饥苦，他是肤尝身受过的②，因为家庭的穷困，使他在幼年时代，逃脱了传统士大夫的“仕绅教育”，也没有受过太多的“村塾教育”的压榨，这对他说来，毋宁说是一个特殊的幸运。他在十二岁前所受的教育，是跟那时代一般志士仁人所受的教育是大致相同的，但在他“幼读儒书，十二岁毕经业”以后，他的遭遇，就开始起了大大的变化——在别的志士仁人还在“子曰”“诗云”的时候，小小的孙中山，已经踏上两千吨的英国轮船，“始见轮舟之奇，沧海之阔”③了！
LASYXWM-008	孙逸仙和中国西化医学	从“基督”到学医	003.从“基督”到学医.txt	61	61	以为传道而外，唯行医最能为功于社会。	医学志业格言	罗香林记孙中山学医动机	李敖引罗香林说明孙中山由传道转向行医的济世理由。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　先生热心宗教，百折不磨，方其奉教之初，其兄闻而严责之，谓苟不速与基督教割绝，必不复寄银资助之。长兄之命，凜凛难违；顾其夷然处之，不以稍夺其志，力传基督之道，辟像偶之非，娓娓不倦。其兄察得之，莫知所措，乃促之赴檀香山，佯言有业务相托，实则欲其离中国也。既抵檀岛，其兄迫胁禁阻之，又不予一钱，使无以为饘粥资，而其竟不改其初志也。侨居之中华信徒，廉得其情，乃醵资遣之归国，学习传道科，盖彼时其传道之志，固甚坚决也。向使当日香港或附近之地，设有完善之神学院，俾得入院授以相当之课程，更有人出资为之补助，则孙中山先生者，殆必为当代著名之宣教师矣。以其热忱毅力，必能吸引多数人归服基督；无如事不出此，蹉跎数月，而年龄加长矣。乃拟舍此而学医，以为传道而外，唯行医最能为功于社会。余徇其请，为作介绍书于坎尔医博士，且为说项减轻其学费，当时学医之费全年只二十元矣。先生就学约二年余，复返香港，时香港医学堂已设，乃入而肄习焉。其前所学者，皆用华文，至是始用英文，凡阅四年。
LASYXWM-009	孙逸仙和中国西化医学	从“基督”到学医	003.从“基督”到学医.txt	73	73	不为良相，当为良医	医学俗语	范仲淹相关俗语，孙中山轶事转述	李敖引传统学医俗语。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　第三种说法只是一种传统的学医理由，似乎只是一种推理而来的理由。那就是中国俗语中的“不为良相，当为良医”的说法。据1935年广州岭南大学孙逸仙博士纪念医院筹备委员会编印《总理开始学医与革命运动五十周年纪念史略》，曾记载：
LASYXWM-010	孙逸仙和中国西化医学	从“基督”到学医	003.从“基督”到学医.txt	81	81	欲借行医以行道	医学志业格言	罗香林《孙中山先生受洗前后》	李敖引罗香林说明孙中山以行医实践行道。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　孙先生返港后，初拟攻读神学，怎奈当时无神学院可读，结果由喜嘉理牧师介绍他入广州博济医院学医，欲借行医以行道。他在博济医院读了一年，便转到香港西医书院（在雅丽氏医院内创立），这是大学医科性质的学府，也是港大医科的前身。他在那里，凡五年之久。当他习医期间，甚得该院教务长曼森博士（Dr. P. Manson）和康德黎博士（Dr. James Cantlie）的器重，同时常在课余赴道济会堂与王煜初牧师（王宠惠之父）讨论神学和一般学术，一面习医，一面也学道。
LASYXWM-011	孙逸仙和中国西化医学	中国第一个西方医院	004.中国第一个西方医院.txt	39	39	皆确实有据，无模糊影响之谈。	医学书话	丁福保《卫生学问答》相关书目评语	李敖引丁福保对西医书籍确实有据的判断。	校对轮保守收入：本书大量涉及孙逸仙的革命活动、政体、党部与出版审查争议；本轮排除现代政治、革命宣传、党派、宪法、政府和出版审查语录，只保留科学、医学、教育、格物、养生、宗教及非政治的古典格言或引文。	yes	　　此外论全体则有《全体阐微》《全体通考》《体用十章》；论药品则有《西药大成》《万国药方》；论儿科则有《儿科撮要》《儿科论略》；论妇科则有《妇科精蕴》《胎产举要》《产科图说》；论花柳则有《花柳指迷》；论眼科则有《眼科证治》；论皮肤则有《皮肤新编》《皮肤证治》；皆确实有据，无模糊影响之谈。
