file	line	quoteText	markers	political	previous	context	next
《李敖刀笔集》小引.txt	1	李敖刀笔集				《李敖刀笔集》小引	
《李敖刀笔集》小引.txt	3	刀笔精华		political-context		中国近代有所谓“刀笔精华”一类书出版，教人打官司，迹其所为，盖“刀笔吏”之流亚，不足登堂入法。但今日法网灰灰而不恢恢，亦令人忧虑。有识之士如李敖者深感“刀笔精华”虽不可取，但“新刀笔精华”却不可无，这本《李敖刀笔集》就是这样一个范本。从这本书中，你不但可以看到李敖恢复了恢恢的法网，并且张开天网，也让它恢恢起来。——正义之士的快意就在这里。斯文在兹，斯法在焉。	
《李敖刀笔集》小引.txt	3	刀笔吏		political-context		中国近代有所谓“刀笔精华”一类书出版，教人打官司，迹其所为，盖“刀笔吏”之流亚，不足登堂入法。但今日法网灰灰而不恢恢，亦令人忧虑。有识之士如李敖者深感“刀笔精华”虽不可取，但“新刀笔精华”却不可无，这本《李敖刀笔集》就是这样一个范本。从这本书中，你不但可以看到李敖恢复了恢恢的法网，并且张开天网，也让它恢恢起来。——正义之士的快意就在这里。斯文在兹，斯法在焉。	
《李敖刀笔集》小引.txt	3	刀笔精华		political-context		中国近代有所谓“刀笔精华”一类书出版，教人打官司，迹其所为，盖“刀笔吏”之流亚，不足登堂入法。但今日法网灰灰而不恢恢，亦令人忧虑。有识之士如李敖者深感“刀笔精华”虽不可取，但“新刀笔精华”却不可无，这本《李敖刀笔集》就是这样一个范本。从这本书中，你不但可以看到李敖恢复了恢恢的法网，并且张开天网，也让它恢恢起来。——正义之士的快意就在这里。斯文在兹，斯法在焉。	
《李敖刀笔集》小引.txt	3	新刀笔精华		political-context		中国近代有所谓“刀笔精华”一类书出版，教人打官司，迹其所为，盖“刀笔吏”之流亚，不足登堂入法。但今日法网灰灰而不恢恢，亦令人忧虑。有识之士如李敖者深感“刀笔精华”虽不可取，但“新刀笔精华”却不可无，这本《李敖刀笔集》就是这样一个范本。从这本书中，你不但可以看到李敖恢复了恢恢的法网，并且张开天网，也让它恢恢起来。——正义之士的快意就在这里。斯文在兹，斯法在焉。	
《李敖刀笔集》小引.txt	3	李敖刀笔集		political-context		中国近代有所谓“刀笔精华”一类书出版，教人打官司，迹其所为，盖“刀笔吏”之流亚，不足登堂入法。但今日法网灰灰而不恢恢，亦令人忧虑。有识之士如李敖者深感“刀笔精华”虽不可取，但“新刀笔精华”却不可无，这本《李敖刀笔集》就是这样一个范本。从这本书中，你不但可以看到李敖恢复了恢恢的法网，并且张开天网，也让它恢恢起来。——正义之士的快意就在这里。斯文在兹，斯法在焉。	
001.告徐复观的状子.txt	5	民主评论		political-context		兹查徐复观蓄意诽谤侮辱，先后于《民主评论》第十五卷第十三期（1964年7月5日出版）（证据一）、《新闻天地》第二十年第四十一号（1964年7月10日出版）（证据二）公然发表文字，意图散布于众，而指摘传述足以毁损自诉人名誉之事，兹分别列举陈述于后：	
001.告徐复观的状子.txt	5	新闻天地		political-context		兹查徐复观蓄意诽谤侮辱，先后于《民主评论》第十五卷第十三期（1964年7月5日出版）（证据一）、《新闻天地》第二十年第四十一号（1964年7月10日出版）（证据二）公然发表文字，意图散布于众，而指摘传述足以毁损自诉人名誉之事，兹分别列举陈述于后：	
001.告徐复观的状子.txt	9	以胡适为衣食父母的少数两三人……豢养一两条小疯狗。专授以‘只咬无权无势的人				（一）“以胡适为衣食父母的少数两三人……豢养一两条小疯狗。专授以‘只咬无权无势的人’的心法，凡是无权无势的读书人，无不受到这条小疯狗的栽诬辱骂。”	
001.告徐复观的状子.txt	11	这种小疯狗年来便一口骂尽中国文化，一口骂尽讲中国文化的人说是义和团，意思是要请洋人来开刀，以便在精神上完全切断民族团结的纽带，完成他们‘是汉奸的奴才		political-context		（二）“这种小疯狗年来便一口骂尽中国文化，一口骂尽讲中国文化的人说是义和团，意思是要请洋人来开刀，以便在精神上完全切断民族团结的纽带，完成他们‘是汉奸的奴才’的目的。”	
