file	line	text
001.蒋介石不如崇祯、蒋经国不如阿斗（李敖）.txt	9	写到这里，国民党一定说我目无“中华民国”了、一定对我大施挞伐了，且慢、且慢，还是看看贵总裁的一篇演说吧！贵总裁在1950年3月13日，在“阳明山庄”讲《复职的使命与目的》，就有这么一段：
001.蒋介石不如崇祯、蒋经国不如阿斗（李敖）.txt	13	看到了吧！照贵总裁的说法，“中华民国”早在“去年（1949）年终”就“灭亡”了，这不是亡国又是什么？可见说“中华民国”未亡者，自不符合“总裁言论”也！
001.蒋介石不如崇祯、蒋经国不如阿斗（李敖）.txt	15	事实上，“中华民国”之亡，不亡于1949，早亡于蒋介石篡夺成蒋家王朝之时。所以1949所亡的，无异是蒋家王朝。蒋家王朝定都南京，人被兵临城下前夜，蒋介石文学侍从之臣陈布雷，在黯然环顾南京灵谷寺、鸡鸣寺后，服毒自杀，这一“先你而死”，最有深意。灵谷寺、鸡鸣寺都是六朝的名刹。灵谷寺是宋文帝元嘉年间（5世纪）宝志禅师盖的，最早叫道林寺。梁武帝天监十三年（514），他以社稷存亡，问于志公，志公答他说：“贫僧塔坏，陛下社稷随坏。”后来志公死了，梁武帝怕志公的预言成真，赶忙改以石塔代替木塔，以防塔坏，不料工程做了一半，就亡国了。梁武帝饿死的地点，就近鸡鸣寺。鸡鸣寺是当时同泰寺的故址，寺的东边有坡道通城，俗称为台城，八十六岁的梁武帝即殉国于此。陈布雷选上这两座古寺而寄情、而流连、而殉死南京，真选得无独有偶了！宋人题灵谷寺，说是：“六帝园林堕劫灰，独余静谷葬崔嵬，行人指点云间鹤，唤得齐梁一梦回。”其实，蒋介石连“堕劫灰”的六朝人物都不如了，因为六朝人物至少还在原地亡国，蒋介石呢，连亡国都要亡得开小差呢！
001.蒋介石不如崇祯、蒋经国不如阿斗（李敖）.txt	19	陈后主以外，再看明思宗。明思宗是17世纪的明朝亡国之君崇祯。崇祯为人猜忌有余，能力不足，治起国来，整天走马换将，文武大吏，个个是“门神”。为什么是“门神”呢？这是有典故的。崇祯要王洽做兵部尚书，王洽长得相貌堂堂，崇祯私语说：“好似门神。”门神都是一年一换的，表示你小子做不久。其实一年一换还是好的呢！崇祯做了十七年的皇上，可是宰相换了五十个！（宋朝开国起一百三十年间，宰相也不过五十一个！）他老兄实在不会用人。虽然如此，他还在亡国前夜写条子，表示“文臣个个可杀”。他恨他的手下，他说他非亡国之君，但是手下是亡国之臣。但是，亡国之臣是谁任命的？舍亡国之君外，谁又有权干此好事哉？最后，在李自成进北京的日子，万岁走上万岁山（煤山，现在的北京景山），上吊死了。三十四岁的年纪，就这样自杀了。他死后，衣襟上写字还埋怨“诸臣误朕”、埋怨他的手下害了他，真可说是至死不悟的浑人。但是，浑人虽然浑，但在浑中，却不失他颇知廉耻的信仰：第一，他“因失江山，无面目见祖宗于天上，不敢终于正寝”，他要“自去冠冕，以发覆面”，上吊殉国；第二，在大臣劝他向南方逃走的时候，他拒绝了，他说：“国君死社稷，朕将安往？”他虽然有台湾，可是他没脸去逃了。他终于为亡国之君的最后殉国，做了一次好榜样。这个浑人皇帝虽然误国失国，但他的从容一死却多少引起人们的同情与怀念——比起只会亡国不会殉国的蒋介石来， 他真有帝王气象了！
001.蒋介石不如崇祯、蒋经国不如阿斗（李敖）.txt	21	至于蒋经国，在做太子时代，既不能有陈后主的太子那种殉国风范，“正色以待”敌人的到来，而要和老子蒋介石一同出奔，他即位后，其德其能，也就可想而知。一年半前，我的朋友唐德刚教授发表《邓蒋两公百年后——海峡两岸必须面对变局》一文，其中说：
001.蒋介石不如崇祯、蒋经国不如阿斗（李敖）.txt	31	二十年前，蒋经国讲《以国家安危为己任》，自道他一生颠沛流离，“自己从小到现在，没有哪个房子住过六年以上”，可是到台湾后，他在一栋房子里，“已经住了十八年”，言外之意，台湾居，实乃安定之至者。上一讲演，是1967年1月30日讲的，二十年下来，蒋经国在台湾岂止一住十八年，根本已是二十八年、三十八年了，比起“自己从小到现在，没有在哪个房子住过六年以上”的流动率，台湾之令人乐也，尚奚疑哉？不过，蒋经国在1976年2月27日的讲演——《我们有中华民族全民的民主与自由》，曾经公然以“我是台湾人”为抨击对象、以“我是台湾人”为奇耻大辱，可是，曾几何时，同一个蒋经国，却公然说他自己是“台湾人”了！这不是咄咄怪事吗？
001.蒋介石不如崇祯、蒋经国不如阿斗（李敖）.txt	33	其实一点不怪，蒋氏父子口口声声台湾属于中国，但他们所实行的，却是在台湾搞小朝廷；他们干的，是搞外省人的“台湾独立”，虽然他们绝口不说。“反攻大陆”也、“光复大陆”也、“三民主义统一中国”也，都是能说不能做的；“台湾独立”却是能做不能说的，因而他们挂中国统一的狗头，却卖“台湾独立”的羊肉。因为他们明知已无任何希望。这在蒋介石“机密”训词中，早就慨乎言之。1963年11月12日，国民党中央委员会印行“机密”的《八全以来总裁对党的重要训词总辑》，收有1959年5月19日蒋介石在国民党八届二中全会讲的《掌握中兴复国的机运》，其中断言“再过十年，超过了‘十年生聚，十年教训’的期限，还不能反攻复国的话，那就任何希望都要破灭了”。这段话是1959年说明的，1959年说“再过十年”，当是1969年。但1969早就过去了，1979也早就过去了，眼看就是1989了，“任何希望都要破灭”，岂不心知肚明？因此在台湾搞小朝廷、搞外省人的“台湾独立”，正是他们的“机密”原案。蒋经国在垂死前夜，承认自己“已经是台湾人”了，正显示了负隅顽抗中国统一的心态。我说他不如阿斗，因为阿斗之罪，不过乐不思蜀；但蒋经国之罪，却在蜀乐不思中原——乐不思大陆（当然思也白思）。由此可见，真正扶不起来的，不是阿斗，而是别有其人也！
002.论定蒋经国（李敖）.txt	3	“蒋经国死了”的当天晚上，我写《蒋介石不如崇祯、蒋经国不如阿斗》，给蒋氏父子做历史定位。七天来，看到海内外国民党和国民党同路人众口一声的歌功颂德，真觉得他们既无识又可耻，决定写这篇文章驳斥之。
002.论定蒋经国（李敖）.txt	5	蒋经国从1939年任赣南第四行政区行政督察专员起，到1949年逃台湾以至于死为止，实际所统治的中国，在赣南，不过两万三千平方公里；在台湾，不过三万六千平方公里，只占全中国的千分之二到千分之三，可见对中国的全面性统治，相差极远。他做青年军政治部主任、东北外交特派员、上海地区经济管制督导员办事处副主任，除了促成卖国的《中苏友好条约》祸害整个中国外，其他影响，不过一时一地而已，并且成绩都是负面的，谈不到什么事功。从整个中国的观点对他歌功颂德，比例自然不当。唐德刚把他上比毛泽东、邓小平等整个中国的统治者，可谓比拟不伦；许倬云说“经国先生的贡献，在中国历史上有其炳耀千秋的地位”，可谓肉麻已极。蒋经国在中国历史上的真正“炳耀千秋”，乃在他赛过石敬瑭，蒋氏父子把外蒙古割让给苏联，其祸害整个中国，比五代后晋石敬瑭割让燕云十六州给契丹，遗害二三百年，实在有过之而无不及。不过，石敬瑭卖国，换得契丹帮他打天下；蒋氏父子卖国，又换得了什么？蒋氏父子固石敬瑭之不若也！《旧五代史》说石敬瑭“其为君也……能保其社稷，高朗令终”。但蒋氏父子呢？其为君也，社稷都不能保啊！
002.论定蒋经国（李敖）.txt	9	歌功颂德者的主题有两个，一个是说蒋经国制造了“经济奇迹”，一个是说制造了“政治奇迹”。关于前者，歌德派的错误在溢美；关于后者，错误在胡说。台湾经济的发展，功劳是这个岛上人民全体的，不是蒋经国个人的，纵为了方便论个人功劳，尹仲容等也占前几十名，还轮不到蒋经国。蒋经国在苏联留学，懂的是格别乌，对经济却鸦鸦乌，他的经济政策其实是恶魔附体式的。医学上有所谓“小发作”（Peit Mal）“大发作”（Grand Mal）。“小发作”代表一种癫痫（Epilepsy）的发作，症状没有全身或局部剧烈抽搐，时间也很短，不过几秒钟；“大发作”则相反，症状是全身抽搐且意识丧失。这种发作，古人不知道是由于脑皮质神经细胞全面性的过度放电，反以为是恶魔附体。法文这字原意，就是大恶魔，即因此而来也。蒋经国四十年前在上海“打老虎”，调来“戡建大队”，动员六个军警单位（金管局、警察局、警备部稽查处、宪兵、江湾以及两路警察局），想要解决经济问题，正是恶魔附体式的招数。这一发作，正是当时美国驻华大使司徒雷登（John Leighton Stuart）所说的，在“以警察国家的方法来压制经济定律”（an attempt to repress economic laws by police state methods）。经济定律岂是警察压制得了的？蒋经国的无知妄作，真是千古笑谈！别以为这种无知妄作只是四十年前的旧事，就在十四年前，蒋经国还声言对“限价措施”“本人对此却有成功的绝对信心”呢！就在一年多前，国民党第一党报《中央日报》还呼吁“每个人都扮演理想的‘物价警察’角色”呢！
002.论定蒋经国（李敖）.txt	15	这一真正负责人，在四十年的强人统治之后，在死前几个月里、在衰病侵寻中、在美国人的一再压力下，只不过虚晃几招，搞一点开放党禁、报禁、探亲的噱头，一点换汤不换药的解严戏，有的成效如何尚未可知、有的愈解愈严变本加厉（如对书刊的查禁，竟杠上开花，用到“违警”、“妨害秩序”等法令，尺度之严，前所未有），就被海内外的马屁精赞不绝口，奉为自由、民主、人权、宪政上的守护神了，这不是既无识又可耻吗？由此可见，夏志清所谓的“政府在蒋经国先生领导下走上民主宪政之大道”、余英时所谓的“他已成为中国民主前途的象征”、杨力宇所谓的“经国先生……创造了……高度民主的局面”、郑竹园所谓的“如无经国先生的英明领导，绝难如此辉煌”、张旭成所谓的“对台湾的民主化……有很大的贡献”、戴国辉所谓的“经国先生一直致力于推行民主改革”、林毓生所谓的“蒋总统在历史上的地位，无过于推动民主的改革”、胡平所谓的“在促进台湾民主化方面，蒋经国做出了重大贡献”等等，都是乱拍马屁的妖言，知识分子如此信口瞎说，他们的书真不知怎么念的！
002.论定蒋经国（李敖）.txt	17	也许有人说：“声妓晚景从良，一世之烟花无碍；贞妇白头失守，半生之清苦俱非。”“看人只看后半截。”蒋经国既然宣布开放这个、解除那个，我们就该与人为善，称赞称赞。可是我认为，称赞任何人都可以，但不能背离事实与真相，蒋经国辣手摧花四十年，最后死前几个月才来了一点怜香惜玉的噱头，我们岂可轻予认定？这位“声妓”风骚四十年后才宣布（注意：只是宣布而已）老娘洗手不干了，这种最后几个月的“从良”，为时也未免太短一点了吧？
002.论定蒋经国（李敖）.txt	19	在既无识又可耻的咚咚马屁声中，一个最荒唐的说法是：蒋经国是中国历史上最伟大的领袖。试问蒋经国就便是汉武帝了又怎样？汉武帝内多欲而外好仁义，死前三年时候，对被他统治了五十年的中国人民有所歉疚，说：“朕即位以来，所为狂悖，使天下愁苦，不可追悔，自今事有伤害百姓、靡费天下者，悉罢之！”汉武帝尽管这么说，但历史上，并不因他有所歉疚，就把他五十年对中国的祸害置而不论——历史的论定是绝不含糊也绝不客气的。如今把蒋经国四十年对台湾的祸害置而不论，这通吗？你可以说汉武帝繁刑重赋、信惑神怪、巡游无度、黩武穷兵、北逐匈奴、西通西域、东平朝鲜、南置九郡，因为这都是真的，但你不能说他是爱好和平的仁君；你可以说蒋经国繁刑重赋、信惑神怪、巡游无度、戒严弄兵、北卖外蒙、西通老美、东媚日本、南联新加坡，因为这也都是真的，但你不能说他是自由、民主、人权、宪政上的守护神，正相反的，他的一生所作所为，正是这些伟大字眼的侮辱者与损害者，对他在这方面的赞美，是对自由、民主、人权、宪政的最大亵渎，面对海内外这样不明是非、众口一声，我不得不力斥其非、严正抗议。一个人踩你的脚，一踩四十年，最后他的贵脚高抬了一下，你却反而歌颂他，这叫什么政治伦理？又叫什么人间是非？要歌颂，该歌颂我们被侮辱者与被损害者四十年来对他贵脚的抗争、该歌颂任何使他贵脚高抬的客观压力与变化，而不是他的贵脚啊！至于政治犯陈映真、王拓、柏杨之流，在蒋经国死后所做的马屁之言，则更属失态之尤者，你们当年正是他贵脚脚踩下坐穿牢底的可怜虫，如今竟以逐臭为荣而不以为辱，真未免太忘本了吧？你们不敢攻击蒋经国，至少可以保持缄默，不说肉麻话吧？难道少说几句就不行吗？独裁者作践你们，要怪独裁者；可是事后你们自我作践，又该怪谁呢？
