id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LAJJGYJ-001	《蒋经国研究》缘起.txt	23	23	成语	以子之矛，攻子之盾	《韩非子》矛盾典故	李敖用成语说明以对方立场反击对方论点。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收成语本体；不收李敖诉讼、自立晚报、党外和蒋经国死了的政治法律攻防语境。
LAJJGYJ-002	004.中华民国总统怎样暗杀政敌？.txt	5	5	成语	东窗事发	中文成语	作者用成语说明隐秘坏事终于败露。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收成语本体；不收政治暗杀和总统批判语境。
LAJJGYJ-003	004.中华民国总统怎样暗杀政敌？.txt	5	5	成语	天衣无缝	中文成语	作者用成语形容设计周密、没有破绽。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收成语本体；不收宋教仁案、总统暗杀和政治攻击语境。
LAJJGYJ-004	004.中华民国总统怎样暗杀政敌？.txt	5	5	成语	无懈可击	中文成语	作者用成语形容没有可以攻击或挑剔的漏洞。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收成语本体；不收宋教仁案和政治暗杀叙述。
LAJJGYJ-005	004.中华民国总统怎样暗杀政敌？.txt	19	19	成语	水落石出	中文成语	作者引成语表示真相终会显露。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收成语本体；不收袁世凯答话、宋案侦查和政治辩解语境。
LAJJGYJ-006	004.中华民国总统怎样暗杀政敌？.txt	23	23	俗语成语	三下五除二	中文俗语	作者用俗语说明行动利落、很快完成。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收俗语本体；不收公共租界侦查和宋案语境。
LAJJGYJ-007	004.中华民国总统怎样暗杀政敌？.txt	77	77	古文名句	后之视今，亦犹今之视昔	王羲之《兰亭集序》化用	作者化用古文名句，说明后人看今人与今人看古人相似。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收古文名句本体；不收宋案和现代政治讽刺语境。
LAJJGYJ-008	004.中华民国总统怎样暗杀政敌？.txt	77	77	唐诗化句	前曾见古人，后复见来者	陈子昂《登幽州台歌》化用	作者化用唐诗句，写历史前后相续、后来者复见。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收诗句化用本体；不收宋案和现代政治讽刺语境。
LAJJGYJ-009	004.中华民国总统怎样暗杀政敌？.txt	77	77	成语	身死名裂	中文成语	作者用成语概括身亡而名声败坏。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收成语本体；不收袁世凯、政府辩解和政治暗杀结局语境。
LAJJGYJ-010	005.蒋经国怀胎二十多个月吗？.txt	31	31	古书记载	阳翟有妇人，妊身三十月，乃生子	《嵩高山记》	作者引古书记载妇人怀胎三十月而生子的异闻。	保守收入：《蒋经国研究》以蒋经国、蒋家、国民党、台湾统治、戒严、特务、接班、苏联经历、政治争议和反蒋攻防为主体；现代党派、政权、领袖、总统、军政、战争、革命、国家民族、外交、统独、宪政、人权、意识形态、暗杀、接班与反蒋/拥蒋语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、礼制文句、成语、俗语、题联、文学引文和非政治格言。 只收古书异闻本体；不收蒋经国出生月份考辨和政治人物身世争论语境。
