score	file	line	text	context
4	《李敖语妙天下》目录.txt	3	孤笑看一线天	wjm_tcy（不自由的自由）注：部分文字由群578505007友“孤笑看一线天”联合hua（Q:1284765162）、不亦越乎（Q：1205250305）、我本有心（Q:381584252）、羽隹（Q：24158715）、孙昊（463961583）、The Pandas Friend（Q：1204516679）制作！剩下的由Jeff Ao与wjm_tcy...
4	001.2009-01-01：为什么重返萤光幕？.txt	3	等一下演戏的时候，即使我下台，我也可以抢你的戏。	这个节目前面有一些我的照片出现，是我的好朋友摄影家赖岳忠的作品，我要特别感谢他。首先，请大家看一张照片。这是一幅画像，当年美国演舞台剧的明星。她的名字叫做Bankhead（B-A-N-K-H-E-A-D）。字面上来看，这个意思就是银行的脑袋。当年有名的女明星Bankhead，这是她另外一张照片，她是一个很会演戏，也很会讲话的女明星。她在台上跟一位小明星有一点...
7	001.2009-01-01：为什么重返萤光幕？.txt	5	翻译成，我以你为傲。	我离开电视界很久了，可是每次我看到别人的电视节目，我都觉得三个字——不够看！只有我的节目才好看，别的节目不够看。换句话说，我下了台，我还余风犹在，这就是我整体的感觉。为什么我这么神气？“我感到很骄傲。”这句话可以这样说吗？有人在这样翻译哦！请大家看，有一位哈佛大学毕业的博士，理论上他的英文应该很好。他做过台北市的市长，在做台北市市长选举活动里面，他们出了一本...
7	001.2009-01-01：为什么重返萤光幕？.txt	5	我是以你为荣，不是以你为骄傲。	我离开电视界很久了，可是每次我看到别人的电视节目，我都觉得三个字——不够看！只有我的节目才好看，别的节目不够看。换句话说，我下了台，我还余风犹在，这就是我整体的感觉。为什么我这么神气？“我感到很骄傲。”这句话可以这样说吗？有人在这样翻译哦！请大家看，有一位哈佛大学毕业的博士，理论上他的英文应该很好。他做过台北市的市长，在做台北市市长选举活动里面，他们出了一本...
6	001.2009-01-01：为什么重返萤光幕？.txt	5	去年，北一女校庆，然后我的女儿（他的女儿）参加校庆，回来以后呢，（他女儿那天回家），第一句话就说：爸（我们可以大特写这个字），I‘m proud of you!	我离开电视界很久了，可是每次我看到别人的电视节目，我都觉得三个字——不够看！只有我的节目才好看，别的节目不够看。换句话说，我下了台，我还余风犹在，这就是我整体的感觉。为什么我这么神气？“我感到很骄傲。”这句话可以这样说吗？有人在这样翻译哦！请大家看，有一位哈佛大学毕业的博士，理论上他的英文应该很好。他做过台北市的市长，在做台北市市长选举活动里面，他们出了一本...
4	001.2009-01-01：为什么重返萤光幕？.txt	5	I'm proud of you!	我离开电视界很久了，可是每次我看到别人的电视节目，我都觉得三个字——不够看！只有我的节目才好看，别的节目不够看。换句话说，我下了台，我还余风犹在，这就是我整体的感觉。为什么我这么神气？“我感到很骄傲。”这句话可以这样说吗？有人在这样翻译哦！请大家看，有一位哈佛大学毕业的博士，理论上他的英文应该很好。他做过台北市的市长，在做台北市市长选举活动里面，他们出了一本...
3	001.2009-01-01：为什么重返萤光幕？.txt	5	我以你为傲	我离开电视界很久了，可是每次我看到别人的电视节目，我都觉得三个字——不够看！只有我的节目才好看，别的节目不够看。换句话说，我下了台，我还余风犹在，这就是我整体的感觉。为什么我这么神气？“我感到很骄傲。”这句话可以这样说吗？有人在这样翻译哦！请大家看，有一位哈佛大学毕业的博士，理论上他的英文应该很好。他做过台北市的市长，在做台北市市长选举活动里面，他们出了一本...
3	001.2009-01-01：为什么重返萤光幕？.txt	5	在地	我离开电视界很久了，可是每次我看到别人的电视节目，我都觉得三个字——不够看！只有我的节目才好看，别的节目不够看。换句话说，我下了台，我还余风犹在，这就是我整体的感觉。为什么我这么神气？“我感到很骄傲。”这句话可以这样说吗？有人在这样翻译哦！请大家看，有一位哈佛大学毕业的博士，理论上他的英文应该很好。他做过台北市的市长，在做台北市市长选举活动里面，他们出了一本...
8	001.2009-01-01：为什么重返萤光幕？.txt	7	给市民，给台北市民免于恐惧的自由	所以我说，当我李敖在节目里面展示我的节目做得多么成功的时候，像这个美国女明星Bankhead，这样子自负我的节目的时候，当我说我以我为傲的时候，是错的。当然这个Proud这个字，在英文里面指别人骄傲有的。你可以指别人，你不能用这个字来表达自己的感觉。我以你为傲是不通的，我以你为荣是通的。你给我带来了光荣，是可以的。我的节目，我可以使它为傲，也可以使它为荣。在...
7	001.2009-01-01：为什么重返萤光幕？.txt	11	任何好人有时候都想杀人放火，任何坏人有时候都会杀人放火。	我告诉大家，我李敖没有离开过中国的领土一步。我去过香港，可是香港是中国的领土，在台湾，台湾是中国的一部分。可是我英文怎么能够跟哈佛留学的博士来比他们习惯的用法呢？不能比。可是我们因为读书很用心，我们不会发生这种“岔枝借译”的这种怪现象。原因就是，我们书念得很细心。现在，说了一大堆，回到了电视节目，电视节目对我说起来是个杀人放火的节目。古人杀人放火要杀真的人，...
