file	line	quote	context
001.打倒胡秋原谎话的二十个例子.txt	51	恍然大悟	对胡秋原故意缠讼诬控的主要部分，本已先后提出答辩及证明（四月二十九日“答辩状”即“现代史辨伪方法论”——用“闽变”做例子；七月十五日呈堂有照片五帧及“为‘一言丧邦’举证”等）。现在就胡秋原缠讼诬控中的一些零星小节，分别予以答辩。在答辩之前，我必须先指出胡秋原的一种心理倾向，这种倾向就是“被虐狂”（persecution mania, 也就是躁狂症，幻想的被迫害症）。这是胡秋原所以发起缠讼的基本缘故。因他过于重视自己，自高自大自我膨胀，自以为别人要打击他、迫害他，所以在孤独和过敏之余，便要寻找一个“幻想的迫害者”（i
001.打倒胡秋原谎话的二十个例子.txt	53	语无伦次	胡秋原前后所具列的诉松书状共六种，计开：“自诉状”、“补充自诉理由状”、“自诉续状”、“追加自诉理由状”二种、“刑事自诉综合理由状”。在他“被虐狂”尚未痊愈前，他具状自然语无伦次，内容混乱。我答辩时不得不予以分类综合，分做二十个项目，然后一一驳斥于下：
001.打倒胡秋原谎话的二十个例子.txt	61	不识庐山真面目，只缘身在此山中。	不识庐山真面目，只缘身在此山中。”①
001.打倒胡秋原谎话的二十个例子.txt	61	不识庐山真面目，只缘身在此山中	不识庐山真面目，只缘身在此山中。”①
001.打倒胡秋原谎话的二十个例子.txt	109	大惊小怪	由此可见，“真面目”三个字，实在没有什么值得大惊小怪的地方，胡秋原因为他的国文程度跟别人不一样，所以才据此来告人，实在禁不得一辩。
001.打倒胡秋原谎话的二十个例子.txt	113	莫名其妙	胡秋原在“自诉状”中说我“诬指该会（国际和平运动大会）为‘幕后有共党鼓动之团体’”，实在莫名其妙，因为他所控我“诬指”的语句（括号部分），正是他自己写的话：
001.打倒胡秋原谎话的二十个例子.txt	133	毫不相干	胡秋原这种故意瞎扯的手法不但自虐他自己，还要想殃及别人，如他扯到温广彝、彭乐善、吴铁城、谢仁钊、宋子文、郑彦棻、刘亦常“这些先生”，诬我把“红帽子飞、飞、飞、飞到这些先生头上了”云云，根本是将无作有，乱扯一通，因为我的文章跟“这些先生”根本丝毫干系都没有，我也根本没有“红帽子飞”。胡秋原如此把毫不相干的人事硬朝一块儿穷缠，若非别有用心，一定是神智不清。（又他只提“该会会长为宋子文”，他为什么不提副会长是邵力子？为什么不说“红帽子飞”到邵力子头上呢？）
001.打倒胡秋原谎话的二十个例子.txt	207	瞒天过海	他又说他“绝不左右袒”，所以曾惹得“中共参政员”“衔我极深”，而“另一方面，则国民党中也有若干人……不很满意。”但他是“完全出自良心与诚意”说话，并且也只是就“共产党不出席参政会”一事上表示意见而已，真正参与接洽行动的是黄炎培、张澜、沈钧儒、罗隆基、周韬奋等人，与王云五先生根本无涉，而胡秋原在“自诉状”中说“如此庄严神圣之团结运动，竟被指为当年搞‘联合战线外一章’”云云，也纯是他瞒天过海的手法！因为黄炎培、张澜、沈钧儒……之流会搞什么胡秋原所谓“约束共党”的“庄严神圣之团结运动”吗？而王云五先生又何尝参加过这种所谓
001.打倒胡秋原谎话的二十个例子.txt	229	一笔抹杀	这种话，出自一个以史学家自命的人之口，我真要怀疑他读过历史没有？历史上，政府“重用叛国分子”的例子太多了，太多了。并且，政府用叛国分子是一回事，历史记载是另外一回事。历史事实绝不因政治赦免就一笔抹杀，历史永远是历史，这两种层次，胡秋原老是分不清，所以他老是以为我在搞“政治清算”，以为我主张绳他以法，要他今日负罪责，置他于死地。其实这真是神经过敏！他何苦来如此痛苦的自虐呢？
001.打倒胡秋原谎话的二十个例子.txt	237	千秋万岁	胡秋原想用政治、控告、舆论、宣传等手段来抹杀他的叛国历史，他是心劳日绌的：即使他能欺骗少数人于暂时，可是他绝不能欺骗多数人于永久；即使他能干扰历史研究于目前，可是他绝不能消灭历史真相于千秋万岁之后。他的鲁莽孤行，是休想成功的。
