file	line	matched_quote	previous_id	previous_book	previous_source	context
003.台湾哪有大事！.txt	5	新意见常被怀疑且时遭反对者，无他焉，只因其不落俗套耳。	LAMR-093	李敖回忆录	020.前程（1997-·62岁以后）.txt:61-61	其实，我的文章，大小事皆谈，就近取譬、随缘论人、因材施教、雅俗共赏，并无所定型。纵所论者小，也是以小喻大，乍看起来，或是论断一些杂碎小人物，其实文章深处，别有大义存焉。这些大义，都表现在我文章中的新意见上。英国哲学家洛克（John Locke）说得好：新意见常被怀疑且时遭反对者，无他焉，只因其不落俗套耳。（New opinions are always suspected, and usually opposed, without any other reason but because they are not already common.）
008.胡言中的真话.txt	3	盗亦有道	LADXT-038	独白下的传统	011.家族——人愈多愈好.txt:99-99	李玉阶在报上登满版广告，说天命在李登辉、蒋经国，一派胡言。但全文中有一句真话，那是：“我时常对教徒说：‘国民党确实对不起大陆同胞，但是国民党真正对得起台湾同胞。’”我想，这话大致不差。1949年后，国民党洗劫大陆同胞的九十二万两黄金，用在一穷二白的台湾同胞身上，虽劫贫济贫，真相确是如此。大陆人可肏国民党的妈，台湾人却不宜干国民党的娘，这是盗亦有道。台湾人讲公道者，当切记之。
008.胡言中的真话.txt	3	盗亦有道	LAWC-054	李敖文存	009.论和尚吃肉.txt:31-31	李玉阶在报上登满版广告，说天命在李登辉、蒋经国，一派胡言。但全文中有一句真话，那是：“我时常对教徒说：‘国民党确实对不起大陆同胞，但是国民党真正对得起台湾同胞。’”我想，这话大致不差。1949年后，国民党洗劫大陆同胞的九十二万两黄金，用在一穷二白的台湾同胞身上，虽劫贫济贫，真相确是如此。大陆人可肏国民党的妈，台湾人却不宜干国民党的娘，这是盗亦有道。台湾人讲公道者，当切记之。
027.“何其声之似我也！”.txt	5	此非吾君也，何其声之似我也。	LACW-100	李敖全集	028.谈蝉.txt:5-5	我想我的小老弟林浊水（包括林义雄等新“宪法”迷）等人，大概不知道他们今天说的话，正是四十多年前国民党又搞总统制又搞内阁制时说的话！正因为国民党当年有那种“现实与理想的考虑”，所以贻害至今！四十多年后，国民党教育下的最出类拔萃的台湾人又来了！他们还说要反国民党呢！他们是国民党教育下的最成功同路人，只是昏然不自知而已。古话说：“此非吾君也，何其声之似我也！”国民党要偷偷笑死了。
037.“跖非诛盗之人”.txt	5	盗亦有道	LADXT-038	独白下的传统	011.家族——人愈多愈好.txt:99-99	虽然在当政者的立场，贪图方便，而要“以贼捉贼”；但对贼自己说来，却也有其立场。古话又说：“盗固不义，而跖非诛盗之人。”意思是说，贼虽然不是好东西，可是贼头子却不适合宣布贼的罪状而杀之。原因何在？他们本是一流货耳！基于“盗亦有道”的道理，一流货的人，不可以这样干自己人。干贼这一行的，也许在不得已时，被迫要去“以贼捉贼”，但是他不能以此为理直气壮，认为自己有资格“评鉴”别人。原因无他，你们本是一流货耳！你好意思吗？
037.“跖非诛盗之人”.txt	5	盗亦有道	LAWC-054	李敖文存	009.论和尚吃肉.txt:31-31	虽然在当政者的立场，贪图方便，而要“以贼捉贼”；但对贼自己说来，却也有其立场。古话又说：“盗固不义，而跖非诛盗之人。”意思是说，贼虽然不是好东西，可是贼头子却不适合宣布贼的罪状而杀之。原因何在？他们本是一流货耳！基于“盗亦有道”的道理，一流货的人，不可以这样干自己人。干贼这一行的，也许在不得已时，被迫要去“以贼捉贼”，但是他不能以此为理直气壮，认为自己有资格“评鉴”别人。原因无他，你们本是一流货耳！你好意思吗？
037.“跖非诛盗之人”.txt	5	盗固不义，而跖非诛盗之人	LAJYLP-045	教育与脸谱	003.论“占着茅坑不拉屎””.txt:33-33	虽然在当政者的立场，贪图方便，而要“以贼捉贼”；但对贼自己说来，却也有其立场。古话又说：“盗固不义，而跖非诛盗之人。”意思是说，贼虽然不是好东西，可是贼头子却不适合宣布贼的罪状而杀之。原因何在？他们本是一流货耳！基于“盗亦有道”的道理，一流货的人，不可以这样干自己人。干贼这一行的，也许在不得已时，被迫要去“以贼捉贼”，但是他不能以此为理直气壮，认为自己有资格“评鉴”别人。原因无他，你们本是一流货耳！你好意思吗？
037.“跖非诛盗之人”.txt	5	盗固不义，而跖非诛盗之人	LASLXY-044	世论新语	036.三种新贵的嘴脸.txt:5-5	虽然在当政者的立场，贪图方便，而要“以贼捉贼”；但对贼自己说来，却也有其立场。古话又说：“盗固不义，而跖非诛盗之人。”意思是说，贼虽然不是好东西，可是贼头子却不适合宣布贼的罪状而杀之。原因何在？他们本是一流货耳！基于“盗亦有道”的道理，一流货的人，不可以这样干自己人。干贼这一行的，也许在不得已时，被迫要去“以贼捉贼”，但是他不能以此为理直气壮，认为自己有资格“评鉴”别人。原因无他，你们本是一流货耳！你好意思吗？
037.“跖非诛盗之人”.txt	7	盗亦有道	LADXT-038	独白下的传统	011.家族——人愈多愈好.txt:99-99	厚脸皮的是，居然有一种本是国民党或国民党同路人的一流货知识分子，他们靠国民党的黑暗统治而身膺荣华地位，却在蒋家老贼衰亡之际，以清流、公正、中立姿态，“评鉴”起自己人来了，并把自己人从零分打起，极伪善之能事。这种品格，纵“盗亦有道”的黑道人物，都将耻与为伍。知识分子应该人人起而卑视这些货色！——我们看不起国民党，但也看不起国民党被这些学术小人们“墙倒众人推”。我们无爱于国民党，但有爱于知识分子的格调与尊严，这些货色是知识分子的败类，要拆穿他们才好。
037.“跖非诛盗之人”.txt	7	盗亦有道	LAWC-054	李敖文存	009.论和尚吃肉.txt:31-31	厚脸皮的是，居然有一种本是国民党或国民党同路人的一流货知识分子，他们靠国民党的黑暗统治而身膺荣华地位，却在蒋家老贼衰亡之际，以清流、公正、中立姿态，“评鉴”起自己人来了，并把自己人从零分打起，极伪善之能事。这种品格，纵“盗亦有道”的黑道人物，都将耻与为伍。知识分子应该人人起而卑视这些货色！——我们看不起国民党，但也看不起国民党被这些学术小人们“墙倒众人推”。我们无爱于国民党，但有爱于知识分子的格调与尊严，这些货色是知识分子的败类，要拆穿他们才好。
039.冷眼看选热.txt	5	温、良、恭、俭	LAJYLP-107	教育与脸谱	008.从李济的悲剧看中央研究院的几个黑暗面.txt:67-67	选举热潮中，什么国民党、什么民进党，都使尽浑身解数，不择手段，朝对方丢大便，任何他们所服膺的“温、良、恭、俭、让”，全都忘得一干二净，而以互揭对方内幕为能事。我觉得，双方总该隐瞒一点，才够味道，精锐尽出的干法，太不斯文了。我觉得这个美人儿隐瞒年龄的故事，也许可资反省反省。政客也要讲究情调的，你为我隐，我为你隐，民主“风度”在其中矣！
039.冷眼看选热.txt	5	温、良、恭、俭、让	LASXQA-173	为中国思想趋向求答案	007.中国思想趋向的一个答案.txt:41-41	选举热潮中，什么国民党、什么民进党，都使尽浑身解数，不择手段，朝对方丢大便，任何他们所服膺的“温、良、恭、俭、让”，全都忘得一干二净，而以互揭对方内幕为能事。我觉得，双方总该隐瞒一点，才够味道，精锐尽出的干法，太不斯文了。我觉得这个美人儿隐瞒年龄的故事，也许可资反省反省。政客也要讲究情调的，你为我隐，我为你隐，民主“风度”在其中矣！
049.不认老大而性好从政.txt	3	盗亦有道	LADXT-038	独白下的传统	011.家族——人愈多愈好.txt:99-99	流氓盗亦有道，有对老大的认同，今天台湾的流氓盗亦无道，竟连老大都不认了。“一清专案”坐牢回来的老大，竟遭后生小辈排挤；其他各地老大，人被杀、店被砸者，亦时有所闻。世风之下，在台湾蔚为特色。
049.不认老大而性好从政.txt	3	盗亦有道	LAWC-054	李敖文存	009.论和尚吃肉.txt:31-31	流氓盗亦有道，有对老大的认同，今天台湾的流氓盗亦无道，竟连老大都不认了。“一清专案”坐牢回来的老大，竟遭后生小辈排挤；其他各地老大，人被杀、店被砸者，亦时有所闻。世风之下，在台湾蔚为特色。
073.赞成人道与接近人道.txt	5	五世其昌	LADXT-119	独白下的传统	011.家族——人愈多愈好.txt:61-61	资本主义有一万种缺点，但是却繁荣可期；社会主义有一万种优点，但是却百年孤寂。资本主义比社会主义有人性、有弹性；社会主义却有过多的神性与灵性，但却是个僵化的美人，使我们“不能人道”，只能为她殉情殉死。社会主义是美丽的；资本主义是丑恶的，前者高贵而没有生育；后者适性而五世其昌。噢，也许是五世其“娼”。 但是大家在活着，还有仓廪实而知礼义的可能。社会主义却太遥远了。从社会主义接近人道，是三轮车追汽车，……越追越远了！
082.刘宾雁见不到李敖.txt	9	才如江海命如丝	LAMR-118	李敖回忆录	015.隐居（1976-1979·41到44岁）.txt:57-57	我写了《赠宾雁乡兄》回他：“大作读来总是诗，‘才如江海命如丝’。朱弦休为蓝衣绝，白山黑水子何之？”言近旨远，他当然懂得。我始终不肯见他。
108.呜呼蒋经国死得好.txt	3	死得好！死得好！	LASXQA-130	为中国思想趋向求答案	006.论“处女膜整形”.txt:87-87	《儒林外史》王三姑娘饿死殉夫，别人哭她，她爸爸却大叫：“死得好，死得好！”高兴极了。王三姑娘一辈子无他技焉，只是会死，死得恰如其时、恰如其分，故人称道之，她爸爸更爽得要死。
110.何必学独裁国家的党员训练班模式？.txt	3	此非吾君也，何其声之似我也。	LACW-100	李敖全集	028.谈蝉.txt:5-5	古话说“此非吾君也，何其声之似我也”，看了民进党的新猷，国民党当做如是观。
111.“中社”的嘴脸.txt	5	知识的力量	LAWN-007	我最难忘的事和人	001.我最难忘的一件木雕.txt:11-11	该社社长柴松林本是国民党管训政治犯的黑干将，副社长谢瑞智更是满脑袋警察思想的白额虎。成立“中社”的心态，一言以蔽之，是这些国民党或国民党同路人的自卑感反射而已。柴松林说，五十多位教授的力量汇集，事实上也比不上一位“立法委员”云云。可见他们是何等自卑、何等低估知识的力量。另一方面，由于他们的无能，不能发挥出知识的力量，所以只好成群结队，向群众出风头、跟“澄社”别苗头。谢瑞智说该社成立的宗旨，乃是要改善过去知识分子“单打独斗”的弱势局面云云，其实真正的强势知识分子是独来独往的，并且唯有从独来独往中，才能显示知识分子的格局。不此之图，反倒以集体出动示其强，其实适显其弱而已。
129.朱士烈多恶心人呀！.txt	9	蝉曳残声到别枝	LAWLDH-045	文化论战丹火录	002.文化论战丹火录.txt:969-969	朱士烈是个最讨人厌的湖北佬、最讨人厌的法棍。他曾任四川重庆、长寿地方法院推事、重庆高分院推事、湖北高等法院检察官、广西柳州高分院检察官。1949年逃到台湾后，历任新竹、基隆、嘉义、台中等地方法院推事兼院长、台湾高等法院台中分院检察处首席检察官，操纵各地审检及司法行政前后二十余年。1970年初调“司法行政部”监狱司司长，后再调任司法官。1977年表演了自愿退休戏。但是，言犹在耳，如今又“蝉曳残声到别枝”，热衷于“国大”秘书长职务了。明明依法只有几天好干了，还假惺惺的说自己不恋栈、年纪已大、是应该退休的时候了，这不是恶心人吗？
139.布什私见达赖，伪君子又添一章.txt	9	欲盖弥彰	LAZHYH-070	李敖自传与回忆	003.我最难忘的一位老师.txt:258-258	这就是欲盖弥彰了！既然以“宗教领袖”接待达赖，为何要用偷偷摸摸的办法，不列入公开的日程？
