id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LASZSYJ-001	《孙中山研究》自序.txt	5	5	史学格言	优秀的历史家是真正的最后审判者	李敖自序	李敖以最后审判比喻优秀历史家的求真与论定能力。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-002	001.孙中山见了李鸿章吗？.txt	45	45	见识格言	求其洞见本原、深明大略者，有几人哉？	郑观应《盛世危言》自序	李敖转引郑观应感叹能洞见本原、深明大略者难得。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。 校对轮补入：同段较政治口号更干净，作为见识与治学方法句可独立引用。
LASZSYJ-003	001.孙中山见了李鸿章吗？.txt	45	45	兵家成语	孙子曰知己知彼，百战百胜，此言虽小，可以喻大。	郑观应《盛世危言》自序转引《孙子》	李敖转引郑观应以知己知彼说明洞见本原的重要。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-004	001.孙中山见了李鸿章吗？.txt	73	73	人物评语	其志不可谓不高，其说亦颇切近，而非若狂士之大言欺世者比。	郑观应致盛宣怀信	郑观应评孙逸仙农桑游学设想志高而切近，非狂言欺世。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-005	001.孙中山见了李鸿章吗？.txt	145	145	科学名词格言	旧译“进化论”是不通的，也是以词害意的。	李敖论达尔文译名	李敖辨析达尔文译名中进化一词造成的误解。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-006	001.孙中山见了李鸿章吗？.txt	147	147	处世格言	欲速则反迟、想快却更慢	李敖论演化眼光	李敖以短句概括鲁莽求速常导致反效果。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-007	001.孙中山见了李鸿章吗？.txt	147	147	思想辨析	中国人所能了解的，只是“物竞天择”“适者生存”那一套，并不是真正的“演化眼光”那一套。	李敖论演化眼光	李敖区分通俗进化口号与较深层的演化眼光。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-008	002.孙中山向清吏下跪求饶.txt	155	155	治史格言	感情作用所支配，不免将真迹放大也！治史者明乎此义，处处打几分折头，庶无大过矣！	梁启超《中国历史研究法》	李敖转引梁启超说明史料受感情作用影响时，应折扣辨读。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-009	002.孙中山向清吏下跪求饶.txt	213	213	处境格言	人当陷入深渊之时，苟有毫发可以凭借者，即不惜攀援以登	孙逸仙《伦敦被难记》	李敖转引孙逸仙自述困厄中求生的心理。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-010	002.孙中山向清吏下跪求饶.txt	361	361	人情格言	穷则呼天，痛痒则呼父母，人之情也。	孙逸仙致区凤墀信	李敖注中转引孙逸仙信里对危急时祈祷与求助的解释。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-011	002.孙中山向清吏下跪求饶.txt	363	363	宗教伦理	君试思救人于死与致人于死，其善恶之相去几何？又试思吾人尽职于上帝为重乎？抑尽职于雇主为重乎？	孙逸仙《伦敦被难记》	李敖注中转引孙逸仙对柯尔的伦理劝说。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-012	005.孙中山的一个错误.txt	5	5	建设格言	吾人必牺牲目前小利，以求将来之幸福	孙逸仙太原商学界欢迎会演讲题旨	李敖转引孙逸仙山西演讲中牺牲眼前小利以求长远幸福的句子。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-013	007.孙中山《国父遗教》不可不读也！.txt	49	49	感恩格言	饮水思源，尤不容忘其本来	蔡元培、张相文致孙逸仙信	李敖转引蔡元培、张相文以饮水思源说明历史写作不可忘本。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
LASZSYJ-014	008.孙中山蒋介石逼反老同志.txt	265	265	山水文句	薄暮，公在飞雪亭畔，倚崖侧乔松，鸟瞰千丈岩瀑布。会大雨，树杪重泉，溅珠喷玉，光色甚奇。	刘成禺《世载堂杂忆》	李敖转引刘成禺写飞雪亭畔观瀑的游记文句。	校对轮保守收入：本书大量涉及党派史、革命史、国庆、统战、政体、战争与现代政治人物争议；本轮排除政治口号、党派论断、国家治理主张与时事攻击，只保留史学方法、演化与翻译辨析、山水游记、婚姻伦理、宗教伦理、修辞考证和可脱离政论语境的古典诗文格言。
