score	file	line	text	reasons	context
8	002.第一部——三十年前.txt	141	好啦，请你不要自杀，只有你老是给我惹麻烦。您老六十八岁了，总之，也活不了太久了。	known-pattern,punctuated,political-context	这个政府控制了三十一家报纸，也就是全部的报纸，它不准异己办报。它所控制的报纸，可以毫无忌惮的造谣生事，诽谤官方所要斗臭或打击的人。想告它诽谤吗？绝对没有成功的希望，因为法院又是官方控制的。我就告过两家，可是法院连传都不传他们，就判他们无罪。所以，同他们在新闻上和法律上缠斗，异己绝无希望，除了呕气以外，一无所得。当德国的阿登纳（Adenauer），在纳粹势力如日中天的时候、在全国人都向纳粹低眉俯首的时候，他曾表现了“虽千万人，吾往矣”的气概，但换得的，却是被极权政府整得灰头土脸——法庭上诬陷他诈欺背信、监狱中折磨他夜不安枕、名誉被破坏、财产被没收、自由无缘、家庭破碎。他当时在新闻上和法律上若与纳粹缠斗，绝无希望，他只有在监狱中等待、在修道院的玫瑰花丛中等待，等待有朝一日，海晏河清。他六十八岁时候，集中营主管对他说：“好啦，请你不要自杀，只有你老是给我惹麻烦。您老六十八岁了，总之，也活不了太久了。”可笑这集中营主管狗眼看人低，他没想...
9	002.第一部——三十年前.txt	141	虽千万人，吾往矣	known-pattern,punctuated,chinese-compact,political-context	这个政府控制了三十一家报纸，也就是全部的报纸，它不准异己办报。它所控制的报纸，可以毫无忌惮的造谣生事，诽谤官方所要斗臭或打击的人。想告它诽谤吗？绝对没有成功的希望，因为法院又是官方控制的。我就告过两家，可是法院连传都不传他们，就判他们无罪。所以，同他们在新闻上和法律上缠斗，异己绝无希望，除了呕气以外，一无所得。当德国的阿登纳（Adenauer），在纳粹势力如日中天的时候、在全国人都向纳粹低眉俯首的时候，他曾表现了“虽千万人，吾往矣”的气概，但换得的，却是被极权政府整得灰头土脸——法庭上诬陷他诈欺背信、监狱中折磨他夜不安枕、名誉被破坏、财产被没收、自由无缘、家庭破碎。他当时在新闻上和法律上若与纳粹缠斗，绝无希望，他只有在监狱中等待、在修道院的玫瑰花丛中等待，等待有朝一日，海晏河清。他六十八岁时候，集中营主管对他说：“好啦，请你不要自杀，只有你老是给我惹麻烦。您老六十八岁了，总之，也活不了太久了。”可笑这集中营主管狗眼看人低，他没想...
6	002.第一部——三十年前.txt	141	走老运	known-pattern,political-context	这个政府控制了三十一家报纸，也就是全部的报纸，它不准异己办报。它所控制的报纸，可以毫无忌惮的造谣生事，诽谤官方所要斗臭或打击的人。想告它诽谤吗？绝对没有成功的希望，因为法院又是官方控制的。我就告过两家，可是法院连传都不传他们，就判他们无罪。所以，同他们在新闻上和法律上缠斗，异己绝无希望，除了呕气以外，一无所得。当德国的阿登纳（Adenauer），在纳粹势力如日中天的时候、在全国人都向纳粹低眉俯首的时候，他曾表现了“虽千万人，吾往矣”的气概，但换得的，却是被极权政府整得灰头土脸——法庭上诬陷他诈欺背信、监狱中折磨他夜不安枕、名誉被破坏、财产被没收、自由无缘、家庭破碎。他当时在新闻上和法律上若与纳粹缠斗，绝无希望，他只有在监狱中等待、在修道院的玫瑰花丛中等待，等待有朝一日，海晏河清。他六十八岁时候，集中营主管对他说：“好啦，请你不要自杀，只有你老是给我惹麻烦。您老六十八岁了，总之，也活不了太久了。”可笑这集中营主管狗眼看人低，他没想...
9	002.第一部——三十年前.txt	153	得志与民由之，不得志独行其道	known-pattern,punctuated,chinese-compact,political-context	在山上，我孤独而有效率的生活着。戴高乐在做第五共和总统前，他住在巴黎郊外最后的一幢房子里，保持自我，远离群众的吵闹，但他并非遁世，而是在培养浩然之气——大丈夫的浩然之气、“得志与民由之，不得志独行其道”的浩然之气。戴高乐是我最欣赏的法国人，他给我平地上突起一座山的感觉。而阳明山，正是这样一座山。
9	002.第一部——三十年前.txt	157	草山	known-pattern,trigger-context,political-context	阳明山本来叫“草山”，它在二十多年前，被一个喜欢改名的独夫蒋介石给改成这种名字。我不喜欢原始的地名这样被污染，但污染已久，已经很少人知道它原叫“草山”了。约定俗成以后，我只好把阳明山加以特别解释。四百六十多年前，明朝王阳明曾被专制腐败的政权迫害过，他在牢里的时候，曾写“深夜黠鼠忽登床”的诗句，阳明山对于我，显然只有这种受难的意义，并没有喜欢改名的独夫蒋介石所说哲学的意义。——这些不学无知的独夫，他们还提倡王阳明的哲学哪！我想，思想家应该在遗嘱中来一条但书，严格规定什么样的人，禁止他们提倡他的哲学，免得使思想家死后哭笑不得。我很少同情古人，但我真的同情起王阳明来。
9	002.第一部——三十年前.txt	157	草山	known-pattern,trigger-context,political-context	阳明山本来叫“草山”，它在二十多年前，被一个喜欢改名的独夫蒋介石给改成这种名字。我不喜欢原始的地名这样被污染，但污染已久，已经很少人知道它原叫“草山”了。约定俗成以后，我只好把阳明山加以特别解释。四百六十多年前，明朝王阳明曾被专制腐败的政权迫害过，他在牢里的时候，曾写“深夜黠鼠忽登床”的诗句，阳明山对于我，显然只有这种受难的意义，并没有喜欢改名的独夫蒋介石所说哲学的意义。——这些不学无知的独夫，他们还提倡王阳明的哲学哪！我想，思想家应该在遗嘱中来一条但书，严格规定什么样的人，禁止他们提倡他的哲学，免得使思想家死后哭笑不得。我很少同情古人，但我真的同情起王阳明来。
10	002.第一部——三十年前.txt	157	深夜黠鼠忽登床	known-pattern,trigger-context,chinese-compact,political-context	阳明山本来叫“草山”，它在二十多年前，被一个喜欢改名的独夫蒋介石给改成这种名字。我不喜欢原始的地名这样被污染，但污染已久，已经很少人知道它原叫“草山”了。约定俗成以后，我只好把阳明山加以特别解释。四百六十多年前，明朝王阳明曾被专制腐败的政权迫害过，他在牢里的时候，曾写“深夜黠鼠忽登床”的诗句，阳明山对于我，显然只有这种受难的意义，并没有喜欢改名的独夫蒋介石所说哲学的意义。——这些不学无知的独夫，他们还提倡王阳明的哲学哪！我想，思想家应该在遗嘱中来一条但书，严格规定什么样的人，禁止他们提倡他的哲学，免得使思想家死后哭笑不得。我很少同情古人，但我真的同情起王阳明来。
9	002.第一部——三十年前.txt	161	百尺竿头站脚，千层浪里翻身	known-pattern,punctuated,chinese-compact,political-context	在太平盛世里长大的人，不会了解这种看法的实际意义。这种人没有饱更忧患，他们的道德观念是完整的，没有裂缝的像一个鸡蛋。但是乱世是什么世界呢？乱世是到处是石头的世界，鸡蛋在石头里滚动，结果必然是安有完卵。这种人一旦破灭，反倒无法适应这个世界。只有像我这种先把世道人心打折扣接受的人，才会在“百尺竿头站脚，千层浪里翻身”。所以，既然在蓝色统治下的白色恐怖里，坐牢的阴影愈来愈逼近了，我决定跟朋友愈来愈疏远了。我反锁房门，孤独的整理文件与稿件，不想见任何人了。有几个朋友来找过我，我在门眼里看到是谁，可是我没开门。朋友们知道我的怪癖，他们知道我知道谁来了，只是不开门而已，他们一点也不见怪。晋朝王羲之的儿子王徽之在大雪初停的月色里，忽然想起朋友戴逵，当晚坐了小船便去找这朋友，走了一晚，到了戴逵家门口，就转身回去，人家问他为什么，他说：“我本乘兴而来，兴尽而返，何必见戴？”这种潇洒，一千五百年后，被新时代的戴逵反过来强加在朋友身上了，我使他们想见...
9	002.第一部——三十年前.txt	161	我本乘兴而来，兴尽而返，何必见戴？	known-pattern,punctuated,chinese-compact,political-context	在太平盛世里长大的人，不会了解这种看法的实际意义。这种人没有饱更忧患，他们的道德观念是完整的，没有裂缝的像一个鸡蛋。但是乱世是什么世界呢？乱世是到处是石头的世界，鸡蛋在石头里滚动，结果必然是安有完卵。这种人一旦破灭，反倒无法适应这个世界。只有像我这种先把世道人心打折扣接受的人，才会在“百尺竿头站脚，千层浪里翻身”。所以，既然在蓝色统治下的白色恐怖里，坐牢的阴影愈来愈逼近了，我决定跟朋友愈来愈疏远了。我反锁房门，孤独的整理文件与稿件，不想见任何人了。有几个朋友来找过我，我在门眼里看到是谁，可是我没开门。朋友们知道我的怪癖，他们知道我知道谁来了，只是不开门而已，他们一点也不见怪。晋朝王羲之的儿子王徽之在大雪初停的月色里，忽然想起朋友戴逵，当晚坐了小船便去找这朋友，走了一晚，到了戴逵家门口，就转身回去，人家问他为什么，他说：“我本乘兴而来，兴尽而返，何必见戴？”这种潇洒，一千五百年后，被新时代的戴逵反过来强加在朋友身上了，我使他们想见...
8	002.第一部——三十年前.txt	387	‘舜何人也？予何人也？有为者亦若是。’——圣人是叫我们也变成圣人的。圣人是叫我们做孔夫子，而不是做凡夫俗子。所以，你不是别的，你是孔夫子。我说你是孔夫子，你就是孔夫子。	known-pattern,punctuated	“‘舜何人也？予何人也？有为者亦若是。’——圣人是叫我们也变成圣人的。圣人是叫我们做孔夫子，而不是做凡夫俗子。所以，你不是别的，你是孔夫子。我说你是孔夫子，你就是孔夫子。”
