source_file	line	flag	text
001.责备吴大猷先生.txt	5	risk	　　8月16日，《时报新闻周刊》刊载“杨振宁晋见总统内幕”，说：
001.责备吴大猷先生.txt	15		　　自来所谓第一流知识分子，理该维护“大儒式”的尊严，不亢不卑，与统治者相抗。这种抗，不一定是敌对，毋宁是维护应有的风范与规格。《战国策》记颜斶拒见齐宣王，“王曰斶前”，“斶亦曰王前”，顔斶的分庭抗礼，并非说与统治者不能见面，而是坚持你不能“召见”我，所谓“有不召之臣”是也。第一任中央研究院院长蔡元培先生，主持北大时，统治者来拜访他，他送行时，只送到校长室门口为止，不肯向前多走一步，这种对知识分子尊严的维护，岂不值得今天的中央研究院院长想想吗？
001.责备吴大猷先生.txt	17		　　如今先生不但带着不知风范与规格的杨振宁先生去给统治者“召见”，并且还大感“欣慰”，这是很失体统的事。尤其在应“召”之时，是“匆匆自中研院会场中途离席”的，这更是很失体统的事。我们读《论语》，看到孔夫子“君命召，不俟驾行矣”那一幅画面，深感其失之下贱，如今先生带杨振宁先生“不俟会毕行矣”，其下贱也，夫子都自愧不如矣！
001.责备吴大猷先生.txt	19	risk	　　先生不要以为我提到的风范与规格只是迂腐的古人干的事，先生只要想想当美国约翰逊以总统身份驱车拜访大儒李普曼（Walter Lippmann），就知道我今天以大义相责先生，此种大义，是既古典又现代的。
001.责备吴大猷先生.txt	21	risk	　　随信附上我写的《吴大猷假公济私的一面》影本，供先生一并反省。这篇文章原登在党外杂志，据8月《联合月刊》先生谈话，先生是不以“挖内幕、攻击政府为主要目标的党外杂志”为然的，这篇文章，也许有助于先生的三思与判断。此祝
002.银纸包个臭皮蛋.txt	9		　　你说《文星》复刊，向你拉广告捧场，你送上远流版《李敖全集》广告，却被他们打回票。听来十分有趣。不过，如果他们真的除恶务尽、除李敖务尽，也就罢了。无奈复刊第一炮中，其中两篇可读性之文，竟不能免于是李敖写的：一篇是萧孟能的《关于〈韩福瑞和他的思想〉》，真的作者非萧孟能，乃当年之李敖也；另一篇是陈香梅的《我所知道的韩福瑞》，真的作者亦非陈香梅，乃当年之李敖（连改带写）也——《文星》消灭李敖，最后李敖阴魂不散，消灭了半天，竟被李敖消灭如此，真有趣哉！
002.银纸包个臭皮蛋.txt	11		　　《文星》这次复刊，我总觉得来路甚怪、人马甚杂。过去《文星》编辑部，只是我一人掌全局，有个助理编辑，另有萧孟能不断的提供进来人情稿（如余光中一帮人的鬼诗之类），与我纠缠而已。今则反是。在助理编辑以外，竟有什么总策划一人、编辑顾问二十七人、编辑委员九人、美术设计一人、美术助理编辑二人、校对主任一人、特约海外摄影一人、专任摄影一人、副社长一人……比过去多四十四人，真是大场面也。
002.银纸包个臭皮蛋.txt	15		　　前几天获得《文星》副社长林金开给中华民国防癌协会理事长范光霂的信，词意凶悍，其中竟有“本社保安人员备查中”字样，真令我好奇已极！复刊后的《文星》杂志社中，竟赫然有“保安人员”驻社，我说它来路甚怪、人马甚杂，还说得太客气了哩！即祝
003.直线前进对，周而复始错.txt	11		　　从你的书里，看到你人生的道路真是“一段漫长、漫长的道路”，走了二十多年，其实没有终点。没有终点，不一定就是不成功。人生每一段路仿佛都有终点，但在终点尽处，却是另一条路的起点。陆游诗中“山重水复疑无路”，可说是路上的人的一种普遍心境，但随着“柳暗花明又一村”，却又带给人绝处逢生的乐观。一村又一村走完，除非继续走下去，成功之感，会非常短暂，并且成功之感，往往只是庆幸自己终于走完了一段错路而已——这就是人生，永远是走不完的路，而终点就是起点。
003.直线前进对，周而复始错.txt	13		　　前几个月，黄老三的大姨高美人来，因住在我邻居家，邻居约我，一起吃了两次饭。高美人风华依旧（我只在黄老三婚礼上见过她一面），她说她这回返台，是继办离婚后卖房子，回美国后，一切都要重新开始。她有几分凄楚的自感年华老去，我目击她正把终点休止、从起点上路，心里感触很多。
