id	source_file	line_start	line_end	present	political_hits	quote_text
LAWXKC-001	001.没有窗，哪有“窗外”？.txt	35	35	yes		你吃一个坏了的蛋的时候，难道全吃下去，才知道它是坏蛋吗？
LAWXKC-002	001.没有窗，哪有“窗外”？.txt	95	95	yes		余弱冠时，读书杭州，闻有某贾人女，明艳工诗，以酷嗜《红楼梦》，致成瘵疾。当绵惙时，父母以是书贻祸，取投之火。女在床，乃大哭曰：“奈何烧煞我宝玉！”遂死。杭州人传以为笑。
LAWXKC-003	001.没有窗，哪有“窗外”？.txt	426	426	yes		灵对肉的援助并不比肉对灵来得多。
LAWXKC-004	001.没有窗，哪有“窗外”？.txt	448	448	yes		儒者论曰：天地故生人，此言妄也！夫天地合气，人偶自生也。犹夫妇合气，子则自生也。夫妇合气，非当时欲得生子，情欲动而合，合而生子矣！且夫妇不故生子，以知天地不故生人也。
LAWXKC-005	001.没有窗，哪有“窗外”？.txt	544	550	yes		每张我碰到的脸上都有一个痕迹，软弱的痕迹，苦恼的痕迹。A mark in every face I meet, Marks of weakness, marks of woe.
LAWXKC-006	003.“花落谁家”与“头落谁家”.txt	153	153	yes		满招损、谦受益
LAWXKC-007	003.“花落谁家”与“头落谁家”.txt	153	153	yes		虚怀若谷
LAWXKC-008	003.“花落谁家”与“头落谁家”.txt	179	179	yes		人之不死，不仅因为他有忍受的能力，而是因为他有灵魂和精神，能同情、牺牲和忍受。诗人和作家的责任就在描写这些，以提高人们的情绪、勇气、希望、荣誉、自尊、同情、怜悯、牺牲和光荣，帮助他们忍受困难。
LAWXKC-009	003.“花落谁家”与“头落谁家”.txt	181	181	yes		放下屠刀立地成佛
LAWXKC-010	003.“花落谁家”与“头落谁家”.txt	181	181	yes		宁缺毋滥
LAWXKC-011	007.居浩然论“硬抑别兴”.txt	7	7	yes		立身先须谨重文章且须放荡
LAWXKC-012	007.居浩然论“硬抑别兴”.txt	11	11	yes		心中有魇，则好比头上戴了紧箍帽，写文章时不敢稍逾范围，也就放不开或放荡不起来了。
LAWXKC-013	007.居浩然论“硬抑别兴”.txt	19	19	yes		万般皆下品，唯有读书高
LAWXKC-014	007.居浩然论“硬抑别兴”.txt	27	27	yes		文章先须放荡，落笔更须恣肆
LAWXKC-015	008.《硕鼠》今译.txt	5	51	yes		硕鼠硕鼠，胖老鼠啊胖老鼠，无食我黍！别吃我黄黍！三岁贯女，养你养了三年多，莫我肯顾。你却对我不照顾。逝将去女，我要发誓离开你，适彼乐土。去到那乐土。乐土乐土，乐土啊乐土，爰得我所。那儿才是我住处。硕鼠硕鼠，胖老鼠啊胖老鼠，无食我麦！别吃我小麦！三岁贯女，养你养了三年多，莫我肯德。你却对我还赖债。逝将去女，我要发誓离开你，适彼乐国。去到那乐国。乐国乐国，乐国啊乐国，爰得我直。那儿一住才值得。硕鼠硕鼠，胖老鼠啊胖老鼠，无食我苗！别吃我禾苗！三岁贯女，养你养了三年多，莫我肯劳。你却对我不慰劳。逝将去女，我要发誓离开你，适彼乐郊。去到那乐郊。乐郊乐郊，乐郊啊乐郊，谁之永号？那儿住下，谁还大哭大号？
LAWXKC-016	009.“试吟紫芝曲，应与夏黄同”.txt	15	15	yes		这五十年是中国古文学的结束时期。……恰好有一个章炳麟，真可算是古文学很光荣的结局了！
LAWXKC-017	009.“试吟紫芝曲，应与夏黄同”.txt	19	25	yes		蹈海千行旅，磨坚一秃翁。蒹葭随露白，鸿雁入云空。地坼成初郡，民劳不素风。试吟紫芝曲，应与夏黄同。
LAWXKC-018	010.“吾梦不堪碎”.txt	3	3	yes		我已梦得疲惫不堪。
LAWXKC-019	010.“吾梦不堪碎”.txt	3	3	yes		I am worn out with dreams.
LAWXKC-020	010.“吾梦不堪碎”.txt	5	19	yes		Had I heaven's embroidered cloths, Enwrought with golden and silver light, The blue and the dim and the dark cloths Of night and light and the half light, I would spread the colths under you feet; But I, being poor, have only my dreams; I have spread my dreams under your feet; Tread softly because you tread on my dreams.
LAWXKC-021	010.“吾梦不堪碎”.txt	25	39	yes		若我有天上的呢绒，上面绣着灿烂的金银线，那蔚蓝、暗灰和漆黑色的呢绒代表着白昼、黄昏和夜晚，我要将这呢绒铺在你的脚下；但是，我因为穷，只有自己的梦；现在，我已将我的梦铺在你的脚下；轻点儿踩呀，因为你踩的是我的梦。
