id	present	political_hits	duplicate_count	quote_text	source_file	line_start	line_end
LANBZD228-001	yes		1	安身立命	001.《你不知道的二二八》序（一）李敖.txt	5	5
LANBZD228-002	yes		1	障百川而东之，挽狂澜于既倒	001.《你不知道的二二八》序（一）李敖.txt	41	41
LANBZD228-003	yes		1	知其所止	001.《你不知道的二二八》序（一）李敖.txt	47	47
LANBZD228-004	yes		1	人上一百，形形色色。	003.你不知道的二二八.txt	87	87
LANBZD228-005	yes		1	放尿搅沙不作伙	003.你不知道的二二八.txt	119	119
LANBZD228-006	yes		1	撒尿的不要，换一个下痢者	003.你不知道的二二八.txt	127	127
LANBZD228-007	yes		1	乞丐赶庙公	003.你不知道的二二八.txt	131	131
LANBZD228-008	yes		1	抱狗仔过户磴也桌钱	003.你不知道的二二八.txt	139	139
LANBZD228-009	yes		1	小毛闹烘烘，老婆催办公，拔腿往外走，匆匆。	003.你不知道的二二八.txt	149	149
LANBZD228-010	yes		1	司机起得迟，巴士人太挤，半路又抛锚，走去。	003.你不知道的二二八.txt	151	151
LANBZD228-011	yes		1	登到簿无踪，股长无笑容，埋头忙抄写，脸红。	003.你不知道的二二八.txt	153	153
LANBZD228-012	yes		1	派克车威风，主管也办公，抽烟看看报，从容。	003.你不知道的二二八.txt	155	155
LANBZD228-013	yes		1	老李眼迷迷，盯着王美丽，科长发脾气，醋意。	003.你不知道的二二八.txt	157	157
LANBZD228-014	yes		1	天天都一样，中午汽笛放，打开抽屉来，便当。	003.你不知道的二二八.txt	159	159
LANBZD228-015	yes		1	庶务最风流，用钱不用愁，电钟五点半，北投。	003.你不知道的二二八.txt	161	161
LANBZD228-016	yes		1	一月挨到终，今天领薪俸，扣掉借支钱，空空。	003.你不知道的二二八.txt	163	163
LANBZD228-017	yes		1	老婆等薪水，无米又无煤，骂我老不死，受罪。	003.你不知道的二二八.txt	165	165
LANBZD228-018	yes		1	这是什么年，倒霉公务员，死活靠调整，可怜。	003.你不知道的二二八.txt	167	167
LANBZD228-019	yes		1	天上来，地下来，老百姓活不来	003.你不知道的二二八.txt	199	199
LANBZD228-020	yes		1	黑狗偷食白狗受罪	003.你不知道的二二八.txt	207	207
LANBZD228-021	yes		1	五子登科	003.你不知道的二二八.txt	319	319
LANBZD228-022	yes		1	以讹传讹	003.你不知道的二二八.txt	543	543
LANBZD228-023	yes		1	不分青红皂白	003.你不知道的二二八.txt	631	631
LANBZD228-024	yes		1	抱头鼠窜	003.你不知道的二二八.txt	771	771
LANBZD228-025	yes		1	唱空城计	003.你不知道的二二八.txt	1023	1023
LANBZD228-026	yes		1	脚底抹油	003.你不知道的二二八.txt	1027	1027
LANBZD228-027	yes		1	枪声一响，黄金万两	003.你不知道的二二八.txt	1527	1527
LANBZD228-028	yes		1	投鼠忌器	003.你不知道的二二八.txt	1531	1531
LANBZD228-029	yes		1	生不如死	003.你不知道的二二八.txt	1647	1647
LANBZD228-030	yes		1	用人勿疑，疑人勿用	003.你不知道的二二八.txt	3675	3675
LANBZD228-031	yes		1	治生敢曰太无方，病在偏怜晚节香，廿载服官无息日，一朝罢去便饥荒	003.你不知道的二二八.txt	3795	3795
