score	file	line	text	context
3	001.扉幕——JOHN-JOHN开场白.txt	5	举而不坚	我是J-O-H-N，我是JOHN，不是小写的john，是大写的JOHN，我是最有名的美国A片演员，当然是主角。我是白人，当然是WASP。也是大写的，不大写，就变成wasp，变成黄蜂了。大写的WASP当然不是黄蜂，是W（hite）A（nglo-）S（axon）P（rotestant）（盎格鲁撒克逊白人新教徒）4个字的龟头，我们是骄傲的人种，我们有骄傲的上帝，不...
3	001.扉幕——JOHN-JOHN开场白.txt	9	挺纵不收	“挺纵不收”是中国医书《薛己医按》中的词儿，在另一医书陈士铎《石室秘录》中，就白话得多了，它改叫“强阳不倒”。“挺纵不收”也好、“强阳不倒”也罢，都是描写一种情况，就是阴茎硬了，软不下来。
3	001.扉幕——JOHN-JOHN开场白.txt	9	强阳不倒	“挺纵不收”是中国医书《薛己医按》中的词儿，在另一医书陈士铎《石室秘录》中，就白话得多了，它改叫“强阳不倒”。“挺纵不收”也好、“强阳不倒”也罢，都是描写一种情况，就是阴茎硬了，软不下来。
5	001.扉幕——JOHN-JOHN开场白.txt	11	常发虚阳，不交精出	是不是性挑逗的后果？未必。在医学上，无性挑逗，而阴茎呈持续勃起状态，就是“挺纵不收”、“强阳不倒”，也就是“阴茎异常勃起”，也叫“阴茎持续勃起”、“阴茎反常勃起”、“持久勃起”。中国医书中有一种病叫“强中”，每被误会成这一类病，其实“强中”不是“阴茎异常勃起”，而是“阴茎坚长而精自出也”。在中医解释，这叫“常发虚阳，不交精出”，是阳具一硬就自动射精的。但“强...
3	001.扉幕——JOHN-JOHN开场白.txt	11	阴茎坚长而精自出也	是不是性挑逗的后果？未必。在医学上，无性挑逗，而阴茎呈持续勃起状态，就是“挺纵不收”、“强阳不倒”，也就是“阴茎异常勃起”，也叫“阴茎持续勃起”、“阴茎反常勃起”、“持久勃起”。中国医书中有一种病叫“强中”，每被误会成这一类病，其实“强中”不是“阴茎异常勃起”，而是“阴茎坚长而精自出也”。在中医解释，这叫“常发虚阳，不交精出”，是阳具一硬就自动射精的。但“强...
3	001.扉幕——JOHN-JOHN开场白.txt	29	最后审判	我是美国Ａ片的大明星，我太有资格品头论足了，当然，阳痿的是我的国家不是我。My Country，hard or soft（不论软硬，皆吾国也）是我JOHN-JOHN关心的；My Country，right or wrong（不论对错，皆吾国也）是美国总统关心的。现在，美国总统得到了报应，因为上帝发怒了，上帝要提前“最后审判”（Last Judgment）。正...
5	002.序幕——最后审判.txt	27	请听好，现在宣布：起——立！	突然间，灯光变暗了，一道光束出现，焦聚在高台的右角、焦聚在一位白衣天使身上。天使立正站好，双手半举，清丽的声音响起：“请听好，现在宣布：起——立！”
4	002.序幕——最后审判.txt	99	这上帝可是有名字的，叫Lee Ao。	大家交头接耳。“这上帝可是有名字的，叫Lee Ao。”“Leo不是欧洲教皇的名字吗？”“教皇算老几？教皇只有一个e，叫Leo，他有两个。”“他可是上帝哪！”“上帝怎么是中国人？”“中国人扬眉吐气了，当然可以做上帝。”“要做，还得赶快登记啊，不然韩国人就给登记走了。”“韩国人真不要脸，什么都抢。”……
4	002.序幕——最后审判.txt	99	教皇算老几？教皇只有一个e，叫Leo，他有两个。	大家交头接耳。“这上帝可是有名字的，叫Lee Ao。”“Leo不是欧洲教皇的名字吗？”“教皇算老几？教皇只有一个e，叫Leo，他有两个。”“他可是上帝哪！”“上帝怎么是中国人？”“中国人扬眉吐气了，当然可以做上帝。”“要做，还得赶快登记啊，不然韩国人就给登记走了。”“韩国人真不要脸，什么都抢。”……
4	002.序幕——最后审判.txt	99	中国人扬眉吐气了，当然可以做上帝。	大家交头接耳。“这上帝可是有名字的，叫Lee Ao。”“Leo不是欧洲教皇的名字吗？”“教皇算老几？教皇只有一个e，叫Leo，他有两个。”“他可是上帝哪！”“上帝怎么是中国人？”“中国人扬眉吐气了，当然可以做上帝。”“要做，还得赶快登记啊，不然韩国人就给登记走了。”“韩国人真不要脸，什么都抢。”……
4	002.序幕——最后审判.txt	99	要做，还得赶快登记啊，不然韩国人就给登记走了。	大家交头接耳。“这上帝可是有名字的，叫Lee Ao。”“Leo不是欧洲教皇的名字吗？”“教皇算老几？教皇只有一个e，叫Leo，他有两个。”“他可是上帝哪！”“上帝怎么是中国人？”“中国人扬眉吐气了，当然可以做上帝。”“要做，还得赶快登记啊，不然韩国人就给登记走了。”“韩国人真不要脸，什么都抢。”……
4	002.序幕——最后审判.txt	99	韩国人真不要脸，什么都抢。	大家交头接耳。“这上帝可是有名字的，叫Lee Ao。”“Leo不是欧洲教皇的名字吗？”“教皇算老几？教皇只有一个e，叫Leo，他有两个。”“他可是上帝哪！”“上帝怎么是中国人？”“中国人扬眉吐气了，当然可以做上帝。”“要做，还得赶快登记啊，不然韩国人就给登记走了。”“韩国人真不要脸，什么都抢。”……
