file	line	context
《求是新语》目录.txt	120	114.文肉麻到诗肉麻
《求是新语》目录.txt	146	137.作诗岂可成群结队
《求是新语》目录.txt	195	183.周恩来是南开大学出身的吗？
《求是新语》自序.txt	3	以“新语”为书名，始于一千五百年前刘义庆的《世说新语》。我曾说：中国人写书，普遍毛病是犯头巾气，《世说新语》却是脱帽后的闲谈，每个故事落墨不多，或优美、或洒脱、或惊心、或动魄，都是很有味道的。正因为《世说新语》在文体上有这种特色，所以善写各种文体的我，也趁给《世界论坛报》写专栏的机会，写了《世论新语》一书，于1989年出版。
001.钟曜唐的国文程度.txt	9	李世杰回忆，五十多年前，国民党军警在南京干请愿学生，事后发言说，许多学生乃“自行失足落水而死”，鲁迅有文奚落之。我想，钟曜唐自非五十年前军警的子孙，但其自行有此慧根、自行发为妙论，则属无独有偶也。感而记之，以告天下国文老师，请自行打自己三个嘴巴子。
005.他们都是哲学家？.txt	3	就读北京大学历史系的毛新宇，是毛泽东的孙子，现年十九岁。美联社十一月八日电讯报导：他被问到他最喜欢的哲学家是谁时，回答说：“马克斯，还有我的祖父毛泽东。”
006.勿忘李氏父子.txt	3	我常向台湾朋友戏谑说：“你们台湾人太笨，搞政变、搞颠覆，非你们所长。但有两次小成功，把外省人赶走，也可留为历史纪录。一次是张建邦逼走外省舅舅居浩然、又逼外省妈妈居瀛玖上吊，抢到淡江大学；一次是吴三连逼走外省合伙人李玉阶，抢到《自立晚报》。”我的台湾朋友听了我的戏谑，都会觉得好笑。
006.勿忘李氏父子.txt	5	《自立晚报》是李玉阶、李子弋父子辛苦经营的报，因争取言论自由，付了惨痛代价：蒋介石下令赶走他们，吴三连趁其势，把报纸转入台南帮之手。对李氏父子争取言论自由的功劳，我们应该永不忘记。比起他们在冰河期中的勇敢，今天所谓争取言论自由者，都不够看也！
007.李玉阶与天命.txt	3	10月4日下午，我去中兴大学看我的小女朋友，在去台中的车上，碰到李子弋，他正好去台中看他的老爸爸——八十九岁的李玉阶。我一边校稿一边跟他聊天，谈得很高兴。
009.这也算履历吗？.txt	5	现代知识分子则不然。这两天看报，有民进党台中市“立委”候选人林俊义教授者，大登广告，其中履历之一，竟是“1985年，曾是为‘蓬莱岛’文字狱，致函蒋经国直言无畏的读书人！”天啊，这也算履历吗？1985年不敢公开为争取言论自由挺身而出、只会私下写信的人，如今竟大登广告为自己吹嘘，那么，早从1958年就出道“直言无畏”的文字狱候补者，要怎么吹自己呢？从李敖到“蓬莱岛”受难人，在文字狱中，坐穿牢底，都不好意思这样吹自己呢，但林俊义却敢这样吹，这种脸皮，真是东海大学之光也！
