file	line	quote	context
001.驳台中市政府.txt	19	瞒天过海	按“以私人资格假行政处分为侵权手段者，受害人得请求回复原状，赔偿损害”，前经大理院四年上字第1023号著有判例可循。又“凡以私人资格假行政官厅之处分为侵权行为之手段者，被害人得对于加害人向司法衙门提起民事诉讼”，亦经大理院五年统字第480号解释甚明。查被告所属公务员不法侵害原告所有依法得以持有书籍之权利，自应负损害赔偿之责任。又被告所属公务员于执行职务行使公权力时，明知对原告并无行政处分之公文书，竟滥用权力，擅自扣押书籍，显系故意不法侵害原告之权利，依《国家赔偿法》第2条第2项上段规定，亦应由被告负损害赔偿之责任。
001.驳台中市政府.txt	27	藏之名山	按：（一）张桂贞与李敖虽为母子关系，然李敖自1985年8月11日起即设籍台北市信义路4段1号胡学古户内；张桂贞自1978年7月19日起即设籍台中市双十路2段1-4号，自为户长，从无李敖或他人迁入，均有户口名簿影本三件附卷可证，岂能空言推论情为母子即财产无别？（二）讼争书籍并非“均为李敖所著作”，其中百分之六十（八千九百六十三册）均非李敖专著，被告辩解，显属不实，且见其无知。（三）所谓按一般经验法则断无收藏一家著作数量达千百册之多之说，益见被告之孤陋寡闻。按古今藏书家法则（非一般经验法则），例以奇货可居为乐，其嗜一家
001.驳台中市政府.txt	27	奇货可居	按：（一）张桂贞与李敖虽为母子关系，然李敖自1985年8月11日起即设籍台北市信义路4段1号胡学古户内；张桂贞自1978年7月19日起即设籍台中市双十路2段1-4号，自为户长，从无李敖或他人迁入，均有户口名簿影本三件附卷可证，岂能空言推论情为母子即财产无别？（二）讼争书籍并非“均为李敖所著作”，其中百分之六十（八千九百六十三册）均非李敖专著，被告辩解，显属不实，且见其无知。（三）所谓按一般经验法则断无收藏一家著作数量达千百册之多之说，益见被告之孤陋寡闻。按古今藏书家法则（非一般经验法则），例以奇货可居为乐，其嗜一家
002.张桂贞控告张子源.txt	3	忍无可忍	前台中市长张子源下台后，为了被净化选举联盟指摘他炒地皮舞弊事件，于10月28日，控告该联盟负责人。他声称该联盟“蓄意在选举期间，将他作为打击国民党的祭品，终在忍无可忍之下”，决定追究，提出控告。
002.张桂贞控告张子源.txt	5	忍无可忍	张子源是学法律的，他能循法律途径保护他自己，是好的；但是，他做市长期间，是否蓄意在戒严期间，将别人作为祭品以希旨承风于国民党，也是别人要追究的，别人在忍无可忍之下，也对他提出控告。
002.张桂贞控告张子源.txt	5	希旨承风	张子源是学法律的，他能循法律途径保护他自己，是好的；但是，他做市长期间，是否蓄意在戒严期间，将别人作为祭品以希旨承风于国民党，也是别人要追究的，别人在忍无可忍之下，也对他提出控告。
002.张桂贞控告张子源.txt	9	案重初供，证重初证	不料张子源上诉后，台湾高等法院台中分院法官翁其荣、徐元庆、陈成泉竟违背法令，在判决书里，居然弄错法律位阶，把行政院新闻局69.12.17.瑜版四字第17050号函优于法律，并把其中“私人车辆、办公及投宿场所”扩张解释，认为私人住宅也包含在内！试问人对自己的家，叫“投宿”吗？证人邻里长，明明在地院结证他没看到搜索票，也没看到公文书，三法官却还认为不够明确，而要再传他，直到笔录中写下：“公文有无拿给我看，我忘记了。”才认为功德圆满。三法官舍初次明确之证词不采，反采信第二次含糊之证词，开脱官署，这是什么证据法则呢？按证据
002.张桂贞控告张子源.txt	9	案重初供	不料张子源上诉后，台湾高等法院台中分院法官翁其荣、徐元庆、陈成泉竟违背法令，在判决书里，居然弄错法律位阶，把行政院新闻局69.12.17.瑜版四字第17050号函优于法律，并把其中“私人车辆、办公及投宿场所”扩张解释，认为私人住宅也包含在内！试问人对自己的家，叫“投宿”吗？证人邻里长，明明在地院结证他没看到搜索票，也没看到公文书，三法官却还认为不够明确，而要再传他，直到笔录中写下：“公文有无拿给我看，我忘记了。”才认为功德圆满。三法官舍初次明确之证词不采，反采信第二次含糊之证词，开脱官署，这是什么证据法则呢？按证据
003.驳斥台中市长林柏榕.txt	13	瞒天过海	这段话，全是歪曲法理。因为《宪法》第24条明定：“凡公务员违法侵害人民之自由或权利者，除依法律受惩戒外，应负刑事及民事责任。被害人民就其所受损害，并得依法律向国家请求赔偿。”而《国家赔偿法》第1条明定：“本法依中华民国宪法第24条制定之。”复按同法第10条：“依本法请求损害赔偿时，应先以书面向赔偿义务机关请求之。赔偿义务机关对于前项请求，应即与请求权人协议。协议成立时，应作成协议书，该项协议书得为执行名义。”这一案子，原告早于1987年7月3日以书面请求损害赔偿，被告于同日收受该请求，有损害赔偿请求书及收件回执均影
003.驳斥台中市长林柏榕.txt	43	一望而知	由此图解，一望而知：第二个“其”字的主词，明明是“出版发行人”，而不能“越位”到前面的主词，这是苟有国文程度者的一点常识，固无待细表者也。由此可见，被告对“其”字的解释，已逸出法律上解释之外，对这样明显清楚的法令，更审以前，台湾高等法院台中分院翁其荣、徐元庆、陈成泉三推事竟也做出同样“名词”“代名词”不分、主词“越位”的解释，这是令人惊异的！以上所分析，还只是就基本的国文程度而言，还不涉及“法律与语言分析”（Law and Language Analysis）的问题，若从“牛津哲学”（Oxford Philosop
